"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","plx","pmRA","pmDE","fnames","UCC_ID","quad","dups_fnames","dups_probs","r_50","N_fixed","N_membs","fixed_cent","cent_flags","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","N_ex_cls"
"HUNT23","1875","HSC 145",271.38827,-18.7706,11.073,1.1951,0.907,2.634,2.119,"hsc145","UCC G011.0+01.1","Q1P","nan","nan",4.8,False,31.0,False,"000",0.58,0.65,"BB",31.0,11.069,1.186,271.376,-18.776,0.9,2.625,2.074,-22.212,4.0,18.0
"BICA19","227","Ryu 195",274.49091,-20.35502,11.09,-2.13,"nan","nan","nan","ryu195","UCC G011.0-02.1","Q1N","nan","nan",2.9,False,70.0,True,"000",0.78,0.32,"AC",52.0,11.095,-2.125,274.486,-20.337,0.265,-3.088,-6.371,20.746,2.0,0.0
"HUNT23","1876","HSC 147",287.27785,-26.02121,11.1036,-15.1683,1.805,-2.019,-7.974,"hsc147","UCC G011.1-15.1","Q1N","nan","nan",15.4,False,25.0,True,"000",0.42,0.31,"CC",0.0,11.135,-15.193,287.258,-25.955,1.799,-1.873,-8.081,0.257,7.0,2.0
"HAO22;HUNT23","18;4577","OC 0019",274.11134,-20.14099,11.1097,-1.715,0.522,1.151,-0.355,"oc0019","UCC G011.1-01.7","Q1N","cwnu191","0.64",5.5,False,62.0,False,"000",0.88,0.84,"AA",52.0,11.096,-1.713,274.101,-20.155,0.511,1.125,-0.368,"nan",0.0,10.0
"BICA19","228","Ryu 663",271.36599,-18.71639,11.11,1.24,"nan","nan","nan","ryu663","UCC G011.1+01.2","Q1P","nan","nan",1.9,False,44.0,True,"000",0.17,0.27,"DC",27.0,11.119,1.237,271.38,-18.707,0.231,-0.75,-1.947,3.701,1.0,1.0
"BICA19","229","Ryu 665",272.45242,-19.27651,11.12,0.07,"nan","nan","nan","ryu665","UCC G011.1+00.0","Q1P","nan","nan",1.9,False,49.0,True,"000",0.55,0.44,"BC",37.0,11.111,0.07,272.448,-19.287,0.331,-0.446,-2.017,-27.898,3.0,0.0
"HE23;HUNT23","917;993","CWNU 2188",272.78955,-19.41548,11.1518,-0.2757,0.53,0.718,-1.696,"cwnu2188","UCC G011.1-00.2","Q1N","nan","nan",2.6,False,32.0,False,"000",0.28,0.78,"CA",22.0,11.152,-0.271,272.788,-19.407,0.507,0.685,-1.732,62.228,1.0,10.0
"BICA19","230","Ryu 666",272.67702,-19.34773,11.16,-0.15,"nan","nan","nan","ryu666","UCC G011.1-00.1","Q1N","nan","nan",0.9,False,25.0,True,"000",0.77,0.45,"AC",0.0,11.167,-0.144,272.674,-19.339,0.347,-0.231,-1.93,-6.792,4.0,1.0
"BICA19","231","Ryu 669",276.85535,-21.41847,11.18,-4.58,"nan","nan","nan","ryu669","UCC G011.1-04.5","Q1N","nan","nan",1.2,False,25.0,True,"000",0.09,0.21,"DD",0.0,11.183,-4.58,276.858,-21.419,0.212,-4.591,-7.119,32.234,1.0,0.0
"BICA19","233","Ryu 667",272.58516,-19.27713,11.18,-0.04,"nan","nan","nan","ryu667","UCC G011.1+00.0a","Q1P","nan","nan",3.0,False,52.0,True,"000",0.19,0.41,"DC",36.0,11.193,-0.04,272.586,-19.258,0.325,-0.246,-2.382,-0.56,4.0,1.0
"BICA19","232","Ryu 668",269.42524,-17.58955,11.18,3.4,"nan","nan","nan","ryu668","UCC G011.1+03.4","Q1P","nan","nan",2.1,False,29.0,True,"000",0.62,0.27,"BC",23.0,11.175,3.41,269.424,-17.589,0.043,-3.147,-5.604,"nan",0.0,0.0
"BICA19","234","Ryu 196",273.16229,-19.55323,11.2,-0.65,"nan","nan","nan","ryu196","UCC G011.2-00.6","Q1N","nan","nan",2.0,False,53.0,True,"000",0.26,0.36,"CC",47.0,11.196,-0.65,273.16,-19.559,0.341,-0.269,-1.384,-13.601,3.0,1.0
"KHARCHENKO12","1008","ESO 461 38",301.223,-30.355,11.2384,-28.1891,"nan","nan","nan","eso46138","UCC G011.2-28.1","Q1N","nan","nan",4.4,False,25.0,True,"000",0.11,0.26,"DC",0.0,11.197,-28.199,301.22,-30.392,0.322,-2.543,-4.535,6.398,3.0,0.0
"BICA19","235","Ryu 197",274.71746,-20.27614,11.26,-2.28,"nan","nan","nan","ryu197","UCC G011.2-02.2","Q1N","nan","nan",1.5,False,38.0,True,"000",0.22,0.25,"DD",30.0,11.272,-2.279,274.723,-20.265,0.409,-0.514,-1.864,-25.012,3.0,0.0
"HE23","284","CWNU 1555",273.18147,-19.43889,11.309,-0.611,0.476,-0.363,-2.086,"cwnu1555","UCC G011.3-00.6","Q1N","nan","nan",6.8,False,32.0,True,"000",0.44,0.6,"CB",21.0,11.323,-0.627,273.21,-19.422,0.474,-0.359,-2.087,"nan",0.0,13.0
"BICA19","236","Ryu 670",270.35917,-17.94784,11.31,2.45,"nan","nan","nan","ryu670","UCC G011.3+02.4","Q1P","nan","nan",0.9,False,25.0,True,"000",0.55,0.25,"BD",0.0,11.315,2.45,270.359,-17.944,0.042,-3.282,-5.911,64.063,4.0,0.0
"BICA19","237","Ryu 198",271.04853,-18.27218,11.35,1.72,"nan","nan","nan","ryu198","UCC G011.3+01.7","Q1P","nan","nan",3.0,False,39.0,True,"000",0.4,0.4,"CC",30.0,11.382,1.708,271.073,-18.26,0.196,-0.409,-1.059,39.344,2.0,0.0
"HUNT23","1877","HSC 148",273.50424,-19.52203,11.3818,-0.9179,0.356,0.187,-2.168,"hsc148","UCC G011.3-00.9","Q1N","nan","nan",2.5,False,150.0,False,"000",0.96,0.99,"AA",97.0,11.377,-0.916,273.497,-19.525,0.342,0.183,-2.186,-11.44,3.0,9.0
"HUNT23","1878","HSC 149",273.50011,-19.5042,11.3956,-0.906,0.414,0.137,-2.126,"hsc149","UCC G011.3-00.9a","Q1N","nan","nan",1.9,False,78.0,True,"000",0.44,0.91,"CA",33.0,11.389,-0.901,273.489,-19.507,0.414,0.143,-2.12,9.859,4.0,9.0
"BICA19","238","Ryu 199",277.88583,-21.65361,11.41,-5.54,"nan","nan","nan","ryu199","UCC G011.4-05.5","Q1N","nan","nan",1.2,False,25.0,True,"000",0.26,0.25,"CD",0.0,11.408,-5.539,277.883,-21.653,0.284,-2.762,-4.339,88.762,1.0,0.0
"HE23;HUNT23","1188;1099","CWNU 2459",273.03601,-19.17681,11.473,-0.3647,0.324,-0.744,-2.073,"cwnu2459","UCC G011.4-00.3","Q1N","nan","nan",4.6,False,87.0,False,"000",0.97,0.79,"AA",55.0,11.497,-0.364,273.04,-19.168,0.319,-0.743,-2.072,-0.686,4.0,13.0
"BICA19","239","Ryu 672",276.07737,-20.69123,11.49,-3.6,"nan","nan","nan","ryu672","UCC G011.4-03.6","Q1N","nan","nan",1.3,False,46.0,True,"000",0.49,0.23,"CD",23.0,11.488,-3.604,276.077,-20.695,0.112,-3.419,-6.411,"nan",0.0,0.0
"HE23","141","CWNU 1412",273.37248,-19.24451,11.566,-0.676,0.339,0.098,-2.318,"cwnu1412","UCC G011.5-00.6","Q1N","nan","nan",5.6,False,70.0,False,"000",0.36,0.83,"CA",30.0,11.532,-0.686,273.376,-19.291,0.347,0.108,-2.305,25.516,3.0,15.0
"KHARCHENKO12","1294","NGC 6507",269.952,-17.418,11.579,3.0492,"nan","nan","nan","ngc6507","UCC G011.5+03.0","Q1P","nan","nan",2.4,False,25.0,True,"000",0.12,0.3,"DC",0.0,11.579,3.046,269.947,-17.423,0.095,-5.742,-6.692,71.271,3.0,1.0
"HE23;HUNT23","138;693","CWNU 1409",271.96772,-18.47357,11.6001,0.8603,0.54,0.256,-1.147,"cwnu1409","UCC G011.6+00.8","Q1P","nan","nan",5.8,False,34.0,True,"000",0.43,0.77,"CA",26.0,11.608,0.925,271.92,-18.436,0.557,0.215,-1.186,-8.656,1.0,6.0
"HUNT23;QIN23","4778;2","OCSN 3",276.488,-20.75874,11.6085,-3.9716,6.472,7.288,-27.913,"ocsn3","UCC G011.6-03.9","Q1N","nan","nan",68.8,False,90.0,True,"100",1.0,0.35,"AC",88.0,11.727,-3.999,276.42,-20.635,6.578,7.369,-28.599,-10.821,34.0,729.0
"KHARCHENKO12;CANTAT20;DIAS21;HUNT23","1248;340;288;1401","Dias 5",274.385,-19.707,11.614,-1.7356,0.744,1.798,-0.945,"dias5","UCC G011.6-01.7","Q1N","nan","nan",6.1,False,308.0,False,"000",1.0,0.63,"AB",271.0,11.585,-1.715,274.362,-19.715,0.743,1.794,-0.993,-6.415,11.0,13.0
"HUNT23","1879","HSC 151",288.35676,-25.89773,11.615,-16.013,2.094,-2.523,-9.708,"hsc151","UCC G011.6-16.0","Q1N","nan","nan",38.6,False,30.0,True,"100",0.53,0.45,"BC",23.0,11.659,-15.832,288.307,-25.76,2.108,-2.593,-9.615,-4.263,8.0,6.0
"CHI23_3","909","CWWDL 13670",273.316,-19.1401,11.6321,-0.5792,0.507,0.063,-1.453,"cwwdl13670","UCC G011.6-00.5","Q1N","nan","nan",4.7,False,25.0,True,"010",0.25,0.53,"DB",0.0,11.646,-0.596,273.34,-19.148,0.486,0.084,-1.473,40.736,1.0,19.0
"CHI23_3","910","CWWDL 13671",273.1461,-19.0509,11.6334,-0.3955,0.456,0.225,-1.031,"cwwdl13671","UCC G011.6-00.3","Q1N","nan","nan",2.5,False,25.0,True,"000",0.38,0.4,"CC",0.0,11.643,-0.416,273.169,-19.037,0.444,0.234,-1.053,-35.394,2.0,14.0
"HUNT23","1880","HSC 152",272.43958,-18.64625,11.6658,0.3854,0.603,1.004,0.734,"hsc152","UCC G011.6+00.3","Q1P","nan","nan",5.8,False,35.0,False,"000",0.11,0.62,"DB",30.0,11.672,0.328,272.486,-18.661,0.589,1.008,0.757,-3.134,3.0,5.0
"HE23;HUNT23","646;915","CWNU 1917",274.50626,-19.70724,11.6679,-1.8363,0.411,0.614,-1.066,"cwnu1917","UCC G011.6-01.8","Q1N","nan","nan",4.3,False,67.0,False,"000",1.0,0.75,"AA",48.0,11.672,-1.841,274.511,-19.712,0.41,0.592,-1.106,11.284,3.0,5.0
"HE23","877","CWNU 2148",273.21014,-19.03087,11.68,-0.439,0.407,0.258,-1.129,"cwnu2148","UCC G011.6-00.4","Q1N","nan","nan",3.8,False,25.0,True,"000",0.68,0.56,"BB",0.0,11.68,-0.438,273.197,-19.033,0.387,0.252,-1.143,-34.655,3.0,12.0
"HE23;HUNT23","1017;1027","CWNU 2288",271.73888,-18.25068,11.6892,1.1585,0.519,0.419,-0.462,"cwnu2288","UCC G011.6+01.1","Q1P","nan","nan",5.0,False,43.0,False,"000",0.4,0.64,"CB",37.0,11.694,1.157,271.747,-18.255,0.512,0.438,-0.457,"nan",0.0,8.0
"HUNT23","1881","HSC 153",275.21079,-19.99354,11.7278,-2.5557,0.565,0.281,-1.272,"hsc153","UCC G011.7-02.5","Q1N","nan","nan",9.7,False,35.0,True,"000",0.84,0.6,"AB",12.0,11.751,-2.536,275.24,-19.965,0.536,0.235,-1.294,5.472,1.0,3.0
"BICA19","240","Ryu 673",274.32587,-19.5454,11.73,-1.61,"nan","nan","nan","ryu673","UCC G011.7-01.6","Q1N","nan","nan",1.2,False,25.0,True,"000",0.18,0.37,"DC",0.0,11.731,-1.609,274.325,-19.547,0.292,-0.518,-2.207,"nan",0.0,0.0
"CASTRO22;HUNT23","7;5599","UBC 1008",273.32722,-19.02525,11.738,-0.5334,0.335,-0.855,-1.819,"ubc1008","UCC G011.7-00.5","Q1N","nan","nan",5.2,False,32.0,False,"000",0.81,0.87,"AA",27.0,11.717,-0.528,273.329,-19.064,0.359,-0.839,-1.807,"nan",0.0,63.0
"KHARCHENKO12;BICA19","1476;241","FSR 0041;MWSC 2522",255.87573,-8.84466,11.7467,19.2026,"nan","nan","nan","fsr0041;mwsc2522","UCC G011.7+19.2","Q1P","nan","nan",6.8,False,47.0,True,"000",0.1,0.3,"DC",36.0,11.748,19.163,255.891,-8.871,0.285,-2.524,-4.476,"nan",0.0,0.0
"HE23;HUNT23","1577;1258","CWNU 2848",274.08138,-19.39341,11.7544,-1.335,0.503,0.463,-1.879,"cwnu2848","UCC G011.7-01.3","Q1N","nan","nan",2.1,False,25.0,False,"000",0.8,0.62,"AB",0.0,11.758,-1.33,274.076,-19.387,0.492,0.47,-1.878,"nan",0.0,18.0
"BICA19","242","Ryu 200",269.34179,-16.8648,11.77,3.83,"nan","nan","nan","ryu200","UCC G011.7+03.8","Q1P","nan","nan",3.0,False,25.0,True,"000",0.16,0.36,"DC",0.0,11.784,3.815,269.358,-16.86,0.15,-1.859,-3.444,-5.917,2.0,0.0
"LOKTIN17","1049","WZ Sgr",273.48,-19.051,11.7845,-0.6726,"nan","nan","nan","wzsgr","UCC G011.7-00.6","Q1N","nan","nan",2.1,False,25.0,True,"000",0.11,0.31,"DC",0.0,11.784,-0.679,273.488,-19.047,0.351,-0.61,-1.434,"nan",0.0,10.0
"KHARCHENKO12;BICA19","1440;244","FSR 0042;MWSC 2548",258.52375,-10.47392,11.7853,16.1257,"nan","nan","nan","fsr0042;mwsc2548","UCC G011.7+16.1","Q1P","nan","nan",6.9,False,37.0,True,"000",0.34,0.35,"CC",29.0,11.806,16.125,258.522,-10.456,0.248,-4.595,-2.791,-63.528,1.0,0.0
"BICA19","243","Ryu 674",274.64586,-19.63928,11.79,-1.92,"nan","nan","nan","ryu674","UCC G011.7-01.9","Q1N","nan","nan",1.4,False,102.0,True,"000",0.9,0.29,"AC",86.0,11.793,-1.931,274.657,-19.639,0.186,-0.302,-1.944,4.351,4.0,0.0
"KHARCHENKO12;HUNT23","1276;4490","NGC 6554",272.28154,-18.41918,11.792,0.6264,0.677,-0.833,-1.292,"ngc6554","UCC G011.7+00.6","Q1P","nan","nan",7.4,False,28.0,False,"000",0.6,0.63,"BB",26.0,11.858,0.601,272.342,-18.373,0.68,-0.817,-1.236,-30.068,2.0,5.0
"CASTRO22","8","UBC 1009",273.5,-19.05,11.7945,-0.6887,0.33,-0.36,-1.19,"ubc1009","UCC G011.7-00.6a","Q1N","nan","nan",4.7,False,37.0,True,"000",0.64,0.81,"BA",28.0,11.81,-0.685,273.497,-19.028,0.32,-0.354,-1.194,1.486,2.0,64.0
"BICA19","245","Ryu 676",271.93327,-18.20378,11.82,1.02,"nan","nan","nan","ryu676","UCC G011.8+01.0","Q1P","nan","nan",2.2,False,37.0,True,"000",0.29,0.37,"CC",30.0,11.828,1.024,271.931,-18.192,0.545,0.036,-1.17,-17.667,2.0,0.0
"BICA19","246","Ryu 201",270.2945,-17.32707,11.82,2.81,"nan","nan","nan","ryu201","UCC G011.8+02.8","Q1P","nan","nan",1.5,False,35.0,True,"000",0.86,0.33,"AC",29.0,11.822,2.808,270.294,-17.332,0.138,-3.839,-6.455,104.145,2.0,0.0
"HAO22","19","OC 0020",273.46012,-18.99342,11.8261,-0.6285,0.532,0.26,-1.636,"oc0020","UCC G011.8-00.6","Q1N","nan","nan",10.3,False,40.0,True,"000",0.24,0.61,"DB",20.0,11.78,-0.696,273.468,-19.044,0.528,0.266,-1.623,0.582,1.0,17.0
"HE23","1558","CWNU 2829",271.49548,-17.90304,11.88,1.53,0.667,-0.276,-1.328,"cwnu2829","UCC G011.8+01.5","Q1P","ryu677","0.76",4.0,False,25.0,True,"000",0.32,0.48,"CC",0.0,11.867,1.527,271.49,-17.91,0.667,-0.298,-1.314,"nan",0.0,4.0
"BICA19","247","Ryu 677",271.50061,-17.89431,11.89,1.53,"nan","nan","nan","ryu677","UCC G011.8+01.5a","Q1P","cwnu2829","0.76",2.2,False,43.0,True,"000",0.44,0.25,"CD",28.0,11.896,1.535,271.505,-17.896,0.282,-0.424,-1.709,14.207,3.0,0.0
"HUNT23","1870","HSC 139",277.81541,-21.0347,11.9336,-5.2,1.955,-3.164,-8.585,"hsc139","UCC G011.9-05.2","Q1N","nan","nan",22.1,False,33.0,True,"000",0.37,0.33,"CC",4.0,11.915,-5.159,277.748,-21.019,1.908,-3.214,-8.66,2.53,3.0,15.0
"BICA19","248","Ryu 679",273.58409,-18.92759,11.94,-0.7,"nan","nan","nan","ryu679","UCC G011.9-00.7","Q1N","nan","nan",1.6,False,57.0,True,"000",0.29,0.32,"CC",38.0,11.934,-0.707,273.588,-18.934,0.389,-0.359,-2.22,9.272,5.0,2.0
"BICA19","249","Ryu 680",267.8121,-15.80772,11.95,5.63,"nan","nan","nan","ryu680","UCC G011.9+05.6","Q1P","nan","nan",1.4,False,30.0,True,"000",0.59,0.4,"BC",17.0,11.953,5.631,267.811,-15.804,0.149,-2.591,-4.534,"nan",0.0,0.0
"HE23","770","CWNU 2041",273.50669,-18.87179,11.954,-0.609,0.451,1.067,0.132,"cwnu2041","UCC G011.9-00.6","Q1N","nan","nan",2.4,False,25.0,True,"010",0.11,0.35,"DC",0.0,11.952,-0.62,273.516,-18.886,0.45,1.056,0.093,-14.994,2.0,11.0
"HE23;HUNT23","1422;1212","CWNU 2693",273.54866,-18.88573,11.9608,-0.6505,0.65,0.975,-2.637,"cwnu2693","UCC G011.9-00.6a","Q1N","nan","nan",10.2,False,40.0,False,"000",0.69,0.63,"BB",28.0,11.95,-0.656,273.553,-18.913,0.65,1.009,-2.627,-12.497,1.0,18.0
"KHARCHENKO12;LOKTIN17;CANTAT20;DIAS21;HUNT23","1266;463;728;618;4214","Markarian 38",273.819,-18.997,11.9851,-0.9284,0.567,0.845,-2.277,"markarian38","UCC G011.9-00.9","Q1N","nan","nan",4.9,False,28.0,False,"000",0.79,0.76,"AA",26.0,11.989,-0.94,273.827,-18.999,0.579,0.811,-2.318,66.736,2.0,20.0
"BICA19","251","Ryu 681",277.38582,-20.76545,11.99,-4.72,"nan","nan","nan","ryu681","UCC G011.9-04.7","Q1N","nan","nan",1.1,False,25.0,True,"000",0.19,0.3,"DC",0.0,11.984,-4.721,277.385,-20.766,0.165,-2.639,-4.453,"nan",0.0,0.0
"BICA19","250","Ryu 682",274.28854,-19.23121,11.99,-1.43,"nan","nan","nan","ryu682","UCC G011.9-01.4","Q1N","nan","nan",2.3,False,63.0,True,"000",0.66,0.4,"BC",43.0,12.007,-1.407,274.27,-19.207,0.369,-0.565,-2.781,18.754,4.0,0.0
"CHI23_3","118","CWWDL 969",274.5976,-19.3671,12.0085,-1.7513,0.49,-0.673,-0.039,"cwwdl969","UCC G012.0-01.7","Q1N","cwnu2719","0.77",2.8,False,118.0,False,"000",1.0,0.84,"AA",103.0,12.011,-1.746,274.598,-19.359,0.488,-0.692,-0.048,-22.418,10.0,12.0
"HE23;HUNT23","1448;1224","CWNU 2719",274.59752,-19.35426,12.0198,-1.7451,0.486,-0.695,-0.063,"cwnu2719","UCC G012.0-01.7a","Q1N","cwwdl969","0.77",3.0,False,117.0,True,"000",1.0,0.87,"AA",106.0,12.012,-1.746,274.599,-19.359,0.485,-0.693,-0.05,-22.418,10.0,12.0
"HE23;HUNT23","1209;1111","CWNU 2480",271.92885,-17.88296,12.0984,1.1796,0.639,-1.033,-1.027,"cwnu2480","UCC G012.0+01.1","Q1P","nan","nan",7.2,False,27.0,True,"000",0.47,0.58,"CB",19.0,12.101,1.17,271.944,-17.887,0.653,-1.013,-1.031,-13.246,2.0,8.0
"HAO22","20","OC 0021",274.35775,-19.09049,12.145,-1.4208,0.549,0.642,-2.426,"oc0021","UCC G012.1-01.4","Q1N","nan","nan",3.8,False,88.0,False,"000",0.89,0.88,"AA",70.0,12.13,-1.416,274.349,-19.09,0.554,0.678,-2.411,-26.859,2.0,16.0
"BICA19","252","Ryu 683",275.01302,-19.41635,12.15,-2.12,"nan","nan","nan","ryu683","UCC G012.1-02.1","Q1N","nan","nan",1.9,False,68.0,True,"000",0.36,0.26,"CC",53.0,12.142,-2.115,275.004,-19.419,0.329,-0.711,-2.625,-14.891,6.0,0.0
"CHI23_3","795","CWWDL 13293",280.4168,-21.9747,12.1802,-7.7848,0.66,1.011,-0.669,"cwwdl13293","UCC G012.1-07.7","Q1N","ubc572","0.75",5.0,False,59.0,False,"000",1.0,0.81,"AA",46.0,12.185,-7.794,280.42,-21.972,0.65,1.011,-0.659,-27.473,22.0,0.0
"CANTAT20;CASTRO20;DIAS21;TARRICQ22;HUNT23","1743;478;1372;348;5540","UBC 572",280.417,-21.959,12.1945,-7.778,0.647,0.999,-0.63,"ubc572","UCC G012.1-07.7a","Q1N","cwwdl13293","0.75",5.0,False,34.0,False,"000",0.98,1.0,"AA",29.0,12.185,-7.794,280.417,-21.972,0.653,1.005,-0.666,-26.499,15.0,1.0
"BICA19","253","Ryu 684",268.78757,-16.06418,12.2,4.69,"nan","nan","nan","ryu684","UCC G012.2+04.6","Q1P","nan","nan",1.2,False,25.0,True,"000",0.12,0.17,"DD",0.0,12.197,4.694,268.786,-16.07,0.361,-3.955,-4.462,"nan",0.0,0.0
"HUNT23","1882","HSC 155",273.89793,-18.75782,12.231,-0.88,0.341,0.065,0.377,"hsc155","UCC G012.2-00.8","Q1N","nan","nan",5.1,False,39.0,True,"010",0.44,0.66,"CB",29.0,12.239,-0.891,273.902,-18.758,0.341,0.083,0.396,-1.159,4.0,13.0
"KHARCHENKO12;LOKTIN17","1264;1029","Turner 2",274.2825,-18.9535,12.2318,-1.2932,"nan","nan","nan","turner2","UCC G012.2-01.2","Q1N","nan","nan",4.7,False,38.0,True,"000",0.17,0.64,"DB",16.0,12.227,-1.287,274.272,-18.94,0.351,-0.101,-1.123,"nan",0.0,5.0
"HE23;HUNT23","1398;1199","CWNU 2669",273.86773,-18.69167,12.2755,-0.8234,0.409,0.88,-0.293,"cwnu2669","UCC G012.2-00.8a","Q1N","nan","nan",4.4,False,31.0,False,"000",0.85,0.65,"AB",19.0,12.26,-0.829,273.842,-18.685,0.404,0.866,-0.29,31.015,8.0,13.0
"KHARCHENKO12;BICA19","1349;254","FSR 0043;MWSC 2685",266.48108,-14.66022,12.2911,7.3185,"nan","nan","nan","fsr0043;mwsc2685","UCC G012.2+07.3","Q1P","nan","nan",5.4,False,25.0,True,"000",0.58,0.53,"BB",0.0,12.23,7.332,266.437,-14.696,0.196,-3.329,-6.453,"nan",0.0,0.0
"BICA19;HUNT23","2889;5126","Teutsch 262",274.5243,-18.97548,12.3209,-1.505,0.6,0.986,-1.889,"teutsch262","UCC G012.3-01.5","Q1N","nan","nan",3.4,False,51.0,False,"000",0.98,0.8,"AA",37.0,12.313,-1.498,274.518,-18.978,0.601,0.99,-1.909,17.667,2.0,17.0
"BICA19","255","Ryu 685",277.99824,-20.67867,12.33,-5.19,"nan","nan","nan","ryu685","UCC G012.3-05.1","Q1N","nan","nan",1.1,False,25.0,True,"000",0.18,0.25,"DD",0.0,12.333,-5.19,278.001,-20.676,0.158,-1.864,-4.653,"nan",0.0,0.0
"BICA19","256","Ryu 686",276.39334,-19.88873,12.34,-3.49,"nan","nan","nan","ryu686","UCC G012.3-03.4","Q1N","nan","nan",1.0,False,25.0,True,"000",0.16,0.27,"DC",0.0,12.345,-3.492,276.397,-19.883,0.14,-3.332,-6.377,"nan",0.0,0.0
"KHARCHENKO12;CANTAT20;HUNT23","1260;1314;5181","Turner 3",274.393,-18.875,12.3506,-1.348,0.584,0.474,-2.504,"turner3","UCC G012.3-01.3","Q1N","nan","nan",4.8,False,77.0,False,"000",0.65,0.74,"BB",44.0,12.348,-1.351,274.393,-18.878,0.561,0.519,-2.464,"nan",0.0,16.0
"SIM19;CANTAT20;DIAS21;TARRICQ22;HUNT23","1;1948;1539;419;6076","UPK 5",273.304,-18.308,12.357,-0.1704,1.786,0.659,-8.387,"upk5","UCC G012.3-00.1","Q1N","nan","nan",18.8,False,55.0,False,"000",0.79,0.63,"AB",45.0,12.373,-0.207,273.399,-18.3,1.764,0.684,-8.437,-5.934,14.0,98.0
"HE22_1","815","CWNU 1250",307.468,-30.8242,12.3632,-33.4977,2.437,3.328,-7.979,"cwnu1250","UCC G012.3-33.4","Q1N","nan","nan",41.8,False,42.0,True,"101",0.18,0.4,"DC",43.0,12.225,-33.489,307.481,-30.89,1.701,3.228,-7.94,13.111,7.0,0.0
"KHARCHENKO12;LOKTIN17;BICA19;CANTAT20;DIAS21;TARRICQ22;HUNT23","1245;1025;257;1308;1156;282;5177","Trumpler 33;Collinder 378;OCL 34;ESO 590 20;MWSC 2910",276.159,-19.711,12.3951,-3.2122,0.677,0.435,0.449,"trumpler33;collinder378;ocl34;eso59020;mwsc2910","UCC G012.3-03.2","Q1N","nan","nan",6.9,False,146.0,False,"000",1.0,0.96,"AA",133.0,12.385,-3.199,276.152,-19.717,0.686,0.517,0.511,-3.946,6.0,1.0
"KHARCHENKO12;BICA19","939;258","MWSC 5715",293.3853,-26.89634,12.4036,-20.5651,"nan","nan","nan","mwsc5715","UCC G012.4-20.5","Q1N","nan","nan",3.8,False,25.0,True,"000",0.14,0.23,"DD",0.0,12.393,-20.578,293.391,-26.896,0.114,-3.277,-6.932,70.523,1.0,0.0
"LOKTIN17","1030","Turner4",274.26,-18.721,12.4264,-1.1641,"nan","nan","nan","turner4","UCC G012.4-01.1","Q1N","nan","nan",2.3,False,25.0,True,"000",0.63,0.42,"BC",0.0,12.415,-1.16,274.248,-18.726,0.284,-0.712,-2.623,6.112,2.0,4.0
"HE23","1642","CWNU 2913",274.68532,-18.89258,12.466,-1.6,0.652,-0.212,-1.358,"cwnu2913","UCC G012.4-01.6","Q1N","nan","nan",3.3,False,25.0,True,"000",0.95,0.62,"AB",0.0,12.466,-1.617,274.714,-18.915,0.652,-0.182,-1.344,"nan",0.0,14.0
"BICA19","259","Ryu 202",278.13261,-20.58635,12.47,-5.26,"nan","nan","nan","ryu202","UCC G012.4-05.2","Q1N","nan","nan",1.1,False,25.0,True,"000",0.19,0.26,"DC",0.0,12.47,-5.263,278.133,-20.586,0.189,-3.067,-5.45,"nan",0.0,0.0
"BICA19","260","Ryu 688",275.65448,-19.36449,12.48,-2.63,"nan","nan","nan","ryu688","UCC G012.4-02.6","Q1N","nan","nan",1.2,False,25.0,True,"000",0.31,0.26,"CC",0.0,12.481,-2.626,275.651,-19.363,0.218,-3.046,-5.864,"nan",0.0,0.0
"HUNT23","1883","HSC 156",269.6887,-16.20407,12.5103,3.8696,0.588,-0.676,-4.973,"hsc156","UCC G012.5+03.8","Q1P","nan","nan",6.0,False,36.0,True,"000",1.0,0.76,"AA",26.0,12.479,3.843,269.689,-16.23,0.604,-0.695,-5.011,9.458,4.0,2.0
"KHARCHENKO12","1288","Dolidze 51",272.599,-17.741,12.5316,0.6901,"nan","nan","nan","dolidze51","UCC G012.5+00.6","Q1P","nan","nan",3.5,False,50.0,True,"000",0.33,0.27,"CC",41.0,12.518,0.685,272.596,-17.742,0.4,-0.544,-2.07,-2.558,1.0,1.0
"BICA19","261","Ryu 689",272.43376,-17.63319,12.55,0.88,"nan","nan","nan","ryu689","UCC G012.5+00.8","Q1P","nan","nan",1.8,False,35.0,True,"000",0.62,0.36,"BC",31.0,12.553,0.879,272.437,-17.631,0.378,0.132,-1.233,-1.888,3.0,0.0
"BICA19","262","Ryu 690",277.81576,-20.26657,12.62,-4.85,"nan","nan","nan","ryu690","UCC G012.6-04.8","Q1N","nan","nan",1.3,False,25.0,True,"000",0.09,0.26,"DC",0.0,12.62,-4.848,277.814,-20.269,-0.039,-3.082,-5.909,"nan",0.0,0.0
"BICA19","263","Ryu 11",269.37565,-15.88315,12.64,4.29,"nan","nan","nan","ryu11","UCC G012.6+04.2","Q1P","nan","nan",1.5,False,25.0,True,"000",0.16,0.27,"DC",0.0,12.639,4.293,269.374,-15.883,0.257,-2.064,-4.284,97.71,2.0,0.0
