"fname","N_clust","N_clust_max","Nbox","frame_limit"
hsc133,"nan",25,"nan","nan"
hsc1330,"nan",67,"nan","nan"
hsc1331,"nan",25,"nan","nan"
hsc1332,"nan",25,"nan","nan"
hsc1333,"nan",39,"nan","nan"
hsc1334,"nan",48,"nan","nan"
hsc1340,"nan",194,"nan","nan"
hsc1341,"nan",25,"nan","nan"
hsc1342,"nan",41,"nan","nan"
hsc1343,"nan",25,"nan","nan"
hsc1344,"nan",25,"nan","nan"
hsc1346,"nan",25,"nan","nan"
hsc1347,"nan",42,"nan","nan"
hsc1348,"nan",27,"nan","nan"
hsc135,"nan",84,"nan","nan"
hsc1350,"nan",52,"nan","nan"
hsc1351,"nan",25,"nan","nan"
hsc1353,"nan",25,"nan","nan"
hsc1355,"nan",532,"nan","nan"
hsc1356,"nan",40,"nan","nan"
hsc1358,"nan",25,"nan","nan"
hsc1359,"nan",111,"nan","nan"
hsc1360,"nan",40,"nan","nan"
hsc1361,"nan",25,"nan","nan"
hsc1362,"nan",26,"nan","nan"
hsc1364,"nan",25,"nan","nan"
hsc1365,"nan",25,"nan","nan"
hsc1366,"nan",25,"nan","nan"
hsc1367,"nan",25,"nan","nan"
hsc1369,"nan",25,"nan","nan"
hsc137,"nan",45,"nan","nan"
hsc1370,"nan",25,"nan","nan"
hsc1375,"nan",25,"nan","nan"
hsc1377,"nan",25,"nan","nan"
hsc1378,"nan",37,"nan","nan"
hsc1379,"nan",61,"nan","nan"
hsc138,"nan",25,"nan","nan"
hsc1380,"nan",80,"nan","nan"
hsc1381,"nan",26,"nan","nan"
hsc1385,"nan",25,"nan","nan"
hsc1386,"nan",57,"nan","nan"
hsc1387,"nan",25,"nan","nan"
hsc1388,"nan",35,"nan","nan"
hsc1389,"nan",25,"nan","nan"
hsc139,"nan",25,"nan","nan"
hsc1390,"nan",25,"nan","nan"
hsc1392,"nan",25,"nan","nan"
hsc1394,"nan",25,"nan","nan"
hsc1395,"nan",30,"nan","nan"
hsc1398,"nan",34,"nan","nan"
hsc1399,"nan",25,"nan","nan"
hsc14,"nan",62,"nan","nan"
hsc140,"nan",25,"nan","nan"
hsc1400,"nan",36,"nan","nan"
hsc1401,"nan",25,"nan","nan"
hsc1402,"nan",25,"nan","nan"
hsc1403,"nan",105,"nan","nan"
hsc1404,"nan",25,"nan","nan"
hsc1407,"nan",25,"nan","nan"
hsc1408,"nan",25,"nan","nan"
hsc1409,"nan",31,"nan","nan"
hsc1410,"nan",25,"nan","nan"
hsc1411,"nan",25,"nan","nan"
hsc1413,"nan",49,"nan","nan"
hsc1414,"nan",33,"nan","nan"
hsc1416,"nan",34,"nan","nan"
hsc1417,"nan",25,"nan","nan"
hsc1418,"nan",25,"nan","nan"
hsc1419,"nan",30,"nan","nan"
hsc142,"nan",25,"nan","nan"
hsc1421,"nan",35,"nan","nan"
hsc1425,"nan",160,"nan","nan"
hsc1426,"nan",58,"nan","nan"
hsc1427,"nan",25,"nan","nan"
hsc1428,"nan",70,"nan","nan"
hsc143,"nan",42,"nan","nan"
hsc1430,"nan",67,"nan","nan"
hsc1431,"nan",25,"nan","nan"
hsc1432,"nan",29,"nan","nan"
hsc1433,"nan",25,"nan","nan"
hsc1435,"nan",40,"nan","nan"
hsc1436,"nan",37,"nan","nan"
hsc1437,"nan",30,"nan","nan"
hsc1438,"nan",110,"nan","nan"
hsc1439,"nan",25,"nan","nan"
hsc144,"nan",25,"nan","nan"
hsc1440,"nan",40,"nan","nan"
hsc1441,"nan",35,"nan","nan"
hsc1442,"nan",48,"nan","nan"
hsc1443,"nan",32,"nan","nan"
hsc1445,"nan",58,"nan","nan"
hsc1446,"nan",29,"nan","nan"
hsc1449,"nan",25,"nan","nan"
hsc145,"nan",37,"nan","nan"
hsc1450,"nan",82,"nan","nan"
hsc1453,"nan",25,"nan","nan"
hsc1455,"nan",32,"nan","nan"
hsc1456,"nan",25,"nan","nan"
hsc1457,"nan",25,"nan","nan"
hsc1458,"nan",25,"nan","nan"
hsc1459,"nan",25,"nan","nan"
hsc1460,"nan",25,"nan","nan"
hsc1462,"nan",25,"nan","nan"
hsc1463,"nan",39,"nan","nan"
hsc1464,"nan",88,"nan","nan"
hsc1465,"nan",25,"nan","nan"
hsc1466,"nan",25,"nan","nan"
hsc1467,"nan",29,"nan","nan"
hsc1468,"nan",25,"nan","nan"
hsc1469,"nan",41,"nan","nan"
hsc147,"nan",37,"nan","nan"
hsc1470,"nan",25,"nan","nan"
hsc1471,"nan",36,"nan","nan"
hsc1472,"nan",25,"nan","nan"
hsc1473,"nan",25,"nan","nan"
hsc1476,"nan",82,"nan","nan"
hsc1477,"nan",35,"nan","nan"
hsc1479,"nan",25,"nan","nan"
hsc148,"nan",55,"nan","nan"
hsc1480,"nan",67,"nan","nan"
hsc1481,"nan",40,"nan","nan"
hsc1482,"nan",52,"nan","nan"
hsc1484,"nan",30,"nan","nan"
hsc1486,"nan",155,"nan","nan"
hsc1487,"nan",25,"nan","nan"
hsc1489,"nan",32,"nan","nan"
hsc149,"nan",25,"nan","nan"
hsc1490,"nan",25,"nan","nan"
hsc1492,"nan",27,"nan","nan"
hsc1493,"nan",44,"nan","nan"
hsc1495,"nan",29,"nan","nan"
hsc1496,"nan",25,"nan","nan"
hsc15,"nan",25,"nan","nan"
hsc1500,"nan",46,"nan","nan"
hsc1502,"nan",25,"nan","nan"
hsc1503,"nan",29,"nan","nan"
hsc1504,"nan",37,"nan","nan"
hsc1507,"nan",28,"nan","nan"
hsc1509,"nan",72,"nan","nan"
hsc151,"nan",49,"nan","nan"
hsc1510,"nan",25,"nan","nan"
hsc1511,"nan",25,"nan","nan"
hsc1512,"nan",25,"nan","nan"
hsc1513,"nan",62,"nan","nan"
hsc1515,"nan",25,"nan","nan"
hsc1516,"nan",26,"nan","nan"
hsc1517,"nan",37,"nan","nan"
hsc1518,"nan",25,"nan","nan"
hsc152,"nan",44,"nan","nan"
hsc1520,"nan",95,"nan","nan"
hsc1521,"nan",25,"nan","nan"
hsc1522,"nan",25,"nan","nan"
hsc1523,"nan",25,"nan","nan"
hsc1524,"nan",100,"nan","nan"
hsc1527,"nan",36,"nan","nan"
hsc1528,"nan",55,"nan","nan"
hsc153,"nan",25,"nan","nan"
hsc1530,"nan",25,"nan","nan"
hsc1531,"nan",25,"nan","nan"
hsc1532,"nan",71,"nan","nan"
hsc1534,"nan",77,"nan","nan"
hsc1535,"nan",25,"nan","nan"
hsc1536,"nan",27,"nan","nan"
hsc1537,"nan",25,"nan","nan"
hsc1538,"nan",42,"nan","nan"
hsc1539,"nan",36,"nan","nan"
hsc1540,"nan",66,"nan","nan"
hsc1542,"nan",175,"nan","nan"
hsc1544,"nan",25,"nan","nan"
hsc1545,"nan",25,"nan","nan"
hsc1546,"nan",25,"nan","nan"
hsc1547,"nan",25,"nan","nan"
hsc1548,"nan",78,"nan","nan"
hsc155,"nan",27,"nan","nan"
hsc1550,"nan",26,"nan","nan"
hsc1551,"nan",29,"nan","nan"
hsc1552,"nan",126,"nan","nan"
hsc1553,"nan",330,"nan","nan"
hsc1555,"nan",74,"nan","nan"
hsc1556,"nan",33,"nan","nan"
hsc1557,"nan",25,"nan","nan"
hsc1558,"nan",25,"nan","nan"
hsc1559,"nan",25,"nan","nan"
hsc156,"nan",52,"nan","nan"
hsc1560,"nan",25,"nan","nan"
hsc1561,"nan",29,"nan","nan"
hsc1564,"nan",25,"nan","nan"
hsc1565,"nan",33,"nan","nan"
hsc1566,"nan",29,"nan","nan"
hsc1567,"nan",25,"nan","nan"
hsc157,"nan",52,"nan","nan"
hsc1570,"nan",93,"nan","nan"
hsc1571,"nan",46,"nan","nan"
hsc1572,"nan",25,"nan","nan"
hsc1573,"nan",36,"nan","nan"
hsc1575,"nan",42,"nan","nan"
hsc1576,"nan",40,"nan","nan"
hsc1577,"nan",25,"nan","nan"
hsc1579,"nan",25,"nan","nan"
hsc158,"nan",38,"nan","nan"
hsc1580,"nan",66,"nan","nan"
hsc1581,"nan",25,"nan","nan"
hsc1582,"nan",51,"nan","nan"
hsc1583,"nan",86,"nan","nan"
hsc1585,"nan",28,"nan","nan"
hsc1586,"nan",25,"nan","nan"
hsc1587,"nan",25,"nan","nan"
hsc1588,"nan",25,"nan","nan"
hsc159,"nan",25,"nan","nan"
hsc1590,"nan",51,"nan","nan"
hsc1593,"nan",394,"nan","nan"
hsc1594,"nan",25,"nan","nan"
hsc1595,"nan",53,"nan","nan"
hsc1598,"nan",53,"nan","nan"
hsc1599,"nan",25,"nan","nan"
hsc16,"nan",25,"nan","nan"
hsc160,"nan",36,"nan","nan"
hsc1600,"nan",52,"nan","nan"
hsc1601,"nan",25,"nan","nan"
hsc1603,"nan",45,"nan","nan"
hsc1605,"nan",25,"nan","nan"
hsc1608,"nan",45,"nan","nan"
hsc161,"nan",45,"nan","nan"
hsc1610,"nan",25,"nan","nan"
hsc1611,"nan",25,"nan","nan"
hsc1612,"nan",26,"nan","nan"
hsc1613,"nan",35,"nan","nan"
hsc1614,"nan",25,"nan","nan"
hsc1615,"nan",27,"nan","nan"
hsc1618,"nan",25,"nan","nan"
hsc1619,"nan",27,"nan","nan"
hsc162,"nan",25,"nan","nan"
hsc1620,"nan",112,"nan","nan"
hsc1622,"nan",26,"nan","nan"
hsc1623,"nan",48,"nan","nan"
hsc1624,"nan",39,"nan","nan"
hsc1625,"nan",28,"nan","nan"
hsc1627,"nan",42,"nan","nan"
hsc1629,"nan",42,"nan","nan"
hsc1630,"nan",94,"nan","nan"
hsc1631,"nan",52,"nan","nan"
hsc1633,"nan",68,"nan","nan"
hsc1634,"nan",40,"nan","nan"
hsc1635,"nan",60,"nan","nan"
hsc1636,"nan",25,"nan","nan"
hsc1637,"nan",104,"nan","nan"
hsc1638,"nan",114,"nan","nan"
hsc164,"nan",25,"nan","nan"
hsc1640,"nan",128,"nan","nan"
hsc1641,"nan",25,"nan","nan"
hsc1643,"nan",36,"nan","nan"
hsc1644,"nan",25,"nan","nan"
hsc1645,"nan",26,"nan","nan"
hsc1647,"nan",25,"nan","nan"
hsc1648,"nan",78,"nan","nan"
hsc1649,"nan",25,"nan","nan"
hsc1651,"nan",25,"nan","nan"
hsc1652,"nan",47,"nan","nan"
hsc1653,"nan",30,"nan","nan"
hsc1654,"nan",63,"nan","nan"
hsc1655,"nan",25,"nan","nan"
hsc1656,"nan",54,"nan","nan"
hsc1657,"nan",30,"nan","nan"
hsc1658,"nan",31,"nan","nan"
hsc1659,"nan",25,"nan","nan"
hsc166,"nan",25,"nan","nan"
hsc1660,"nan",25,"nan","nan"
hsc1663,"nan",25,"nan","nan"
hsc1664,"nan",25,"nan","nan"
hsc1665,"nan",60,"nan","nan"
hsc1666,"nan",110,"nan","nan"
hsc1667,"nan",25,"nan","nan"
hsc1668,"nan",49,"nan","nan"
hsc1670,"nan",25,"nan","nan"
hsc1671,"nan",44,"nan","nan"
hsc1672,"nan",25,"nan","nan"
hsc1673,"nan",25,"nan","nan"
hsc1674,"nan",25,"nan","nan"
hsc1675,"nan",35,"nan","nan"
hsc1676,"nan",25,"nan","nan"
hsc1677,"nan",47,"nan","nan"
hsc1678,"nan",31,"nan","nan"
hsc1679,"nan",25,"nan","nan"
hsc1680,"nan",39,"nan","nan"
hsc1681,"nan",25,"nan","nan"
hsc1683,"nan",25,"nan","nan"
hsc1684,"nan",25,"nan","nan"
hsc1685,"nan",28,"nan","nan"
hsc1686,"nan",28,"nan","nan"
hsc1687,"nan",25,"nan","nan"
hsc1688,"nan",30,"nan","nan"
hsc1689,"nan",31,"nan","nan"
hsc1690,"nan",53,"nan","nan"
hsc1691,"nan",43,"nan","nan"
hsc1692,"nan",25,"nan","nan"
hsc1693,"nan",25,"nan","nan"
hsc1697,"nan",38,"nan","nan"
hsc1698,"nan",25,"nan","nan"
hsc1699,"nan",25,"nan","nan"
hsc17,"nan",25,"nan","nan"
hsc170,"nan",50,"nan","nan"
hsc1700,"nan",39,"nan","nan"
hsc1701,"nan",25,"nan","nan"
hsc1702,"nan",169,"nan","nan"
hsc1704,"nan",51,"nan","nan"
hsc1706,"nan",29,"nan","nan"
hsc1707,"nan",25,"nan","nan"
hsc1708,"nan",25,"nan","nan"
hsc1709,"nan",25,"nan","nan"
hsc171,"nan",25,"nan","nan"
hsc1710,"nan",34,"nan","nan"
hsc1714,"nan",58,"nan","nan"
hsc1715,"nan",25,"nan","nan"
hsc1716,"nan",25,"nan","nan"
hsc1719,"nan",25,"nan","nan"
hsc172,"nan",52,"nan","nan"
hsc1720,"nan",39,"nan","nan"
hsc1721,"nan",25,"nan","nan"
hsc1722,"nan",50,"nan","nan"
hsc1723,"nan",25,"nan","nan"
hsc1724,"nan",32,"nan","nan"
hsc1725,"nan",125,"nan","nan"
hsc1726,"nan",50,"nan","nan"
hsc1727,"nan",25,"nan","nan"
hsc1728,"nan",148,"nan","nan"
hsc1729,"nan",25,"nan","nan"
hsc1730,"nan",25,"nan","nan"
hsc1731,"nan",62,"nan","nan"
hsc1732,"nan",34,"nan","nan"
hsc1734,"nan",42,"nan","nan"
hsc1735,"nan",25,"nan","nan"
hsc1738,"nan",25,"nan","nan"
hsc1739,"nan",25,"nan","nan"
hsc174,"nan",25,"nan","nan"
hsc1740,"nan",27,"nan","nan"
hsc1742,"nan",34,"nan","nan"
hsc1744,"nan",25,"nan","nan"
hsc1745,"nan",65,"nan","nan"
hsc1747,"nan",37,"nan","nan"
hsc1749,"nan",32,"nan","nan"
hsc175,"nan",130,"nan","nan"
hsc1750,"nan",61,"nan","nan"
hsc1751,"nan",25,"nan","nan"
hsc1752,"nan",48,"nan","nan"
hsc1753,"nan",32,"nan","nan"
hsc1754,"nan",45,"nan","nan"
hsc1755,"nan",25,"nan","nan"
hsc1756,"nan",25,"nan","nan"
hsc1757,"nan",35,"nan","nan"
hsc1759,"nan",25,"nan","nan"
hsc176,"nan",52,"nan","nan"
hsc1760,"nan",25,"nan","nan"
hsc1761,"nan",57,"nan","nan"
hsc1762,"nan",25,"nan","nan"
hsc1764,"nan",55,"nan","nan"
hsc1765,"nan",37,"nan","nan"
hsc1766,"nan",25,"nan","nan"
hsc1767,"nan",44,"nan","nan"
hsc1769,"nan",25,"nan","nan"
hsc177,"nan",25,"nan","nan"
hsc1770,"nan",74,"nan","nan"
hsc1771,"nan",34,"nan","nan"
hsc1772,"nan",63,"nan","nan"
hsc1773,"nan",25,"nan","nan"
hsc1774,"nan",25,"nan","nan"
hsc1775,"nan",25,"nan","nan"
hsc1776,"nan",25,"nan","nan"
hsc178,"nan",52,"nan","nan"
hsc1782,"nan",25,"nan","nan"
hsc1783,"nan",68,"nan","nan"
hsc1785,"nan",25,"nan","nan"
hsc1786,"nan",62,"nan","nan"
hsc1788,"nan",25,"nan","nan"
hsc1789,"nan",74,"nan","nan"
hsc179,"nan",444,"nan","nan"
hsc1790,"nan",25,"nan","nan"
hsc1791,"nan",57,"nan","nan"
hsc1793,"nan",69,"nan","nan"
hsc1794,"nan",25,"nan","nan"
hsc1797,"nan",25,"nan","nan"
hsc1798,"nan",25,"nan","nan"
hsc1799,"nan",25,"nan","nan"
hsc18,"nan",25,"nan","nan"
hsc180,"nan",25,"nan","nan"
hsc1801,"nan",37,"nan","nan"
hsc1802,"nan",264,"nan","nan"
hsc1806,"nan",25,"nan","nan"
hsc1807,"nan",54,"nan","nan"
hsc1808,"nan",25,"nan","nan"
hsc1809,"nan",25,"nan","nan"
hsc181,"nan",48,"nan","nan"
hsc1810,"nan",25,"nan","nan"
hsc1812,"nan",34,"nan","nan"
hsc1814,"nan",33,"nan","nan"
hsc1815,"nan",25,"nan","nan"
hsc1816,"nan",25,"nan","nan"
hsc1817,"nan",52,"nan","nan"
hsc1818,"nan",27,"nan","nan"
hsc1820,"nan",25,"nan","nan"
hsc1822,"nan",25,"nan","nan"
hsc1823,"nan",25,"nan","nan"
hsc1824,"nan",39,"nan","nan"
hsc1825,"nan",86,"nan","nan"
hsc1826,"nan",59,"nan","nan"
hsc1827,"nan",25,"nan","nan"
hsc1828,"nan",25,"nan","nan"
hsc183,"nan",25,"nan","nan"
hsc1830,"nan",25,"nan","nan"
hsc1831,"nan",26,"nan","nan"
hsc1832,"nan",26,"nan","nan"
hsc1833,"nan",25,"nan","nan"
hsc1834,"nan",25,"nan","nan"
hsc1835,"nan",35,"nan","nan"
hsc1836,"nan",45,"nan","nan"
hsc1838,"nan",57,"nan","nan"
hsc1839,"nan",40,"nan","nan"
hsc184,"nan",25,"nan","nan"
hsc1840,"nan",27,"nan","nan"
hsc1841,"nan",25,"nan","nan"
hsc1842,"nan",25,"nan","nan"
hsc1843,"nan",57,"nan","nan"
hsc1844,"nan",25,"nan","nan"
hsc1845,"nan",43,"nan","nan"
hsc1846,"nan",25,"nan","nan"
hsc1847,"nan",26,"nan","nan"
hsc1848,"nan",58,"nan","nan"
hsc1849,"nan",48,"nan","nan"
hsc1850,"nan",48,"nan","nan"
hsc1851,"nan",31,"nan","nan"
hsc1852,"nan",47,"nan","nan"
hsc1853,"nan",36,"nan","nan"
hsc1854,"nan",25,"nan","nan"
hsc1855,"nan",25,"nan","nan"
hsc1856,"nan",35,"nan","nan"
hsc1857,"nan",25,"nan","nan"
hsc1858,"nan",34,"nan","nan"
hsc1859,"nan",25,"nan","nan"
hsc186,"nan",246,"nan","nan"
hsc1860,"nan",95,"nan","nan"
hsc1861,"nan",25,"nan","nan"
hsc1863,"nan",25,"nan","nan"
hsc1864,"nan",25,"nan","nan"
hsc1865,"nan",246,"nan","nan"
hsc1866,"nan",43,"nan","nan"
hsc1867,"nan",25,"nan","nan"
hsc1869,"nan",25,"nan","nan"
hsc187,"nan",36,"nan","nan"
hsc1870,"nan",40,"nan","nan"
hsc1871,"nan",25,"nan","nan"
hsc1872,"nan",60,"nan","nan"
hsc1874,"nan",32,"nan","nan"
hsc1875,"nan",51,"nan","nan"
hsc1876,"nan",31,"nan","nan"
hsc1877,"nan",25,"nan","nan"
hsc188,"nan",25,"nan","nan"
hsc1880,"nan",58,"nan","nan"
hsc1881,"nan",25,"nan","nan"
hsc1884,"nan",46,"nan","nan"
hsc1886,"nan",66,"nan","nan"
hsc1887,"nan",43,"nan","nan"
hsc1889,"nan",33,"nan","nan"
hsc189,"nan",40,"nan","nan"
hsc1890,"nan",481,"nan","nan"
hsc1892,"nan",37,"nan","nan"
hsc1893,"nan",33,"nan","nan"
hsc1894,"nan",44,"nan","nan"
hsc1897,"nan",59,"nan","nan"
hsc19,"nan",25,"nan","nan"
hsc190,"nan",25,"nan","nan"
hsc1900,"nan",35,"nan","nan"
hsc1902,"nan",62,"nan","nan"
hsc1903,"nan",37,"nan","nan"
hsc1904,"nan",25,"nan","nan"
hsc1905,"nan",25,"nan","nan"
hsc1906,"nan",48,"nan","nan"
hsc1907,"nan",25,"nan","nan"
hsc1908,"nan",25,"nan","nan"
hsc191,"nan",25,"nan","nan"
hsc1910,"nan",49,"nan","nan"
hsc1911,"nan",55,"nan","nan"
hsc1912,"nan",25,"nan","nan"
hsc1913,"nan",48,"nan","nan"
hsc1914,"nan",25,"nan","nan"
hsc1915,"nan",25,"nan","nan"
hsc1916,"nan",84,"nan","nan"
hsc1917,"nan",31,"nan","nan"
hsc1918,"nan",36,"nan","nan"
hsc1919,"nan",28,"nan","nan"
hsc192,"nan",25,"nan","nan"
hsc1920,"nan",75,"nan","nan"
hsc1921,"nan",25,"nan","nan"
hsc1922,"nan",42,"nan","nan"
hsc1924,"nan",25,"nan","nan"
hsc1925,"nan",25,"nan","nan"
hsc1926,"nan",60,"nan","nan"
hsc1927,"nan",34,"nan","nan"
hsc193,"nan",25,"nan","nan"
hsc1931,"nan",58,"nan","nan"
hsc1932,"nan",35,"nan","nan"
hsc1933,"nan",31,"nan","nan"
hsc1934,"nan",54,"nan","nan"
hsc1935,"nan",25,"nan","nan"
hsc1936,"nan",41,"nan","nan"
hsc1937,"nan",32,"nan","nan"
hsc1938,"nan",25,"nan","nan"
hsc194,"nan",25,"nan","nan"
hsc1940,"nan",25,"nan","nan"
hsc1941,"nan",25,"nan","nan"
hsc1942,"nan",25,"nan","nan"
hsc1943,"nan",25,"nan","nan"
hsc1945,"nan",28,"nan","nan"
hsc1946,"nan",25,"nan","nan"
hsc1947,"nan",25,"nan","nan"
hsc1949,"nan",25,"nan","nan"
hsc195,"nan",31,"nan","nan"
hsc1950,"nan",25,"nan","nan"
hsc1952,"nan",25,"nan","nan"
hsc1954,"nan",57,"nan","nan"
hsc1957,"nan",102,"nan","nan"
hsc1958,"nan",25,"nan","nan"
hsc196,"nan",25,"nan","nan"
hsc1960,"nan",25,"nan","nan"
hsc1961,"nan",90,"nan","nan"
hsc1962,"nan",32,"nan","nan"
hsc1963,"nan",38,"nan","nan"
hsc1965,"nan",25,"nan","nan"
hsc1967,"nan",26,"nan","nan"
hsc1968,"nan",38,"nan","nan"
hsc1969,"nan",43,"nan","nan"
hsc197,"nan",47,"nan","nan"
hsc1970,"nan",25,"nan","nan"
hsc1971,"nan",25,"nan","nan"
hsc1973,"nan",25,"nan","nan"
hsc1974,"nan",32,"nan","nan"
hsc1975,"nan",25,"nan","nan"
hsc1976,"nan",25,"nan","nan"
hsc1977,"nan",25,"nan","nan"
hsc1979,"nan",25,"nan","nan"
hsc198,"nan",44,"nan","nan"
hsc1980,"nan",25,"nan","nan"
hsc1981,"nan",115,"nan","nan"
hsc1983,"nan",33,"nan","nan"
hsc1984,"nan",25,"nan","nan"
hsc1985,"nan",25,"nan","nan"
hsc1987,"nan",33,"nan","nan"
hsc1988,"nan",25,"nan","nan"
hsc1989,"nan",39,"nan","nan"
hsc1990,"nan",45,"nan","nan"
hsc1991,"nan",25,"nan","nan"
hsc1992,"nan",34,"nan","nan"
hsc1993,"nan",25,"nan","nan"
hsc1994,"nan",25,"nan","nan"
hsc1995,"nan",69,"nan","nan"
hsc1997,"nan",25,"nan","nan"
hsc1998,"nan",33,"nan","nan"
hsc1999,"nan",57,"nan","nan"
hsc2,"nan",25,"nan","nan"
hsc20,"nan",28,"nan","nan"
hsc200,"nan",25,"nan","nan"
hsc2001,"nan",25,"nan","nan"
hsc2002,"nan",25,"nan","nan"
hsc2003,"nan",25,"nan","nan"
hsc2004,"nan",71,"nan","nan"
hsc2005,"nan",25,"nan","nan"
hsc2006,"nan",45,"nan","nan"
hsc2007,"nan",25,"nan","nan"
hsc2009,"nan",25,"nan","nan"
hsc201,"nan",25,"nan","nan"
hsc2010,"nan",25,"nan","nan"
hsc2011,"nan",25,"nan","nan"
hsc2012,"nan",47,"nan","nan"
hsc2013,"nan",36,"nan","nan"
hsc2014,"nan",25,"nan","nan"
hsc2015,"nan",53,"nan","nan"
hsc2016,"nan",396,"nan","nan"
hsc2017,"nan",52,"nan","nan"
hsc2018,"nan",49,"nan","nan"
hsc2019,"nan",49,"nan","nan"
hsc202,"nan",25,"nan","nan"
hsc2020,"nan",33,"nan","nan"
hsc2021,"nan",25,"nan","nan"
hsc2022,"nan",25,"nan","nan"
hsc2023,"nan",25,"nan","nan"
hsc2025,"nan",25,"nan","nan"
hsc2026,"nan",28,"nan","nan"
hsc2027,"nan",62,"nan","nan"
hsc2028,"nan",25,"nan","nan"
hsc2030,"nan",25,"nan","nan"
hsc2031,"nan",60,"nan","nan"
hsc2032,"nan",50,"nan","nan"
hsc2033,"nan",25,"nan","nan"
hsc2034,"nan",25,"nan","nan"
hsc2036,"nan",25,"nan","nan"
hsc2037,"nan",25,"nan","nan"
hsc2038,"nan",25,"nan","nan"
hsc2039,"nan",42,"nan","nan"
hsc204,"nan",37,"nan","nan"
hsc2040,"nan",38,"nan","nan"
hsc2041,"nan",104,"nan","nan"
hsc2042,"nan",49,"nan","nan"
hsc2043,"nan",73,"nan","nan"
hsc2045,"nan",26,"nan","nan"
hsc2046,"nan",37,"nan","nan"
hsc2047,"nan",41,"nan","nan"
hsc2049,"nan",25,"nan","nan"
hsc205,"nan",25,"nan","nan"
hsc2050,"nan",28,"nan","nan"
hsc2052,"nan",25,"nan","nan"
hsc2053,"nan",25,"nan","nan"
hsc2054,"nan",25,"nan","nan"
hsc2055,"nan",25,"nan","nan"
hsc2056,"nan",51,"nan","nan"
hsc2057,"nan",25,"nan","nan"
hsc2058,"nan",25,"nan","nan"
hsc2059,"nan",25,"nan","nan"
hsc2060,"nan",25,"nan","nan"
hsc2061,"nan",220,"nan","nan"
hsc2063,"nan",30,"nan","nan"
hsc2064,"nan",33,"nan","nan"
hsc2065,"nan",60,"nan","nan"
hsc2066,"nan",38,"nan","nan"
hsc2068,"nan",28,"nan","nan"
hsc207,"nan",25,"nan","nan"
hsc2071,"nan",30,"nan","nan"
hsc2072,"nan",59,"nan","nan"
hsc2073,"nan",50,"nan","nan"
hsc2075,"nan",46,"nan","nan"
hsc2076,"nan",25,"nan","nan"
hsc2077,"nan",37,"nan","nan"
hsc2078,"nan",25,"nan","nan"
hsc208,"nan",25,"nan","nan"
hsc2080,"nan",25,"nan","nan"
hsc2081,"nan",32,"nan","nan"
hsc2082,"nan",94,"nan","nan"
hsc2083,"nan",40,"nan","nan"
hsc2084,"nan",119,"nan","nan"
hsc2085,"nan",32,"nan","nan"
hsc2086,"nan",25,"nan","nan"
hsc2088,"nan",41,"nan","nan"
hsc2089,"nan",44,"nan","nan"
hsc2090,"nan",28,"nan","nan"
hsc2091,"nan",35,"nan","nan"
hsc2092,"nan",25,"nan","nan"
hsc2093,"nan",28,"nan","nan"
hsc2094,"nan",65,"nan","nan"
hsc2095,"nan",47,"nan","nan"
hsc2096,"nan",25,"nan","nan"
hsc2097,"nan",121,"nan","nan"
hsc2099,"nan",25,"nan","nan"
hsc210,"nan",25,"nan","nan"
hsc2100,"nan",25,"nan","nan"
hsc2102,"nan",114,"nan","nan"
hsc2103,"nan",25,"nan","nan"
hsc2104,"nan",25,"nan","nan"
hsc2105,"nan",25,"nan","nan"
hsc2106,"nan",93,"nan","nan"
hsc2107,"nan",25,"nan","nan"
hsc2110,"nan",49,"nan","nan"
hsc2112,"nan",31,"nan","nan"
hsc2113,"nan",25,"nan","nan"
hsc2114,"nan",25,"nan","nan"
hsc2115,"nan",112,"nan","nan"
hsc2116,"nan",48,"nan","nan"
hsc2118,"nan",29,"nan","nan"
hsc2119,"nan",25,"nan","nan"
hsc212,"nan",25,"nan","nan"
hsc2120,"nan",39,"nan","nan"
hsc2123,"nan",25,"nan","nan"
hsc2125,"nan",25,"nan","nan"
hsc2126,"nan",82,"nan","nan"
hsc2127,"nan",25,"nan","nan"
hsc2128,"nan",115,"nan","nan"
hsc2129,"nan",25,"nan","nan"
hsc213,"nan",25,"nan","nan"
hsc2130,"nan",27,"nan","nan"
hsc2131,"nan",25,"nan","nan"
hsc2132,"nan",25,"nan","nan"
hsc2133,"nan",28,"nan","nan"
hsc2134,"nan",25,"nan","nan"
hsc2135,"nan",44,"nan","nan"
hsc2136,"nan",25,"nan","nan"
hsc2137,"nan",25,"nan","nan"
hsc2139,"nan",67,"nan","nan"
hsc214,"nan",25,"nan","nan"
hsc2140,"nan",25,"nan","nan"
hsc2141,"nan",51,"nan","nan"
hsc2142,"nan",30,"nan","nan"
hsc2143,"nan",25,"nan","nan"
hsc2144,"nan",38,"nan","nan"
hsc2145,"nan",50,"nan","nan"
hsc2147,"nan",25,"nan","nan"
hsc2148,"nan",25,"nan","nan"
hsc2149,"nan",43,"nan","nan"
hsc215,"nan",25,"nan","nan"
hsc2150,"nan",25,"nan","nan"
hsc2151,"nan",25,"nan","nan"
hsc2153,"nan",71,"nan","nan"
hsc2154,"nan",25,"nan","nan"
hsc2155,"nan",29,"nan","nan"
hsc2156,"nan",41,"nan","nan"
hsc2157,"nan",25,"nan","nan"
hsc2158,"nan",25,"nan","nan"
