"COCD","Name","GLON","GLAT","Dist","E(B-V)","logt","DM(B)","I(M.B)","DM(V)","I(M.V)","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
326,"NGC 5138",307.53,3.53,1986,0.26,7.55,12.556,-4.06,12.296,-3.836,11.717,-3.67,11.643,-3.657,11.587,-3.773,201.8026,-59.022
327,"Basel 18",307.16,0.22,2226,0.51,7.92,13.83,-4.622,13.319,-4.472,12.184,-4.245,12.038,-4.277,11.928,-4.3,202.0011,-62.3512
328,"Hogg 16",307.47,1.34,1585,0.41,7.26,12.682,-4.144,12.271,-3.818,11.358,-3.883,11.241,-3.999,11.153,-3.94,202.3092,-61.1983
329,"Collinder 272",307.59,1.2,2045,0.47,7.02,13.481,-4.743,13.01,-4.477,11.964,-4.358,11.83,-4.318,11.728,-4.344,202.5992,-61.3189
330,"NGC 5168",307.72,1.57,1777,0.33,7.74,12.601,-2.635,12.271,-2.625,11.536,-2.923,11.442,-2.961,11.371,-2.963,202.7489,-60.9335
331,"Ruprecht 108",308.25,3.98,901,0.14,8.41,10.348,-2.085,10.208,-2.083,9.896,-2.251,9.856,-2.257,9.826,-2.341,203.0436,-58.4705
332,"Trumpler 21",307.57,-0.29,1312,0.18,7.76,11.328,-3.55,11.148,-3.379,10.747,-3.27,10.696,-3.316,10.657,-3.308,203.0467,-62.7942
333,"Loden 915",308.36,3.17,500,0.15,8.44,9.11,-0.451,8.96,-0.673,8.626,-1.176,8.583,-1.474,8.551,-1.565,203.5056,-59.2522
334,"Platais 10",309.33,3.04,246,0.08,8.2,7.283,-2.507,7.203,-2.462,7.025,-2.455,7.002,-2.46,6.985,-2.499,205.4138,-59.2065
335,"Loden 1010",309.51,1.94,700,0.2,8.69,10.045,-1.918,9.845,-1.994,9.4,-2.325,9.343,-2.465,9.299,-2.495,206.1988,-60.2485
336,"NGC 5281",309.15,-0.71,1108,0.27,7.76,11.33,-5.164,11.06,-5.09,10.459,-5.005,10.382,-5.045,10.323,-5.066,206.6205,-62.9153
337,"Platais 12",309.71,-1.3,435,0.1,8.23,8.602,-3.645,8.502,-3.695,8.279,-3.971,8.251,-4.067,8.229,-4.121,208.1198,-63.3656
338,"NGC 5316",310.22,0.12,1215,0.27,8.19,11.53,-4.084,11.26,-4.265,10.659,-5.36,10.582,-5.808,10.523,-5.944,208.4657,-61.8652
339,"Loden 995",309.52,-2.88,2400,0.3,8.34,13.131,-4.431,12.831,-5.138,12.163,-7.421,12.078,-8.129,12.013,-8.354,208.5583,-64.9455
340,"Loden 1171",311.75,3.33,500,0.2,8.45,9.315,0.058,9.115,-0.073,8.67,-0.734,8.613,-0.84,8.569,-0.802,209.8287,-58.3749
341,"Lynga 1",310.85,-0.33,2283,0.46,8.15,13.68,-4.516,13.219,-4.525,12.195,-5.254,12.064,-5.733,11.964,-5.854,210.0055,-62.1428
342,"NGC 5359",308.67,-8.28,2500,0.1,8.3,12.4,-3.804,12.3,-4.255,12.077,-5.964,12.049,-6.705,12.027,-6.905,209.9998,-70.3841
343,"Ruprecht 110",309.95,-5.61,1300,0.0,8.74,10.57,-1.759,10.57,-2.423,10.57,-4.6,10.57,-5.355,10.57,-5.555,211.3604,-67.4678
344,"Loden 1194",312.17,1.82,500,0.05,8.53,8.7,-1.157,8.65,-1.268,8.539,-1.849,8.524,-1.983,8.514,-2.039,211.4116,-59.7141
345,"NGC 5460",315.74,12.64,673,0.09,8.31,9.509,-3.194,9.419,-3.175,9.219,-3.275,9.193,-3.285,9.173,-3.282,211.8484,-48.3338
346,"Loden 1225",312.58,1.69,1500,0.2,8.67,11.7,-3.39,11.5,-3.719,11.055,-6.105,10.998,-6.079,10.954,-7.006,212.2641,-59.7199
347,"Ruprecht 167",313.91,2.04,2000,0.1,8.57,11.915,-3.258,11.815,-3.691,11.592,-6.092,11.564,-6.82,11.542,-7.032,214.5265,-58.972
348,"Loden 1256",313.11,-0.28,1400,0.3,8.41,11.961,-2.98,11.661,-3.096,10.993,-3.681,10.908,-4.103,10.843,-4.296,214.5413,-61.426
349,"ESO 175-06",314.66,3.95,550,0.2,8.6,9.522,-1.587,9.322,-1.964,8.877,-3.618,8.82,-4.132,8.776,-4.238,214.6706,-56.9219
350,"Lynga 2",313.84,-0.44,1000,0.2,8.42,10.82,-3.204,10.62,-3.202,10.175,-3.314,10.118,-3.343,10.074,-3.363,216.088,-61.3284
351,"NGC 5593",316.3,5.61,850,0.0,8.77,9.647,-1.335,9.647,-1.733,9.647,-2.396,9.647,-2.484,9.647,-2.502,216.3866,-54.8006
352,"NGC 5606",314.84,1.0,1805,0.47,6.84,13.21,-5.504,12.739,-5.334,11.693,-4.941,11.559,-4.972,11.457,-4.929,216.94,-59.6262
353,"NGC 5617",314.67,-0.1,1533,0.48,8.02,12.897,-4.713,12.416,-4.519,11.348,-4.33,11.211,-4.575,11.107,-4.443,217.4328,-60.7119
354,"Trumpler 22",314.64,-0.58,1516,0.52,8.11,13.036,-3.752,12.515,-3.892,11.358,-3.603,11.209,-3.797,11.096,-3.785,217.7434,-61.1686
355,"NGC 5662",316.93,3.4,678,0.31,7.64,10.427,-3.662,10.117,-3.566,9.427,-3.443,9.339,-3.461,9.271,-3.471,218.8881,-56.6154
356,"Alessi 6",313.64,-5.53,437,0.19,8.3,8.981,-1.03,8.791,-1.127,8.368,-1.437,8.314,-1.609,8.273,-1.635,220.0376,-66.1153
357,"VDBH 164, vdBergh-Hagen 164",314.28,-6.07,550,0.13,7.14,9.235,-4.244,9.105,-4.058,8.816,-3.947,8.779,-4.013,8.75,-4.022,222.0351,-66.3358
358,"NGC 5749",319.53,4.55,1031,0.37,7.41,11.583,-2.699,11.213,-2.746,10.389,-2.689,10.284,-2.671,10.204,-2.639,222.2184,-54.4929
359,"Hogg 18",320.76,6.43,1535,0.51,7.58,13.023,-4.329,12.512,-4.156,11.377,-4.066,11.231,-4.073,11.121,-4.066,222.6688,-52.2655
360,"NGC 5822",321.57,3.59,917,0.15,8.83,10.427,-4.031,10.277,-4.407,9.943,-5.553,9.9,-5.905,9.868,-5.94,226.0851,-54.4006
361,"NGC 5823",321.12,2.47,1192,0.09,8.9,10.75,-1.59,10.66,-2.061,10.46,-2.743,10.434,-2.824,10.414,-2.872,226.3592,-55.5971
362,"Alessi 8",326.49,4.27,575,0.09,7.92,9.167,-2.589,9.077,-2.534,8.877,-2.61,8.851,-2.602,8.831,-2.76,232.3838,-51.2237
363,"Loden 2313",327.16,2.24,1410,0.05,8.74,10.951,-2.311,10.901,-3.019,10.79,-4.609,10.775,-5.096,10.765,-5.275,235.1821,-52.4813
364,"Collinder 292",325.04,-2.62,1500,0.1,8.73,11.29,-2.635,11.19,-2.874,10.967,-3.881,10.939,-4.044,10.917,-4.099,237.4531,-57.622
365,"Ruprecht 113",324.62,-4.69,810,0.15,8.23,10.157,-2.608,10.007,-2.623,9.673,-2.794,9.63,-3.057,9.598,-3.04,239.3597,-59.4854
366,"NGC 6025",324.55,-5.88,769,0.16,7.96,10.086,-4.313,9.926,-4.248,9.57,-4.212,9.524,-4.254,9.49,-4.223,240.8142,-60.4292
367,"Nor OB5",332.98,1.86,1800,0.86,7.11,14.803,-7.729,13.942,-7.458,12.028,-7.544,11.783,-7.661,11.596,-7.693,242.629,-49.0405
369,"NGC 6067",329.74,-2.2,1417,0.4,8.01,12.398,-5.982,11.997,-6.143,11.107,-7.145,10.993,-7.593,10.906,-7.725,243.2834,-54.2185
370,"Harvard 10",329.83,-3.27,1312,0.25,7.87,11.615,-5.462,11.365,-5.291,10.809,-5.334,10.737,-5.486,10.683,-5.677,244.6755,-54.927
371,"NGC 6087",327.72,-5.42,901,0.18,7.93,10.512,-4.802,10.332,-4.934,9.931,-5.558,9.88,-5.795,9.841,-5.973,244.6931,-57.935
372,"Ruprecht 116",332.38,-1.68,900,0.1,8.95,10.181,-1.475,10.081,-2.267,9.858,-4.287,9.83,-4.944,9.808,-5.1,245.8227,-52.0025
373,"NGC 6124",340.74,6.03,470,0.68,8.34,11.149,-4.392,10.468,-4.574,8.954,-5.523,8.761,-5.872,8.613,-5.983,246.3196,-40.6442
374,"NGC 6134",334.92,-0.19,913,0.38,8.53,11.36,-1.4,10.98,-1.824,10.134,-4.197,10.026,-4.849,9.943,-5.069,246.9364,-49.1442
375,"Ruprecht 119",333.27,-1.88,956,0.57,7.43,12.24,-2.85,11.669,-2.703,10.4,-3.065,10.238,-3.14,10.114,-3.126,247.0567,-51.5047
376,"NGC 6152",332.91,-3.15,1030,0.2,8.65,10.884,-4.142,10.684,-4.318,10.239,-5.516,10.182,-6.027,10.138,-6.26,248.1583,-52.6377
377,"NGC 6167",335.22,-1.42,1108,0.79,8.16,13.463,-5.494,12.672,-5.427,10.914,-5.773,10.688,-5.843,10.517,-5.88,248.631,-49.7685
378,"NGC 6178",338.4,1.22,1014,0.22,7.51,10.932,-3.464,10.712,-3.255,10.222,-3.544,10.16,-3.914,10.112,-3.951,248.9314,-45.6406
379,"NGC 6192",340.64,2.13,1547,0.64,8.13,13.572,-4.404,12.931,-4.54,11.506,-5.387,11.324,-5.977,11.185,-6.092,250.0812,-43.367
380,"NGC 6193",336.71,-1.57,1155,0.47,6.9,12.241,-4.668,11.77,-4.471,10.724,-4.158,10.59,-4.206,10.488,-4.162,250.3285,-48.7614
381,"NGC 6200",337.99,-1.06,2054,0.58,7.0,13.942,-5.87,13.361,-5.616,12.07,-5.242,11.905,-5.2,11.779,-5.108,251.0134,-47.4619
382,"NGC 6204",338.55,-1.03,1085,0.43,8.28,11.941,-3.342,11.51,-3.48,10.553,-3.676,10.43,-3.951,10.337,-3.965,251.5176,-47.0179
383,"Hogg 22",338.56,-1.14,1297,0.65,6.7,13.231,-5.997,12.58,-5.565,11.133,-5.266,10.948,-5.391,10.807,-5.339,251.6499,-47.0816
384,"NGC 6208",333.75,-5.76,939,0.21,9.07,10.724,-0.812,10.514,-1.65,10.047,-3.241,9.987,-3.722,9.941,-3.822,252.3555,-53.7287
385,"NGC 6231",343.46,1.18,1250,0.44,6.81,12.29,-7.402,11.849,-7.118,10.87,-6.821,10.744,-6.703,10.649,-6.753,253.5422,-41.831
386,"ESO 332-08",344.39,1.81,1200,0.2,8.17,11.216,-3.822,11.016,-3.894,10.571,-3.872,10.514,-3.964,10.47,-4.041,253.6702,-40.712
387,"NGC 6242",345.47,2.47,1131,0.38,7.63,11.825,-4.916,11.445,-5.199,10.599,-6.519,10.491,-7.124,10.408,-7.191,253.8844,-39.4577
388,"VDBH 205, vdBergh-Hagen 205",344.59,1.62,2160,0.3,7.12,12.902,-6.592,12.602,-6.252,11.934,-6.319,11.849,-6.24,11.784,-6.13,254.0307,-40.6756
389,"NGC 6249",341.53,-1.18,981,0.44,7.54,11.763,-3.403,11.322,-3.301,10.343,-3.293,10.217,-3.57,10.122,-3.522,254.4082,-44.8138
390,"NGC 6250",340.68,-1.92,865,0.35,7.42,11.12,-4.475,10.77,-4.311,9.991,-4.301,9.891,-4.364,9.815,-4.513,254.4808,-45.9394
391,"NGC 6268",346.04,1.31,1029,0.39,8.24,11.662,-3.376,11.271,-3.528,10.403,-4.162,10.292,-4.473,10.207,-4.462,255.5242,-39.7289
392,"NGC 6281",347.72,1.98,494,0.15,8.51,9.084,-3.099,8.934,-3.29,8.6,-4.046,8.557,-4.365,8.525,-4.47,256.1551,-37.9889
393,"Sco OB4",352.39,3.44,1100,0.2,6.82,11.027,-6.62,10.827,-6.446,10.382,-6.316,10.325,-6.355,10.281,-6.365,258.137,-33.3734
394,"Bochum 13",351.2,1.37,1077,0.79,7.08,13.401,-5.846,12.61,-5.634,10.852,-5.42,10.626,-5.508,10.455,-5.453,259.3387,-35.5453
395,"NGC 6322",345.28,-3.05,995,0.53,7.16,12.163,-5.439,11.632,-5.226,10.452,-4.927,10.301,-4.912,10.186,-4.868,259.5976,-42.9289
396,"VDBH 221, vdBergh-Hagen 221",353.97,3.0,750,0.2,8.01,10.195,-2.308,9.995,-2.273,9.55,-2.78,9.493,-2.985,9.449,-3.006,259.6531,-32.3437
397,"IC 4651",340.09,-7.9,888,0.12,8.92,10.234,-1.709,10.114,-2.757,9.847,-4.855,9.813,-5.507,9.787,-5.708,261.1969,-49.928
398,"Trumpler 26",357.52,2.84,2800,0.14,8.38,12.81,-4.372,12.67,-4.66,12.358,-5.802,12.318,-6.104,12.288,-6.232,262.1346,-29.5036
399,"Antalova 1",355.84,1.64,850,0.25,8.5,10.672,-3.96,10.422,-3.752,9.866,-3.572,9.794,-3.62,9.74,-3.583,262.218,-31.5658
400,"Ruprecht 125",348.49,-3.4,1500,0.1,8.77,11.29,-2.031,11.19,-3.051,10.967,-5.294,10.939,-6.016,10.917,-6.186,262.3976,-40.474
401,"Collinder 333",354.09,-0.17,855,0.11,8.9,10.111,-0.449,10.001,-1.081,9.756,-2.988,9.725,-3.33,9.701,-3.382,262.8691,-34.0231
402,"NGC 6383",355.68,0.05,985,0.3,6.71,11.197,-5.653,10.897,-5.364,10.229,-4.969,10.144,-4.959,10.079,-4.896,263.685,-32.57
403,"Trumpler 27",355.06,-0.74,1211,1.19,7.47,15.297,-6.333,14.105,-6.618,11.456,-9.31,11.117,-9.918,10.859,-10.11,264.0787,-33.5185
404,"Trumpler 28",356.01,-0.3,1343,0.73,6.89,13.634,-4.881,12.903,-4.661,11.278,-4.182,11.07,-4.191,10.912,-4.195,264.2456,-32.481
405,"ESO 139-13",333.98,-13.8,1500,0.2,8.78,11.7,-1.831,11.5,-2.097,11.055,-3.804,10.998,-4.386,10.954,-4.444,264.4109,-58.1293
406,"Collinder 338",351.7,-3.29,880,0.25,8.65,10.747,-3.087,10.497,-3.224,9.941,-4.019,9.869,-4.434,9.815,-4.469,264.5137,-37.7198
407,"NGC 6400",352.58,-3.24,950,0.11,8.78,10.34,-1.818,10.23,-2.169,9.985,-3.437,9.954,-3.798,9.93,-3.957,265.0471,-36.9488
408,"NGC 6405",356.62,-0.74,487,0.14,7.91,9.012,-3.707,8.872,-3.636,8.56,-3.668,8.52,-4.008,8.49,-4.017,265.0715,-32.2002
409,"Trumpler 29",349.98,-5.14,760,0.19,8.69,10.183,-1.95,9.993,-2.708,9.57,-4.794,9.516,-5.642,9.475,-5.701,265.3688,-40.1534
410,"Alessi 9",344.13,-9.13,195,0.07,8.42,6.737,-1.839,6.667,-1.852,6.511,-2.085,6.491,-2.165,6.476,-2.209,265.9634,-47.1831
411,"NGC 6416",356.93,-1.55,741,0.25,8.78,10.374,-2.058,10.124,-2.164,9.568,-2.647,9.496,-2.846,9.442,-2.867,266.079,-32.3635
412,"IC 4665",30.62,17.08,352,0.17,7.63,8.43,-3.291,8.26,-3.194,7.882,-3.094,7.833,-3.094,7.796,-3.082,266.577,5.7165
413,"NGC 6425",357.94,-1.6,778,0.4,8.34,11.096,-2.082,10.695,-2.095,9.805,-2.37,9.691,-2.3,9.604,-2.334,266.7485,-31.5274
414,"Collinder 350",26.79,14.69,280,0.37,8.61,8.753,-2.142,8.383,-2.605,7.559,-3.977,7.454,-4.596,7.374,-4.825,267.0191,1.3479
415,"Ruprecht 131",0.14,-0.84,600,0.1,9.17,9.301,0.321,9.201,-0.57,8.978,-2.471,8.95,-3.242,8.928,-3.398,267.3104,-29.2513
416,"NGC 6444",355.39,-3.75,560,0.12,9.0,9.233,-0.6,9.113,-0.785,8.846,-1.293,8.812,-1.432,8.786,-1.471,267.3847,-34.8178
417,"Basel 5",359.76,-1.86,766,0.32,8.54,10.733,-2.061,10.413,-2.285,9.701,-4.535,9.609,-5.471,9.54,-5.785,268.0955,-30.0995
418,"Sco OB5",352.38,-6.2,3310,0.23,6.86,13.542,-7.108,13.312,-6.903,12.8,-6.867,12.734,-6.947,12.685,-6.928,268.1289,-38.6437
419,"NGC 6469",6.55,1.94,550,0.3,8.36,9.932,-0.604,9.632,-0.687,8.964,-1.506,8.879,-1.767,8.814,-1.746,268.2947,-22.3216
420,"NGC 6475",355.86,-4.49,300,0.1,8.22,7.796,-4.703,7.696,-4.817,7.473,-5.339,7.445,-5.742,7.423,-5.787,268.4509,-34.7886
421,"Trumpler 30",355.74,-5.25,1000,0.22,8.31,10.902,-2.38,10.682,-2.387,10.192,-3.926,10.13,-4.675,10.082,-4.829,269.1823,-35.2716
422,"NGC 6494",9.88,2.84,628,0.36,8.52,10.466,-4.513,10.106,-4.618,9.305,-5.345,9.202,-5.59,9.124,-5.638,269.2542,-18.9939
423,"Collinder 359",29.72,12.63,640,0.16,7.45,9.687,-5.801,9.527,-5.652,9.171,-5.248,9.125,-5.272,9.091,-5.217,270.1612,2.9259
424,"Ruprecht 139",6.41,-0.22,550,0.15,9.05,9.317,-0.37,9.167,-0.97,8.833,-2.971,8.79,-3.616,8.758,-3.792,270.2476,-23.5259
425,"NGC 6514",7.08,-0.28,816,0.19,7.28,10.337,-2.616,10.147,-2.448,9.724,-2.13,9.67,-2.1,9.629,-2.111,270.6649,-22.9732
426,"NGC 6520",2.88,-2.84,1577,0.42,7.75,12.712,-4.237,12.291,-4.555,11.356,-5.967,11.236,-6.411,11.145,-6.524,270.8458,-27.8875
427,"NGC 6531",7.67,-0.35,1205,0.28,6.82,11.553,-5.328,11.273,-5.08,10.65,-4.617,10.57,-4.621,10.509,-4.579,271.0458,-22.494
428,"NGC 6530",6.07,-1.32,1322,0.3,6.67,11.836,-6.925,11.536,-6.638,10.868,-6.383,10.783,-6.493,10.718,-6.517,271.1114,-24.3639
429,"NGC 6546",7.32,-1.43,938,0.49,8.72,11.871,-2.963,11.38,-3.401,10.289,-4.751,10.15,-5.313,10.043,-5.404,271.8833,-23.327
430,"VDB 113, vdBergh 113",9.13,-0.77,3470,0.58,7.5,15.081,-8.324,14.5,-8.514,13.209,-9.66,13.044,-10.388,12.918,-10.42,272.209,-21.4244
431,"ESO 521-38",6.47,-2.38,1800,0.22,8.1,12.178,-3.032,11.958,-3.036,11.468,-3.435,11.406,-3.552,11.358,-3.594,272.3424,-24.5303
432,"Collinder 367",7.27,-2.02,1200,0.35,6.84,11.831,-5.33,11.481,-5.118,10.702,-4.84,10.602,-4.909,10.526,-4.831,272.4197,-23.6564
433,"NGC 6561",13.42,1.16,3400,0.4,6.92,14.298,-7.122,13.897,-6.912,13.007,-6.954,12.893,-7.046,12.806,-6.705,272.6168,-16.7363
434,"NGC 6568",9.41,-1.64,1000,0.25,8.71,11.025,-2.496,10.775,-3.08,10.219,-4.207,10.147,-4.596,10.093,-4.653,273.1733,-21.5984
435,"Sgr OB7",10.7,-1.51,1860,0.24,6.64,12.332,-7.788,12.092,-7.566,11.558,-7.28,11.489,-7.271,11.437,-7.283,273.7114,-20.4036
436,"Markarian 38",12.01,-0.98,1545,0.3,6.95,12.175,-5.672,11.875,-5.481,11.207,-5.143,11.122,-5.306,11.057,-5.18,273.8796,-18.9997
437,"NGC 6596",14.3,-0.28,1100,0.15,8.6,10.822,-2.386,10.672,-2.757,10.338,-4.885,10.295,-5.561,10.263,-5.713,274.3764,-16.6524
438,"Dias 5",11.65,-1.73,1760,0.33,7.14,12.581,-5.264,12.251,-5.098,11.516,-4.987,11.422,-5.133,11.351,-5.147,274.3978,-19.6727
439,"NGC 6604",18.24,1.7,1696,0.95,6.64,15.043,-7.753,14.092,-7.42,11.977,-7.192,11.707,-7.252,11.5,-7.052,274.5046,-12.2451
440,"NGC 6603",12.83,-1.31,2880,0.5,7.8,14.348,-6.227,13.847,-6.823,12.734,-9.034,12.592,-9.822,12.483,-10.036,274.5972,-18.4348
441,"NGC 6611",16.94,0.8,1719,0.7,6.72,14.047,-6.951,13.346,-6.581,11.788,-6.471,11.588,-6.659,11.436,-6.659,274.6871,-13.8159
442,"Alessi 19",40.29,12.63,550,0.04,8.05,8.866,-3.112,8.826,-3.047,8.737,-2.981,8.726,-3.009,8.717,-2.999,274.7664,12.1766
443,"NGC 6613",14.18,-1.01,1296,0.45,7.52,12.409,-5.175,11.958,-5.03,10.956,-4.767,10.828,-4.787,10.73,-4.744,274.9892,-17.1035
444,"NGC 6618",15.05,-0.7,1814,1.6,6.78,17.855,-9.406,16.253,-9.094,12.692,-8.831,12.235,-8.991,11.888,-9.059,275.132,-16.1902
445,"Trumpler 33",12.39,-3.23,1755,0.36,7.84,12.697,-4.275,12.337,-4.022,11.536,-3.9,11.433,-3.91,11.355,-3.849,276.1732,-19.7238
446,"NGC 6633",36.01,8.34,385,0.18,8.76,8.665,-3.044,8.485,-3.338,8.084,-4.266,8.033,-4.648,7.994,-4.721,276.8009,6.5127
447,"NGC 6639",18.91,-1.51,700,0.2,8.86,10.045,-0.988,9.845,-1.638,9.4,-3.458,9.343,-3.911,9.299,-4.029,277.7341,-13.1546
448,"Ruprecht 141",19.69,-1.2,5500,0.57,6.92,16.04,-6.58,15.469,-6.376,14.2,-6.373,14.038,-6.329,13.914,-6.152,277.8219,-12.3198
449,"IC 4725",13.68,-4.41,620,0.45,7.83,10.808,-4.807,10.357,-4.893,9.355,-5.341,9.227,-5.64,9.129,-5.547,277.9128,-19.1257
450,"IC 4756",36.37,5.26,484,0.19,8.79,9.203,-3.551,9.013,-3.919,8.59,-5.008,8.536,-5.335,8.495,-5.426,279.7292,5.4485
451,"NGC 6694",23.88,-2.91,1582,0.6,8.3,13.457,-3.928,12.856,-4.12,11.521,-4.605,11.349,-4.93,11.219,-4.977,281.3224,-9.3805
452,"Ruprecht 145",16.51,-8.01,770,0.25,8.64,10.457,-2.978,10.207,-3.326,9.651,-4.673,9.579,-5.185,9.525,-5.312,282.6401,-18.2215
453,"NGC 6705",27.3,-2.77,1877,0.43,8.07,13.131,-4.792,12.7,-4.835,11.743,-4.678,11.62,-4.87,11.527,-4.923,282.7623,-6.2735
454,"NGC 6709",42.12,4.72,1075,0.32,8.14,11.469,-3.993,11.149,-4.191,10.437,-5.123,10.345,-5.628,10.276,-5.668,282.8204,10.3202
455,"Collinder 394",14.9,-9.26,703,0.24,7.86,10.219,-3.809,9.979,-3.717,9.445,-3.676,9.376,-3.663,9.324,-3.644,283.0978,-20.1987
456,"Stephenson 1",66.81,15.39,373,0.04,7.69,8.023,-3.011,7.983,-2.906,7.894,-2.786,7.883,-2.765,7.874,-2.769,283.4945,36.8217
457,"NGC 6716",15.39,-9.58,789,0.2,7.47,10.305,-3.16,10.105,-3.098,9.66,-2.952,9.603,-3.165,9.559,-3.124,283.6271,-19.9007
458,"NGC 6728",25.74,-5.68,1000,0.15,8.93,10.615,-1.137,10.465,-1.987,10.131,-3.008,10.088,-3.373,10.056,-3.487,284.6741,-8.975
459,"NGC 6738",44.39,3.11,700,0.05,9.16,9.43,0.53,9.38,-0.096,9.269,-1.377,9.254,-1.755,9.244,-1.825,285.3265,11.6115
460,"Ruprecht 147",20.99,-12.81,175,0.15,9.39,6.83,-0.237,6.68,-1.05,6.346,-2.535,6.303,-2.966,6.271,-3.116,289.1595,-16.3004
461,"NGC 6793",56.16,3.32,1100,0.17,8.64,10.904,-2.117,10.734,-2.273,10.356,-3.16,10.307,-3.242,10.27,-3.238,290.802,22.137
462,"NGC 6800",59.23,3.95,1000,0.4,8.59,11.641,-2.633,11.24,-2.847,10.35,-3.172,10.236,-3.512,10.149,-3.55,291.7706,25.1365
