"Name","Type","Type?","GLON","GLAT","d","E(B-V)","logt","DM(J)","I(M.J)","DM(H)","I(M.H)","DM(Ks)","I(M.Ks)","_RA.icrs","_DE.icrs"
"NGC_2384, MWSC_1216","nan","nan",235.381,-2.401,2074.0,0.396,7.13,11.901,-4.537,11.774,-4.578,11.711,-4.546,111.2794,-21.0177
"FSR_1142, MWSC_1217","nan","nan",219.377,6.14,1905.0,0.312,9.1,11.65,-3.28,11.55,-3.747,11.5,-3.849,111.2703,-2.898
"Ruprecht_19, MWSC_1218","nan","nan",235.936,-2.517,1797.0,0.208,8.0,11.44,-2.622,11.373,-2.851,11.34,-2.902,111.4513,-21.5611
"FSR_1270, MWSC_1219","nan","nan",235.65,-2.292,1607.0,0.312,8.7,11.28,-4.733,11.18,-5.372,11.13,-5.564,111.5187,-21.2029
"Waterloo_7, MWSC_1220","nan","nan",230.273,0.617,2932.0,0.354,8.53,12.62,-6.761,12.507,-7.409,12.45,-7.606,111.5259,-15.0905
"FSR_1253, MWSC_1221","nan","nan",233.24,-0.944,2283.0,0.645,8.64,12.31,-5.409,12.103,-5.731,12.0,-5.804,111.5644,-18.4427
"Melotte_66, MWSC_1222","nan","nan",259.544,-14.273,4487.0,0.125,9.365,13.36,-7.34,13.32,-8.015,13.3,-8.227,111.5471,-47.6656
"Trumpler_6, MWSC_1223","nan","nan",238.319,-3.637,2839.0,0.729,8.615,12.85,-4.992,12.617,-5.281,12.5,-5.321,111.6016,-24.1874
"Ruprecht_20, MWSC_1224","nan","nan",242.417,-5.776,1871.0,0.125,9.4,11.46,-3.534,11.42,-4.093,11.4,-4.234,111.637,-28.7975
"Ruprecht_21, MWSC_1225","nan","nan",244.551,-6.802,3894.0,0.77,8.65,13.57,-6.497,13.323,-6.955,13.2,-7.055,111.7301,-31.1524
"DC_3, MWSC_1226","nan","nan",250.278,-9.712,4317.0,0.541,9.26,13.61,-3.598,13.437,-3.954,13.35,-4.004,111.7455,-37.5228
"ASCC_38, MWSC_1227","nan","nan",221.949,5.322,569.0,0.071,8.6,8.834,-1.065,8.811,-1.245,8.8,-1.312,111.7432,-5.5429
"Trumpler_7, MWSC_1229","nan","nan",238.211,-3.353,1659.0,0.312,8.0,11.35,-3.719,11.25,-3.905,11.2,-3.956,111.8198,-23.9581
"IRAS_07255-2012, MWSC_1231","nan","nan",235.031,-1.546,8570.0,1.041,6.0,15.5,-5.932,15.167,-6.071,15.0,-5.97,111.9063,-20.3041
"FSR_1275, MWSC_1233","nan","nan",236.381,-2.17,4541.0,0.666,9.4,13.82,-5.854,13.607,-6.393,13.5,-6.526,112.0071,-21.7877
"FSR_1260, MWSC_1235","nan","nan",234.569,-1.084,1409.0,0.25,8.3,10.945,-2.281,10.865,-2.564,10.825,-2.608,112.104,-19.6777
"Haffner_10, MWSC_1237","nan","nan",230.794,1.007,4873.0,0.5,9.305,13.84,-5.463,13.68,-5.928,13.6,-6.015,112.1386,-15.3626
"ESO_559-13, MWSC_1238","nan","nan",235.592,-1.568,1905.0,0.312,8.905,11.65,-5.992,11.55,-6.732,11.5,-6.953,112.1713,-20.8075
"Haffner_24, MWSC_1239","nan","nan",233.428,-0.326,1708.0,0.271,8.535,11.38,-2.0,11.293,-2.27,11.25,-2.34,112.2313,-18.3133
"Ruprecht_22, MWSC_1240","nan","nan",243.038,-5.429,1609.0,0.208,9.03,11.2,-2.638,11.133,-3.045,11.1,-3.132,112.319,-29.1803
"NGC_2401, MWSC_1241","nan","nan",229.666,1.848,3778.0,0.354,7.0,13.17,-3.419,13.057,-3.662,13.0,-3.671,112.345,-13.9702
"DBSB_6, MWSC_1243","nan","nan",234.232,-0.49,4152.0,1.27,6.55,14.11,-5.43,13.703,-5.473,13.5,-5.444,112.4859,-19.0976
"Dolidze_26, MWSC_1246","nan","nan",206.514,13.884,2070.0,0.375,8.475,11.88,-3.65,11.76,-3.985,11.7,-4.044,112.5121,11.8876
"Ruprecht_23, MWSC_1248","nan","nan",238.063,-2.414,3021.0,0.625,8.78,12.902,-5.642,12.702,-6.048,12.602,-6.144,112.6443,-23.3808
"Ivanov_7, MWSC_1249","nan","nan",230.979,1.475,4141.0,0.666,8.7,13.62,-4.864,13.407,-4.975,13.3,-5.019,112.6564,-15.3009
"FSR_1234, MWSC_1252","nan","nan",231.15,1.527,1706.0,0.437,8.44,11.51,-2.329,11.37,-2.509,11.3,-2.532,112.7888,-15.4259
"Czernik_30, MWSC_1253","nan","nan",226.327,4.157,6812.0,0.104,9.2,14.25,-5.599,14.217,-6.132,14.2,-6.251,112.7904,-9.938
"Bochum_4, MWSC_1254","nan","nan",232.746,0.772,870.0,0.208,8.41,9.864,-3.489,9.797,-4.005,9.764,-4.121,112.899,-17.188
"DBSB_9, MWSC_1255","nan","nan",234.678,-0.249,4389.0,0.895,6.0,13.93,-4.351,13.643,-4.435,13.5,-4.389,112.9368,-19.3728
"FSR_1227, MWSC_1256","nan","nan",229.838,2.449,4500.0,0.416,8.975,13.6,-4.28,13.467,-4.544,13.4,-4.588,112.9732,-13.8329
"Ruprecht_24, MWSC_1257","nan","nan",228.898,2.963,1706.0,0.125,8.65,11.26,-3.218,11.22,-3.431,11.2,-3.496,112.9732,-12.7625
"ASCC_39, MWSC_1261","nan","nan",237.978,-1.668,1609.0,0.208,8.71,11.2,-5.524,11.133,-6.165,11.1,-6.368,113.3113,-22.9475
"NGC_2413, MWSC_1262","nan","nan",229.23,3.099,1341.0,0.042,8.655,10.67,-3.111,10.657,-3.339,10.65,-3.401,113.2589,-12.9879
"NGC_2414, MWSC_1263","nan","nan",231.402,1.93,2874.0,0.583,7.27,12.76,-5.927,12.573,-5.907,12.48,-5.93,113.2811,-15.4525
"ESO_429-02, MWSC_1264","nan","nan",242.593,-4.162,2057.0,0.416,6.9,11.9,-2.945,11.767,-3.101,11.7,-3.113,113.349,-28.1876
"Ruprecht_40, MWSC_1265","nan","nan",235.864,-0.449,1836.0,0.25,8.265,11.52,-1.886,11.44,-1.996,11.4,-2.018,113.3597,-20.5079
"ASCC_40, MWSC_1266","nan","nan",229.98,2.853,3113.0,0.416,8.8,12.8,-4.79,12.667,-5.062,12.6,-5.116,113.4082,-13.7628
"FSR_1264, MWSC_1267","nan","nan",235.285,-0.051,1215.0,0.208,8.615,10.59,-2.097,10.523,-2.288,10.49,-2.349,113.4321,-19.8086
"FSR_1302, MWSC_1268","nan","nan",241.058,-3.077,2262.0,0.552,9.1,12.215,-4.691,12.038,-5.226,11.95,-5.379,113.5893,-26.3225
"FSR_1243, MWSC_1269","nan","nan",231.982,1.986,4336.0,0.666,6.7,13.72,-5.122,13.507,-5.253,13.4,-5.251,113.6232,-15.9328
"Teutsch_61, MWSC_1270","nan","nan",235.378,0.139,1998.0,0.521,8.215,11.92,-3.87,11.753,-4.036,11.67,-4.056,113.6566,-19.7978
"Alessi_17, MWSC_1271","nan","nan",231.347,2.581,4697.0,0.437,8.22,13.71,-5.44,13.57,-5.949,13.5,-6.081,113.8441,-15.0895
"DBSB_10, MWSC_1272","nan","nan",237.734,-0.963,2362.0,0.416,6.5,12.2,-3.43,12.067,-3.662,12.0,-3.614,113.8514,-22.3924
"Haffner_11, MWSC_1273","nan","nan",242.376,-3.548,5157.0,0.416,8.945,13.896,-6.185,13.763,-6.846,13.696,-7.059,113.8401,-27.7021
"DBSB_7, MWSC_1274","nan","nan",234.575,0.825,2549.0,0.833,7.495,12.7,-3.653,12.433,-3.769,12.3,-3.801,113.8783,-18.7627
"FSR_1268, MWSC_1276","nan","nan",235.484,0.372,974.0,0.021,8.62,9.96,-0.814,9.953,-1.087,9.95,-1.159,113.9278,-19.7772
"NGC_2421, MWSC_1277","nan","nan",236.267,0.071,2178.0,0.458,7.45,12.058,-4.714,11.911,-4.748,11.838,-4.755,114.0542,-20.6076
"NGC_2422, MWSC_1278","nan","nan",230.968,3.139,471.0,0.104,8.12,8.45,-4.926,8.417,-5.568,8.4,-5.7,114.1587,-14.4877
"Riddle_5, MWSC_1279","nan","nan",239.866,-1.795,2706.0,0.895,8.765,12.88,-3.2,12.593,-3.443,12.45,-3.461,114.1909,-24.6591
"Czernik_31, MWSC_1281","nan","nan",236.284,0.275,2057.0,0.104,8.25,11.65,-3.655,11.617,-4.019,11.6,-4.124,114.2532,-20.5229
"ESO_429-05, MWSC_1282","nan","nan",246.505,-5.404,3978.0,0.937,9.09,13.75,-4.375,13.45,-4.828,13.3,-4.891,114.2574,-32.2029
"NGC_2423, MWSC_1283","nan","nan",230.461,3.545,824.0,0.062,9.025,9.63,-3.943,9.61,-4.252,9.6,-4.301,114.2711,-13.8481
"Alessi_18, MWSC_1284","nan","nan",241.414,-2.56,6287.0,0.645,9.01,14.51,-4.647,14.303,-4.998,14.2,-5.039,114.2864,-26.3827
"Ruprecht_26, MWSC_1285","nan","nan",232.052,2.677,1456.0,0.26,7.8,11.025,-3.884,10.942,-3.978,10.9,-4.02,114.2862,-15.6583
"Ruprecht_27, MWSC_1286","nan","nan",241.578,-2.517,576.0,0.15,8.41,8.922,-1.051,8.874,-1.342,8.85,-1.403,114.4175,-26.5047
"Melotte_71, MWSC_1287","nan","nan",228.941,4.512,2473.0,0.104,8.975,12.05,-5.689,12.017,-6.057,12.0,-6.14,114.3838,-12.0531
"NGC_2425, MWSC_1291","nan","nan",231.497,3.285,4330.0,0.21,9.34,13.351,-6.3,13.284,-6.718,13.25,-6.837,114.5563,-14.878
"NGC_2420, MWSC_1292","nan","nan",198.108,19.625,2880.0,0.01,9.365,12.305,-5.435,12.302,-5.905,12.3,-5.96,114.5872,21.5691
"Melotte_72, MWSC_1293","nan","nan",227.86,5.365,3963.0,0.229,8.865,13.174,-6.27,13.101,-6.727,13.064,-6.828,114.6131,-10.6977
"Arp-Madore_2, MWSC_1294","nan","nan",248.108,-5.886,13338.0,0.57,9.335,16.083,-8.088,15.9,-8.849,15.809,-9.065,114.6713,-33.8329
"FSR_1327, MWSC_1296","nan","nan",246.331,-4.756,2597.0,0.708,8.51,12.64,-3.079,12.413,-3.39,12.3,-3.417,114.8269,-31.7376
"NGC_2428, MWSC_1297","nan","nan",233.055,2.711,1406.0,0.187,8.615,10.89,-3.058,10.83,-3.232,10.8,-3.252,114.8266,-16.5158
"NGC_2430, MWSC_1298","nan","nan",232.974,2.849,707.0,0.167,7.7,9.38,-1.163,9.327,-1.317,9.3,-1.344,114.9106,-16.3776
"Ruprecht_28, MWSC_1299","nan","nan",245.654,-4.313,4712.0,0.416,8.76,13.7,-7.097,13.567,-7.793,13.5,-7.962,114.8948,-30.9324
"ESO_493-03, MWSC_1300","nan","nan",242.484,-2.514,1400.0,0.1,8.385,10.811,-2.329,10.779,-2.597,10.763,-2.66,114.9173,-27.2925
"FSR_1152, MWSC_1302","nan","nan",220.423,9.847,1824.0,0.604,8.6,11.79,-3.468,11.597,-3.837,11.5,-3.891,115.0354,-2.0825
"Haffner_13, MWSC_1305","nan","nan",244.966,-3.714,714.0,0.05,7.52,9.309,-2.832,9.293,-2.961,9.285,-2.987,115.1116,-30.0408
"NGC_2439, MWSC_1306","nan","nan",246.454,-4.466,3834.0,0.437,7.25,13.269,-9.382,13.129,-10.111,13.059,-10.336,115.1948,-31.7031
"ESO_429-13, MWSC_1307","nan","nan",245.628,-3.92,1606.0,0.437,9.02,11.38,-3.25,11.24,-3.6,11.17,-3.691,115.2792,-30.7174
"NGC_2451A, MWSC_1308","nan","nan",252.5,-7.678,188.0,0.0,7.76,6.371,-2.538,6.371,-2.562,6.371,-2.595,115.3296,-38.5177
"Ruprecht_151, MWSC_1309","nan","nan",233.086,3.23,1490.0,0.416,8.15,11.2,-4.023,11.067,-4.185,11.0,-4.233,115.3137,-16.2878
"NGC_2432, MWSC_1310","nan","nan",235.476,1.774,1589.0,0.291,8.65,11.24,-3.652,11.147,-3.9,11.1,-3.962,115.2194,-19.0829
"FSR_1211, MWSC_1312","nan","nan",227.266,6.548,4332.0,0.052,9.135,13.225,-5.162,13.208,-5.657,13.2,-5.778,115.3738,-9.6078
"NGC_2437, MWSC_1313","nan","nan",231.855,4.074,1375.0,0.15,8.35,10.812,-5.793,10.764,-6.0,10.74,-6.06,115.449,-14.8031
"FSR_1320, MWSC_1314","nan","nan",244.444,-2.984,4712.0,0.416,8.88,13.7,-4.336,13.567,-4.723,13.5,-4.764,115.5476,-29.2279
"Ruprecht_30, MWSC_1315","nan","nan",246.415,-4.05,2134.0,0.479,8.725,12.03,-2.919,11.877,-3.18,11.8,-3.218,115.5978,-31.4649
"FSR_1145, MWSC_1316","nan","nan",219.761,10.856,1292.0,0.479,7.9,10.94,-1.464,10.787,-1.719,10.71,-1.737,115.6218,-1.0344
"Ruprecht_31, MWSC_1317","nan","nan",250.083,-5.97,541.0,0.104,8.65,8.75,-0.39,8.717,-0.573,8.7,-0.652,115.743,-35.5907
"FSR_1203, MWSC_1319","nan","nan",226.125,7.786,1935.0,0.208,9.265,11.6,-3.581,11.533,-4.052,11.5,-4.137,115.9146,-8.0177
"ESO_368-11, MWSC_1320","nan","nan",249.379,-5.245,1245.0,0.073,8.945,10.535,-2.524,10.512,-2.832,10.5,-2.908,116.0945,-34.6244
"NGC_2451B, MWSC_1322","nan","nan",252.051,-6.729,489.0,0.167,8.23,8.58,-7.89,8.527,-8.625,8.5,-8.858,116.1098,-37.668
"NGC_2448, MWSC_1323","nan","nan",240.742,-0.259,1040.0,0.021,7.25,10.102,-4.199,10.095,-4.165,10.092,-4.14,116.1365,-24.6626
"NGC_2447, MWSC_1324","nan","nan",240.046,0.145,1037.0,0.05,8.68,10.119,-5.639,10.103,-6.078,10.095,-6.21,116.1389,-23.8579
"FSR_1176, MWSC_1325","nan","nan",223.695,9.351,2398.0,0.625,8.65,12.4,-5.963,12.2,-6.379,12.1,-6.511,116.1306,-5.1582
"Haffner_14, MWSC_1326","nan","nan",243.989,-2.066,2134.0,0.479,8.785,12.03,-4.309,11.877,-4.625,11.8,-4.696,116.1993,-28.3774
"Haffner_15, MWSC_1328","nan","nan",247.945,-4.16,2237.0,1.093,7.28,12.625,-7.569,12.275,-8.192,12.1,-8.341,116.377,-32.8455
"Ruprecht_34, MWSC_1330","nan","nan",237.195,2.158,893.0,0.146,9.1,9.87,-2.466,9.823,-2.991,9.8,-3.105,116.4807,-20.3828
"FSR_1351, MWSC_1331","nan","nan",249.276,-4.845,1579.0,0.645,8.2,11.51,-3.807,11.303,-3.918,11.2,-4.182,116.4547,-34.3373
"Ruprecht_33, MWSC_1332","nan","nan",238.522,1.386,1558.0,0.115,8.81,11.055,-3.345,11.018,-3.708,11.0,-3.757,116.477,-21.9175
"Ruprecht_35, MWSC_1333","nan","nan",246.658,-3.254,3858.0,0.833,8.44,13.6,-5.256,13.333,-5.589,13.2,-5.646,116.5482,-31.2805
"FSR_1352, MWSC_1334","nan","nan",249.289,-4.702,1508.0,0.645,8.28,11.41,-3.451,11.203,-3.584,11.1,-3.6,116.6127,-34.2775
"Berkeley_39, MWSC_1336","nan","nan",223.543,10.08,4836.0,0.042,9.5,13.456,-5.071,13.443,-5.615,13.436,-5.739,116.7009,-4.6775
"ASCC_41, MWSC_1337","nan","nan",219.34,12.337,397.0,0.021,8.7,8.01,-0.327,8.003,-0.607,8.0,-0.678,116.7385,0.0223
"ESO_368-14, MWSC_1339","nan","nan",248.22,-3.934,1268.0,0.416,8.65,10.85,-2.142,10.717,-2.572,10.65,-2.671,116.7733,-32.9705
"NGC_2453, MWSC_1340","nan","nan",243.272,-0.937,2383.0,0.666,7.865,12.42,-2.087,12.207,-2.122,12.1,-2.116,116.8967,-27.191
"FSR_1350, MWSC_1341","nan","nan",249.215,-4.342,1608.0,0.833,8.6,11.7,-3.625,11.433,-3.788,11.3,-3.832,116.9452,-34.0339
"FSR_1064, MWSC_1342","nan","nan",211.283,16.546,2669.0,0.833,8.025,12.8,-4.443,12.533,-4.562,12.4,-4.644,116.9705,8.8824
"FSR_1347, MWSC_1343","nan","nan",248.941,-4.143,2173.0,0.979,8.02,12.47,-4.374,12.157,-4.434,12.0,-4.447,116.9878,-33.6977
"Ruprecht_36, MWSC_1344","nan","nan",242.58,-0.33,1821.0,0.15,8.28,11.422,-2.066,11.374,-2.249,11.35,-2.299,117.092,-26.2872
"Teutsch_25, MWSC_1345","nan","nan",243.976,-1.133,2839.0,0.416,9.26,12.6,-3.254,12.467,-3.72,12.4,-3.795,117.1067,-27.8975
"Haffner_25, MWSC_1346","nan","nan",242.32,-0.108,4244.0,0.812,8.46,13.79,-4.996,13.53,-5.27,13.4,-5.365,117.1588,-25.9506
"FSR_1315, MWSC_1348","nan","nan",243.213,-0.621,2255.0,0.729,8.7,12.35,-4.359,12.117,-4.781,12.0,-4.874,117.1695,-26.9804
"FSR_1249, MWSC_1349","nan","nan",232.587,5.565,2428.0,0.541,8.505,12.36,-3.319,12.187,-3.495,12.1,-3.504,117.162,-14.698
"NGC_2455, MWSC_1350","nan","nan",238.342,2.325,1711.0,0.104,8.72,11.25,-3.17,11.217,-3.447,11.2,-3.524,117.2522,-21.2892
"ESO_311-14, MWSC_1352","nan","nan",256.926,-8.365,1278.0,0.208,7.74,10.7,-2.662,10.633,-2.746,10.6,-2.74,117.3446,-42.6822
"Ruprecht_37, MWSC_1353","nan","nan",234.923,4.546,5250.0,0.0,9.3,13.601,-3.966,13.601,-4.422,13.601,-4.503,117.4585,-17.2222
"FSR_1245, MWSC_1354","nan","nan",232.151,6.172,1833.0,0.26,9.17,11.525,-2.955,11.442,-3.307,11.4,-3.354,117.4812,-14.0191
"Haffner_16, MWSC_1355","nan","nan",242.086,0.473,2654.0,0.25,7.3,12.32,-2.21,12.24,-2.432,12.2,-2.462,117.5825,-25.4541
"Ruprecht_38, MWSC_1356","nan","nan",237.559,3.178,2928.0,0.521,8.73,12.75,-4.529,12.583,-4.856,12.5,-4.917,117.6153,-20.1829
"Czernik_32, MWSC_1357","nan","nan",245.881,-1.732,3858.0,0.833,9.0,13.6,-5.987,13.333,-6.407,13.2,-6.513,117.62,-29.8426
"FSR_1361, MWSC_1358","nan","nan",251.552,-5.017,2234.0,0.791,8.49,12.38,-5.475,12.127,-6.015,12.0,-6.168,117.6626,-36.3871
"FSR_1294, MWSC_1359","nan","nan",239.298,2.334,2121.0,0.208,9.215,11.8,-2.575,11.733,-2.955,11.7,-3.043,117.7821,-22.1078
"Haffner_17, MWSC_1360","nan","nan",247.701,-2.53,2899.0,1.208,8.17,13.28,-5.253,12.893,-5.484,12.7,-5.557,117.8986,-31.8143
"SAI_81, MWSC_1362","nan","nan",244.575,-0.547,5165.0,0.729,8.13,14.15,-6.596,13.917,-6.983,13.8,-7.057,118.0233,-28.115
"NGC_2477, MWSC_1363","nan","nan",253.557,-5.844,1450.0,0.291,8.915,11.04,-6.421,10.947,-6.911,10.9,-7.042,118.0306,-38.5278
"ESO_123-26, MWSC_1364","nan","nan",273.089,-16.31,816.0,0.129,8.53,9.662,-2.129,9.621,-2.36,9.6,-2.378,118.0484,-60.3378
"SAI_82, MWSC_1366","nan","nan",248.82,-3.043,1436.0,0.666,8.65,11.32,-2.314,11.107,-2.691,11.0,-2.754,118.051,-33.0373
"Ruprecht_39, MWSC_1368","nan","nan",239.726,2.395,2204.0,0.416,8.4,12.05,-3.038,11.917,-3.325,11.85,-3.391,118.0745,-22.4445
"ASCC_42, MWSC_1373","nan","nan",266.373,-12.884,792.0,0.167,8.15,9.628,-3.084,9.575,-3.129,9.548,-3.179,118.1364,-52.9923
"ASCC_43, MWSC_1374","nan","nan",244.732,-0.396,1005.0,0.062,8.215,10.062,-2.414,10.042,-2.666,10.032,-2.698,118.2616,-28.1724
"FSR_1133, MWSC_1375","nan","nan",218.513,14.462,3112.0,1.041,8.18,13.3,-4.897,12.967,-5.237,12.8,-5.37,118.2457,1.7228
"FSR_1102, MWSC_1376","nan","nan",214.903,16.399,1659.0,0.312,8.77,11.35,-2.115,11.25,-2.353,11.2,-2.365,118.3831,5.7029
"FSR_1298, MWSC_1377","nan","nan",239.779,2.726,2088.0,0.625,8.435,12.1,-4.861,11.9,-5.405,11.8,-5.53,118.4113,-22.3205
"Ruprecht_41, MWSC_1378","nan","nan",243.778,0.366,3246.0,0.135,8.865,12.665,-3.494,12.622,-3.802,12.6,-3.865,118.4454,-26.9623
"NGC_2479, MWSC_1380","nan","nan",236.001,5.375,1363.0,0.083,9.015,10.74,-3.247,10.713,-3.583,10.7,-3.639,118.7786,-17.7273
"Waterloo_3, MWSC_1381","nan","nan",242.559,1.43,2589.0,0.416,8.5,12.4,-4.126,12.267,-4.487,12.2,-4.564,118.7606,-25.3693
"NGC_2482, MWSC_1382","nan","nan",241.632,2.017,1344.0,0.09,8.505,10.713,-3.864,10.684,-4.14,10.67,-4.187,118.7871,-24.2727
"NGC_2483, MWSC_1383","nan","nan",244.798,0.237,1649.0,0.354,7.6,11.37,-2.556,11.257,-2.691,11.2,-2.669,118.9145,-27.9024
"Trumpler_9, MWSC_1384","nan","nan",243.066,1.286,2291.0,0.187,7.8,11.95,-4.746,11.89,-4.814,11.86,-4.864,118.9147,-25.8776
"Haffner_20, MWSC_1385","nan","nan",246.968,-0.933,2910.0,0.562,8.055,12.77,-3.102,12.59,-3.22,12.5,-3.233,119.0577,-30.3644
"NGC_2489, MWSC_1386","nan","nan",246.717,-0.766,2255.0,0.729,7.315,12.35,-4.411,12.117,-4.497,12.0,-4.515,119.0721,-30.0632
"Ruprecht_42, MWSC_1388","nan","nan",243.343,1.635,1964.0,0.416,8.7,11.8,-3.038,11.667,-3.257,11.6,-3.281,119.4061,-25.9329
"FSR_1342, MWSC_1391","nan","nan",248.129,-1.222,3628.0,0.937,8.29,13.55,-5.538,13.25,-5.863,13.1,-5.954,119.4743,-31.5061
"Turner_12, MWSC_1392","nan","nan",246.24,-0.045,4499.0,0.729,8.49,13.85,-6.43,13.617,-6.965,13.5,-7.085,119.4946,-29.2806
"NGC_2516, MWSC_1393","nan","nan",273.804,-15.866,373.0,0.071,8.475,7.914,-6.539,7.891,-7.313,7.88,-7.532,119.4875,-60.748
"Kronberger_85, MWSC_1395","nan","nan",250.962,-2.848,10380.0,1.457,8.5,16.25,-5.937,15.783,-6.127,15.55,-6.15,119.5813,-34.7697
"FSR_1084, MWSC_1397","nan","nan",213.272,18.567,2362.0,0.416,8.8,12.2,-3.338,12.067,-3.663,12.0,-3.736,119.6457,8.0585
"Ruprecht_44, MWSC_1398","nan","nan",245.747,0.486,4666.0,0.604,6.8,13.829,-5.797,13.636,-5.891,13.539,-5.844,119.717,-28.5826
"FSR_1087, MWSC_1399","nan","nan",213.406,18.585,2376.0,0.375,9.0,12.18,-2.794,12.06,-3.145,12.0,-3.184,119.7183,7.9522
"ESO_494-09, MWSC_1400","nan","nan",244.937,1.082,1905.0,0.312,8.735,11.65,-3.896,11.55,-4.288,11.5,-4.423,119.8111,-27.5805
"Ruprecht_43, MWSC_1401","nan","nan",246.034,0.409,970.0,0.208,8.4,10.1,-2.042,10.033,-2.232,10.0,-2.267,119.8138,-28.8674
"ESO_561-05, MWSC_1402","nan","nan",240.769,3.652,1865.0,0.146,9.0,11.47,-2.927,11.423,-3.287,11.4,-3.352,119.8227,-22.6872
"FSR_1336, MWSC_1403","nan","nan",247.634,-0.531,1649.0,0.354,8.635,11.37,-1.916,11.257,-2.162,11.2,-2.186,119.8594,-30.7226
"Ruprecht_45, MWSC_1404","nan","nan",235.309,7.001,1888.0,0.062,9.3,11.43,-2.061,11.41,-2.407,11.4,-2.466,119.8695,-16.3028
"FSR_1365, MWSC_1405","nan","nan",252.322,-3.345,1884.0,0.697,9.01,11.935,-3.514,11.712,-3.77,11.6,-3.821,119.9317,-36.1873
"NGC_2506, MWSC_1406","nan","nan",230.547,9.932,3526.0,0.042,9.21,12.77,-6.46,12.757,-7.069,12.75,-7.178,119.9932,-10.757
"FSR_1147, MWSC_1407","nan","nan",219.817,15.867,1508.0,0.645,8.72,11.41,-4.743,11.203,-5.278,11.1,-5.407,120.0757,1.2631
"FSR_1379, MWSC_1409","nan","nan",256.405,-5.713,1951.0,1.083,7.45,12.32,-3.272,11.973,-3.474,11.8,-3.486,120.0628,-40.8949
"NGC_2509, MWSC_1410","nan","nan",237.831,5.841,1711.0,0.104,9.2,11.25,-4.507,11.217,-5.011,11.2,-5.101,120.1888,-19.0476
"Haffner_21, MWSC_1411","nan","nan",244.837,1.625,2436.0,0.208,8.625,12.1,-3.635,12.033,-3.93,12.0,-3.993,120.2721,-27.2099
"FSR_1378, MWSC_1412","nan","nan",256.318,-5.428,1562.0,0.874,8.0,11.67,-3.386,11.39,-3.625,11.25,-3.659,120.3245,-40.6725
"FSR_1360, MWSC_1413","nan","nan",251.046,-2.116,1743.0,0.291,8.985,11.44,-3.227,11.347,-3.587,11.3,-3.663,120.392,-34.4571
"ASCC_44, MWSC_1414","nan","nan",264.948,-10.439,553.0,0.271,7.9,8.93,-2.354,8.843,-2.445,8.8,-2.425,120.4764,-50.5773
"ESO_311-21, MWSC_1415","nan","nan",257.134,-5.841,5118.0,0.791,9.3,14.18,-6.453,13.927,-7.155,13.8,-7.365,120.4198,-41.5808
"FSR_1339, MWSC_1416","nan","nan",247.876,-0.112,4167.0,0.625,8.99,13.6,-5.448,13.4,-5.926,13.3,-6.05,120.422,-30.7075
"Ruprecht_46, MWSC_1418","nan","nan",238.361,5.909,1467.0,0.521,8.15,11.25,-3.67,11.083,-3.962,11.0,-3.977,120.5415,-19.462
"Ruprecht_47, MWSC_1419","nan","nan",248.253,-0.188,2892.0,0.291,8.18,12.54,-4.734,12.447,-4.848,12.4,-4.886,120.5796,-31.0675
"ESO_430-09, MWSC_1420","nan","nan",247.155,0.514,2273.0,0.208,8.5,11.95,-2.808,11.883,-3.018,11.85,-3.109,120.5943,-29.7643
"Ruprecht_49, MWSC_1423","nan","nan",244.71,2.258,1748.0,0.271,8.22,11.43,-2.601,11.343,-2.677,11.3,-2.709,120.7994,-26.7671
"Ruprecht_50, MWSC_1424","nan","nan",248.208,0.136,1834.0,0.104,8.775,11.4,-2.736,11.367,-3.021,11.35,-3.1,120.8718,-30.8571
"Ruprecht_51, MWSC_1425","nan","nan",248.048,0.257,2534.0,0.562,8.77,12.47,-3.16,12.29,-3.361,12.2,-3.396,120.8917,-30.6573
"ESO_430-14, MWSC_1426","nan","nan",248.685,-0.149,2860.0,0.833,7.21,12.95,-3.883,12.683,-3.956,12.55,-3.954,120.8868,-31.4127
"FSR_1383, MWSC_1427","nan","nan",257.065,-5.257,2434.0,0.833,9.12,12.6,-4.233,12.333,-4.666,12.2,-4.765,121.0343,-41.2157
"NGC_2527, MWSC_1428","nan","nan",246.118,1.865,642.0,0.04,8.91,9.069,-3.072,9.056,-3.333,9.05,-3.422,121.2699,-28.1672
"Ruprecht_155, MWSC_1429","nan","nan",249.195,-0.093,2311.0,0.562,8.57,12.27,-2.741,12.09,-2.974,12.0,-3.011,121.2623,-31.8139
"Ruprecht_52, MWSC_1430","nan","nan",249.342,-0.148,1609.0,0.208,8.55,11.2,-2.649,11.133,-2.973,11.1,-3.018,121.3003,-31.9675
"ESO_430-18, MWSC_1431","nan","nan",248.594,0.791,871.0,0.0,8.875,9.7,-3.38,9.7,-3.859,9.7,-3.938,121.7568,-30.832
"NGC_2533, MWSC_1432","nan","nan",247.797,1.317,2955.0,0.458,8.365,12.72,-4.693,12.573,-5.017,12.5,-5.103,121.7721,-29.8772
"Teutsch_50, MWSC_1434","nan","nan",253.018,-2.015,3254.0,0.833,9.48,13.23,-4.305,12.963,-4.785,12.83,-4.902,121.7842,-36.0702
"SAI_86, MWSC_1435","nan","nan",253.573,-2.109,3022.0,0.708,8.65,12.969,-3.689,12.742,-3.989,12.629,-4.036,122.0576,-36.5878
