"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","recno"
"ASCC 93",46,"ASCC_93,MWSC_2814","o",5.78007,40,6.81886,37,271.91261,-22.28336,8.2454,-0.9464,0.07877,0.11495,0.23001,0.70375,2.5046,3.65492,7.31312,22.37629,1.39844,0.14938,0.02456,3.46085,0.20741,0.0341,0.45284,0.08159,0.01341,1766.75104,1821.68428,1880.1432,23,0,-6319.44865,261.21637,-13.90255,-5.39344,6.22418,3.11209,1,0.00705,0.00996,0.12713,0.22194,0.56058,"FP ",9.464,9.654,10.0,3.7,4.222,4.767,2.32,2.631,3.172,11.173,11.34,11.58,40,0,0,1,"1:1",47
"ASCC 94",47,"ASCC_94,MWSC_2858,UBC_342","o",7.93642,85,8.17038,64,273.92216,-14.90846,15.62647,0.9337,0.18772,0.319,0.319,0.60545,5.08581,8.64258,8.64258,16.40386,-0.2131,0.14429,0.01804,-1.11248,0.12608,0.01576,0.60066,0.02042,0.00255,1545.48383,1552.28516,1559.14661,81,0,-6627.20164,418.07388,42.26987,-9.44263,40.38051,20.19026,4,0.8363,0.9538,0.97188,0.99825,0.9998,"nan",6.722,6.93,7.079,1.717,1.941,2.113,1.952,2.272,2.697,10.787,10.953,11.104,80,0,0,2,"1:m",48
"ASCC 95",48,"ASCC_95,MWSC_2861","o",11.23206,81,11.38069,79,274.0571,-25.83215,6.06526,-4.365,0.17327,0.1691,0.6458,0.8283,3.46012,3.37691,12.89689,16.54198,-0.65367,0.16092,0.01811,-2.14634,0.19851,0.02233,0.83059,0.03993,0.00449,1139.67662,1144.17379,1148.70659,81,0,-6987.73072,120.54313,-69.18128,13.7567,15.30862,6.84622,5,0.9128,0.9888,0.99415,0.99997,0.99997,"nan",7.838,8.106,8.255,0.592,0.785,0.956,0.132,0.549,0.788,10.144,10.307,10.496,80,0,0,1,"1:1",49
"ASCC 99",49,"ASCC_99,MWSC_2999,Theia_518","o",19.24534,193,19.33642,176,282.17182,-18.38407,16.16547,-7.682,0.96072,1.64911,2.61958,7.70335,5.01341,8.60728,13.67819,40.43918,5.24745,0.51039,0.03847,-1.30713,0.57645,0.04345,3.28096,0.18099,0.01364,298.75333,298.96316,299.17328,157,0,-7837.51088,82.48784,-19.89181,-29.85613,12.35087,1.58137,61,0.8845,0.9829,0.99111,0.99991,0.99996,"nan",7.692,7.95,8.189,0.468,0.691,0.875,0.762,1.239,1.665,7.165,7.325,7.455,80,0,0,2,"1:m",50
"ASCC 100",50,"ASCC_100,MWSC_3038","o",8.78246,87,8.84706,85,285.40309,33.60094,64.40553,12.68,1.5867,2.91523,2.91523,3.36292,9.98239,18.3517,18.3517,21.17596,1.73216,0.46363,0.05029,-3.45097,0.28588,0.03101,2.75056,0.09146,0.00992,360.08699,360.37173,360.65691,68,0,-7969.88582,317.0875,99.49356,-13.84643,8.45267,1.54324,30,0.5046,0.8928,0.94047,0.99972,0.99972,"nan",7.509,7.812,8.111,0.02,0.229,0.32,0.177,0.658,0.981,7.589,7.742,7.9,20,0,0,1,"1:1",51
"ASCC 101",51,"ASCC_101,Alessi_J1913.6+3619,LeDrew_6,MWSC_3070,Theia_445","o",21.0671,224,21.70771,207,288.34468,36.3599,68.00064,11.64,0.65618,0.49312,3.03646,6.87644,4.5502,3.41943,21.07489,47.91231,0.96745,0.31696,0.02203,1.28139,0.43235,0.03005,2.50979,0.11933,0.00829,397.05172,397.29553,397.53963,174,0,-7976.00537,360.78717,100.6104,-18.11557,8.43436,0.994,72,0.931,0.9865,0.99282,0.99984,0.99992,"nan",8.021,8.276,8.537,0.0,0.099,0.158,0.007,0.382,0.557,7.771,7.927,8.1,80,0,0,2,"1:m",52
"ASCC 104",52,"ASCC_104","o",3.93737,39,5.60694,15,294.69584,18.61878,54.82784,-1.571,0.58058,1.30364,1.45848,4.51177,4.13413,9.2841,10.38731,32.19253,2.37217,0.31727,0.08192,-3.77049,0.24083,0.06218,2.46061,0.02652,0.00685,407.28517,407.97305,408.66325,31,0,-7887.08396,333.36178,9.01431,-11.53187,14.64646,5.97939,6,0.7606,0.9745,0.98859,0.99999,0.99999,"nan",7.814,8.085,8.37,0.012,0.232,0.323,0.002,0.37,0.578,7.813,7.998,8.15,20,0,0,1,"m:1",53
"ASCC 105",53,"ASCC_105,MWSC_3157,Theia_165,Theia_544","o",18.42513,173,18.42513,173,295.4716,27.38609,62.80833,2.132,0.47671,0.29115,2.69076,2.69076,4.60419,2.81194,26.00626,26.00626,1.36975,0.17031,0.01295,-1.61801,0.20062,0.01525,1.77588,0.05509,0.00419,552.83547,553.35901,553.88355,150,0,-7869.22838,491.86248,40.73646,-16.19159,6.80973,0.88655,59,0.9877,0.998,0.99912,1.0,1.0,"nan",7.72,7.97,8.221,0.13,0.296,0.441,0.471,0.845,1.313,8.461,8.643,8.786,80,0,0,3,"1:m",54
"ASCC 106",54,"ASCC_106,Alessi_44,MWSC_3164","o",9.05015,50,9.05015,50,295.79156,1.56309,40.31747,-10.76,0.41879,0.81065,1.09603,1.09603,5.39552,10.44445,14.12209,14.12209,0.80951,0.19035,0.02692,-2.49345,0.26823,0.03793,1.32685,0.05757,0.00814,736.35545,738.15507,739.96351,50,0,-7569.39773,469.2081,-118.40068,-15.38445,8.08324,1.80747,20,0.9313,0.9912,0.99592,0.99999,0.99999,"nan",7.873,8.089,8.266,1.051,1.218,1.385,0.164,0.577,0.812,9.136,9.3,9.439,40,0,0,2,"m:m",55
"ASCC 107",55,"ASCC_107,MWSC_3185,Teutsch_J1948.5+2157","o",11.54781,88,12.22894,84,297.15177,21.97962,58.89091,-1.896,0.15753,0.15038,0.59703,0.92882,2.38464,2.27645,9.03779,14.06117,-0.19659,0.12962,0.01414,-5.12175,0.12091,0.01319,1.11467,0.05964,0.00651,865.31532,867.31472,869.32339,79,0,-7674.17805,742.1753,-9.03313,-10.376,16.1094,3.51536,21,0.9808,0.9954,0.99728,0.99997,0.99998,"nan",7.195,7.386,7.597,1.291,1.481,1.656,1.054,1.502,1.87,9.477,9.623,9.768,80,0,0,1,"1:1",56
"ASCC 108",56,"ASCC_108,MWSC_3201,Theia_3446","o",23.70546,305,23.70546,305,298.38722,39.3426,74.40483,6.017,0.3735,0.31861,1.54821,1.54821,7.51021,6.40649,31.1383,31.1383,-0.47504,0.12203,0.00699,-1.72714,0.15226,0.00872,0.83731,0.05487,0.00314,1150.40103,1152.07896,1153.76179,300,0,-7813.64694,1103.5526,140.76832,-8.81348,16.14291,2.26046,51,0.986,0.9972,0.99852,0.99999,0.99999,"nan",8.038,8.28,8.49,0.176,0.371,0.474,0.684,1.154,1.497,10.123,10.282,10.453,80,0,0,2,"1:m",57
"ASCC 110",57,"ASCC_110,MWSC_3234,Theia_3854","o",13.94851,135,15.88232,121,300.72462,33.52725,70.40302,1.39,0.1569,0.26947,0.42773,0.77185,5.18145,8.89884,14.12539,25.49085,0.2981,0.08411,0.00765,-3.15931,0.10654,0.00969,0.48984,0.05133,0.00467,1885.4318,1892.11101,1898.83772,134,0,-7487.42518,1781.98573,65.06659,-5.62738,14.89131,3.84492,15,0.9265,0.9767,0.9863,0.99963,0.99965,"TP ",8.365,8.55,8.716,1.156,1.329,1.501,0.906,1.359,1.655,11.214,11.352,11.498,80,0,0,2,"m:m",58
"ASCC 111",58,"ASCC_111,MWSC_3274,Theia_196","o",17.55383,163,18.36782,144,302.96058,37.53096,74.75723,2.018,0.2385,0.2671,0.80762,1.81933,3.51321,3.93447,11.89716,26.80803,-1.14613,0.12734,0.01061,-1.57601,0.16781,0.01398,1.15987,0.06395,0.00533,842.69093,843.9745,845.26198,157,0,-7900.14596,813.77847,49.95758,-14.19965,36.1246,6.38599,32,0.9771,0.9951,0.99722,0.99999,0.99999,"TP ",7.655,7.896,8.117,0.488,0.671,0.81,0.912,1.27,1.749,9.396,9.581,9.715,80,0,0,2,"m:m",59
"ASCC 113",59,"ASCC_113,MWSC_3480,Theia_461","o",32.27413,491,25.93476,344,317.9626,38.5453,82.82451,-6.669,0.57609,0.50269,2.34376,3.10187,5.60485,4.89073,22.81464,30.20697,0.82781,0.17271,0.00931,-3.68642,0.20202,0.01089,1.77103,0.04478,0.00241,557.08468,557.4187,557.75311,318,0,-8052.98339,549.31067,-44.11364,-6.49255,6.23914,0.51285,148,0.987,0.9976,0.99882,1.0,1.0,"nan",7.997,8.265,8.486,0.001,0.108,0.16,0.05,0.482,0.691,8.462,8.654,8.819,80,0,0,2,"1:m",60
"ASCC 114",60,"ASCC_114,MWSC_3542,Theia_296","o",22.16186,249,22.16186,249,325.06281,53.98983,97.10953,0.9942,0.19162,0.17933,0.73733,0.73733,3.0689,2.8721,11.80908,11.80908,-3.69805,0.14652,0.00929,-3.47523,0.15115,0.00958,1.06047,0.06669,0.00423,916.42947,917.60444,918.78244,229,0,-8235.48307,910.41232,37.01326,-19.5542,21.55611,3.59268,36,0.9743,0.9936,0.99648,0.99994,0.99994,"nan",7.305,7.512,7.673,0.848,1.056,1.225,1.295,1.703,2.09,9.589,9.743,9.873,80,0,0,2,"1:m",61
"ASCC 115",61,"ASCC_115,MWSC_3575","o",13.29149,103,13.29149,103,329.1899,51.54925,97.47818,-2.477,0.30111,0.4197,0.89902,0.89902,3.95959,5.51918,11.82312,11.82312,-0.57674,0.15818,0.01559,-0.67746,0.15717,0.01549,1.28702,0.06717,0.00662,752.25016,753.44409,754.6418,95,0,-8220.02379,746.3379,-11.50846,-16.73561,8.96778,1.83054,24,0.9648,0.9933,0.99668,0.99998,0.99999,"nan",7.636,7.891,8.091,0.578,0.797,0.955,0.39,0.9,1.212,9.198,9.331,9.519,80,0,0,1,"1:1",62
"ASCC 125",63,"ASCC_125,FSR_409,MWSC_3677","o",11.85951,114,11.95843,112,344.10169,62.71052,110.17409,2.723,0.05789,0.05842,0.21058,0.29047,0.83678,0.8444,3.04382,4.19857,-0.54101,0.16455,0.01555,-2.19666,0.17048,0.01611,1.19127,0.04511,0.00426,826.16272,828.17745,830.20204,87,0,-8407.16508,776.49023,60.88131,-23.13069,23.58393,8.33818,8,0.8393,0.9468,0.96678,0.99755,0.99832,"nan",6.413,6.561,6.636,3.548,3.825,4.073,2.073,2.446,2.984,9.405,9.573,9.719,10,0,0,1,"m:m",64
"ASCC 127",64,"ASCC_127,MWSC_3704","o",23.63704,247,23.63704,247,347.30213,65.18291,112.46826,4.409,0.99023,0.81068,4.24926,4.24926,6.46773,5.29482,27.8025,27.8025,7.40973,0.27495,0.01749,-1.64539,0.36567,0.02327,2.65542,0.06038,0.00384,373.95731,374.19344,374.42987,190,0,-8264.48186,344.76569,49.9321,-16.98493,18.15185,2.49335,53,0.9454,0.9894,0.99412,0.99995,0.99995,"nan",6.848,7.085,7.284,0.077,0.294,0.408,0.132,0.665,1.0,7.649,7.815,7.972,40,0,0,1,"1:1",65
"ASCC 128",65,"ASCC_128,MWSC_3720","o",17.2549,203,19.61119,179,350.16142,54.57336,109.93466,-5.991,0.811,0.84946,2.87274,5.31749,9.30079,9.74191,32.971,61.15443,1.18459,0.25819,0.0193,0.11349,0.15575,0.01164,1.50305,0.07132,0.00533,656.38211,657.04404,657.70731,181,0,-8344.94208,614.302,-47.20644,-14.48549,7.79874,0.95996,66,0.9574,0.9909,0.99551,0.99995,0.99995,"nan",7.806,8.044,8.258,0.166,0.325,0.449,0.172,0.565,0.865,8.863,9.019,9.19,80,0,0,1,"1:1",66
"AT 4",66,"AT_4,Alessi-Teutsch_4,Alessi_26,TRSG_3,Theia_929,UBC_12","o",8.24275,37,9.04146,35,126.03293,-8.37473,231.59199,16.26,0.66569,0.91175,2.00541,3.65459,5.10403,6.99086,15.38158,28.05741,-8.32148,0.34412,0.05817,4.25151,0.38987,0.0659,2.23427,0.05764,0.00974,438.48907,439.28124,440.07629,29,0,-8383.64219,-330.44689,144.50243,31.37407,3.07762,0.74643,17,0.8836,0.9805,0.99037,0.99991,0.99991,"nan",7.933,8.124,8.385,0.267,0.454,0.596,0.144,0.62,0.902,7.983,8.127,8.324,20,0,0,3,"1:m",67
"AT 21",67,"AT_21,Alessi-Teutsch_1,Alessi-Teutsch_21,Alessi_23,COIN-Gaia_2,Theia_2869,Theia_3945","o",21.17349,196,21.17349,196,15.09787,55.40634,124.21336,-7.443,0.16877,0.12403,0.79701,0.79701,3.6316,2.66884,17.1514,17.1514,-4.43847,0.13648,0.00975,-2.0647,0.11428,0.00816,0.75958,0.07743,0.00553,1229.73695,1232.90469,1236.0888,195,0,-8809.77065,1010.96001,-137.15166,-33.13723,9.58335,1.66825,33,0.9894,0.9983,0.99914,1.0,1.0,"nan",8.328,8.566,8.734,0.608,0.807,0.972,0.254,0.672,0.929,10.306,10.427,10.606,80,0,0,4,"1:m",68
"Alessi 2",68,"Alessi_2,LeDrew_4,MWSC_419","o",21.77867,249,22.33572,233,71.55705,55.18407,152.32718,6.336,0.4481,0.50015,1.52061,3.30394,4.72491,5.27379,16.0373,34.87585,-0.92788,0.20475,0.01341,-1.09451,0.17651,0.01156,1.61779,0.06758,0.00443,603.48726,604.13499,604.7841,231,0,-8653.56327,278.86022,88.83116,-10.27452,6.37475,0.71722,79,0.9807,0.9966,0.99825,0.99999,0.99999,"nan",8.158,8.421,8.625,0.361,0.572,0.735,0.36,0.753,1.128,8.699,8.841,9.002,80,0,0,1,"1:1",69
"Alessi 3",69,"Alessi_3,MWSC_1157,Theia_1011","o",17.9499,186,18.59946,173,109.1867,-46.68028,257.93553,-15.33,1.11417,2.352,2.84357,4.23677,5.37902,11.36,13.7378,20.48916,-9.79327,0.45937,0.03493,11.91591,0.51924,0.03948,3.57475,0.15202,0.01156,276.47216,276.57917,276.68626,158,0,-8177.91097,-260.84104,-52.1998,0.31662,4.80116,0.55073,76,0.9473,0.989,0.99415,0.99991,0.99996,"nan",8.578,8.796,9.006,0.008,0.108,0.163,0.025,0.435,0.621,6.947,7.142,7.27,80,0,0,2,"1:m",70
"Alessi 5",70,"Alessi_5,MWSC_1844","o",22.03612,571,23.01665,427,160.90216,-61.1115,288.10773,-1.974,0.36417,0.29788,1.56409,2.27151,2.49047,2.03708,10.69885,15.54211,-15.3998,0.28407,0.01375,2.54393,0.2973,0.01439,2.49661,0.08076,0.00391,391.63442,391.82404,392.01385,294,0,-8000.30022,-372.19758,6.99111,13.40986,18.71459,1.75278,114,0.9687,0.9927,0.9959,0.99981,0.99999,"nan",7.527,7.751,7.984,0.181,0.403,0.543,0.184,0.728,1.018,7.753,7.909,8.082,80,0,0,1,"1:1",71
"Alessi 6",71,"Alessi_6,MWSC_2240,Theia_996","o",20.85476,203,20.85476,203,220.0112,-66.13669,313.62142,-5.545,0.21618,0.1632,0.99638,0.99638,3.2501,2.45357,14.98114,14.98114,-10.54271,0.18572,0.01304,-5.53472,0.19068,0.01338,1.1259,0.04675,0.00328,860.23721,861.38533,862.53652,199,0,-7530.70854,-620.65124,-63.95042,-14.86234,9.76455,1.12007,76,0.993,0.9987,0.99937,1.0,1.0,"nan",8.377,8.563,8.76,0.496,0.67,0.838,0.229,0.604,0.875,9.446,9.605,9.765,80,0,0,2,"1:m",72
"Alessi 8",72,"Alessi_8,MWSC_2298,Theia_252,Theia_335","o",12.21005,93,12.58074,90,232.29794,-51.31186,326.39548,4.228,0.41827,0.45823,1.43697,1.70954,4.77574,5.23195,16.41005,19.52451,-6.01604,0.30181,0.03181,-5.70181,0.19054,0.02008,1.48175,0.03563,0.00376,653.00386,654.17681,655.35398,87,0,-7578.48551,-361.0742,67.63659,-32.54759,12.14739,1.94514,39,0.8656,0.9857,0.99367,0.99997,0.99997,"nan",7.758,8.003,8.201,0.095,0.269,0.37,0.161,0.616,0.879,8.882,9.01,9.214,80,0,0,3,"1:m",73
"Alessi 9",73,"Alessi_9,MWSC_2670","o",25.15507,310,14.53288,110,265.64239,-46.74401,344.40011,-8.718,0.8963,1.02205,3.00002,8.5678,3.26015,3.71765,10.92122,31.39597,9.83087,0.47774,0.04555,-9.1509,0.41914,0.03996,4.77828,0.13611,0.01298,208.26772,208.38821,208.50883,95,0,-7923.66216,-55.392,-11.29415,-8.72935,8.80266,1.31222,45,0.8855,0.9787,0.98917,0.99987,0.99994,"nan",8.381,8.614,8.838,0.006,0.116,0.165,0.002,0.405,0.6,6.459,6.607,6.753,20,0,0,1,"1:1",74
"Alessi 10",74,"Alessi_10,LeDrew_3,Theia_535","o",19.87016,194,20.76087,188,301.23229,-10.52875,31.6229,-21.05,0.43217,0.26273,2.45061,3.91833,3.29115,2.00075,18.67336,29.88558,1.45356,0.32097,0.02341,-7.90177,0.39678,0.02894,2.21862,0.1624,0.01184,435.72906,436.32032,436.91318,153,0,-7775.62576,213.5128,-136.77868,-17.60104,14.01799,2.16302,42,0.07617,0.3539,0.58336,0.98908,0.99282,"nan",7.704,8.027,8.291,0.105,0.338,0.477,0.352,0.947,1.292,8.012,8.14,8.354,80,0,0,2,"1:m",75
"Alessi 12",75,"Alessi_12,LeDrew_2,MWSC_3404,Theia_254","o",28.83247,425,29.26572,384,310.87082,23.53847,67.21407,-11.6,0.64345,0.72884,2.16292,2.54734,6.0517,6.85487,20.35129,23.97277,4.27743,0.27516,0.01404,-4.70169,0.2075,0.01059,1.84313,0.09175,0.00468,538.43663,538.85037,539.26474,340,0,-7917.8233,486.64867,-88.08313,1.24428,11.38702,1.03093,122,0.9657,0.9938,0.99679,0.99998,0.99999,"nan",7.831,8.086,8.374,0.0,0.137,0.2,0.392,0.916,1.246,8.413,8.59,8.748,80,0,0,2,"1:m",76
"Alessi 13",76,"Alessi_13,Chi_For_Group,Harrington_2,MWSC_278,Ramakers_26,Slotegraaf_3","o",18.77892,167,18.95071,163,51.99294,-35.77332,237.42675,-55.76,5.16228,5.14304,18.95143,21.97545,9.41787,9.38258,35.79574,42.0659,35.49917,3.815,0.29881,-4.18382,3.09903,0.24274,9.50233,0.70822,0.05547,104.222,104.24536,104.26872,152,0,-8153.77457,-49.43203,-65.29443,18.01722,12.02919,1.35339,79,0.6735,0.9437,0.9736,0.99966,0.99966,"nan",7.059,7.394,7.587,0.005,0.156,0.247,0.064,0.596,0.862,4.98,5.088,5.235,80,0,0,1,"1:1",77
"Alessi 17",77,"Alessi_17,MWSC_1271","o",8.93804,49,9.44303,46,113.85199,-15.09841,231.3585,2.583,0.03213,0.0206,0.17279,0.22077,2.19884,1.41007,11.82586,15.10974,-1.45556,0.06168,0.00909,1.57369,0.05239,0.00772,0.2153,0.03485,0.00514,3823.39463,3921.42211,4024.60848,49,0,-10567.74172,-3059.78415,203.80119,"nan","nan","nan",0,0.9888,0.9985,0.9994,1.0,1.0,"nan",8.139,8.38,8.604,0.614,0.886,1.09,0.526,0.874,1.316,12.95,13.151,13.315,10,0,0,1,"1:1",78
"Alessi 19",78,"Alessi_19,LeDrew_5,MWSC_2887,OC_0068","o",19.52477,164,19.76782,160,274.53414,11.89735,39.9315,12.72,0.66768,0.51905,2.99753,3.55218,6.69569,5.20516,30.08635,35.66661,-1.00949,0.24795,0.0196,-7.07448,0.28012,0.02215,1.70891,0.06136,0.00485,573.70432,574.5564,575.41102,130,0,-7691.87812,359.74683,146.16089,-7.86598,13.61868,2.10141,42,0.8322,0.9657,0.98065,0.99942,0.99961,"nan",7.29,7.563,7.762,0.186,0.342,0.512,0.381,0.948,1.303,8.613,8.764,8.936,80,0,0,2,"1:m",79
"Alessi 20",79,"Alessi_20,Theia_34","o",24.19854,252,24.19854,252,2.6435,58.75651,117.64269,-3.695,0.38669,0.28213,1.83844,1.83844,2.86368,2.08933,13.61931,13.61931,8.11666,0.28028,0.01766,-2.42721,0.26882,0.01693,2.34312,0.07761,0.00489,423.96126,424.30599,424.65128,216,0,-8318.49251,375.09383,-6.04064,-9.30529,24.29575,3.36921,52,0.6627,0.9243,0.95473,0.99837,0.99899,"nan",6.593,6.826,6.952,0.364,0.647,0.812,1.028,1.508,2.091,7.874,8.068,8.216,80,0,0,2,"1:m",80
"Alessi 21",80,"Alessi_21","o",21.87208,279,20.57918,256,107.59181,-9.3183,223.37327,-0.07887,0.49082,0.32256,2.57676,2.57676,4.8038,3.15695,25.23576,25.23576,-5.50067,0.20815,0.01301,2.65336,0.20547,0.01284,1.74436,0.07135,0.00446,560.19761,560.75474,561.31298,224,0,-8529.58385,-385.09674,21.07081,37.49107,15.98615,1.73394,85,0.9874,0.998,0.99914,1.0,1.0,"nan",7.64,7.9,8.134,0.021,0.154,0.23,0.256,0.747,1.102,8.51,8.696,8.86,10,0,0,1,"m:m",81
"Alessi 22",81,"Alessi_22,CWNU_1254,Theia_1106","o",8.91442,49,9.67338,43,357.17231,36.22925,109.01351,-24.94,1.32747,3.13999,3.13999,3.88065,8.20131,19.41528,19.41528,24.00764,-4.3644,0.53417,0.08146,-12.79173,0.57468,0.08764,2.80402,0.06933,0.01057,353.46185,353.91774,354.37481,37,0,-8226.90526,303.40468,-128.17202,-5.50663,6.78474,1.41472,23,0.3096,0.8188,0.91633,0.99931,0.99931,"nan",8.646,8.827,9.059,0.142,0.302,0.407,0.247,0.655,0.984,7.512,7.678,7.829,40,0,0,3,"m:m",82
"Alessi 24",82,"ASCC_89,Alessi_24,LISC-III_3249,MWSC_2582,OC_0638","o",25.14297,371,27.33222,288,260.97844,-62.81756,328.9275,-14.72,0.41005,0.31832,1.84319,3.32675,3.41184,2.64862,15.34148,27.71127,-0.42997,0.20842,0.01228,-8.96255,0.23097,0.01361,2.0421,0.1188,0.007,476.23628,476.72721,477.21917,204,0,-7727.36329,-237.97368,-101.3485,9.59254,6.48692,0.82384,62,0.9305,0.9865,0.99323,0.99995,0.99996,"nan",7.72,7.999,8.305,0.001,0.159,0.254,0.115,0.531,0.815,8.168,8.344,8.512,80,0,0,3,"1:m",83
"Alessi 31",83,"ASCC_92,Alessi_31,MWSC_2723,Theia_739","o",23.03865,261,23.43519,230,267.74826,-11.85714,15.36014,7.664,0.35149,0.2145,1.98547,2.92749,4.03821,2.46437,22.81976,33.66258,-1.13022,0.20754,0.01368,-4.16682,0.19774,0.01304,1.47343,0.06762,0.00446,657.40297,658.25911,659.11748,223,0,-7492.67527,172.80469,106.98296,3.51383,18.84492,2.28528,68,0.3967,0.7542,0.83316,0.97859,0.97859,"nan",7.972,8.175,8.432,2.011,2.234,2.462,2.129,2.503,2.793,8.938,9.036,9.213,80,0,0,3,"1:m",84
"Alessi 33",84,"ASCC_32,Alessi_33,MWSC_1069,Theia_87","o",17.49828,194,17.89698,188,105.70988,-26.36542,237.84088,-9.372,0.33167,0.80087,0.80087,1.03689,4.50702,10.88368,10.88368,14.09168,-3.21772,0.10758,0.00785,3.48827,0.09047,0.0066,1.24872,0.04715,0.00344,777.61973,778.58715,779.55699,170,0,-8531.18574,-650.332,-104.9437,34.10694,14.24173,1.85411,59,0.9967,0.9993,0.99965,1.0,1.0,"TP ",6.976,7.196,7.399,0.021,0.139,0.201,0.246,0.734,1.078,9.286,9.449,9.617,40,0,0,3,"1:m",85
"Alessi 34",85,"ASCC_44,Alessi_34,MWSC_1414","o",26.46343,857,28.29908,472,120.06234,-50.65518,264.88179,-10.71,1.00842,0.9954,3.72733,6.45363,8.54594,8.43551,31.62877,54.91836,-5.00966,0.38786,0.01785,5.74321,0.35677,0.01642,2.0451,0.11974,0.00551,485.25569,485.50544,485.75544,393,0,-8164.76306,-475.15341,-69.27669,12.33011,17.95806,1.61922,123,0.9364,0.9801,0.98816,0.99949,0.99994,"nan",7.075,7.315,7.511,0.347,0.555,0.74,0.619,1.091,1.523,8.206,8.369,8.515,20,0,0,1,"1:1",86
"Alessi 36",86,"Alessi_36,FoF_2385,UBC_7","o",18.34722,198,18.34722,198,106.56513,-37.59594,248.54408,-13.45,0.58763,0.632,2.04406,2.04406,2.82371,3.03693,9.826,9.826,-9.66925,0.23201,0.01649,7.04614,0.26643,0.01893,3.59824,0.0662,0.0047,275.17891,275.3092,275.43961,150,0,-8220.07882,-249.2012,-42.9906,14.54595,12.08231,1.82148,44,0.9837,0.9969,0.99848,1.0,1.0,"nan",7.165,7.461,7.784,0.0,0.143,0.237,0.064,0.578,0.86,7.054,7.222,7.375,80,0,0,3,"1:m",87
"Alessi 37",87,"ASCC_124,Alessi_37,MWSC_3663","o",28.35388,396,28.35388,396,341.97069,46.29017,101.71372,-11.43,0.88439,0.5292,5.09559,5.09559,11.01745,6.59227,63.64169,63.64169,0.33478,0.31692,0.01593,-1.64319,0.21838,0.01097,1.38382,0.068,0.00342,713.13478,713.71223,714.29061,371,0,-8264.36014,684.99146,-120.25973,-13.90957,8.13534,0.69003,139,0.973,0.9943,0.99725,0.99999,0.99999,"nan",7.896,8.096,8.302,0.253,0.411,0.559,0.754,1.153,1.575,9.063,9.205,9.393,80,0,0,2,"1:m",88
"Alessi 40",88,"ASCC_97,Alessi_40,MWSC_2963,Theia_462","o",20.06609,290,20.06609,290,279.27071,-19.16823,14.22687,-5.572,0.40123,0.36138,1.59102,1.59102,3.94757,3.55548,15.65718,15.65718,-2.41787,0.1985,0.01166,-6.41924,0.20252,0.01189,1.7372,0.05348,0.00314,563.1593,563.70109,564.24393,281,0,-7578.28457,137.8813,-35.32633,-3.71776,14.77333,1.45566,103,0.9836,0.9961,0.99775,0.99995,0.99996,"nan",7.875,8.089,8.278,1.05,1.222,1.41,1.201,1.581,1.98,8.499,8.669,8.781,80,0,0,3,"1:m",89
"Alessi 43",89,"ASCC_50,Alessi_43,Theia_2087,Theia_28","o",24.11033,519,23.68165,507,132.57642,-41.69151,262.48438,1.499,0.22044,0.13529,1.23844,1.23844,3.5313,2.16717,19.84181,19.84181,-5.54914,0.29254,0.01299,3.95372,0.32298,0.01434,1.06073,0.1004,0.00446,916.50182,917.83015,919.16233,411,0,-8241.92028,-909.63374,45.11808,18.817,21.80478,3.58468,37,0.2395,0.4929,0.65558,0.94646,0.97202,"nan",6.508,6.641,6.77,0.845,1.128,1.306,1.972,2.343,2.801,9.626,9.777,9.951,80,0,0,4,"m:m",90
"Alessi 50",90,"Alessi_50,DSH_J0622.0+2104,FSR_901,UBC_1307","o",15.44618,133,15.64992,131,95.51796,21.07347,190.90723,3.316,0.052,0.03127,0.29821,0.3848,2.69719,1.62155,15.46653,19.95765,0.26731,0.1277,0.01116,1.27459,0.14587,0.01274,0.30147,0.08077,0.00706,2922.59407,2971.61268,3022.30365,133,0,-11034.57018,-561.3428,200.12089,22.43568,5.33321,2.6666,4,0.6803,0.9198,0.95947,0.99995,0.99995,"TP ",9.156,9.286,9.477,0.998,1.179,1.369,0.273,0.689,0.967,12.24,12.42,12.537,80,0,0,2,"1:m",91
