"Name","RAJ2000","DEJ2000","Nsini","Ns","NOut","NM1","NM2","NM3","percM1","percM2","percM3","pxcM1","s_pxcM1","pxcM2","s_pxcM2","pxcM3","s_pxcM3","pycM1","s_pycM1","pycM2","s_pycM2","pycM3","s_pycM3","cccM1","cccM2","cccM3","Dist","E(B-V)","logAge","Radius","pxfM1","s_pxfM1","pxfM2","s_pxfM2","pxfM3","s_pxfM3","pyfM1","s_pyfM1","pyfM2","s_pyfM2","pyfM3","s_pyfM3","ccfM1","ccfM2","ccfM3","File"
"AH03_J0822_36.4",125.55,-36.4,137,117,6,77,99,65,65.81,84.61,55.56,-2.99,3.78,-3.77,5.95,-2.78,3.44,2.32,3.56,1.94,4.92,2.86,3.37,-0.15,-0.1,-0.33,750.0,0.13,6.95,4.02,-4.01,9.79,0.5,10.92,-3.92,8.67,-1.03,9.24,-7.22,11.84,-0.59,8.09,-0.21,-0.13,-0.18,"AH03_J0822_36.4.dat"
"AH03_J1725_34.4",261.38333,-34.40556,26,23,2,8,14,7,34.78,60.87,30.43,-3.4,1.26,-4.06,5.4,-3.46,1.24,0.74,1.05,-0.33,4.53,0.79,1.01,0.15,-0.17,0.33,290.0,1.58,6.85,1.8,-2.62,7.2,0.08,6.05,-2.63,7.06,-2.63,6.56,-4.36,6.82,-2.52,6.46,-0.42,-0.62,-0.42,"AH03_J1725_34.4.dat"
"AH03_J2011+26.7",302.9875,26.73556,43,34,1,18,27,0,52.94,79.41,0.0,-1.62,3.87,-2.91,8.38,"nan","nan",-5.4,4.2,-4.1,11.15,"nan","nan",0.16,0.19,-99.99,2567.0,0.9,7.35,2.8,1.58,15.48,14.01,13.77,"nan","nan",-1.0,15.2,1.32,11.76,"nan","nan",0.02,-0.76,-99.99,"AH03_J2011+26.7.dat"
"ASCC_1",2.4,62.68,1456,1276,34,931,989,927,72.96,77.51,72.65,-3.04,4.55,-2.86,5.07,-3.09,4.67,1.55,3.76,1.56,3.96,1.53,3.62,0.01,0.0,0.02,4000.0,0.16,8.25,12.5,-1.04,16.81,-0.96,19.07,-1.0,16.47,2.32,15.43,2.57,17.79,2.35,15.27,-0.02,-0.02,-0.02,"ASCC_1.dat"
"ASCC_100",285.40417,33.57,462,374,13,271,310,265,72.46,82.89,70.86,0.43,4.61,0.17,5.7,0.31,4.28,-3.38,5.92,-2.96,7.14,-3.26,6.22,0.1,0.11,0.18,350.0,0.02,8.01,9.16,0.48,13.93,2.22,18.29,0.68,13.12,-2.24,15.42,-3.49,19.77,-2.63,14.14,0.1,0.1,0.08,"ASCC_100.dat"
"ASCC_101",288.40417,36.33,2658,2307,39,1863,1821,1857,80.75,78.93,80.49,-0.15,5.43,-0.01,5.07,-0.12,5.32,-2.82,5.79,-2.82,5.63,-2.81,6.09,0.13,0.19,0.2,350.0,0.0,8.52,22.1,-0.56,17.26,-1.08,18.29,-0.65,17.29,-3.93,16.44,-4.05,17.24,-3.96,16.01,0.24,0.22,0.21,"ASCC_101.dat"
"ASCC_102",291.20833,29.95,1314,1099,41,821,874,834,74.7,79.53,75.89,-1.4,5.17,-1.47,5.37,-1.37,5.15,-1.76,5.3,-1.75,5.96,-1.81,5.58,0.09,0.07,0.13,1500.0,0.0,8.79,11.3,-3.63,19.33,-4.39,23.01,-3.82,19.78,-0.56,18.65,0.01,21.63,-0.36,18.85,0.07,0.08,0.07,"ASCC_102.dat"
"ASCC_104",294.72083,18.69,3236,2483,72,1971,1927,1986,79.38,77.61,79.98,-0.99,5.52,-1.04,5.3,-1.01,5.62,-2.58,5.79,-2.52,5.5,-2.61,5.83,0.1,0.16,0.16,800.0,0.33,7.71,16.0,0.01,20.81,0.2,21.13,0.1,21.08,-1.54,22.09,-1.77,22.5,-1.41,22.44,0.08,0.07,0.07,"ASCC_104.dat"
"ASCC_107",297.13333,21.96,455,360,14,273,301,273,75.83,83.61,75.83,1.26,5.75,1.06,6.56,1.05,5.62,-4.64,5.73,-4.99,6.83,-4.44,6.15,0.15,0.2,0.25,700.0,0.2,8.41,6.9,1.25,18.8,2.58,24.16,1.8,18.16,-9.3,15.71,-11.38,18.72,-9.43,14.57,0.11,0.09,0.09,"ASCC_107.dat"
"ASCC_108",298.45417,39.37,1879,1593,44,1146,1228,1161,71.94,77.09,72.88,-1.7,4.69,-1.65,5.0,-1.78,4.74,-4.24,4.74,-4.22,5.14,-4.31,4.92,0.09,0.1,0.15,1100.0,0.05,8.64,13.7,0.31,16.73,0.91,19.3,0.49,16.74,-2.06,16.1,-1.23,18.38,-1.87,16.0,0.14,0.14,0.13,"ASCC_108.dat"
"ASCC_109",298.5,34.58,8926,7350,104,5793,3856,5859,78.82,52.46,79.71,-2.6,5.66,-2.5,3.64,-2.57,5.61,-4.08,5.75,-4.2,3.77,-4.11,5.99,0.08,0.12,0.13,450.0,0.0,8.31,30.5,-3.0,23.53,-2.88,17.07,-3.11,24.13,-2.73,21.96,-3.35,16.1,-2.58,22.27,0.12,0.11,0.11,"ASCC_109.dat"
"ASCC_11",53.07083,44.84,1713,1552,53,1177,1146,1172,75.84,73.84,75.52,-0.12,3.96,-0.08,3.75,-0.12,3.95,-3.56,3.7,-3.61,3.5,-3.56,3.72,-0.08,-0.11,-0.13,650.0,0.15,8.61,21.5,2.08,14.41,2.09,14.93,2.1,14.42,-5.5,13.34,-5.47,13.81,-5.52,13.31,-0.32,-0.31,-0.31,"ASCC_11.dat"
"ASCC_110",300.75,33.57,6641,4630,100,3430,2951,3383,74.08,63.74,73.07,-2.01,5.79,-1.96,4.66,-2.02,5.68,-6.01,5.8,-6.14,4.7,-6.05,5.78,0.08,0.13,0.14,800.0,0.15,8.75,18.85,-1.2,22.38,-1.45,20.51,-1.19,22.12,-4.37,21.82,-4.5,20.01,-4.32,21.51,-0.03,-0.02,-0.04,"ASCC_110.dat"
"ASCC_111",302.80417,37.45,11100,9322,120,7001,4977,7076,75.1,53.39,75.91,-0.35,6.35,-0.33,4.2,-0.29,6.24,0.79,7.12,0.19,5.05,0.7,7.55,0.08,0.13,0.14,1600.0,0.3,7.05,33.5,-1.96,26.48,-1.28,20.84,-2.22,27.2,6.8,25.87,4.73,20.66,7.35,26.09,0.12,0.11,0.12,"ASCC_111.dat"
"ASCC_113",318.0,38.6,5576,4761,76,3826,3149,3858,80.36,66.14,81.03,-1.96,5.74,-2.01,4.37,-1.97,5.69,-3.98,5.56,-4.02,4.48,-4.0,5.77,0.15,0.23,0.23,450.0,0.0,8.14,28.7,0.07,23.58,-0.62,19.51,0.18,24.05,-3.5,20.5,-3.61,17.04,-3.39,20.66,0.06,0.06,0.04,"ASCC_113.dat"
"ASCC_114",325.00417,53.97,1029,896,27,655,756,660,73.1,84.38,73.66,-4.21,5.14,-4.35,6.4,-4.17,5.32,-4.9,4.47,-5.12,5.81,-4.93,4.58,0.09,0.22,0.18,550.0,0.26,7.75,11.65,-5.53,17.31,-6.2,23.0,-5.64,17.32,-3.94,15.81,-1.44,20.57,-3.83,15.86,0.09,0.04,0.07,"ASCC_114.dat"
"ASCC_115",329.22083,51.48,1065,918,29,636,741,642,69.28,80.72,69.94,0.77,4.59,1.0,5.55,0.67,4.56,-0.9,4.29,-0.92,5.24,-1.03,4.48,0.12,0.23,0.24,600.0,0.15,8.59,10.1,1.61,16.13,1.28,20.51,1.81,16.08,0.67,14.11,2.1,17.53,0.91,13.91,0.03,-0.02,0.01,"ASCC_115.dat"
"ASCC_116",329.64167,54.49,933,799,27,605,662,596,75.72,82.85,74.59,-3.6,4.96,-3.54,5.59,-3.73,4.82,-4.8,4.5,-4.83,5.25,-4.82,4.53,0.1,0.14,0.22,5000.0,0.51,7.03,11.3,-1.6,18.52,-0.38,23.39,-1.29,18.37,-3.13,15.93,-1.69,19.66,-3.13,15.72,-0.04,-0.09,-0.07,"ASCC_116.dat"
"ASCC_117",331.24583,62.27,3018,2667,92,2115,1855,2149,79.3,69.55,80.58,-0.94,5.15,-0.96,4.18,-0.92,5.3,-1.72,4.82,-1.77,4.0,-1.76,4.99,0.1,0.14,0.17,1200.0,0.3,6.67,21.5,-2.34,22.32,-1.89,19.72,-2.57,23.33,-0.28,20.47,-0.58,18.06,0.04,21.35,0.05,0.05,0.03,"ASCC_117.dat"
"ASCC_119",334.8,46.9,1197,1078,26,805,848,787,74.67,78.66,73.01,-1.52,4.57,-1.52,4.97,-1.54,4.64,-2.2,3.96,-2.24,4.21,-2.2,3.85,0.13,0.16,0.22,1000.0,0.1,8.83,13.1,-0.28,15.84,0.19,17.91,-0.31,15.29,-1.95,14.74,-1.72,16.86,-1.98,14.34,0.12,0.11,0.1,"ASCC_119.dat"
"ASCC_12",72.47917,41.73,1206,1082,36,832,911,844,76.89,84.2,78.0,-1.2,4.01,-1.08,4.54,-1.19,4.18,-1.9,3.86,-2.12,4.48,-1.83,3.91,-0.07,-0.14,-0.13,500.0,0.15,8.42,15.5,-1.99,12.94,-3.37,16.16,-2.03,12.92,-4.88,12.92,-5.95,16.13,-5.15,12.97,0.09,0.14,0.11,"ASCC_12.dat"
"ASCC_120",337.65,57.21,991,887,26,660,722,663,74.41,81.4,74.75,-0.01,5.3,-0.09,6.0,-0.01,5.4,-0.54,4.86,-0.35,5.61,-0.65,5.03,0.15,0.24,0.28,2500.0,0.62,7.08,9.03,1.32,18.33,2.65,22.43,1.29,18.07,0.97,16.33,1.07,19.87,1.21,16.0,-0.04,-0.1,-0.07,"ASCC_120.dat"
"ASCC_121",337.67917,54.9,1479,1299,35,986,1081,991,75.91,83.22,76.29,-2.06,4.77,-1.71,5.4,-2.14,4.91,-0.56,3.91,-0.47,4.55,-0.54,4.03,0.17,0.24,0.28,2500.0,0.3,7.73,14.3,1.95,15.6,3.08,19.44,2.19,15.48,-0.04,12.73,-0.11,15.65,-0.09,12.68,0.23,0.21,0.21,"ASCC_121.dat"
"ASCC_122",338.30833,39.61,4420,4036,61,3231,2624,3343,80.06,65.02,82.83,-1.89,6.2,-1.94,4.9,-1.96,6.6,-2.92,4.89,-2.69,3.96,-2.92,5.11,0.15,0.19,0.25,700.0,0.1,6.98,40.05,1.42,19.46,0.23,16.58,2.06,19.93,-4.43,16.16,-4.22,13.57,-4.6,16.77,0.16,0.15,0.13,"ASCC_122.dat"
"ASCC_125",344.07083,62.75,3879,3472,87,2580,2055,2543,74.31,59.19,73.24,-0.32,5.19,-0.46,4.33,-0.41,5.21,-1.17,4.38,-1.24,3.73,-1.17,4.35,0.13,0.2,0.22,1500.0,0.71,7.01,38.52,2.51,17.36,1.71,14.74,2.58,16.96,-0.69,14.98,-0.78,12.63,-0.71,14.68,0.19,0.18,0.17,"ASCC_125.dat"
"ASCC_126",346.575,51.05,844,736,29,553,611,563,75.14,83.02,76.5,-0.44,4.86,-0.77,5.92,-0.45,5.17,-1.06,4.09,-1.2,4.79,-1.07,4.11,0.12,0.16,0.19,800.0,0.1,7.26,12.5,-0.13,17.5,2.14,21.83,-0.08,17.78,-2.72,16.3,-3.3,21.11,-2.8,16.8,-0.03,-0.06,-0.05,"ASCC_126.dat"
"ASCC_127",347.1,64.85,5688,5305,107,4231,3418,4326,79.75,64.43,81.55,-0.86,5.11,-0.99,4.04,-0.84,5.41,-1.01,4.07,-1.0,3.17,-1.0,4.15,0.11,0.12,0.17,350.0,0.1,7.82,43.7,2.1,18.51,1.1,15.14,2.39,19.16,-0.42,15.85,-0.67,12.85,-0.38,16.64,0.1,0.1,0.08,"ASCC_127.dat"
"ASCC_128",350.14583,54.6,3079,2696,48,2029,1957,2046,75.26,72.59,75.89,-1.42,4.93,-1.47,4.68,-1.46,5.17,0.59,4.25,0.61,3.91,0.59,4.24,0.11,0.16,0.19,900.0,0.13,8.44,21.5,-0.17,16.98,-0.02,17.21,-0.04,16.91,1.07,15.98,1.05,16.26,1.08,16.11,0.1,0.09,0.08,"ASCC_128.dat"
"ASCC_13",78.32917,44.58,8967,8085,164,6512,6193,6598,80.54,76.6,81.61,2.41,4.15,2.33,3.75,2.42,4.24,-1.95,4.18,-1.92,3.83,-1.94,4.27,-0.02,-0.01,-0.03,800.0,0.2,7.71,42.5,2.87,16.89,3.07,16.54,2.85,17.41,-4.24,16.76,-4.17,16.4,-4.47,17.26,-0.15,-0.15,-0.16,"ASCC_13.dat"
"ASCC_130",358.2,62.44,846,742,24,526,627,519,70.89,84.5,69.95,1.15,5.0,1.1,6.1,1.11,5.02,5.13,4.68,4.6,6.44,5.0,4.88,0.08,0.11,0.15,3400.0,0.52,7.03,9.5,2.44,16.3,4.54,22.75,2.5,16.14,6.69,14.79,12.24,18.0,6.93,14.5,0.12,0.08,0.1,"ASCC_130.dat"
"ASCC_14",80.12917,35.22,688,631,17,515,551,518,81.62,87.32,82.09,-1.05,4.13,-0.93,4.57,-1.05,4.08,-4.51,4.01,-4.79,4.71,-4.42,4.16,-0.07,-0.13,-0.14,1100.0,0.18,8.61,13.7,-1.97,15.24,-3.9,20.15,-1.99,15.39,-8.44,12.16,-9.97,15.03,-8.84,11.9,0.08,0.12,0.11,"ASCC_14.dat"
"ASCC_15",80.65417,36.55,704,627,26,433,538,436,69.06,85.81,69.54,-2.72,3.5,-2.68,4.73,-2.7,3.39,-5.19,3.59,-6.23,5.17,-5.24,3.87,-0.02,0.01,-0.04,1400.0,0.28,8.6,12.48,-2.17,12.87,-1.33,20.11,-2.18,13.11,-8.83,10.91,-8.03,15.94,-8.84,10.87,0.01,-0.01,0.01,"ASCC_15.dat"
"ASCC_17",81.3,30.17,1015,898,37,671,757,681,74.72,84.3,75.83,2.61,3.74,2.89,4.69,2.62,3.84,-3.13,3.82,-3.18,4.57,-3.08,4.0,-0.06,-0.05,-0.1,2000.0,0.32,7.12,15.5,4.34,14.84,4.27,19.67,4.45,15.32,-7.5,14.31,-11.74,18.11,-8.01,14.6,-0.05,-0.06,-0.04,"ASCC_17.dat"
"ASCC_18",81.54167,0.82,2601,2351,33,1915,1787,1947,81.45,76.01,82.82,3.13,4.49,2.96,4.03,3.13,4.54,-2.02,4.84,-1.98,4.38,-1.97,5.04,0.01,0.0,0.01,500.0,0.06,7.12,37.7,4.91,16.29,5.22,15.7,4.99,16.66,-6.41,16.22,-5.99,15.77,-6.83,16.32,-0.16,-0.14,-0.16,"ASCC_18.dat"
"ASCC_19",81.94583,-1.98,3049,2833,55,2250,1978,2271,79.42,69.82,80.16,1.58,4.36,1.49,3.69,1.56,4.41,-0.95,5.17,-0.74,4.32,-0.85,5.29,-0.03,-0.03,-0.04,350.0,0.01,7.64,48.5,3.69,14.8,3.32,13.28,3.79,14.87,-5.47,16.87,-4.67,15.26,-5.87,16.8,-0.15,-0.14,-0.14,"ASCC_19.dat"
"ASCC_2",4.96667,55.71,971,864,27,626,719,644,72.45,83.22,74.54,0.47,4.98,0.46,6.02,0.53,5.36,-1.06,3.84,-0.93,4.73,-1.07,3.86,0.01,0.03,0.0,1200.0,0.1,8.83,12.86,-0.4,16.88,-1.17,21.75,-0.61,17.1,-0.87,14.57,-1.46,19.03,-0.85,15.02,0.1,0.1,0.1,"ASCC_2.dat"
"ASCC_20",82.18333,1.63,3991,3655,60,2857,2927,2893,78.17,80.08,79.15,2.15,4.54,2.17,4.47,2.12,4.52,-3.41,4.81,-3.53,4.99,-3.33,5.06,0.0,-0.02,0.01,450.0,0.04,7.35,45.5,4.17,15.76,4.6,17.55,4.33,16.0,-7.05,14.76,-7.48,16.14,-7.39,14.64,-0.06,-0.05,-0.06,"ASCC_20.dat"
"ASCC_21",82.24583,3.65,4837,4414,72,3654,2938,3692,82.78,66.56,83.64,1.73,4.51,1.62,3.35,1.7,4.51,-3.92,4.87,-3.72,3.81,-3.91,5.05,-0.06,-0.08,-0.09,500.0,0.03,7.11,48.5,3.89,16.77,3.13,13.5,4.15,17.12,-7.8,16.17,-6.44,13.2,-8.07,16.26,0.04,0.03,0.06,"ASCC_21.dat"
"ASCC_23",95.08333,46.67,1313,1215,33,990,1022,980,81.48,84.11,80.66,0.32,4.35,0.33,4.51,0.3,4.26,-5.94,4.91,-6.07,5.13,-5.86,4.96,0.03,0.04,0.06,600.0,0.07,8.45,22.1,0.67,15.61,0.72,18.01,0.69,15.35,-10.23,15.87,-11.17,18.09,-10.29,15.41,0.01,0.01,0.0,"ASCC_23.dat"
"ASCC_24",97.18333,-7.02,1000,916,20,698,784,718,76.2,85.59,78.38,0.77,4.16,0.83,5.05,0.74,4.45,-3.56,4.6,-3.61,5.3,-3.54,4.7,-0.04,-0.07,-0.08,400.0,0.14,6.96,21.5,1.92,12.87,2.78,16.39,2.09,12.98,-4.74,15.23,-5.69,20.26,-4.89,15.62,-0.03,-0.01,-0.02,"ASCC_24.dat"
"ASCC_25",101.38333,24.6,657,584,20,464,488,456,79.45,83.56,78.08,-2.1,4.24,-2.12,4.76,-2.15,4.0,-3.97,4.09,-4.05,4.69,-3.86,4.21,-0.05,-0.07,-0.09,1400.0,0.16,8.86,13.1,-0.97,16.91,0.04,21.14,-0.84,16.74,-8.53,13.15,-11.31,15.26,-8.68,12.66,0.21,0.28,0.22,"ASCC_25.dat"
"ASCC_26",102.6,7.25,571,510,21,357,414,354,70.0,81.18,69.41,-0.61,4.39,-0.47,5.78,-0.62,4.45,-3.25,4.16,-3.27,5.61,-3.27,4.04,-0.04,-0.11,-0.08,800.0,0.13,8.09,10.5,0.04,16.32,-0.03,21.23,0.04,15.94,-1.87,16.93,-0.3,22.11,-1.9,16.63,0.04,0.08,0.04,"ASCC_26.dat"
"ASCC_27",103.47083,-4.39,348,310,9,195,279,207,62.9,90.0,66.77,-0.98,3.77,0.27,6.28,-0.9,4.09,0.71,3.49,0.48,6.38,0.8,3.83,0.12,0.03,0.25,1200.0,0.09,8.75,8.87,0.78,13.26,-7.38,23.99,0.8,13.59,0.58,11.59,2.98,18.39,0.42,11.83,-0.11,-0.2,-0.14,"ASCC_27.dat"
"ASCC_28",103.51667,-0.17,3375,2927,40,2158,2014,2152,73.73,68.81,73.52,1.28,4.48,1.31,4.02,1.25,4.6,-2.8,4.36,-2.84,3.78,-2.79,4.23,-0.01,0.01,-0.01,800.0,0.05,8.34,22.5,2.86,16.3,2.69,16.01,2.93,16.16,-3.38,17.28,-3.25,16.97,-3.4,17.3,-0.01,-0.01,-0.01,"ASCC_28.dat"
"ASCC_29",103.575,-1.65,1259,1095,28,822,865,803,75.07,79.0,73.33,2.57,5.3,2.65,5.63,2.61,5.19,-3.88,5.3,-4.03,5.79,-3.84,5.15,-0.08,-0.06,-0.14,750.0,0.05,8.06,13.7,0.86,20.07,-0.08,22.9,0.92,19.36,-3.81,20.07,-3.2,22.79,-3.91,19.38,0.01,0.01,0.01,"ASCC_29.dat"
"ASCC_3",7.7875,55.28,947,826,23,640,686,645,77.48,83.05,78.09,1.06,5.05,1.12,5.64,1.05,5.2,-2.56,3.69,-2.7,4.19,-2.56,3.69,0.01,0.01,0.01,1700.0,0.17,7.9,13.1,2.55,17.15,3.16,20.82,2.61,17.15,-2.83,13.81,-2.23,16.85,-2.83,13.92,-0.02,-0.02,-0.02,"ASCC_3.dat"
"ASCC_30",104.25,-6.21,654,574,18,416,474,417,72.47,82.58,72.65,0.56,4.15,0.75,5.15,0.6,4.21,-1.31,3.97,-1.12,4.82,-1.27,4.04,-0.04,-0.03,-0.05,800.0,0.15,8.2,10.2,-0.48,14.31,-2.56,18.14,-0.55,14.09,-1.99,13.49,-3.71,17.27,-2.06,13.28,-0.07,-0.09,-0.06,"ASCC_30.dat"
"ASCC_31",105.225,3.5,192,152,7,89,125,46,58.55,82.24,30.26,-1.37,3.96,-1.37,5.92,-0.58,3.47,-0.36,3.63,-0.19,6.07,-0.34,3.13,-0.06,0.0,-0.47,600.0,0.15,8.63,6.18,-2.96,9.82,-7.8,12.48,-2.68,8.22,-0.55,8.99,-2.47,9.66,-0.48,7.55,0.19,0.4,0.19,"ASCC_31.dat"
"ASCC_33",105.79583,-25.05,5086,4589,48,3530,3572,3581,76.92,77.84,78.03,-1.84,3.6,-1.84,3.56,-1.87,3.69,0.02,3.8,0.03,3.75,0.05,3.92,-0.08,-0.14,-0.14,800.0,0.05,7.26,30.0,-1.17,11.65,-1.07,12.61,-1.08,11.69,-1.28,12.16,-1.52,13.16,-1.38,12.18,-0.07,-0.05,-0.05,"ASCC_33.dat"
"ASCC_34",107.625,6.07,1559,1355,34,973,1051,969,71.81,77.56,71.51,-3.61,4.67,-3.52,5.03,-3.63,4.62,-0.67,4.53,-0.86,5.12,-0.64,4.55,0.02,0.03,0.05,550.0,0.04,8.55,18.5,-1.92,18.36,-1.5,21.52,-1.89,18.36,-2.53,17.47,-2.66,20.28,-2.59,17.44,-0.12,-0.13,-0.12,"ASCC_34.dat"
"ASCC_35",108.16667,2.12,3209,2900,50,2173,2089,2157,74.93,72.03,74.38,1.04,5.22,1.08,4.78,0.98,5.15,0.77,5.3,0.76,4.89,0.75,5.3,-0.01,-0.04,-0.02,800.0,0.06,8.49,24.5,4.12,20.42,3.98,20.59,4.2,20.25,1.21,20.49,1.23,20.62,1.25,20.3,-0.02,-0.01,-0.02,"ASCC_35.dat"
"ASCC_36",108.62917,-21.12,727,635,16,457,507,471,71.97,79.84,74.17,-1.76,3.17,-1.69,3.87,-1.8,3.37,0.16,3.84,0.06,4.52,0.19,4.24,-0.11,-0.18,-0.24,750.0,0.0,8.51,11.3,-1.9,10.8,-2.33,13.53,-1.82,11.28,0.89,12.46,1.97,15.62,0.91,12.87,0.07,0.13,0.11,"ASCC_36.dat"
"ASCC_37",109.51667,-24.48,768,672,14,504,574,527,75.0,85.42,78.42,-1.61,3.61,-1.76,4.44,-1.64,3.93,3.64,3.94,3.63,4.63,3.61,4.11,-0.09,-0.16,-0.19,1600.0,0.0,8.73,10.1,-1.27,11.09,0.12,14.29,-1.15,11.38,4.1,13.06,4.71,17.63,4.24,13.62,-0.07,-0.04,-0.04,"ASCC_37.dat"
"ASCC_38",111.79583,-5.55,1636,1418,37,1043,1102,1060,73.55,77.72,74.75,-2.8,4.43,-2.7,4.67,-2.83,4.54,-0.73,3.98,-0.88,4.32,-0.72,4.15,-0.06,-0.09,-0.1,500.0,0.07,8.6,16.1,-1.03,16.45,-0.74,18.92,-0.87,16.74,-1.35,14.38,-1.04,16.41,-1.4,14.59,-0.09,-0.09,-0.08,"ASCC_38.dat"
"ASCC_39",113.25,-22.95,1584,1372,42,1141,1112,1068,83.16,81.05,77.84,-2.17,3.95,-2.26,3.88,-2.12,3.72,0.73,4.22,0.81,3.94,0.67,3.94,-0.15,-0.24,-0.24,1500.0,0.0,8.71,18.5,-3.02,11.1,-2.71,11.66,-2.97,10.14,1.42,12.22,1.15,13.12,1.43,11.18,-0.33,-0.28,-0.28,"ASCC_39.dat"
"ASCC_4",13.29167,61.58,1853,1688,44,1273,1481,1286,75.42,87.74,76.19,-1.01,4.66,-0.64,6.23,-1.01,4.83,0.64,3.71,0.32,4.87,0.68,3.69,-0.06,-0.07,-0.1,750.0,0.3,8.34,20.0,1.89,17.04,3.34,24.02,2.02,17.28,-2.73,14.49,-5.47,20.77,-3.03,14.79,0.09,0.14,0.1,"ASCC_4.dat"
"ASCC_40",113.4,-13.76,695,594,13,413,489,402,69.53,82.32,67.68,-2.26,3.59,-2.39,4.39,-2.19,3.73,1.4,3.8,1.26,4.61,1.32,3.6,-0.11,-0.14,-0.2,700.0,0.11,8.58,9.15,-3.07,9.91,-3.34,12.79,-3.13,9.52,2.81,11.39,5.14,14.74,2.86,11.15,-0.02,0.03,0.0,"ASCC_40.dat"
"ASCC_43",118.275,-28.17,3863,3310,58,2706,2877,2712,81.75,86.92,81.93,-2.88,3.89,-2.88,4.4,-2.9,3.99,1.19,4.15,1.19,4.46,1.23,4.07,-0.12,-0.14,-0.19,1000.0,0.1,8.28,21.5,-2.86,13.71,-2.85,16.69,-2.8,13.68,0.57,16.02,0.16,20.12,0.4,16.2,-0.21,-0.22,-0.2,"ASCC_43.dat"
"ASCC_45",123.95833,-35.65,1091,968,29,819,830,813,84.61,85.74,83.99,-3.08,5.12,-3.09,5.22,-3.08,5.02,-1.55,4.95,-1.56,5.15,-1.53,4.99,-0.14,-0.16,-0.2,3000.0,0.6,7.12,11.14,-4.14,20.57,-4.39,23.5,-4.04,20.23,-2.67,17.56,-3.0,19.78,-2.72,17.1,-0.14,-0.13,-0.11,"ASCC_45.dat"
"ASCC_46",124.14167,-48.51,2876,2636,45,2104,1905,2142,79.82,72.27,81.26,-2.24,4.32,-2.21,3.74,-2.29,4.46,4.67,4.86,4.5,4.16,4.71,4.96,-0.19,-0.26,-0.3,900.0,0.1,7.71,24.5,-2.81,14.46,-2.78,13.53,-2.66,14.6,4.46,16.61,4.89,15.55,4.29,16.83,-0.23,-0.21,-0.19,"ASCC_46.dat"
"ASCC_48",128.625,-37.61,1151,1030,25,732,689,761,71.07,66.89,73.88,-2.02,4.12,-3.24,4.19,-1.98,4.52,1.59,3.91,1.71,4.59,1.61,4.04,-0.14,-0.23,-0.26,400.0,0.0,9.09,13.16,-2.61,12.67,-0.1,12.36,-2.72,12.7,0.54,13.29,0.3,12.81,0.43,13.56,-0.12,-0.08,-0.1,"ASCC_48.dat"
"ASCC_5",14.49167,55.84,167,133,10,87,66,83,65.41,49.62,62.41,-0.09,4.56,-2.83,4.24,-0.74,3.96,-1.08,2.61,-1.3,4.13,-1.1,3.11,0.02,0.22,0.12,1500.0,0.25,7.03,6.0,3.91,17.09,6.56,14.09,4.73,16.53,-3.14,6.86,-2.44,5.21,-2.96,6.31,-0.22,-0.31,-0.23,"ASCC_5.dat"
"ASCC_51",139.5,-69.69,6334,5758,97,4848,4949,4892,84.2,85.95,84.96,-3.89,5.49,-3.98,5.64,-3.83,5.62,6.62,5.53,6.69,5.66,6.6,5.63,-0.23,-0.29,-0.34,500.0,0.05,8.53,40.1,-7.58,18.31,-8.35,20.78,-7.99,18.42,9.03,19.22,9.41,21.93,9.18,19.45,-0.33,-0.3,-0.28,"ASCC_51.dat"
