"Name","ID","AllNames","Type","CST","N","CSTt","Nt","RA_ICRS","DE_ICRS","GLON","GLAT","r50","rc","rt","rtot","r50pc","rcpc","rtpc","rtotpc","pmRA","s_pmRA","e_pmRA","pmDE","s_pmDE","e_pmDE","Plx","s_Plx","e_Plx","dist16","dist50","dist84","Ndist","globalPlx","X","Y","Z","RV","s_RV","e_RV","n_RV","CMDCl2.5","CMDCl16","CMDCl50","CMDCl84","CMDCl97.5","CMDClHuman","logAge16","logAge50","logAge84","AV16","AV50","AV84","diffAV16","diffAV50","diffAV84","MOD16","MOD50","MOD84","r50J","rJ","r50Jpc","rJpc","probJ","NJ","MassJ","e_MassJ","MassTot","e_MassTot","minClSize","isMerged","isGMMMemb","NXmatches","XmatchType","Note"
"ASCC_94",47,"ASCC_94,MWSC_2858,UBC_342","o",7.93641575,85,8.17038253,64,273.92216,-14.90846,15.62647,0.9337,0.18772,0.319,0.319,0.60545,5.08581,8.64258,8.64258,16.40386,-0.2131,0.14429,0.01804,-1.11248,0.12608,0.01576,0.60066,0.02042,0.00255,1545.48383,1552.28516,1559.14661,81,0,-6627.20164,418.07388,42.26987,-9.44263,40.38051,20.19026,4,0.8363,0.9538,0.97188,0.99825,0.9998,"nan",6.72157,6.93042,7.07922,1.717,1.94104,2.11287,1.952,2.27221,2.69707,10.78744,10.95297,11.10384,0.20749,0.39569,5.62139,10.72051,1.0,74.0,697.56187,62.79242,807.54616,76.07343,80,0,0,2,"1:m","nan"
"ASCC_95",48,"ASCC_95,MWSC_2861","o",11.23206249,81,11.38069107,79,274.0571,-25.83215,6.06526,-4.365,0.17327,0.1691,0.6458,0.8283,3.46012,3.37691,12.89689,16.54198,-0.65367,0.16092,0.01811,-2.14634,0.19851,0.02233,0.83059,0.03993,0.00449,1139.67662,1144.17379,1148.70659,81,0,-6987.73072,120.54313,-69.18128,13.7567,15.30862,6.84622,5,0.9128,0.9888,0.99415,0.99997,0.99997,"nan",7.83789,8.10593,8.25539,0.592,0.78545,0.95618,0.1324,0.54904,0.78767,10.14391,10.30703,10.496,0.17196,0.44764,3.43406,8.93935,1.0,76.0,365.40627,48.05646,389.88965,46.30211,80,0,0,1,"1:1","nan"
"ASCC_99",49,"ASCC_99,MWSC_2999,Theia_518","o",19.24533953,193,19.33642315,176,282.17182,-18.38407,16.16547,-7.682,0.96072,1.64911,2.61958,7.70335,5.01341,8.60728,13.67819,40.43918,5.24745,0.51039,0.03847,-1.30713,0.57645,0.04345,3.28096,0.18099,0.01364,298.75333,298.96316,299.17328,157,0,-7837.51088,82.48784,-19.89181,-29.85613,12.35087,1.58137,61,0.8845,0.9829,0.99111,0.99991,0.99996,"nan",7.69242,7.94974,8.18858,0.4683,0.69084,0.87466,0.762,1.23878,1.66501,7.16465,7.32527,7.45528,0.72275,1.38535,3.77143,7.23004,0.9994,123.0,156.1183,19.71311,243.03407,16.28105,80,0,0,2,"1:m","nan"
"ASCC_101",51,"ASCC_101,Alessi_J1913.6+3619,LeDrew_6,MWSC_3070,Theia_445","o",21.06710304,224,21.70771231,207,288.34468,36.3599,68.00064,11.64,0.65618,0.49312,3.03646,6.87644,4.5502,3.41943,21.07489,47.91231,0.96745,0.31696,0.02203,1.28139,0.43235,0.03005,2.50979,0.11933,0.00829,397.05172,397.29553,397.53963,174,0,-7976.00537,360.78717,100.6104,-18.11557,8.43436,0.994,72,0.931,0.9865,0.99282,0.99984,0.99992,"nan",8.02124,8.27605,8.53733,0.0,0.09942,0.15795,0.00747,0.38152,0.55662,7.7708,7.92666,8.10007,0.3749,1.03982,2.59967,7.21104,1.0,138.0,147.73062,15.40223,247.02495,17.57273,80,0,0,2,"1:m","nan"
"ASCC_105",53,"ASCC_105,MWSC_3157,Theia_165,Theia_544","o",18.42512507,173,18.42512507,173,295.4716,27.38609,62.80833,2.132,0.47671,0.29115,2.69076,2.69076,4.60419,2.81194,26.00626,26.00626,1.36975,0.17031,0.01295,-1.61801,0.20062,0.01525,1.77588,0.05509,0.00419,552.83547,553.35901,553.88355,150,0,-7869.22838,491.86248,40.73646,-16.19159,6.80973,0.88655,59,0.9877,0.998,0.99912,1.0,1.0,"nan",7.72026,7.97047,8.22111,0.1295,0.29599,0.44126,0.4711,0.845,1.31281,8.46115,8.64296,8.78637,0.33885,0.85128,3.2726,8.22218,1.0,126.0,222.41666,20.37092,307.31765,22.38995,80,0,0,3,"1:m","nan"
"ASCC_106",54,"ASCC_106,Alessi_44,MWSC_3164","o",9.05015254,50,9.05015254,50,295.79156,1.56309,40.31747,-10.76,0.41879,0.81065,1.09603,1.09603,5.39552,10.44445,14.12209,14.12209,0.80951,0.19035,0.02692,-2.49345,0.26823,0.03793,1.32685,0.05757,0.00814,736.35545,738.15507,739.96351,50,0,-7569.39773,469.2081,-118.40068,-15.38445,8.08324,1.80747,20,0.9313,0.9912,0.99592,0.99999,0.99999,"nan",7.87257,8.0885,8.26558,1.051,1.2181,1.38514,0.1645,0.57662,0.81225,9.13585,9.29979,9.43873,0.24099,0.42849,3.10478,5.52046,1.0,26.0,73.17399,10.25156,122.46413,26.05634,40,0,0,2,"m:m","nan"
"ASCC_107",55,"ASCC_107,MWSC_3185,Teutsch_J1948.5+2157","o",11.54781008,88,12.22893754,84,297.15177,21.97962,58.89091,-1.896,0.15753,0.15038,0.59703,0.92882,2.38464,2.27645,9.03779,14.06117,-0.19659,0.12962,0.01414,-5.12175,0.12091,0.01319,1.11467,0.05964,0.00651,865.31532,867.31472,869.32339,79,0,-7674.17805,742.1753,-9.03313,-10.376,16.1094,3.51536,21,0.9808,0.9954,0.99728,0.99997,0.99998,"nan",7.19467,7.38597,7.59679,1.291,1.48093,1.65593,1.054,1.50204,1.86969,9.47655,9.6227,9.76776,0.15392,0.59016,2.32993,8.93381,1.0,83.0,300.21016,31.05834,312.26669,33.18774,80,0,0,1,"1:1","nan"
"ASCC_108",56,"ASCC_108,MWSC_3201,Theia_3446","o",23.7054574,305,23.7054574,305,298.38722,39.3426,74.40483,6.017,0.3735,0.31861,1.54821,1.54821,7.51021,6.40649,31.1383,31.1383,-0.47504,0.12203,0.00699,-1.72714,0.15226,0.00872,0.83731,0.05487,0.00314,1150.40103,1152.07896,1153.76179,300,0,-7813.64694,1103.5526,140.76832,-8.81348,16.14291,2.26046,51,0.986,0.9972,0.99852,0.99999,0.99999,"nan",8.038,8.27995,8.48976,0.1755,0.37092,0.47447,0.6845,1.15399,1.49658,10.12281,10.28228,10.45309,0.25466,0.52713,5.12063,10.5996,1.0,205.0,474.12644,65.34737,766.88293,78.58943,80,0,0,2,"1:m","nan"
"ASCC_110",57,"ASCC_110,MWSC_3234,Theia_3854","o",13.94851187,135,15.8823155,121,300.72462,33.52725,70.40302,1.39,0.1569,0.26947,0.42773,0.77185,5.18145,8.89884,14.12539,25.49085,0.2981,0.08411,0.00765,-3.15931,0.10654,0.00969,0.48984,0.05133,0.00467,1885.4318,1892.11101,1898.83772,134,0,-7487.42518,1781.98573,65.06659,-5.62738,14.89131,3.84492,15,0.9265,0.9767,0.9863,0.99963,0.99965,"TP",8.36505,8.55005,8.71626,1.156,1.32881,1.50068,0.9055,1.35913,1.65494,11.21432,11.35212,11.49833,0.13361,0.31733,4.41231,10.47957,1.0,106.0,489.12023,56.61733,625.53405,53.29902,80,0,0,2,"m:m","nan"
"ASCC_111",58,"ASCC_111,MWSC_3274,Theia_196","o",17.55382944,163,18.3678191,144,302.96058,37.53096,74.75723,2.018,0.2385,0.2671,0.80762,1.81933,3.51321,3.93447,11.89716,26.80803,-1.14613,0.12734,0.01061,-1.57601,0.16781,0.01398,1.15987,0.06395,0.00533,842.69093,843.9745,845.26198,157,0,-7900.14596,813.77847,49.95758,-14.19965,36.1246,6.38599,32,0.9771,0.9951,0.99722,0.99999,0.99999,"TP",7.65476,7.89566,8.11672,0.4883,0.67081,0.8101,0.9122,1.27024,1.74933,9.39629,9.581,9.71513,0.22121,0.62684,3.25852,9.23388,1.0,133.0,312.11977,35.32797,392.25891,38.57962,80,0,0,2,"m:m","nan"
"ASCC_113",59,"ASCC_113,MWSC_3480,Theia_461","o",32.27412782,491,25.93476246,344,317.9626,38.5453,82.82451,-6.669,0.57609,0.50269,2.34376,3.10187,5.60485,4.89073,22.81464,30.20697,0.82781,0.17271,0.00931,-3.68642,0.20202,0.01089,1.77103,0.04478,0.00241,557.08468,557.4187,557.75311,318,0,-8052.98339,549.31067,-44.11364,-6.49255,6.23914,0.51285,148,0.987,0.9976,0.99882,1.0,1.0,"nan",7.99747,8.26483,8.48623,0.00084,0.10802,0.16028,0.05012,0.48163,0.69095,8.46173,8.65436,8.81862,0.53805,1.20101,5.23472,11.68613,1.0,403.0,608.7343,45.92263,746.40852,46.98122,80,0,0,2,"1:m","nan"
"ASCC_114",60,"ASCC_114,MWSC_3542,Theia_296","o",22.16186415,249,22.16186415,249,325.06281,53.98983,97.10953,0.9942,0.19162,0.17933,0.73733,0.73733,3.0689,2.8721,11.80908,11.80908,-3.69805,0.14652,0.00929,-3.47523,0.15115,0.00958,1.06047,0.06669,0.00423,916.42947,917.60444,918.78244,229,0,-8235.48307,910.41232,37.01326,-19.5542,21.55611,3.59268,36,0.9743,0.9936,0.99648,0.99994,0.99994,"nan",7.30532,7.51234,7.67261,0.8484,1.05557,1.22465,1.295,1.70344,2.0897,9.58899,9.74336,9.87277,0.19162,0.76948,3.0689,12.32417,1.0,249.0,673.21785,71.2992,673.21785,71.2992,80,0,0,2,"1:m","nan"
"ASCC_115",61,"ASCC_115,MWSC_3575","o",13.29149125,103,13.29149125,103,329.1899,51.54925,97.47818,-2.477,0.30111,0.4197,0.89902,0.89902,3.95959,5.51918,11.82312,11.82312,-0.57674,0.15818,0.01559,-0.67746,0.15717,0.01549,1.28702,0.06717,0.00662,752.25016,753.44409,754.6418,95,0,-8220.02379,746.3379,-11.50846,-16.73561,8.96778,1.83054,24,0.9648,0.9933,0.99668,0.99998,0.99999,"nan",7.63607,7.89089,8.09069,0.5777,0.79654,0.95528,0.39,0.89952,1.21157,9.19763,9.33078,9.51857,0.26787,0.62207,3.52248,8.18065,1.0,86.0,198.26388,26.96705,215.46926,36.46043,80,0,0,1,"1:1","nan"
"ASCC_125",63,"ASCC_125,FSR_409,MWSC_3677","o",11.85950766,114,11.95842592,112,344.10169,62.71052,110.17409,2.723,0.05789,0.05842,0.21058,0.29047,0.83678,0.8444,3.04382,4.19857,-0.54101,0.16455,0.01555,-2.19666,0.17048,0.01611,1.19127,0.04511,0.00426,826.16272,828.17745,830.20204,87,0,-8407.16508,776.49023,60.88131,-23.13069,23.58393,8.33818,8,0.8393,0.9468,0.96678,0.99755,0.99832,"nan",6.413,6.56088,6.63615,3.548,3.82475,4.07267,2.073,2.4462,2.98419,9.40452,9.57335,9.71886,0.05856,0.67113,0.8464,9.70125,1.0,114.0,315.54508,57.18685,315.54508,57.18685,10,0,0,1,"m:m","nan"
"ASCC_127",64,"ASCC_127,MWSC_3704","o",23.63704139,247,23.63704139,247,347.30213,65.18291,112.46826,4.409,0.99023,0.81068,4.24926,4.24926,6.46773,5.29482,27.8025,27.8025,7.40973,0.27495,0.01749,-1.64539,0.36567,0.02327,2.65542,0.06038,0.00384,373.95731,374.19344,374.42987,190,0,-8264.48186,344.76569,49.9321,-16.98493,18.15185,2.49335,53,0.9454,0.9894,0.99412,0.99995,0.99995,"nan",6.84781,7.08512,7.28382,0.07734,0.29403,0.40752,0.1315,0.66481,0.99992,7.64906,7.8154,7.97162,0.394,0.88144,2.57321,5.75708,0.9999,112.0,69.26848,11.13027,168.6119,20.40289,40,0,0,1,"1:1","nan"
"ASCC_128",65,"ASCC_128,MWSC_3720","o",17.25490106,203,19.61118523,179,350.16142,54.57336,109.93466,-5.991,0.811,0.84946,2.87274,5.31749,9.30079,9.74191,32.971,61.15443,1.18459,0.25819,0.0193,0.11349,0.15575,0.01164,1.50305,0.07132,0.00533,656.38211,657.04404,657.70731,181,0,-8344.94208,614.302,-47.20644,-14.48549,7.79874,0.95996,66,0.9574,0.9909,0.99551,0.99995,0.99995,"nan",7.8062,8.04449,8.258,0.1657,0.32496,0.44906,0.1725,0.56474,0.86462,8.86345,9.01921,9.1897,0.37103,0.57635,4.25482,6.60962,0.9983,62.0,102.63798,21.12844,375.08386,40.58505,80,0,0,1,"1:1","nan"
"Alessi_2",68,"Alessi_2,LeDrew_4,MWSC_419","o",21.77867105,249,22.33571851,233,71.55705,55.18407,152.32718,6.336,0.4481,0.50015,1.52061,3.30394,4.72491,5.27379,16.0373,34.87585,-0.92788,0.20475,0.01341,-1.09451,0.17651,0.01156,1.61779,0.06758,0.00443,603.48726,604.13499,604.7841,231,0,-8653.56327,278.86022,88.83116,-10.27452,6.37475,0.71722,79,0.9807,0.9966,0.99825,0.99999,0.99999,"nan",8.1582,8.4213,8.62468,0.3614,0.57246,0.73509,0.3598,0.75252,1.1277,8.69859,8.84091,9.0024,0.36132,0.90534,3.80991,9.54682,1.0,198.0,289.18652,52.76811,407.07511,57.84797,80,0,0,1,"1:1","nan"
"Alessi_3",69,"Alessi_3,MWSC_1157,Theia_1011","o",17.94989568,186,18.59945545,173,109.1867,-46.68028,257.93553,-15.33,1.11417,2.352,2.84357,4.23677,5.37902,11.36,13.7378,20.48916,-9.79327,0.45937,0.03493,11.91591,0.51924,0.03948,3.57475,0.15202,0.01156,276.47216,276.57917,276.68626,158,0,-8177.91097,-260.84104,-52.1998,0.31662,4.80116,0.55073,76,0.9473,0.989,0.99415,0.99991,0.99996,"nan",8.5784,8.79626,9.00585,0.00802,0.10769,0.16266,0.02528,0.43477,0.62132,6.94699,7.14189,7.26985,0.56729,1.11886,2.7385,5.40169,1.0,87.0,58.94223,12.70737,130.63031,25.14804,80,0,0,2,"1:m","nan"
"Alessi_5",70,"Alessi_5,MWSC_1844","o",22.03612038,571,23.01664873,427,160.90216,-61.1115,288.10773,-1.974,0.36417,0.29788,1.56409,2.27151,2.49047,2.03708,10.69885,15.54211,-15.3998,0.28407,0.01375,2.54393,0.2973,0.01439,2.49661,0.08076,0.00391,391.63442,391.82404,392.01385,294,0,-8000.30022,-372.19758,6.99111,13.40986,18.71459,1.75278,114,0.9687,0.9927,0.9959,0.99981,0.99999,"nan",7.52681,7.75101,7.98417,0.1807,0.40273,0.54328,0.1839,0.72764,1.01806,7.75335,7.90909,8.08172,0.39414,1.76021,2.69541,12.04121,1.0,563.0,684.4367,45.17711,657.86715,53.62476,80,0,0,1,"1:1","nan"
"Alessi_6",71,"Alessi_6,MWSC_2240,Theia_996","o",20.85475658,203,20.85475658,203,220.0112,-66.13669,313.62142,-5.545,0.21618,0.1632,0.99638,0.99638,3.2501,2.45357,14.98114,14.98114,-10.54271,0.18572,0.01304,-5.53472,0.19068,0.01338,1.1259,0.04675,0.00328,860.23721,861.38533,862.53652,199,0,-7530.70854,-620.65124,-63.95042,-14.86234,9.76455,1.12007,76,0.993,0.9987,0.99937,1.0,1.0,"nan",8.37669,8.5629,8.75974,0.4961,0.66976,0.83843,0.2286,0.60424,0.87542,9.44597,9.60515,9.76471,0.20591,0.69348,3.09572,10.42627,1.0,192.0,496.49388,60.91816,522.21484,63.67018,80,0,0,2,"1:m","nan"
"Alessi_8",72,"Alessi_8,MWSC_2298,Theia_252,Theia_335","o",12.21004577,93,12.58074226,90,232.29794,-51.31186,326.39548,4.228,0.41827,0.45823,1.43697,1.70954,4.77574,5.23195,16.41005,19.52451,-6.01604,0.30181,0.03181,-5.70181,0.19054,0.02008,1.48175,0.03563,0.00376,653.00386,654.17681,655.35398,87,0,-7578.48551,-361.0742,67.63659,-32.54759,12.14739,1.94514,39,0.8656,0.9857,0.99367,0.99997,0.99997,"nan",7.758,8.003,8.20095,0.09461,0.26868,0.37006,0.1608,0.61619,0.87895,8.88187,9.01001,9.21435,0.20151,0.47846,2.30073,5.46292,1.0,48.0,70.79178,20.56117,154.67044,31.4424,80,0,0,3,"1:m","nan"
"Alessi_9",73,"Alessi_9,MWSC_2670","o",25.15507484,310,14.53288459,110,265.64239,-46.74401,344.40011,-8.718,0.8963,1.02205,3.00002,8.5678,3.26015,3.71765,10.92122,31.39597,9.83087,0.47774,0.04555,-9.1509,0.41914,0.03996,4.77828,0.13611,0.01298,208.26772,208.38821,208.50883,95,0,-7923.66216,-55.392,-11.29415,-8.72935,8.80266,1.31222,45,0.8855,0.9787,0.98917,0.99987,0.99994,"nan",8.38063,8.61408,8.83785,0.00557,0.11551,0.16466,0.00152,0.40461,0.59983,6.45879,6.60722,6.75333,0.84718,1.97852,3.08146,7.19887,1.0,149.0,150.75878,11.43583,310.30608,17.86177,20,0,0,1,"1:1","nan"
"Alessi_10",74,"Alessi_10,LeDrew_3,Theia_535","o",19.8701568,194,20.76087222,188,301.23229,-10.52875,31.6229,-21.05,0.43217,0.26273,2.45061,3.91833,3.29115,2.00075,18.67336,29.88558,1.45356,0.32097,0.02341,-7.90177,0.39678,0.02894,2.21862,0.1624,0.01184,435.72906,436.32032,436.91318,153,0,-7775.62576,213.5128,-136.77868,-17.60104,14.01799,2.16302,42,0.07617,0.3539,0.58336,0.98908,0.99282,"nan",7.70384,8.02717,8.29123,0.1047,0.33751,0.4772,0.352,0.94742,1.29199,8.01189,8.14042,8.35361,0.31225,0.99489,2.3779,7.57705,1.0,150.0,179.68912,17.30599,242.0353,17.2531,80,0,0,2,"1:m","nan"
"Alessi_12",75,"Alessi_12,LeDrew_2,MWSC_3404,Theia_254","o",28.83247036,425,29.26572481,384,310.87082,23.53847,67.21407,-11.6,0.64345,0.72884,2.16292,2.54734,6.0517,6.85487,20.35129,23.97277,4.27743,0.27516,0.01404,-4.70169,0.2075,0.01059,1.84313,0.09175,0.00468,538.43663,538.85037,539.26474,340,0,-7917.8233,486.64867,-88.08313,1.24428,11.38702,1.03093,122,0.9657,0.9938,0.99679,0.99998,0.99999,"nan",7.83079,8.08631,8.37415,3e-05,0.13698,0.20044,0.3923,0.91573,1.24645,8.41254,8.58988,8.7485,0.53898,1.12503,5.06906,10.58192,1.0,340.0,470.99241,37.86835,609.34793,42.05823,80,0,0,2,"1:m","nan"
"Alessi_17",77,"Alessi_17,MWSC_1271","o",8.93803773,49,9.44303237,46,113.85199,-15.09841,231.3585,2.583,0.03213,0.0206,0.17279,0.22077,2.19884,1.41007,11.82586,15.10974,-1.45556,0.06168,0.00909,1.57369,0.05239,0.00772,0.2153,0.03485,0.00514,3823.39463,3921.42211,4024.60848,49,0,-10567.74172,-3059.78415,203.80119,"nan","nan","nan",0,0.9888,0.9985,0.9994,1.0,1.0,"nan",8.13935,8.37978,8.60449,0.6144,0.88597,1.08979,0.5256,0.87447,1.31631,12.94997,13.15051,13.31468,0.03213,0.17416,2.19884,11.9199,1.0,46.0,326.67941,83.74491,379.85193,83.83234,10,0,0,1,"1:1","nan"
"Alessi_19",78,"Alessi_19,LeDrew_5,MWSC_2887,OC_0068","o",19.52476934,164,19.76782281,160,274.53414,11.89735,39.9315,12.72,0.66768,0.51905,2.99753,3.55218,6.69569,5.20516,30.08635,35.66661,-1.00949,0.24795,0.0196,-7.07448,0.28012,0.02215,1.70891,0.06136,0.00485,573.70432,574.5564,575.41102,130,0,-7691.87812,359.74683,146.16089,-7.86598,13.61868,2.10141,42,0.8322,0.9657,0.98065,0.99942,0.99961,"nan",7.29029,7.56265,7.76224,0.1855,0.3421,0.51236,0.3806,0.94779,1.30291,8.61311,8.76411,8.93632,0.27957,0.55685,2.80354,5.58417,0.9928,64.0,73.27886,14.90825,205.20616,24.47272,80,0,0,2,"1:m","nan"
"Alessi_20",79,"Alessi_20,Theia_34","o",24.19854471,252,24.19854471,252,2.6435,58.75651,117.64269,-3.695,0.38669,0.28213,1.83844,1.83844,2.86368,2.08933,13.61931,13.61931,8.11666,0.28028,0.01766,-2.42721,0.26882,0.01693,2.34312,0.07761,0.00489,423.96126,424.30599,424.65128,216,0,-8318.49251,375.09383,-6.04064,-9.30529,24.29575,3.36921,52,0.6627,0.9243,0.95473,0.99837,0.99899,"nan",6.59339,6.82562,6.95179,0.3645,0.64701,0.81222,1.028,1.50751,2.09145,7.8737,8.06786,8.21554,0.34243,1.10145,2.53593,8.15783,1.0,233.0,192.48451,23.6748,204.7123,26.6399,80,0,0,2,"1:m","nan"
"Alessi_21",80,"Alessi_21","o",21.87208398,279,20.57918116,256,107.59181,-9.3183,223.37327,-0.07887,0.49082,0.32256,2.57676,2.57676,4.8038,3.15695,25.23576,25.23576,-5.50067,0.20815,0.01301,2.65336,0.20547,0.01284,1.74436,0.07135,0.00446,560.19761,560.75474,561.31298,224,0,-8529.58385,-385.09674,21.07081,37.49107,15.98615,1.73394,85,0.9874,0.998,0.99914,1.0,1.0,"nan",7.64046,7.89964,8.13423,0.02083,0.15351,0.23027,0.2562,0.74733,1.10212,8.50975,8.69554,8.86015,0.42125,1.0443,4.12288,10.22176,1.0,227.0,361.78757,30.85486,444.58457,41.90783,10,0,0,1,"m:m","nan"
"Alessi_24",82,"ASCC_89,Alessi_24,LISC-III_3249,MWSC_2582,OC_0638","o",25.14296542,371,27.332223,288,260.97844,-62.81756,328.9275,-14.72,0.41005,0.31832,1.84319,3.32675,3.41184,2.64862,15.34148,27.71127,-0.42997,0.20842,0.01228,-8.96255,0.23097,0.01361,2.0421,0.1188,0.007,476.23628,476.72721,477.21917,204,0,-7727.36329,-237.97368,-101.3485,9.59254,6.48692,0.82384,62,0.9305,0.9865,0.99323,0.99995,0.99996,"nan",7.71954,7.99862,8.30452,0.0012,0.15916,0.25389,0.1147,0.53083,0.81476,8.16806,8.34373,8.51165,0.40036,1.08649,3.33122,9.04115,1.0,305.0,312.70086,32.55361,374.70993,33.5045,80,0,0,3,"1:m","nan"
"Alessi_31",83,"ASCC_92,Alessi_31,MWSC_2723,Theia_739","o",23.0386517,261,23.43518919,230,267.74826,-11.85714,15.36014,7.664,0.35149,0.2145,1.98547,2.92749,4.03821,2.46437,22.81976,33.66258,-1.13022,0.20754,0.01368,-4.16682,0.19774,0.01304,1.47343,0.06762,0.00446,657.40297,658.25911,659.11748,223,0,-7492.67527,172.80469,106.98296,3.51383,18.84492,2.28528,68,0.3967,0.7542,0.83316,0.97859,0.97859,"nan",7.97208,8.1751,8.43163,2.011,2.23368,2.46177,2.129,2.5027,2.79273,8.93787,9.03641,9.21334,0.309,0.9973,3.55006,11.45888,1.0,215.0,667.73124,73.53866,787.22764,80.34415,80,0,0,3,"1:m","nan"
"Alessi_33",84,"ASCC_32,Alessi_33,MWSC_1069,Theia_87","o",17.49827869,194,17.8969806,188,105.70988,-26.36542,237.84088,-9.372,0.33167,0.80087,0.80087,1.03689,4.50702,10.88368,10.88368,14.09168,-3.21772,0.10758,0.00785,3.48827,0.09047,0.0066,1.24872,0.04715,0.00344,777.61973,778.58715,779.55699,170,0,-8531.18574,-650.332,-104.9437,34.10694,14.24173,1.85411,59,0.9967,0.9993,0.99965,1.0,1.0,"TP",6.97628,7.19573,7.39883,0.02143,0.13895,0.20112,0.2457,0.73394,1.07779,9.28587,9.44895,9.61697,0.31347,0.68397,4.25981,9.29482,1.0,179.0,272.05459,44.3149,287.63138,48.05818,40,0,0,3,"1:m","nan"
"Alessi_34",85,"ASCC_44,Alessi_34,MWSC_1414","o",26.46343481,857,28.29908218,472,120.06234,-50.65518,264.88179,-10.71,1.00842,0.9954,3.72733,6.45363,8.54594,8.43551,31.62877,54.91836,-5.00966,0.38786,0.01785,5.74321,0.35677,0.01642,2.0451,0.11974,0.00551,485.25569,485.50544,485.75544,393,0,-8164.76306,-475.15341,-69.27669,12.33011,17.95806,1.61922,123,0.9364,0.9801,0.98816,0.99949,0.99994,"nan",7.07533,7.31484,7.51061,0.3468,0.55505,0.73951,0.6189,1.09053,1.52318,8.20617,8.36862,8.51483,0.59805,1.15858,5.06787,9.81874,1.0,361.0,349.94185,33.78174,813.61675,82.81195,20,0,0,1,"1:1","nan"
"Alessi_36",86,"Alessi_36,FoF_2385,LP_2385,UBC_7","o",18.34721617,198,18.34721617,198,106.56513,-37.59594,248.54408,-13.45,0.58763,0.632,2.04406,2.04406,2.82371,3.03693,9.826,9.826,-9.66925,0.23201,0.01649,7.04614,0.26643,0.01893,3.59824,0.0662,0.0047,275.17891,275.3092,275.43961,150,0,-8220.07882,-249.2012,-42.9906,14.54595,12.08231,1.82148,44,0.9837,0.9969,0.99848,1.0,1.0,"nan",7.16509,7.46096,7.78384,1e-05,0.14325,0.23711,0.06358,0.57815,0.8603,7.05379,7.22179,7.37476,0.52516,1.34445,2.52351,6.46134,1.0,183.0,100.28299,16.00612,105.7531,16.80337,80,0,0,4,"1:m","nan"
"Alessi_37",87,"ASCC_124,Alessi_37,MWSC_3663","o",28.35388111,396,28.35388111,396,341.97069,46.29017,101.71372,-11.43,0.88439,0.5292,5.09559,5.09559,11.01745,6.59227,63.64169,63.64169,0.33478,0.31692,0.01593,-1.64319,0.21838,0.01097,1.38382,0.068,0.00342,713.13478,713.71223,714.29061,371,0,-8264.36014,684.99146,-120.25973,-13.90957,8.13534,0.69003,139,0.973,0.9943,0.99725,0.99999,0.99999,"nan",7.89639,8.0958,8.30163,0.2534,0.41144,0.55872,0.7543,1.1529,1.57507,9.06284,9.20509,9.39296,0.33536,0.77921,4.17746,9.70697,1.0,188.0,331.23571,41.15285,646.26359,91.55787,80,0,0,2,"1:m","nan"
"Alessi_40",88,"ASCC_97,Alessi_40,MWSC_2963,Theia_462","o",20.06609159,290,20.06609159,290,279.27071,-19.16823,14.22687,-5.572,0.40123,0.36138,1.59102,1.59102,3.94757,3.55548,15.65718,15.65718,-2.41787,0.1985,0.01166,-6.41924,0.20252,0.01189,1.7372,0.05348,0.00314,563.1593,563.70109,564.24393,281,0,-7578.28457,137.8813,-35.32633,-3.71776,14.77333,1.45566,103,0.9836,0.9961,0.99775,0.99995,0.99996,"nan",7.87526,8.08934,8.27844,1.05,1.22234,1.41016,1.201,1.58134,1.97987,8.49892,8.66856,8.7812,0.38755,1.14278,3.81295,11.2447,1.0,274.0,615.2823,98.77109,697.31236,95.7623,80,0,0,3,"1:m","nan"
"Alessi_43",89,"ASCC_50,Alessi_43,Theia_2087,Theia_28","o",24.11033118,519,23.68164837,507,132.57642,-41.69151,262.48438,1.499,0.22044,0.13529,1.23844,1.23844,3.5313,2.16717,19.84181,19.84181,-5.54914,0.29254,0.01299,3.95372,0.32298,0.01434,1.06073,0.1004,0.00446,916.50182,917.83015,919.16233,411,0,-8241.92028,-909.63374,45.11808,18.817,21.80478,3.58468,37,0.2395,0.4929,0.65558,0.94646,0.97202,"nan",6.50844,6.64119,6.76964,0.8448,1.12849,1.30635,1.972,2.34273,2.80107,9.62631,9.77693,9.95133,0.21819,0.78692,3.49524,12.60656,1.0,499.0,717.22177,66.69858,740.09921,73.15134,80,0,0,4,"m:m","nan"
"Alessi_50",90,"Alessi_50,DSH_J0622.0+2104,FSR_901,UBC_1307","o",15.44617951,133,15.64992448,131,95.51796,21.07347,190.90723,3.316,0.052,0.03127,0.29821,0.3848,2.69719,1.62155,15.46653,19.95765,0.26731,0.1277,0.01116,1.27459,0.14587,0.01274,0.30147,0.08077,0.00706,2922.59407,2971.61268,3022.30365,133,0,-11034.57018,-561.3428,200.12089,22.43568,5.33321,2.6666,4,0.6803,0.9198,0.95947,0.99995,0.99995,"TP",9.15564,9.28572,9.47689,0.9978,1.17855,1.36938,0.2732,0.68932,0.96651,12.24009,12.42046,12.53697,0.052,0.31523,2.69719,16.34915,1.0,131.0,845.30479,90.5358,856.68087,93.52733,80,0,0,2,"1:m","nan"
