"Cluster","RA_ICRS","DE_ICRS","pmRA*","e_pmRA*","pmDE","e_pmDE","DMode","RV","e_RV","o_RV","f_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","f_[Fe/H]","GX","e_GX","GY","e_GY","GZ","e_GZ","U","e_U","V","e_V","W","e_W","Rap","Rperi","EC","Zmax","RGC","e_RGC","Ageref","Distref","E(B-V)ref","Ref","_RA.icrs","_DE.icrs"
"ASCC_10",51.87,34.981,-1.737,0.159,-1.368,0.143,672.0,-27.205301,5.914619,33,"Y",-0.099124715,0.09548039,22,"Y",-8922.711,39.375397,262.82886,17.759655,-204.87274,13.843532,37.388092,5.1413,242.47977,2.3610682,9.097183,1.914063,10.213539811115435,8.385820843371175,0.0982678384325739,0.2419847282091406,8929.715,40.64825,8.599,606.1777,0.14290322,"(3)",51.87,34.981
"ASCC_105",295.548,27.366,1.464,0.162,-1.635,0.145,551.8,-20.011822,2.4682927,6,"Y",0.0445,0.04946716,4,"nan",-8088.1978,13.828405,490.5041,26.936068,19.861168,1.0906789,3.6744423,1.1951965,233.79207,2.209259,1.0884781,0.45498312,8.27506637932771,7.554390348574778,0.0455275277693264,0.0464564683844841,8103.1753,12.220863,7.994,517.13025,0.10967743,"(3)",295.548,27.366
"ASCC_108",298.306,39.349,-0.519,0.099,-1.69,0.129,1154.0,-14.734756,6.2211437,12,"Y",-0.097217396,0.051180754,10,"Y",-8030.9897,36.15798,1105.1392,129.31161,122.1086,14.287868,16.281788,2.0249312,235.8217,5.952604,3.4770455,1.0979337,8.443800285631662,7.58418512289888,0.0536321403359445,0.1556289296180578,8108.687,17.879642,7.911,1071.0258,0.11,"(3)",298.306,39.349
"ASCC_11",53.056,44.856,0.926,0.163,-3.03,0.147,854.5,-21.486809,12.735339,52,"Y",-0.23756212,0.08949256,26,"Y",-9074.736,63.093254,414.92984,35.62957,-137.0327,11.766867,25.644064,10.955988,232.32086,6.258975,2.9961653,2.2301748,9.43301136922681,8.512870255301435,0.051273107288735,0.1196666525448105,9084.768,64.3002,8.61,650.0,0.15,"(1)",53.056,44.856
"ASCC_113",317.933,38.638,0.8,0.125,-3.679,0.163,558.2,-5.747304,10.2115345,7,"nan",-0.0418,0.05622455,5,"nan",-8271.255,3.8172739,550.1397,30.5469,-64.04053,3.555903,15.930338,1.3793514,244.9376,10.066474,-0.20843029,1.2819982,8.767487921775471,8.349387517387067,0.0244262106056934,0.0406684814094482,8289.63,1.7717221,8.629,527.95874,0.03032258,"(3)",317.933,38.638
"ASCC_114",324.99,53.997,-3.716,0.11,-3.421,0.115,913.2,-26.255,7.5165534,2,"nan",-0.104,0.032526914,2,"nan",-8452.71,10.38331,907.1547,83.576126,16.403057,1.5112132,36.028236,1.7738093,228.8936,7.4745007,6.274393,1.3949155,8.68417205790351,7.841714769704096,0.0509780380918518,0.0933760217656893,8501.463,19.016855,7.746,894.9523,0.29,"(3)",324.99,53.997
"ASCC_115",329.28,51.558,-0.549,0.068,-0.543,0.088,746.0,-28.919989,"nan",1,"nan",0.01,"nan",1,"nan",-8437.68,7.3662925,739.18054,55.741932,-32.606045,2.458837,17.575094,"nan",223.93787,"nan",8.19075,"nan",8.53238619983499,7.431124406522237,0.0689861910997317,0.1074924631604921,8470.369,12.163186,8.59,600.0,0.15,"(1)",329.28,51.558
"ASCC_12",72.4,41.744,-0.634,0.181,-2.794,0.122,1030.7,-10.625878,14.500641,26,"nan",-0.15166667,0.14784172,18,"nan",-9324.432,101.92938,301.2358,31.190168,-34.025925,3.5230682,19.121494,13.86303,240.90353,4.3784413,-3.520729,1.4611403,9.985177679178824,9.202148373682157,0.0408097148784269,0.054859913452432,9329.115,102.50391,8.63,600.0,0.15,"(2)",72.4,41.744
"ASCC_123",340.299,53.986,12.093,0.473,-1.407,0.437,233.1,-9.494427,"nan",1,"nan",0.0,0.0,0,"nan",-8398.252,1.325794,225.18037,5.150922,-16.834463,0.385083,2.9724522,"nan",239.7896,"nan",0.17493439,"nan",8.551283371190898,8.36938700034942,0.0107499506135063,0.0087749848273751,8400.764,1.4931912,8.191,250.0,0.15,"(2)",340.2989,53.986
"ASCC_128",349.949,54.435,1.236,0.139,0.186,0.114,650.3,-11.645216,10.99778,10,"nan",-0.137,0.08768124,2,"nan",-8558.822,14.311384,608.7846,39.816788,-68.88374,4.505276,11.496127,3.7259624,239.98843,10.292951,7.6973476,1.2220927,8.837438877583844,8.528163901837864,0.0178096308935772,0.1140030927744916,8580.651,17.079708,8.486,644.76294,0.14612904,"(3)",349.949,54.435
"ASCC_13",78.255,44.417,-0.473,0.097,-1.743,0.111,1078.2,-8.720693,17.544558,12,"nan",-0.026250003,0.10849385,4,"nan",-9371.984,112.83791,305.6382,33.419823,58.702507,6.418804,17.426407,16.800169,244.31404,5.0353765,-0.3931198,1.3303236,10.267830228368616,9.341523498218477,0.0472380040191849,0.0922273929977856,9376.787,112.32914,7.647,1072.013,0.21870968,"(3)",78.255,44.417
"ASCC_16",81.198,1.655,1.355,0.265,-0.015,0.248,348.8,18.842321,8.705363,46,"Y",-0.091690764,0.05001872,8,"Y",-8648.749,10.802787,-119.37625,4.176898,-109.94273,3.846809,-5.7450047,7.7079935,244.52582,3.0058308,3.1523829,2.7751446,9.17956671387167,8.701408597833526,0.0267411652721836,0.0981848054491465,8650.309,10.954366,7.047,317.68747,0.030000001,"(3)",81.198,1.655
"ASCC_19",81.982,-1.987,1.152,0.252,-1.234,0.219,357.6,17.53713,1.4739739,14,"Y",-0.17888317,0.048081473,10,"Y",-8645.816,11.01873,-142.04427,5.1179867,-118.99505,4.287506,-2.955677,1.2753417,242.66223,0.69414335,2.1075363,0.6285944,9.009358022991044,8.705179332342214,0.0171711337726385,0.0998398535827228,8647.956,11.067593,7.086,313.04028,0.018064518,"(3)",81.982,-1.987
"ASCC_21",82.179,3.527,1.404,0.263,-0.632,0.238,345.5,28.75099,14.079322,28,"nan",-0.107999995,0.31817082,4,"nan",-8651.284,10.822846,-112.91038,3.9259412,-98.6964,3.4317093,-14.505533,12.685068,240.78401,4.6174254,0.46061516,4.042382,9.119847631633844,8.479365750749576,0.0363926424987483,0.0754222556275965,8652.618,10.94904,7.032,305.49222,0.038064517,"(3)",82.179,3.527
"ASCC_23",95.047,46.71,1.098,0.179,-0.598,0.182,616.3,-19.428469,3.5212317,38,"Y",-0.052697368,0.09083451,31,"Y",-8922.705,35.971992,129.47969,7.9932346,153.43794,9.4722805,29.369919,3.3335698,245.1914,0.9216077,4.541568,1.021753,10.188071694701112,8.542355478772384,0.0878632505648046,0.2126451293230567,8925.153,36.14206,8.48,589.9295,0.091290325,"(3)",95.047,46.71
"ASCC_29",103.571,-1.67,-1.008,0.13,-1.019,0.115,1027.2,10.645336,2.8490887,6,"Y",-0.24433333,0.019604417,3,"nan",-9183.778,87.34133,-585.1929,60.574997,-2.2939873,0.23745759,3.60537,2.3818512,244.39296,1.6920449,0.59489393,0.8993807,10.20942823149647,8.930720896850382,0.0668075951797212,0.0285166893355352,9202.268,90.413315,7.95,1023.29297,0.077096775,"(3)",103.571,-1.67
"ASCC_41",116.674,0.137,0.646,0.241,-3.99,0.221,295.8,-15.868762,8.221288,13,"nan",-0.10853604,0.065055646,8,"Y",-8563.856,6.583653,-182.61884,5.3706365,63.165405,1.857631,26.209171,6.2277236,257.63254,5.0844,2.0949526,1.7866752,10.695296615848168,8.26110133304185,0.1284102227316266,0.1090737372807636,8566.089,6.813574,8.04,278.74042,0.023225807,"(3)",116.674,0.137
"ASCC_6",26.846,57.722,-0.838,0.11,0.211,0.099,1537.6,-69.48544,82.97387,5,"nan",-0.05,0.15685025,4,"nan",-9331.889,154.56456,1166.7476,181.8119,-116.22085,18.110458,60.765373,53.597466,203.54048,63.04066,12.691406,6.320749,9.894654864069414,7.06581921227344,0.1667898927272172,0.2219740104775848,9408.034,179.33408,7.677,1660.3516,0.28129032,"(3)",26.846,57.722
"Alessi_19",274.741,12.311,-1.005,0.223,-7.073,0.185,575.0,-23.053991,23.04721,5,"nan",0.1336,0.1214858,5,"nan",-7912.614,24.708557,363.76578,21.03081,126.58132,7.3181934,6.995223,17.140657,224.33513,14.590327,-3.480978,5.1352243,7.987810533986427,6.862374983830804,0.0757859589568983,0.1567491153842835,7921.99,23.738361,7.9,550.0,0.04,"(2)",274.741,12.311
"Alessi_2",71.602,55.199,-0.904,0.141,-1.046,0.115,618.2,-20.564173,6.20953,41,"Y",-0.045316134,0.07076324,32,"Y",-8884.499,33.677402,285.4743,17.656311,68.58133,4.24169,28.50959,5.469192,242.38733,2.8841395,0.9945202,0.8215523,9.817349418338694,8.560462869324008,0.0683915217622749,0.1027362705200265,8888.989,34.199657,8.759,587.75977,0.15548387,"(3)",71.602,55.199
"Alessi_20",2.593,58.742,8.195,0.293,-2.341,0.28,427.3,-12.149029,3.5402482,15,"Y",0.14199346,0.04037829,11,"Y",-8537.625,8.37603,377.7232,16.011652,-27.60402,1.17013,3.084814,1.8320239,233.83112,3.1566885,0.7301698,0.65639263,8.679653966247107,8.101139846198917,0.034474776730712,0.0101763372338358,8546.075,9.096415,0.0,0.0,0.0,"nan",2.5929,58.742
"Alessi_37",341.961,46.342,0.351,0.135,-1.569,0.129,707.9,-16.543337,0.8584533,3,"nan",0.05666667,0.02610236,3,"nan",-8481.259,10.043259,680.0878,48.36096,-139.80386,9.941398,15.989739,0.52192885,235.64197,0.82985234,5.4094667,0.56063825,8.590447150187728,8.298500787773452,0.0172862373361972,0.1361303460173425,8509.56,14.097272,8.48,600.0,0.15,"(1)",341.961,46.342
"Alessi_53",97.352,9.18,0.431,0.165,-0.201,0.166,4406.0,59.90344,6.794345,3,"nan",-0.28,"nan",1,"nan",-12450.319,2215.3105,-1682.3267,906.714,-51.472095,27.741621,-41.409935,6.48244,222.21771,5.2672334,12.584263,4.4063315,12.915867632506504,11.931475524206425,0.0396176002436756,0.3067836300233169,12585.984,2308.8674,8.4,4570.0,0.8,"(1)",97.352,9.18
"Alessi_60",105.619,-1.12,-0.83,0.09,-0.653,0.091,2737.0,63.091324,"nan",1,"nan",0.0,0.0,0,"nan",-10570.766,662.2622,-1572.922,466.96808,92.646576,27.504774,-39.29888,"nan",213.50398,"nan",-4.0523224,"nan",10.789865912726986,9.147240267061374,0.0823903745534973,0.1446575544013136,10694.383,723.9526,8.338,3178.3367,0.293871,"(3)",105.619,-1.12
"Alessi_Teutsch_11",304.127,52.051,-0.139,0.163,-1.295,0.151,645.7,-31.98,"nan",1,"nan",0.029,"nan",1,"nan",-8311.563,1.8389275,636.2927,41.049698,103.93627,6.705327,13.258519,"nan",220.83784,"nan",0.3319559,"nan",8.402905575084064,7.066022855372283,0.0864237445872223,0.1289582739096895,8336.476,1.3952163,8.179,626.0368,0.10064517,"(3)",304.127,52.051
"Aveni_Hunter_1",354.175,48.205,-0.184,0.324,-2.087,0.451,420.6,-3.572027,5.18304,2,"nan",0.0,0.0,0,"nan",-8482.234,6.0201154,384.8365,16.28847,-93.38684,3.9526465,14.075688,1.8679335,248.71042,4.7480736,4.2673163,1.4447231,9.351201926586723,8.544430844478784,0.0450820092493385,0.0935575586579094,8491.429,6.7676992,0.0,0.0,0.0,"nan",354.175,48.205
"Basel_10",34.878,58.304,-0.48,0.18,-0.815,0.062,2122.1,-24.957722,"nan",1,"nan",0.0,0.0,0,"nan",-9823.444,328.06226,1519.9102,336.1306,-96.813934,21.410631,30.108583,"nan",235.3597,"nan",-0.9446173,"nan",10.304197084155806,9.867137672384375,0.0216673520640335,0.0704662230003429,9941.35,378.86874,7.608,1944.0,0.774,"(1)",34.878,58.304
"Basel_11b",89.547,21.965,1.046,0.136,-4.137,0.14,1777.1,-0.80698687,15.912618,11,"nan",0.0,0.0,0,"nan",-10098.895,322.74063,-229.7519,42.15744,-34.585934,6.3461924,16.56977,15.792947,218.06847,6.53325,-2.5121088,2.1261892,10.430503850804156,8.418783967567936,0.1067265725167307,0.0425848380601483,10105.08,326.02734,0.0,0.0,0.0,"nan",89.547,21.965
"Basel_4",87.242,30.19,0.835,0.079,-1.801,0.076,3172.7,4.466277,3.520148,10,"Y",-0.275,"nan",1,"nan",-11500.498,1130.8907,38.338757,13.71832,70.18202,25.112402,6.204262,3.5218925,222.60982,9.491102,4.1737576,1.5506374,11.613543162594816,10.600434256615276,0.045606821635797,0.135164885591569,11509.897,1127.771,8.665,2801.0,0.5,"(2)",87.242,30.19
"Berkeley_11",65.126,44.922,1.08,0.173,-1.883,0.108,2849.6,4.4888153,5.819433,9,"Y",0.0,0.0,0,"nan",-10964.751,810.17505,1110.5663,342.79868,-181.80486,56.11764,-3.5926476,5.947229,227.74666,8.099396,-0.76277924,3.2131429,11.7954915789187,9.842765348918748,0.0902441558260538,0.1559052261616306,10993.195,840.06335,8.041,2200.0,0.95,"(1)",65.126,44.922
"Berkeley_12",71.1,42.691,0.836,0.185,-1.713,0.129,4324.0,-36.32275,17.127546,13,"nan",-0.1482,0.13405298,5,"nan",-12447.216,2139.2366,1363.0916,709.9709,-152.17696,79.26198,33.984184,16.770185,204.8384,16.849455,-1.4272671,5.882081,12.659479008767835,10.085310076206836,0.1131762058968271,0.1206717394784106,12571.047,2244.8372,9.6,3162.0,0.7,"(1)",71.1,42.691
"Berkeley_13",73.943,52.809,-0.078,0.141,0.558,0.108,4219.5,-41.9542,8.218229,10,"Y",-0.29675,0.17116147,4,"nan",-12184.433,1921.7451,1787.051,893.30804,439.52856,219.71062,53.570335,7.682679,243.20767,5.5024576,8.611023,3.6675432,15.199708749142683,12.155434159466209,0.1112871023868209,0.6376212303274214,12275.481,2054.5195,8.87,2800.0,0.849,"(2)",73.943,52.809
"Berkeley_14",74.935,43.488,1.504,0.228,0.426,0.204,4626.7,-4.487887,39.590847,5,"nan",-0.14,0.039597977,2,"nan",-12734.284,2575.3904,1359.8422,796.9722,52.587692,30.820498,11.881514,37.95714,238.36037,13.706194,38.90936,15.356688,14.86886197735509,12.71264578200433,0.0781761538985872,1.4445121014532465,12849.478,2694.9148,9.2,5500.0,0.52,"(1)",74.935,43.488
"Berkeley_14A",75.278,43.429,-0.225,0.052,-2.741,0.098,1097.1,-5.5718,4.6933293,4,"nan",-0.14366667,0.06958688,3,"nan",-9391.09,116.355774,321.26694,35.56457,15.615616,1.7286726,13.219269,4.505553,240.58423,1.8041947,-2.511139,1.1255767,9.871406739614343,9.401858914524578,0.0243626499792957,0.0590227193259255,9395.117,118.73026,0.0,0.0,0.0,"nan",75.278,43.429
"Berkeley_15",75.52,44.506,0.782,0.145,-0.872,0.137,2720.5,-36.30824,62.41839,8,"nan",0.0,0.0,0,"nan",-10923.108,772.6497,826.3652,247.17818,76.323616,22.829536,41.107098,59.435226,226.82288,19.494385,7.3222795,2.6386542,11.750647701468084,10.056689003864026,0.0776783850542312,0.1870904372722944,10967.146,779.31537,9.4,1300.0,0.35,"(2)",75.52,44.506
"Berkeley_17",80.13,30.574,2.618,0.281,-0.35,0.176,3229.7,-84.04356,4.528677,35,"Y",-0.1634023,0.05107087,14,"Y",-11571.73,1158.3639,245.37808,87.95177,-208.28217,74.65535,90.756874,4.7153506,218.91177,9.315655,42.50113,10.386094,15.394989101097895,8.685460355398066,0.2786297140267812,1.553971785878185,11570.405,1161.9773,10.0,2700.0,0.58,"(1)",80.13,30.574
"Berkeley_18",80.531,45.442,0.849,0.16,-0.057,0.14,5523.5,17.509579,52.36785,9,"nan",-0.372,"nan",1,"nan",-13636.371,4234.737,1559.9163,1247.2318,485.9664,388.5555,-8.0417595,50.06061,243.54411,16.973541,26.249197,11.441381,17.386662120343626,12.9663508149643,0.1456300669327435,1.2814883131878805,13758.646,4265.514,9.63,5800.0,0.46,"(1)",80.531,45.442
"Berkeley_19",81.014,29.575,0.757,0.234,-0.329,0.128,6106.9,1.0093154,36.78827,7,"nan",-0.39533332,0.088895075,3,"nan",-14562.808,5951.9697,335.16156,320.57422,-393.16434,376.0534,8.204254,36.69011,232.18588,13.3525095,19.955904,10.081592,15.763108034409711,14.473263954015634,0.042658692017939,0.8416060272069271,14414.441,5846.5107,9.5,4800.0,0.4,"(2)",81.014,29.575
"Berkeley_21",87.93,21.812,0.562,0.164,-1.051,0.101,5312.7,3.325044,22.457542,17,"nan",-0.3557719,0.07627482,10,"Y",-13612.837,3970.3794,-630.3372,474.6349,-230.92755,173.88539,11.416989,22.324678,222.07637,16.339092,5.816599,4.0691214,14.422844455953314,12.383534311899949,0.0760755550652349,0.2514917846599015,13621.511,3907.1963,9.3,5716.0,0.666,"(2)",87.93,21.812
"Berkeley_22",89.618,7.763,0.648,0.134,-0.473,0.137,10149.1,97.28864,"nan",1,"nan",0.0,0.0,0,"nan","nan","nan","nan","nan","nan","nan",-69.73545,"nan",185.79771,"nan",9.691625,"nan",19.132648565576662,13.92326433217791,0.1575931135077688,1.6603855790442632,"nan","nan",0.0,0.0,0.0,"nan",89.618,7.763
"Berkeley_23",98.318,20.535,-0.055,0.149,-1.339,0.126,5569.0,37.695705,28.241446,6,"nan",-0.38933334,0.08404958,3,"nan",-13770.464,4392.6445,-1213.3468,981.47015,525.20087,424.83182,-20.38978,27.60647,213.60141,18.339615,-6.4646378,10.661707,13.876307526890722,12.41167351930346,0.0557149674223195,0.605848160835657,13822.3955,4376.811,0.0,0.0,0.0,"nan",98.318,20.535
"Berkeley_24",99.452,-0.874,0.382,0.178,1.279,0.184,5392.5,51.392033,32.399994,4,"nan",-0.42700002,0.08669487,3,"nan",-12881.763,3460.677,-2855.2332,2175.5964,-321.6355,245.07524,-46.643883,28.978058,245.05142,20.448435,27.73006,13.171652,16.78284533699803,13.23310158683292,0.1182619278736402,1.1436733802682104,13332.759,3752.4373,9.21,5527.0,0.583,"(2)",99.452,-0.874
"Berkeley_27",102.837,5.772,-1.091,0.15,0.147,0.138,4556.6,328.82437,"nan",1,"nan",0.0,0.0,0,"nan",-12365.462,2305.0603,-2120.6748,1214.3445,207.3258,118.71894,-286.6154,"nan",110.692825,"nan",2.6822324,"nan",32.7754848027169,4.258829981283781,0.7700062762806319,0.5278105049279842,12577.893,2467.4443,0.0,0.0,0.0,"nan",102.837,5.772
"Berkeley_29",103.268,16.93,0.151,0.067,-1.01,0.104,19244.6,22.770735,1.2485926,2,"nan",-0.366,"nan",1,"nan","nan","nan","nan","nan","nan","nan",13.320848,"nan",159.56857,"nan",-17.352018,"nan",28.92330443159373,14.299687130975132,0.3383295966326093,3.419212127322254,"nan","nan",0.0,0.0,0.0,"nan",103.268,16.93
"Berkeley_30",104.438,3.229,-0.252,0.174,-0.33,0.134,5192.5,116.14859,"nan",1,"nan",0.0,0.0,0,"nan",-12758.01,3171.7334,-2631.034,1888.8595,258.2376,185.39238,-86.70463,"nan",188.85397,"nan",3.8709435,"nan",14.215419743812632,9.591690744164747,0.1942163036536026,0.3322924426878257,13154.268,3456.947,8.495,4983.0,0.521,"(2)",104.438,3.229
"Berkeley_31",104.406,8.285,0.169,0.186,-0.926,0.161,5900.6,42.827084,17.212921,5,"nan",-0.37725002,0.13627516,4,"nan",-13586.516,4751.9175,-2586.1536,2342.3572,525.5341,475.99017,-16.586412,16.586123,210.42862,16.142355,3.6897192,7.0436273,14.392134743889876,11.54738644795793,0.109668496765699,0.6073754204265914,14031.83,4989.811,0.0,0.0,0.0,"nan",104.406,8.285
"Berkeley_32",104.53,6.433,-0.335,0.176,-1.608,0.179,3237.2,101.128365,2.1832194,20,"Y",-0.3403471,0.014621966,16,"Y",-11187.799,1038.7075,-1511.3331,551.2448,248.58173,90.66779,-69.799545,3.7681608,187.00964,6.3135643,-0.6588917,5.6621423,11.996969578576689,7.576968055052196,0.2258105449324992,0.2959538079712721,11304.605,1112.7175,9.7,3078.0,0.15,"(1)",104.53,6.433
"Berkeley_37",110.075,-1.002,-1.113,0.143,0.682,0.102,4423.1,90.12466,13.57854,3,"nan",-0.329,"nan",1,"nan",-11833.325,1917.1835,-2645.0457,1451.6389,457.2915,250.9676,-75.68199,12.219571,215.9314,11.73139,2.5467076,7.568091,13.220295766268237,11.10834008704914,0.0868094574620843,0.5318275485123284,12195.838,2179.483,8.8,4815.0,0.271,"(2)",110.075,-1.002
"Berkeley_39",116.702,-4.665,-1.73,0.179,-1.645,0.129,4357.3,51.093082,13.698139,5,"nan",-0.15625,0.03816084,4,"nan",-11448.546,1674.6892,-2953.1963,1590.9985,762.7541,410.92355,-22.672197,12.552415,202.63821,10.676776,-30.71159,19.943642,12.366291605065046,8.962913065229781,0.1595642496963399,1.314380872536733,11929.927,1994.1736,9.9,4780.0,0.12,"(1)",116.702,-4.665
"Berkeley_49",299.872,34.643,-2.995,0.175,-6.095,0.137,3175.0,-30.644785,"nan",1,"nan",0.0,0.0,0,"nan",-7311.8945,366.245,2982.2363,1062.3866,142.03026,50.59654,97.46491,"nan",190.54337,"nan",-3.758419,"nan",8.0487831303748,6.113815038066059,0.1366252201252531,0.1728643737591209,7975.346,123.47482,8.9,2090.0,1.18,"(1)",299.872,34.643
"Berkeley_67",69.472,50.755,2.316,0.124,-1.374,0.085,2253.0,-15.730519,29.43934,8,"nan",-0.3484,0.06072315,5,"nan",-10383.442,482.25317,959.2983,226.39716,97.81005,23.083416,13.998161,26.676939,220.55692,13.816254,15.150939,2.953599,10.519027328549637,9.239835247718064,0.0647401679066285,0.3144330551136842,10422.977,496.45322,9.242,2000.0,0.7,"(2)",69.472,50.755
"Berkeley_68",71.053,42.134,2.31,0.166,-1.312,0.135,3222.8,-29.085455,9.300566,18,"Y",-0.183,0.16759922,5,"nan",-11404.114,1102.9816,993.2906,357.55087,-135.22902,48.67799,26.410366,9.44975,207.08511,12.302811,22.076803,5.2465887,11.550557164704852,9.243317390589825,0.1109576653441694,0.5268513329653468,11465.47,1117.603,9.11,1800.0,0.67,"(2)",71.053,42.134
"Berkeley_69",81.09,32.607,0.806,0.177,-1.937,0.116,3472.2,24.137144,10.218314,17,"Y",-0.26975,0.22700422,4,"nan",-11800.896,1361.8387,336.78574,132.52193,-112.49765,44.266685,-15.9632225,10.214015,220.88875,11.959845,-0.48280525,3.6034267,12.336103106807354,10.34880916510042,0.0876042154312375,0.0794152494452923,11824.376,1355.7291,8.95,2860.0,0.65,"(1)",81.09,32.607
"Berkeley_70",81.457,41.951,0.947,0.174,-1.864,0.152,4849.6,-19.946583,4.5065594,6,"Y",-0.3365,0.17748381,2,"nan",-13062.175,2940.4717,1101.9279,686.1631,307.45444,191.45047,19.28543,5.9756894,201.33488,22.953402,0.19168282,5.4412284,13.16579869979611,10.221815502341611,0.125877875870956,0.3459262294794965,13104.215,3066.9824,9.35,5001.0,0.5,"(2)",81.457,41.951
"Berkeley_71",85.233,32.272,0.65,0.162,-1.614,0.102,3930.0,-14.363683,3.4411178,7,"Y",-0.276,0.21079691,4,"nan",-12237.022,1829.9221,229.41083,107.723755,60.91668,28.604477,23.47364,3.4910228,219.53676,12.717164,1.3775826,3.5489674,12.734154856420233,10.886203130849813,0.0782355511532194,0.1052924979324526,12262.919,1822.364,9.02,3260.0,0.87,"(2)",85.233,32.272
"Berkeley_72",87.559,22.247,0.853,0.193,-0.261,0.126,5482.2,13.157085,46.518696,8,"nan",-0.6515,0.48436818,2,"nan",-13800.446,4253.072,-599.65967,467.0654,-245.99103,191.59813,-0.7840843,46.1938,233.66489,11.349059,22.225574,9.941843,15.216225394136314,13.709670424107744,0.0520832606013315,0.8008957993803031,13758.576,4275.106,0.0,0.0,0.0,"nan",87.559,22.247
"Berkeley_78",110.913,5.37,-0.071,0.157,-1.24,0.13,4641.1,63.855,2.1386287,4,"nan",-0.364,0.03740766,4,"nan",-12167.6455,2282.0725,-2372.132,1414.2842,761.88293,454.2413,-31.87514,5.5845137,197.74677,10.247837,4.4584494,7.016623,12.572303187968844,9.4998167122257,0.1392021468547778,0.8296789044485577,12551.978,2516.7544,9.45,4670.0,0.01,"(2)",110.913,5.37
"Berkeley_85",304.692,37.744,-2.94,0.116,-4.677,0.113,4017.8,-35.612347,"nan",1,"nan",0.0,0.0,0,"nan",-7345.5625,471.5507,3900.4624,1849.5664,70.04981,33.217045,104.20532,"nan",191.82608,"nan",2.7243118,"nan",8.370120824164426,6.837682238154,0.1007665985501528,0.0974286911374858,8517.527,508.5662,9.065,1760.0,0.77,"(2)",304.692,37.744
"Berkeley_86",305.084,38.688,-3.447,0.066,-5.402,0.09,1703.1,12.254516,22.232388,3,"nan",0.0,0.0,0,"nan",-7947.2905,68.87363,1654.851,290.22495,37.884026,6.6440353,64.24595,8.410127,252.25996,21.478819,5.7507515,6.375016,9.83919640659832,8.12492299411984,0.0954276340653774,0.1060847816526224,8123.335,11.34788,6.8,1653.0,0.958,"(2)",305.084,38.688
"Berkeley_87",305.396,37.433,-3.654,0.111,-6.264,0.144,1661.3,49.376816,60.79772,3,"nan",0.0,0.0,0,"nan",-7932.3384,68.79792,1605.8746,271.01157,10.439099,1.7617291,78.44362,16.582857,286.1155,58.875298,3.1260757,6.870329,13.69677125808599,8.098630942048944,0.2568495990407732,0.0716344866244723,8097.886,15.177656,7.1,1239.0,1.353,"(2)",305.396,37.433
"Biurakan_2",302.283,35.488,-3.169,0.099,-6.843,0.129,1750.8,-24.900013,"nan",1,"nan",0.267,"nan",1,"nan",-7820.6294,93.27053,1672.3503,300.32465,41.54323,7.4604297,62.961555,"nan",210.28598,"nan",-2.1097946,"nan",8.170605108276314,6.5044176534613545,0.1135390030984637,0.0709328849521272,8003.575,29.942892,7.23,1142.0,0.36,"(2)",302.283,35.488
"Collinder_106",99.278,6.002,-1.472,0.144,0.531,0.106,1506.0,30.317272,14.690086,17,"nan",-0.329,0.048083276,2,"nan",-9694.584,210.15642,-659.5183,102.31871,-11.465125,1.7787176,-19.692492,13.217662,246.36214,6.573065,-0.5740838,1.5342153,10.869685894371557,9.76864114865032,0.0533495153665331,0.0205717586612031,9716.458,215.31027,0.0,0.0,0.0,"nan",99.278,6.002
"Collinder_107",99.203,4.972,-1.325,0.169,0.659,0.152,1547.2,35.34902,32.142117,19,"nan",-0.274,"nan",1,"nan",-9722.628,216.91249,-699.6281,109.76042,-26.398462,4.1414886,-24.29251,28.682684,244.14467,14.599984,0.23618317,1.6913342,10.763874872333888,9.759008450814516,0.0489632185544782,0.0063457535021883,9745.909,228.57826,7.165,1447.0,0.416,"(2)",99.203,4.972
"Collinder_110",99.677,2.069,-1.091,0.143,-2.049,0.144,2204.3,36.57909,3.2172325,12,"Y",-0.1807143,0.08600139,7,"nan",-10260.147,446.6169,-1092.474,254.10643,-72.745316,16.92032,-13.272501,3.6846044,222.47499,3.1093376,-13.879292,4.4961343,10.469884192662198,9.212276298268456,0.0638958256118902,0.2537142070413994,10311.389,469.13257,9.22,2362.0,0.416,"(2)",99.677,2.069
"Collinder_115",101.659,1.776,-1.245,0.103,-0.567,0.126,1985.2,53.364056,35.72246,12,"nan",0.0,0.0,0,"nan",-10046.572,353.75552,-1017.4729,210.91397,-8.94677,1.854593,-34.99214,30.696892,225.45648,18.31331,-5.850602,2.7028992,10.337345739255897,9.331697048701365,0.0511285018491219,0.0981226965251704,10102.869,372.52884,7.715,2272.0,0.521,"(2)",101.659,1.776
"Collinder_350",267.018,1.525,-4.965,0.387,-0.019,0.243,365.4,-20.39548,3.6655827,38,"Y",-0.0963973,0.10769173,31,"Y",-8025.1055,11.554366,160.10904,5.875056,93.15479,3.418235,-6.3821144,3.1666675,238.83469,1.6800649,9.39786,1.145349,8.307689460790163,7.736667598607986,0.0355901991004179,0.1702411042166947,8027.4263,11.364659,8.71,302.0,0.302,"(2)",267.018,1.525
