"n_FSR","ID","GLON","GLAT","RAJ2000","DEJ2000","rcore","rtid","Dc","Dcont","N","Nc","logRN","Q","Qall","Ident","RA_deg","DEC_deg"
"B","FSR_992",203.21,-5.557,"06 13 44","+06 03 06",0.006,0.292,15,10.0,89,56,0.591,3,100011,"nan",93.433333,6.051667
"B","FSR_1000",203.825,-6.265,"06 12 23","+05 10 43",0.012,0.468,6,4.0,136,113,"nan",4,110110,"nan",93.095833,5.178611
"B","FSR_1006, Dolidze22",205.552,-4.195,"06 22 57","+04 37 34",0.02,0.098,6,4.0,129,129,"nan",2,100100,"Dolidze22",95.7375,4.626111
"B","FSR_1017",206.421,-18.996,"05 32 09","-03 02 17",0.02,0.061,8,10.0,126,115,"nan",4,110011,"nan",83.0375,-3.038056
"B","FSR_1018",206.46,-19.117,"05 31 47","-03 07 37",0.015,0.075,6,8.0,74,82,"nan",1,100000,"nan",82.945833,-3.126944
"B","FSR_1027",207.142,-18.191,"05 36 17","-03 16 15",0.018,0.893,6,7.0,314,181,0.842,1,10,"nan",84.070833,-3.270833
"B","FSR_1039",208.022,6.636,"07 06 15","+07 22 28",0.019,0.096,5,4.0,110,132,0.814,2,100100,"nan",106.5625,7.374444
"B","FSR_1044",208.637,18.915,"07 52 12","+12 10 23",0.015,0.751,2,2.0,71,59,"nan",3,111,"nan",118.05,12.173056
"B","FSR_1050",209.707,-17.853,"05 41 57","-05 17 11",0.006,0.293,8,10.0,50,38,0.482,4,110011,"nan",85.4875,-5.286389
"B","FSR_1056",210.605,-8.248,"06 17 50","-01 41 57",0.012,0.472,3,2.0,58,48,"nan",3,100101,"nan",94.458333,-1.699167
"B","FSR_1064",211.299,16.558,"07 47 57","+08 52 25",0.008,0.047,15,18.0,64,49,0.57,4,111001,"nan",116.9875,8.873611
"B","FSR_1066",211.783,-17.368,"05 47 15","-06 50 21",0.012,0.364,10,13.0,224,155,0.802,1,10000,"nan",86.8125,-6.839167
"B","FSR_1067",211.798,9.609,"07 23 41","+05 21 49",0.014,0.082,17,15.0,218,181,0.39,0,0,"nan",110.920833,5.363611
"B","FSR_1072",212.453,-0.856,"06 47 31","+00 02 09",0.051,0.101,11,6.0,702,486,"nan",5,110111,"nan",101.879167,0.035833
"B","FSR_1075",212.626,5.368,"07 10 00","+02 42 58",0.019,0.44,11,7.0,505,420,0.603,0,0,"nan",107.5,2.716111
"B","FSR_1076",212.638,6.346,"07 13 31","+03 08 57",0.017,0.312,6,5.0,225,171,0.951,2,100100,"nan",108.379167,3.149167
"B","FSR_1078",212.675,-13.913,"06 01 15","-06 04 16",0.015,0.771,6,6.0,229,173,"nan",1,10,"nan",90.3125,-6.071111
"B","FSR_1083",213.221,8.435,"07 22 01","+03 34 48",0.019,0.076,9,8.0,172,172,0.742,1,100000,"nan",110.504167,3.58
"B","FSR_1084",213.279,18.574,"07 58 37","+08 03 20",0.006,0.307,5,6.0,35,32,"nan",4,100111,"nan",119.654167,8.055556
"B","FSR_1087",213.43,18.585,"07 58 54","+07 55 54",0.012,0.203,7,10.0,122,111,"nan",2,110000,"nan",119.725,7.931667
"B","FSR_1088",213.453,-19.856,"05 41 01","-09 21 05",0.047,0.14,3,3.0,217,180,"nan",3,101100,"nan",85.254167,-9.351389
"B","FSR_1091",213.808,5.223,"07 11 37","+01 36 07",0.021,1.031,5,4.0,351,266,0.967,3,100110,"nan",107.904167,1.601944
"B","FSR_1092",213.892,-4.311,"06 37 49","-02 49 01",0.05,0.15,5,3.0,458,381,"nan",2,110,"nan",99.454167,-2.816944
"B","FSR_1094",213.913,-12.092,"06 09 58","-06 20 22",0.024,1.168,5,6.0,440,440,"nan",2,100010,"nan",92.491667,-6.339444
"B","FSR_1099",214.413,-5.518,"06 34 27","-03 49 37",0.007,0.375,8,5.0,74,56,"nan",4,100111,"nan",98.6125,-3.826944
"B","FSR_1102",214.918,16.418,"07 53 37","+05 41 54",0.018,0.811,5,5.0,244,154,"nan",4,110110,"nan",118.404167,5.698333
"B","FSR_1105",215.42,-12.823,"06 09 57","-07 58 57",0.018,0.125,6,6.0,144,120,"nan",1,100000,"nan",92.4875,-7.9825
"B","FSR_1106",215.706,-6.157,"06 34 30","-05 15 47",0.02,0.64,2,1.0,114,151,"nan",3,100101,"nan",98.625,-5.263056
"B","FSR_1107",215.711,-10.065,"06 20 27","-07 01 03",0.006,0.1,6,4.0,24,17,"nan",4,110101,"nan",95.1125,-7.0175
"B","FSR_1109",216.13,-15.763,"06 00 28","-09 53 02",0.043,0.086,4,6.0,210,253,"nan",3,100110,"nan",90.116667,-9.883889
"B","FSR_1110",216.186,-13.498,"06 08 50","-08 56 56",0.033,0.066,13,12.0,364,210,0.86,2,100010,"nan",92.208333,-8.948889
"B","FSR_1111",216.193,3.003,"07 08 04","-01 31 41",0.006,0.312,12,8.0,80,88,0.721,5,111011,"nan",107.016667,-1.528056
"B","FSR_1112",216.207,-15.645,"06 01 01","-09 53 59",0.01,0.498,4,5.0,72,79,"nan",3,100011,"nan",90.254167,-9.899722
"B","FSR_1115",216.723,-13.906,"06 08 16","-09 35 46",0.007,0.374,10,10.0,95,66,0.617,2,11,"nan",92.066667,-9.596111
"B","FSR_1116",216.868,-16.049,"06 00 39","-10 38 52",0.025,0.352,4,7.0,243,292,"nan",1,100000,"nan",90.1625,-10.647778
"B","FSR_1117",217.034,-11.789,"06 16 31","-08 56 41",0.004,0.208,5,4.0,13,19,"nan",6,111111,"nan",94.129167,-8.944722
"B","FSR_1118",217.048,6.142,"07 20 48","-00 50 37",0.017,0.119,5,4.0,114,137,"nan",3,110100,"nan",110.2,-0.843611
"B","FSR_1120",217.157,-12.517,"06 14 05","-09 22 17",0.036,0.072,12,12.0,387,268,"nan",2,100010,"nan",93.520833,-9.371389
"B","FSR_1123",217.387,-18.717,"05 51 39","-12 13 39",0.017,0.793,3,4.0,135,103,"nan",5,110111,"nan",87.9125,-12.2275
"B","FSR_1126",217.748,-6.646,"06 36 24","-07 17 44",0.02,0.919,7,5.0,477,362,0.775,2,100010,"nan",99.1,-7.295556
"B","FSR_1130",218.187,-14.538,"06 08 26","-11 08 57",0.054,0.107,4,4.0,294,244,"nan",2,110,"nan",92.108333,-11.149167
"B","FSR_1131",218.383,-16.203,"06 02 37","-12 01 48",0.023,0.987,5,7.0,436,363,"nan",1,10000,"nan",90.654167,-12.03
"B","FSR_1132",218.525,-14.693,"06 08 26","-11 30 40",0.024,0.194,5,4.0,212,161,"nan",2,110,"nan",92.108333,-11.511111
"B","FSR_1133",218.542,14.488,"07 53 07","+01 42 35",0.007,0.066,7,7.0,32,24,"nan",3,110001,"nan",118.279167,1.709722
"B","FSR_1136",219.147,-10.556,"06 24 42","-10 16 05",0.015,0.139,6,6.0,125,114,"nan",2,100010,"nan",96.175,-10.268056
"B","FSR_1138",219.25,5.177,"07 21 25","-03 13 58",0.012,0.6,6,4.0,140,154,0.727,5,111110,"nan",110.354167,-3.232778
"B","FSR_1139",219.299,6.022,"07 24 31","-02 53 02",0.015,0.107,7,7.0,125,181,0.697,2,100010,"nan",111.129167,-2.883889
"B","FSR_1140",219.337,-9.942,"06 27 16","-10 10 01",0.008,0.066,14,11.0,76,53,"nan",3,110001,"nan",96.816667,-10.166944
"B","FSR_1141",219.388,12.235,"07 46 40","-00 04 00",0.018,0.164,4,4.0,117,89,"nan",2,100100,"nan",116.666667,-0.066667
"B","FSR_1142",219.41,6.161,"07 25 12","-02 55 02",0.061,0.613,3,3.0,1169,738,"nan",4,110101,"nan",111.3,-2.917222
"B","FSR_1145",219.768,10.864,"07 42 31","-01 02 12",0.019,0.781,3,3.0,176,160,"nan",5,110111,"nan",115.629167,-1.036667
"B","FSR_1147",219.841,15.856,"08 00 18","+01 14 15",0.015,0.775,4,5.0,176,211,"nan",3,100110,"nan",120.075,1.2375
"B","FSR_1149",220.07,-0.112,"07 04 06","-06 24 02",0.01,0.48,10,6.0,164,137,"nan",5,110111,"nan",106.025,-6.400556
"B","FSR_1151",220.352,-7.708,"06 37 13","-10 04 54",0.006,0.024,34,29.0,62,52,0.362,3,110001,"nan",99.304167,-10.081667
"B","FSR_1152",220.439,9.837,"07 40 08","-02 06 03",0.019,0.707,6,7.0,359,359,0.905,1,100000,"nan",115.033333,-2.100833
"B","FSR_1157",221.054,4.56,"07 22 35","-05 06 40",0.01,0.525,11,9.0,201,266,0.745,2,100010,"nan",110.645833,-5.111111
"B","FSR_1158",221.175,1.174,"07 10 45","-06 47 24",0.083,0.166,3,2.0,601,500,"nan",5,111110,"nan",107.6875,-6.79
"B","FSR_1159",221.475,-2.518,"06 58 03","-08 44 58",0.007,0.36,5,3.0,45,54,"nan",5,110111,"nan",104.5125,-8.749444
"B","FSR_1164",221.933,-2.57,"06 58 43","-09 10 50",0.004,0.004,0,"nan",0,0,"nan",5,111011,"nan",104.679167,-9.180556
"B","FSR_1166",222.13,-6.107,"06 46 15","-10 57 02",0.011,0.533,6,4.0,118,82,"nan",4,100111,"nan",101.5625,-10.950556
"B","FSR_1167",222.184,-6.074,"06 46 28","-10 59 02",0.037,0.11,8,5.0,409,283,0.916,2,110,"nan",101.616667,-10.983889
"B","FSR_1169",222.491,-1.699,"07 02 53","-09 16 45",0.006,0.281,8,5.0,42,46,"nan",5,110111,"nan",105.720833,-9.279167
"B","FSR_1172",223.231,-4.078,"06 55 38","-11 01 09",0.02,0.081,11,8.0,236,215,0.729,1,100000,"nan",103.908333,-11.019167
"B","FSR_1176",223.692,9.376,"07 44 36","-05 08 36",0.034,0.138,5,5.0,287,345,"nan",1,100,"nan",116.15,-5.143333
"B","FSR_1179",224.013,-9.664,"06 36 31","-14 11 31",0.01,0.52,5,4.0,88,97,"nan",3,100110,"nan",99.129167,-14.191944
"B","FSR_1185",224.521,-3.657,"06 59 33","-11 58 35",0.012,0.617,9,6.0,222,203,0.722,5,110111,"nan",104.8875,-11.976389
"B","FSR_1187",224.64,-10.265,"06 35 23","-15 00 31",0.023,0.781,4,4.0,345,287,"nan",3,100110,"nan",98.845833,-15.008611
"B","FSR_1191",224.87,-5.763,"06 52 29","-13 14 07",0.018,0.3,7,5.0,248,248,0.836,3,100110,"nan",103.120833,-13.235278
"B","FSR_1195",225.387,-4.2,"06 59 10","-12 59 33",0.022,0.579,3,2.0,213,194,"nan",3,100110,"nan",104.791667,-12.9925
"B","FSR_1197",225.469,-5.515,"06 54 30","-13 39 27",0.013,0.642,6,5.0,181,217,0.721,5,111110,"nan",103.625,-13.6575
"B","FSR_1203",226.145,7.827,"07 43 50","-08 00 54",0.037,0.111,5,4.0,262,315,"nan",2,100100,"nan",115.958333,-8.015
"B","FSR_1205",226.328,-19.126,"06 04 17","-20 08 01",0.02,0.475,3,3.0,157,130,"nan",1,100,"nan",91.070833,-20.133611
"B","FSR_1210",227.17,-10.032,"06 40 44","-17 09 22",0.009,0.475,10,10.0,151,165,0.85,5,111011,"nan",100.183333,-17.156111
"B","FSR_1211",227.268,6.536,"07 41 27","-09 36 55",0.032,0.129,8,5.0,398,331,0.877,1,100000,"nan",115.3625,-9.615278
"B","FSR_1212",227.374,-2.861,"07 07 47","-14 08 56",0.061,0.123,6,4.0,537,537,"nan",5,110111,"nan",106.945833,-14.148889
"B","FSR_1220",228.788,6.323,"07 43 41","-11 02 17",0.018,0.105,8,6.0,165,165,0.835,2,100100,"nan",115.920833,-11.038056
"B","FSR_1221",228.85,10.281,"07 57 47","-09 08 11",0.021,0.064,6,5.0,101,84,"nan",5,110111,"nan",119.445833,-9.136389
"B","FSR_1235",231.352,-15.916,"06 25 03","-23 17 45",0.055,0.109,5,5.0,392,326,"nan",2,110,"nan",96.2625,-23.295833
"B","FSR_1245",232.178,6.19,"07 50 02","-14 01 59",0.009,0.264,12,8.0,146,134,"nan",3,100011,"nan",117.508333,-14.033056
"B","FSR_1249",232.613,5.581,"07 48 45","-14 42 44",0.018,0.128,9,7.0,237,237,0.783,2,100100,"nan",117.1875,-14.712222
"B","FSR_1251",232.911,19.857,"08 39 07","-07 32 04",0.026,0.102,7,8.0,214,148,0.962,1,100000,"nan",129.779167,-7.534444
"B","FSR_1277",237.15,-17.428,"06 28 18","-29 00 19",0.034,0.446,4,6.0,499,455,"nan",1,100000,"nan",97.075,-29.005278
"B","FSR_1279",237.446,-11.21,"06 54 39","-26 47 58",0.008,0.387,3,2.0,30,25,"nan",4,100111,"nan",103.6625,-26.799444
"B","FSR_1280",237.488,19.758,"08 48 23","-11 10 59",0.056,0.113,4,5.0,342,260,"nan",3,100110,"nan",132.095833,-11.183056
"B","FSR_1281",237.825,-6.841,"07 12 53","-25 13 51",0.023,1.01,6,3.0,481,333,"nan",2,100100,"nan",108.220833,-25.230833
"B","FSR_1284",237.938,-5.081,"07 20 01","-24 31 35",0.017,0.287,7,4.0,245,223,0.721,3,10110,"nan",110.004167,-24.526389
"B","FSR_1285",237.961,-14.973,"06 40 02","-28 47 14",0.051,0.103,6,7.0,380,457,"nan",3,100110,"nan",100.008333,-28.787222
"B","FSR_1289",238.228,-8.115,"07 08 37","-26 09 28",0.016,0.099,9,6.0,170,142,0.852,1,100000,"nan",107.154167,-26.157778
"B","FSR_1293",239.093,-4.682,"07 23 56","-25 21 35",0.01,0.235,11,6.0,139,127,0.787,3,100011,"nan",110.983333,-25.359722
"B","FSR_1295",239.385,11.099,"08 22 56","-17 32 00",0.018,0.318,9,8.0,320,320,0.714,1,10,"nan",125.733333,-17.533333
"B","FSR_1297",239.576,-4.919,"07 24 00","-25 53 46",0.036,0.071,8,5.0,268,268,"nan",3,100110,"nan",111.0,-25.896111
"B","FSR_1300",239.99,-4.973,"07 24 39","-26 17 09",0.021,0.064,12,6.0,222,184,0.774,2,100010,"nan",111.1625,-26.285833
"B","FSR_1303",241.329,-15.248,"06 44 43","-31 53 22",0.021,0.227,8,8.0,320,242,0.806,0,0,"nan",101.179167,-31.889444
"B","FSR_1304",241.356,18.694,"08 53 28","-14 46 52",0.013,0.64,4,5.0,112,123,"nan",3,11010,"nan",133.366667,-14.781111
"B","FSR_1306",241.732,-7.56,"07 17 52","-29 00 49",0.022,0.389,8,5.0,424,352,0.638,2,100010,"nan",109.466667,-29.013611
"B","FSR_1307",241.787,7.596,"08 16 00","-21 26 09",0.021,0.149,7,5.0,229,191,"nan",3,110100,"nan",124.0,-21.435833
"B","FSR_1312",242.72,5.54,"08 10 43","-23 19 54",0.011,0.389,8,5.0,156,108,0.92,4,110110,"nan",122.679167,-23.331667
"B","FSR_1317",243.442,-18.408,"06 34 15","-34 56 21",0.022,1.105,5,7.0,421,291,"nan",2,100010,"nan",98.5625,-34.939167
"B","FSR_1326",246.212,-10.57,"07 14 25","-34 18 48",0.021,1.063,5,6.0,412,452,"nan",3,100110,"nan",108.604167,-34.313333
"B","FSR_1327",246.354,-4.746,"07 39 24","-31 45 09",0.024,0.072,11,7.0,260,312,0.784,3,100110,"nan",114.85,-31.7525
"B","FSR_1332",246.764,-10.75,"07 14 46","-34 52 49",0.02,0.385,4,3.0,191,191,"nan",2,100100,"nan",108.691667,-34.880278
"B","FSR_1335",247.636,2.717,"08 12 04","-28 58 51",0.048,0.097,7,4.0,438,364,"nan",5,110111,"nan",123.016667,-28.980833
"B","FSR_1339",247.9,-0.115,"08 01 44","-30 43 45",0.006,0.281,15,7.0,81,67,"nan",5,110111,"nan",120.433333,-30.729167
"B","FSR_1345",248.388,10.029,"08 40 57","-25 24 07",0.03,0.149,5,4.0,250,274,"nan",2,100100,"nan",130.2375,-25.401944
"B","FSR_1346",248.947,14.017,"08 56 19","-23 24 30",0.02,0.142,9,9.0,266,243,0.763,0,0,"nan",134.079167,-23.408333
"B","FSR_1347",248.965,-4.118,"07 48 06","-33 42 21",0.022,0.111,7,4.0,212,233,0.858,2,100100,"nan",117.025,-33.705833
"B","FSR_1350",249.219,-4.339,"07 47 48","-34 02 09",0.006,0.302,13,7.0,80,61,0.612,5,111011,"nan",116.95,-34.035833
"B","FSR_1351",249.289,-4.829,"07 45 55","-34 20 26",0.035,1.763,4,2.0,943,784,"nan",2,110,"nan",116.479167,-34.340556
"B","FSR_1352",249.306,-4.721,"07 46 24","-34 18 05",0.016,0.243,12,7.0,343,412,0.654,0,0,"nan",116.6,-34.301389
"B","FSR_1353",249.391,-5.239,"07 44 25","-34 37 54",0.025,0.54,6,4.0,506,421,0.777,2,110,"nan",116.104167,-34.631667
"B","FSR_1355",249.965,15.222,"09 03 06","-23 25 16",0.008,0.413,7,7.0,79,60,"nan",2,11,"nan",135.775,-23.421111
"B","FSR_1361",251.562,-5.003,"07 50 44","-36 23 19",0.017,0.821,12,7.0,551,662,0.605,2,10010,"nan",117.683333,-36.388611
"B","FSR_1366",252.642,15.086,"09 09 56","-25 29 21",0.009,0.421,6,7.0,83,91,"nan",3,100011,"nan",137.483333,-25.489167
"B","FSR_1367",252.672,13.83,"09 05 46","-26 19 34",0.036,1.044,2,3.0,391,429,"nan",3,100110,"nan",136.441667,-26.326111
"B","FSR_1371",253.815,6.659,"08 43 31","-31 42 57",0.007,0.043,20,14.0,66,66,0.538,3,110001,"nan",130.879167,-31.715833
"B","FSR_1376",256.078,-14.386,"07 17 34","-44 39 17",0.005,0.092,28,30.0,97,127,"nan",3,100101,"nan",109.391667,-44.654722
"B","FSR_1377",256.143,-14.256,"07 18 22","-44 39 32",0.064,0.193,2,2.0,339,447,"nan",3,10110,"nan",109.591667,-44.658889
"B","FSR_1378",256.33,-5.43,"08 01 19","-40 41 01",0.019,0.906,7,5.0,414,599,0.599,2,110,"nan",120.329167,-40.683611
"B","FSR_1379",256.414,-5.672,"08 00 27","-40 52 52",0.006,0.272,11,6.0,68,57,"nan",5,110111,"nan",120.1125,-40.881111
"B","FSR_1381",256.758,13.273,"09 15 45","-29 40 44",0.007,0.32,11,9.0,79,66,"nan",4,110011,"nan",138.9375,-29.678889
"B","FSR_1382",257.0,4.044,"08 42 56","-35 49 26",0.024,0.319,4,2.0,243,222,"nan",2,100100,"nan",130.733333,-35.823889
"B","FSR_1383",257.078,-5.234,"08 04 16","-41 12 52",0.069,0.137,6,4.0,762,762,"nan",3,100110,"nan",121.066667,-41.214444
"B","FSR_1389",258.566,10.625,"09 12 10","-32 46 09",0.025,0.809,6,5.0,598,497,0.933,1,100,"nan",138.041667,-32.769167
"B","FSR_1391",258.802,16.546,"09 32 51","-28 50 53",0.011,0.281,4,4.0,61,56,"nan",3,11100,"nan",143.2125,-28.848056
"B","FSR_1400",259.959,-13.858,"07 29 26","-47 51 16",0.04,1.082,1,1.0,315,218,"nan",5,110111,"nan",112.358333,-47.854444
"B","FSR_1402",261.514,6.239,"09 05 46","-37 52 18",0.042,0.374,2,1.0,340,283,"nan",2,100100,"nan",136.441667,-37.871667
"B","FSR_1405",261.624,15.328,"09 37 54","-31 36 56",0.016,0.827,5,5.0,224,186,"nan",3,10110,"nan",144.475,-31.615556
"B","FSR_1407",261.948,12.547,"09 29 46","-33 49 51",0.029,0.145,7,6.0,355,295,0.862,0,0,"nan",142.441667,-33.830833
"B","FSR_1413",263.219,19.635,"09 56 34","-29 26 43",0.011,0.204,9,14.0,124,136,"nan",1,10000,"nan",149.141667,-29.445278
"B","FSR_1417",263.862,11.374,"09 32 19","-35 58 39",0.033,1.665,2,2.0,319,350,"nan",4,110110,"nan",143.079167,-35.9775
"B","FSR_1419",264.055,-6.607,"08 18 54","-47 47 32",0.005,0.087,7,4.0,24,29,"nan",4,110101,"nan",124.725,-47.792222
"B","FSR_1431",264.705,11.352,"09 35 13","-36 33 48",0.043,0.087,7,6.0,342,285,0.835,2,100010,"nan",143.804167,-36.563333
"B","FSR_1440",265.338,-17.182,"07 23 34","-53 56 29",0.018,0.106,5,5.0,100,110,"nan",1,100000,"nan",110.891667,-53.941389
"B","FSR_1446",266.026,-9.446,"08 10 45","-50 58 19",0.03,1.505,3,3.0,536,489,"nan",5,110111,"nan",122.6875,-50.971944
"B","FSR_1447",266.137,-9.369,"08 11 32","-51 01 27",0.024,0.096,7,5.0,207,143,"nan",4,111100,"nan",122.883333,-51.024167
"B","FSR_1449",266.774,19.087,"10 06 59","-32 00 09",0.018,0.198,5,5.0,145,100,"nan",1,100,"nan",151.745833,-32.0025
"B","FSR_1451",266.949,12.65,"09 47 42","-37 04 22",0.022,0.375,3,3.0,174,145,"nan",2,10100,"nan",146.925,-37.072778
"B","FSR_1459",268.703,16.25,"10 05 32","-35 22 09",0.013,0.632,4,4.0,105,87,"nan",3,111,"nan",151.383333,-35.369167
"B","FSR_1465",269.717,15.056,"10 05 45","-36 54 40",0.005,0.26,8,8.0,37,41,"nan",3,100011,"nan",151.4375,-36.911111
"B","FSR_1467",269.777,15.619,"10 07 41","-36 29 57",0.005,0.26,11,11.0,53,48,0.501,5,111011,"nan",151.920833,-36.499167
"B","FSR_1470",270.435,-19.235,"07 22 49","-59 11 56",0.012,0.594,5,6.0,111,160,"nan",1,10,"nan",110.704167,-59.198889
"B","FSR_1474",271.328,-0.661,"09 14 40","-49 44 51",0.013,0.617,8,4.0,240,219,0.774,5,111110,"nan",138.666667,-49.7475
"B","FSR_1475",271.367,9.555,"09 54 38","-42 13 46",0.016,0.428,9,8.0,309,281,0.729,3,110010,"nan",148.658333,-42.229444
"B","FSR_1478",271.984,-4.338,"09 00 08","-52 42 39",0.02,0.16,12,5.0,384,350,0.719,5,111110,"nan",135.033333,-52.710833
"B","FSR_1479",272.48,-15.223,"07 57 45","-59 19 11",0.034,1.066,5,5.0,793,659,"nan",0,0,"nan",119.4375,-59.319722
"B","FSR_1481",273.117,8.783,"09 59 25","-43 54 29",0.024,0.119,9,8.0,291,319,0.872,1,100000,"nan",149.854167,-43.908056
"B","FSR_1491",275.091,6.385,"09 59 53","-47 00 07",0.018,0.715,9,6.0,496,453,0.713,2,110000,"nan",149.970833,-47.001944
"B","FSR_1501",276.941,4.546,"10 02 00","-49 34 50",0.019,0.268,11,6.0,437,399,0.61,1,100000,"nan",150.5,-49.580556
"B","FSR_1511",278.877,13.519,"10 39 53","-43 07 28",0.013,0.265,5,5.0,110,92,"nan",3,100110,"nan",159.970833,-43.124444
"B","FSR_1513",279.202,-1.582,"09 48 40","-55 47 37",0.018,0.071,7,2.0,112,123,"nan",5,110111,"nan",147.166667,-55.793611
"B","FSR_1514",279.351,-18.489,"07 58 23","-66 39 37",0.024,0.142,8,8.0,295,269,"nan",2,1100,"nan",119.595833,-66.660278
"B","FSR_1517",279.546,-0.071,"09 57 12","-54 49 46",0.009,0.331,14,5.0,177,194,"nan",5,110111,"nan",149.3,-54.829444
"B","FSR_1527",282.138,-1.358,"10 06 32","-57 24 52",0.007,0.323,26,9.0,188,143,0.529,5,111011,"nan",151.633333,-57.414444
"B","FSR_1541",284.731,-8.501,"09 46 52","-64 37 56",0.011,0.418,12,6.0,224,155,0.731,1,100000,"nan",146.716667,-64.632222
"B","FSR_1543",285.279,15.196,"11 14 49","-44 20 20",0.021,0.189,8,8.0,295,295,0.762,2,100100,"nan",168.704167,-44.338889
"B","FSR_1554",287.672,-10.139,"09 58 49","-67 44 21",0.052,0.104,7,4.0,471,358,0.859,3,100110,"nan",149.704167,-67.739167
"B","FSR_1556",287.982,6.39,"11 09 19","-53 29 30",0.017,0.103,17,10.0,347,316,0.477,1,100000,"nan",167.329167,-53.491667
"B","FSR_1560",289.325,8.243,"11 22 01","-52 15 02",0.044,0.133,7,4.0,530,483,"nan",4,101110,"nan",170.504167,-52.250556
"B","FSR_1561",289.369,6.617,"11 18 32","-53 47 25",0.009,0.159,11,6.0,105,126,0.765,2,10001,"nan",169.633333,-53.790278
"B","FSR_1566",290.389,-14.458,"09 50 37","-72 45 42",0.009,0.438,7,6.0,93,93,"nan",4,110011,"nan",147.654167,-72.761667
"B","FSR_1568",290.435,-9.844,"10 24 48","-69 04 40",0.015,0.75,5,3.0,196,179,"nan",3,100110,"nan",156.2,-69.077778
"B","FSR_1572",290.752,-10.532,"10 23 32","-69 49 31",0.019,0.726,6,4.0,345,378,0.786,3,100110,"nan",155.883333,-69.825278
"B","FSR_1573",290.851,15.355,"11 43 58","-45 55 41",0.009,0.427,6,5.0,88,88,"nan",5,110111,"nan",175.991667,-45.928056
"B","FSR_1574",290.913,15.646,"11 44 44","-45 39 48",0.014,0.627,5,6.0,174,191,"nan",2,100010,"nan",176.183333,-45.663333
"B","FSR_1577",291.654,-17.9,"09 28 23","-76 05 49",0.016,0.129,8,8.0,159,210,"nan",1,100,"nan",142.095833,-76.096944
"B","FSR_1579",292.116,-19.42,"09 13 39","-77 26 09",0.006,0.233,8,7.0,41,34,"nan",5,110111,"nan",138.4125,-77.435833
"B","FSR_1584",292.419,-4.281,"11 09 14","-65 02 45",0.011,0.55,19,8.0,400,365,0.434,3,110010,"nan",167.308333,-65.045833
"B","FSR_1593",295.427,-7.102,"11 27 38","-68 44 38",0.023,0.206,10,5.0,465,510,0.691,1,100000,"nan",171.908333,-68.743889
"B","FSR_1594",295.474,-7.044,"11 28 20","-68 42 14",0.055,0.663,2,1.0,666,731,"nan",3,100110,"nan",172.083333,-68.703889
"B","FSR_1597",296.491,-5.049,"11 44 43","-67 04 58",0.024,0.874,4,2.0,379,416,"nan",5,110111,"nan",176.179167,-67.082778
"B","FSR_1598",297.216,-13.084,"11 23 33","-74 58 18",0.034,0.101,4,3.0,195,195,"nan",4,110110,"nan",170.8875,-74.971667
"B","FSR_1602",297.769,5.735,"12 13 50","-56 45 33",0.015,0.775,11,5.0,435,435,0.668,4,110110,"nan",183.458333,-56.759167
"B","FSR_1604",298.261,11.126,"12 21 57","-51 28 41",0.041,0.124,5,4.0,335,335,"nan",5,110111,"nan",185.4875,-51.478056
"B","FSR_1607",298.714,-15.593,"11 32 58","-77 49 02",0.017,0.861,4,4.0,221,202,"nan",3,100110,"nan",173.241667,-77.817222
"B","FSR_1608",298.843,5.436,"12 21 19","-57 11 47",0.019,0.643,6,3.0,302,251,"nan",4,110110,"nan",185.329167,-57.196389
"B","FSR_1609",298.909,14.23,"12 27 53","-48 27 28",0.019,0.95,5,4.0,301,208,0.973,3,100110,"nan",186.970833,-48.457778
"B","FSR_1610",299.131,6.51,"12 24 16","-56 09 40",0.022,1.105,6,3.0,471,471,0.945,3,100110,"nan",186.066667,-56.161111
"B","FSR_1613",299.431,16.272,"12 31 54","-46 28 01",0.02,0.45,3,2.0,130,82,"nan",5,110111,"nan",187.975,-46.466944
"B","FSR_1616",300.476,-0.666,"12 29 26","-63 25 58",0.014,0.69,10,3.0,330,573,0.589,5,110111,"nan",187.358333,-63.432778
"B","FSR_1620",301.054,5.553,"12 37 36","-57 16 06",0.011,0.53,11,6.0,219,219,0.771,4,100111,"nan",189.4,-57.268333
"B","FSR_1621",301.297,5.457,"12 39 21","-57 22 35",0.052,0.104,9,4.0,616,616,"nan",5,110111,"nan",189.8375,-57.376389
"B","FSR_1623",301.432,-4.115,"12 36 08","-66 56 32",0.028,0.113,11,5.0,454,720,0.666,3,100110,"nan",189.033333,-66.942222
"B","FSR_1625",301.513,4.424,"12 40 37","-58 25 04",0.013,0.671,7,3.0,228,228,0.882,4,110110,"nan",190.154167,-58.417778
"B","FSR_1626",301.705,-18.703,"12 19 53","-81 29 58",0.067,0.133,3,3.0,369,337,"nan",3,100110,"nan",184.970833,-81.499444
"B","FSR_1629",302.251,-18.123,"12 34 55","-80 58 22",0.004,0.022,17,17.0,20,24,"nan",3,110001,"nan",188.729167,-80.972778
"B","FSR_1631",302.713,-18.379,"12 45 58","-81 14 54",0.02,1.018,3,3.0,202,221,"nan",3,100110,"nan",191.491667,-81.248333
"B","FSR_1634",303.547,19.195,"12 54 39","-43 40 22",0.041,0.164,4,3.0,320,221,"nan",2,100100,"nan",193.6625,-43.672778
