"ID","Name","OName","Cat","GLON","GLAT","RAJ2000","DEJ2000","Diam","l_Dist","Dist","e_Dist","r_Dist","l_Dnear","Dnear","e_Dnear","l_Dfar","Dfar","e_Dfar","Age","e_Age","r_Age","Mtype","Mflag","l_Sep","Sep","Flg","NameVlsr","Vlsr","r_Vlsr","l_KDist","KDist","e_KDist","l_KDnear","KDnear","e_KDnear","l_KDfar","KDfar","e_KDfar","KDA","r_KDA","SDist","e_SDist","r_SDist","f_SDist","ref2","Dias","Conf","HII","Bub","IRDC","noGL","SubCl","Complex","r_Complex","Comm1","Comm2","RA","DEC"
62,"C1331-622","nan","01",307.859,0.045,"13 34 12.0","-62 25 02",420,"nan",1.09,0.16,"S","nan","nan","nan","nan","nan","nan",63.1,18.9,"46","OC2","exp","nan",1.56,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.09,0.16,46.0,"nan","nan",238.0,"46","nan","nan","nan",0,"nan","nan","nan","nan","nan",203.55,-62.41722
63,"ESO 132-14","nan","01",308.157,0.2,"13 36 30.0","-62 12 49",180,"nan",1.1,0.17,"S","nan","nan","nan","nan","nan","nan",800.0,200.0,"166","OC2","exp","nan",10.7,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.1,0.17,166.0,"nan","nan",166.0,"166","nan","nan","nan",0,"nan","nan","nan","nan","nan",204.125,-62.21361
64,"Pismis 18","nan","01",308.226,0.31,"13 36 55.0","-62 05 36",240,"nan",2.24,0.34,"S","nan","nan","nan","nan","nan","nan",891.0,178.0,"46","OC2","exp","nan",4.74,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",2.24,0.34,46.0,"nan","nan",172.0,"46","nan","nan","nan",0,"nan","nan","nan","nan","nan",204.22917,-62.09333
65,"VDBH 151, BH 151","nan","01,17",308.672,0.597,"13 40 12.0","-61 43 48",76,"nan",6.1,0.93,"KC","nan","nan","nan","nan","nan","nan",2.3,0.8,"138","OC1","exp.bub-cen-trig","nan",3.35,13,"G308.75+0.55",-47.4,253.0,"nan",6.12,0.97,"nan","nan","nan","nan","nan","nan","FT","239*","nan","nan","nan","nan","nan","nan","138","CH87 308.647+0.579","S145","nan",0,"nan","KC-02","nan","distance from Dias catalog not listed because it is also a kinematic distance","nan",205.05,-61.73
66,"VVV CL028","nan","14",308.693,0.59,"13 40 23.0","-61 44 00",24,"nan",6.1,0.93,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC1","exp.bub-cen","nan",13.72,23,"G308.75+0.55",-47.4,253.0,"nan",6.12,0.97,"nan","nan","nan","nan","nan","nan","FT","239*","nan","nan","nan","nan","nan","nan","nan","CH87 308.647+0.579","S145","nan",0,"nan","KC-02","nan","nan","nan",205.09583,-61.73333
67,"SAI 118","nan","(01),13",308.72,-0.875,"13 43 03.8","-63 09 53",480,"nan",1.14,0.37,"S","nan","nan","nan","nan","nan","nan",5623.0,3237.0,"96","OC2","exp","nan",3.38,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.14,0.37,96.0,"nan","nan",96.0,"96","nan","nan","nan",0,"nan","nan","nan","nan","nan",205.76583,-63.16472
68,"Dias 4","nan","01",308.789,-0.734,"13 43 25.0","-63 00 48",384,"nan",2.15,0.32,"S","nan","nan","nan","nan","nan","nan",1260.0,252.0,"230","OC2","exp","nan",1.75,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",2.15,0.32,230.0,"nan","nan",230.0,"230","nan","nan","nan",0,"nan","nan","nan","nan","nan",205.85417,-63.01333
69,"VVV CL029","nan","14",308.793,0.169,"13 41 54.0","-62 07 38",54,"nan",6.1,0.93,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 13384-6152",-50.4,84.0,"nan",5.95,0.79,"nan","nan","nan","nan","nan","nan","FT","C","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-02","nan","nan","nan",205.475,-62.12722
70,"NGC 5269","nan","01",308.955,-0.668,"13 44 44.0","-62 54 54",180,"nan",1.41,0.21,"S","nan","nan","nan","nan","nan","nan",160.0,110.0,"231","OC2","exp","nan",3.14,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.41,0.21,231.0,"nan","nan","nan","231","nan","nan","nan",0,"nan","nan","nan","nan","nan",206.18333,-62.915
71,"MCM 38, MCM2005b 38, FSR2007 1662,SAI 119","FSR2007 1662,SAI 119","09,(11),13,17",309.075,0.172,"13 44 15.9","-62 04 05",100,"nan",6.1,0.93,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC1","exp.bub-cen-trig","nan",3.06,24,"CH87 309.057+0.186",-47.0,51.0,"nan",6.21,1.03,"nan","nan","nan","nan","nan","nan","FT","C","nan","nan","nan","nan","nan","nan","nan","CH87 309.057+0.186","S143","nan",0,"nan","KC-02","nan","nan","nan",206.06625,-62.06806
72,"NGC 5281","nan","01",309.161,-0.714,"13 46 35.0","-62 55 00",420,"nan",1.11,0.17,"S","nan","nan","nan","nan","nan","nan",14.0,4.9,"128","OC2","exp","nan",1.97,1,"G309.1596-00.5936",-48.3,187.0,"nan",5.2,1.94,"nan","nan","nan","nan","nan","nan","T","nan",1.11,0.17,128.0,"nan","nan",128.0,"128","nan","nan","nan",0,"nan","nan","nan","nan","nan",206.64583,-62.91667
73,"VVV CL030","nan","14",309.177,-0.028,"13 45 28.0","-62 14 33",40,"nan",9.32,0.55,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G309.1773-00.0278",-16.4,187.0,"nan",9.32,0.55,"nan","nan","nan","nan","nan","nan","F?","187","nan","nan","nan","nan","nan","nan","nan","RMS G309.1760-00.0277 (UC)","nan","nan",0,"nan","nan","nan","nan","nan",206.36667,-62.2425
74,"Loden 991","nan","01",309.216,0.195,"13 45 24.0","-62 01 00",300,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",1.0,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",206.35,-62.01667
75,"MCM 39, MCM2005b 39","nan","09",309.27,-0.609,"13 47 19.0","-62 47 27",108,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",2.98,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",206.82917,-62.79083
76,"ASCC 75","nan","01",309.332,-0.243,"13 47 10.0","-62 25 12",1224,"nan",3.0,0.45,"S","nan","nan","nan","nan","nan","nan",4.47,2.06,"116","OC0","few*","nan",0.35,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",3.0,0.45,116.0,"nan","nan",116.0,"116","KMO2009 G309.24-0.18","nan","nan",0,"nan","Gum 48d","113","nan","nan",206.79167,-62.42
77,"VVV CL031","nan","14",309.374,-0.142,"13 47 20.0","-62 18 44",90,"nan",3.0,0.45,"C(ID:76)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.15,11,"G309.38-0.13",-49.9,249.0,"nan",4.32,0.9,"nan","nan","nan","nan","nan","nan","NT","C","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","Gum 48d","113","nan","nan",206.83333,-62.31222
116,"G3CC 17","nan","17",314.203,0.213,"14 25 15.4","-60 35 22",86,"nan",5.74,1.3,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb","nan",0.0,13,"G314.22+0.27",-60.3,249.0,"nan",5.74,1.68,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-06","nan","nan","nan",216.31417,-60.58944
78,"G3CC 12","nan","17",309.421,-0.621,"13 48 38.1","-62 46 11",48,"nan",3.0,0.45,"C(ID:76)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G309.42-0.62",-42.0,253.0,"nan",3.49,0.88,"nan","nan","nan","nan","nan","nan","N","187,D","nan","nan","nan","nan","nan","nan","nan","nan","nan","MSXDC G309.42-00.64",0,"nan","Gum 48d","113","nan","nan",207.15875,-62.76972
79,"G3CC 13","nan","17",309.537,-0.742,"13 49 51.6","-62 51 42",38,"nan",3.0,0.45,"C(ID:76)","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.bub-edge","nan",0.0,11,"G309.54-0.74",-52.0,249.0,"nan",4.45,0.79,"nan","nan","nan","nan","nan","nan","NT","C","nan","nan","nan","nan","nan","nan","nan","CH87 309.548-0.737 (bub)","S141","SDC G309.530-0.742",0,"nan","Gum 48d","113","nan","nan",207.465,-62.86167
80,"Platais 12","nan","01",309.608,-1.366,"13 51 44.0","-63 27 12",7200,"nan",0.44,0.07,"S","nan","nan","nan","nan","nan","nan",170.0,78.0,"115","OC2","exp*","nan",0.35,2,"G309.42-0.62",-42.0,253.0,"nan","nan","nan","nan",3.49,0.88,"nan",6.97,0.88,"nan","nan",0.44,0.07,115.0,"nan","nan",115.0,"115","nan","nan","nan",1,"nan","nan","nan","nan","nan",207.93333,-63.45333
81,"FSR2007 1666","nan","11",309.709,0.684,"13 48 35.0","-61 26 00",216,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",9.2,1,"G309.92+0.48",-56.7,249.0,"nan",5.28,0.92,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",207.14583,-61.43333
82,"MCM 40, MCM2005b 40","nan","09",309.89,0.4,"13 50 36.0","-61 40 12",108,"nan",5.28,0.71,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G309.89+0.40",-56.7,253.0,"nan",5.28,0.9,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","CH87 309.905+0.373","nan","nan",0,"nan","KC-03","nan","nan","nan",207.65,-61.67
83,"VVV CL032","nan","14",309.919,0.478,"13 50 41.0","-61 35 13",108,"nan",5.28,0.71,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G309.92+0.48",-56.7,249.0,"nan",5.28,0.92,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","2","WBH98 13471-6120 (UC)","nan","nan",0,"nan","KC-03","nan","nan","nan",207.67083,-61.58694
84,"G3CC 14","nan","17",309.968,0.302,"13 51 25.6","-61 44 51",40,"nan",5.28,0.71,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb","nan",0.0,11,"G309.97+0.30",-59.0,253.0,"nan",5.29,0.5,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","SDC G309.975+0.301",0,"nan","KC-03","nan","nan","nan",207.85667,-61.7475
85,"G3CC 15","nan","17",309.996,0.507,"13 51 15.8","-61 32 30",88,"nan",3.15,0.73,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,13,"G309.98+0.55",-40.3,253.0,"nan",3.15,0.73,"nan","nan","nan","nan","nan","nan","N","D","nan","nan","nan","nan","nan","nan","nan","nan","nan","MSXDC G309.97+00.52",0,"nan","nan","nan","nan","nan",207.81583,-61.54167
86,"NGC 5316","nan","01",310.229,0.115,"13 53 57.0","-61 52 06",840,"nan",1.05,0.23,"S","nan","nan","nan","nan","nan","nan",166.0,33.0,"165","OC2","exp","nan",1.67,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",1.05,0.23,165.0,"nan","nan",128.0,"165","nan","nan","nan",0,"nan","nan","nan","nan","nan",208.4875,-61.86833
87,"FSR2007 1668","nan","11",310.401,0.379,"13 54 49.0","-61 34 12",101,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",4.79,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",208.70417,-61.57
88,"FSR2007 1669","nan","11",310.537,0.145,"13 56 25.0","-61 45 50",86,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",15.28,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",209.10417,-61.76389
89,"Loden 1101","nan","01",310.748,0.07,"13 58 18.0","-61 47 00",600,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","few","nan",0.7,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","wrong coordinates? SIMBAD places it at the same position of SAI 120","nan",209.575,-61.78333
90,"SAI 120","nan","13",310.823,0.168,"13 58 42.0","-61 40 08",120,"nan",2.55,0.38,"S","nan","nan","nan","nan","nan","nan",562.0,129.0,"96","OC2","exp","nan",9.83,1,"G310.88+0.00",-57.0,249.0,"nan",5.39,1.23,"nan","nan","nan","nan","nan","nan","T","nan",2.55,0.38,96.0,"nan","nan","nan","96","nan","nan","nan",0,"nan","nan","nan","nan","nan",209.675,-61.66889
91,"Lynga 1","nan","01",310.849,-0.337,"14 00 02.0","-62 09 00",180,"nan",1.9,0.28,"S","nan","nan","nan","nan","nan","nan",113.0,23.0,"241","OC2","exp","nan",2.14,1,"G310.90-0.38",28.9,253.0,"nan",13.49,0.68,"nan","nan","nan","nan","nan","nan","F","O",1.9,0.28,241.0,"nan","nan",241.0,"241","nan","nan","nan",0,"nan","nan","nan","nan","nan",210.00833,-62.15
92,"MCM 41, MCM2005b 41","nan","09",310.989,0.436,"13 59 28.0","-61 22 00",36,"nan",5.4,2.35,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC1","exp.bub-cen","nan",4.54,11,"RCW 82 ring",-48.0,182.0,"nan",5.4,2.35,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","CH87 310.994+0.389","S137","nan",0,"nan","nan","nan","shifted center?","nan",209.86667,-61.36667
93,"MCM 42, MCM2005b 42","nan","09",311.189,0.641,"14 00 37.0","-61 06 59",168,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",3.29,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",210.15417,-61.11639
94,"MCM 43, MCM2005b 43","nan","09",311.205,0.771,"14 00 28.0","-60 59 15",108,"nan",5.42,1.33,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","few","nan",0.83,24,"CH87 311.197+0.752",-57.0,51.0,"nan",5.42,1.33,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","CH87 311.197+0.752","S136","nan",0,"nan","nan","nan","larger cluster? (covering H II Region area)","nan",210.11667,-60.9875
95,"VVV CL033","nan","14",311.476,0.401,"14 03 27.0","-61 16 13",54,"nan",5.45,1.18,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr.bub-cen","nan",1.18,21,"G311.49+0.40",-58.0,253.0,"nan",5.45,1.26,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","CH87 311.489+0.368","S135","nan",0,"nan","KC-04","nan","nan","nan",210.8625,-61.27028
96,"MCM 44, MCM2005b 44","nan","09",311.483,0.36,"14 03 36.0","-61 18 29",96,"nan",5.45,1.18,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"IRAS 14000-6104",-58.9,84.0,"nan",5.45,1.08,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","CH87 311.489+0.368","S134","nan",0,"nan","KC-04","nan","nan","nan",210.9,-61.30806
97,"MCM 45, MCM2005b 45","nan","09",311.488,-0.456,"14 05 34.0","-62 05 24",96,"nan",3.91,0.99,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC0","surr","nan",1.08,24,"CH87 311.497-0.483",-47.0,51.0,"nan",3.91,0.99,"nan","nan","nan","nan","nan","nan","N","187,D","nan","nan","nan","nan","nan","nan","nan","CH87 311.497-0.483","nan","nan",0,"nan","nan","nan","nan","nan",211.39167,-62.09
98,"VVV CL034","nan","14",311.538,0.319,"14 04 08.0","-61 19 55",68,"nan",7.11,0.95,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,13,"G311.56+0.33",-49.1,253.0,"nan",6.64,1.18,"nan","nan","nan","nan","nan","nan","FT","187*","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","KC-05","nan","nan","nan",211.03333,-61.33194
99,"VVV CL035","nan","14",311.758,0.087,"14 06 27.0","-61 29 35",56,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",211.6125,-61.49306
100,"MCM 46, MCM2005b 46","nan","09",311.901,0.085,"14 07 36.0","-61 27 12",108,"nan",7.11,0.95,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G311.90+0.08",-50.2,253.0,"nan",6.65,1.16,"nan","nan","nan","nan","nan","nan","FT","51","nan","nan","nan","nan","nan","nan","nan","CH87 311.894+0.100","nan","nan",0,"nan","KC-05","nan","nan","nan",211.9,-61.45333
101,"MCM 47, MCM2005b 47","nan","09",311.935,0.205,"14 07 35.0","-61 19 42",108,"nan",7.11,0.95,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.pah","nan",0.0,11,"G311.93+0.21",-48.4,253.0,"nan",6.91,1.08,"nan","nan","nan","nan","nan","nan","F","51","nan","nan","nan","nan","nan","nan","nan","CH87 311.922+0.229","nan","nan",0,"nan","KC-05","nan","nan","nan",211.89583,-61.32833
102,"MCM 48, MCM2005b 48","nan","09",311.979,0.224,"14 07 53.0","-61 17 51",36,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",4.26,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","associated with G311.93+0.21?",211.97083,-61.2975
103,"ASCC 77","nan","01",312.001,-0.864,"14 10 48.0","-62 19 48",2304,"nan",2.2,0.33,"S","nan","nan","nan","nan","nan","nan",9.77,4.5,"116","OC0","few*","nan",0.25,1,"G311.98-0.95",-41.0,253.0,"nan",3.04,0.65,"nan","nan","nan","nan","nan","nan","N","187",2.2,0.33,116.0,"nan","nan",116.0,"116","nan","nan","nan",0,"nan","nan","nan","nan","nan",212.7,-62.33
104,"VVV CL037","nan","14",312.086,0.071,"14 09 07.0","-61 24 43",86,"nan",7.11,0.95,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.0,11,"G312.09+0.08",-42.7,253.0,"nan",7.83,0.68,"nan","nan","nan","nan","nan","nan","F","C","nan","nan","nan","nan","nan","nan","nan","nan","Bub(ID:104)","nan",0,"nan","KC-05","nan","nan","nan",212.27917,-61.41194
105,"DBSB 135, DBS2003 135","nan","05",312.108,0.31,"14 08 42.0","-61 10 38",46,"nan",7.11,0.95,"KC","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G312.11+0.31",-47.1,249.0,"nan",7.27,0.88,"nan","nan","nan","nan","nan","nan","F","C,(75)","nan","nan","nan","nan","nan","nan","nan","CH87 312.112+0.314","nan","nan",0,"nan","KC-05","nan","nan","nan",212.175,-61.17722
106,"VVV CL036","nan","14,17",312.122,0.213,"14 09 03.0","-61 16 00",81,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",3.66,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",212.2625,-61.26667
107,"VVV CL038","nan","14",312.383,-0.414,"14 12 44.0","-61 47 06",40,"nan",9.4,0.52,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"IRAS 14090-6132",-25.0,43.0,"nan",9.4,0.52,"nan","nan","nan","nan","nan","nan","F","187","nan","nan","nan","nan","nan","nan","nan","RMS G312.3834-00.4154 (UC)","nan","nan",0,"nan","nan","nan","nan","nan",213.18333,-61.785
108,"VVV CL039","nan","14",312.726,-0.434,"14 15 32.0","-61 41 47",120,"nan",2.0,0.7,"S","nan","nan","nan","nan","nan","nan",75.0,40.0,"41","OC2","exp","nan",8.73,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",2.0,0.7,41.0,"nan","nan","nan","41","nan","nan","nan",0,"nan","nan","nan","nan","nan",213.88333,-61.69639
109,"MCM 49, MCM2005b 49","nan","09",312.975,-0.434,"14 17 31.0","-61 36 57",24,"nan","nan","nan","K","nan",3.61,0.78,"nan",7.61,0.78,"nan","nan","nan","OC2","exp.bub-cen","nan",69.93,4,"CH87 312.953-0.449",-47.0,51.0,"nan","nan","nan","nan",3.61,0.78,"nan",7.61,0.78,"nan","nan","nan","nan","nan","nan","nan","nan","nan","CH87 312.953-0.449","S123","nan",0,"nan","nan","nan","nan","nan",214.37917,-61.61583
110,"Loden 1256","nan","01",313.112,-0.288,"14 18 12.0","-61 26 00",600,"nan",1.4,0.21,"S","nan","nan","nan","nan","nan","nan",257.0,118.0,"115","OC1","exp","nan",1.74,1,"IRAS 14159-6111",-26.9,43.0,"nan",1.82,0.52,"nan","nan","nan","nan","nan","nan","N","92",1.4,0.21,115.0,"nan","nan",115.0,"115","nan","nan","nan",0,"nan","nan","nan","nan","nan",214.55,-61.43333
111,"MCM 50, MCM2005b 50, DBSB 88, DBS2003 88","DBSB 88, DBS2003 88","09,05",313.28,-0.335,"14 19 39.5","-61 25 19",84,"nan",1.82,0.52,"K","nan","nan","nan","nan","nan","nan",1.2,0.5,"219","EC2","p-emb.bub-cen","nan",0.42,11,"IRAS 14159-6111",-26.9,43.0,"nan",1.82,0.52,"nan","nan","nan","nan","nan","nan","N","92","nan","nan","nan","nan","nan","nan","219","TUW2004 SFO 74","Bub(ID:111)","nan",0,"nan","nan","nan","matched with DBSB 88, DBS2003 88, after using corrected position by Ref:219","nan",214.91458,-61.42194
112,"VVV CL014","nan","14",313.525,0.542,"14 19 09.0","-60 30 46",60,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","OC2","exp","nan",25.93,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0,"nan","nan","nan","nan","nan",214.7875,-60.51278
113,"G3CC 16","nan","17",313.762,-0.86,"14 24 58.6","-61 44 56",80,"nan",3.95,0.88,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC1","emb.pah","nan",0.0,11,"G313.77-0.86",-50.5,249.0,"nan",3.95,0.88,"nan","nan","nan","nan","nan","nan","N","75,D","nan","nan","nan","nan","nan","nan","nan","nan","nan","SDC G313.774-0.863",0,"nan","nan","nan","nan","nan",216.24417,-61.74889
114,"MCM 51, MCM2005b 51","nan","09",313.787,0.709,"14 20 42.0","-60 16 04",72,"nan",5.7,2.36,"K","nan","nan","nan","nan","nan","nan","nan","nan","nan","EC2","p-emb.bub-cen","nan",0.3,14,"MCG2002 G313.8+0.7",-53.4,146.0,"nan",5.7,2.36,"nan","nan","nan","nan","nan","nan","T","nan","nan","nan","nan","nan","nan","nan","nan","MCG2002 G313.8+0.7","S121","nan",0,"nan","nan","nan","nan","nan",215.175,-60.26778
115,"Lynga 2","nan","01",313.865,-0.452,"14 24 35.0","-61 19 50",780,"nan",0.9,0.14,"S","nan","nan","nan","nan","nan","nan",90.0,27.0,"18","OC2","exp","nan",0.98,0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",0.9,0.14,18.0,"nan","nan",18.0,"18","nan","nan","nan",0,"nan","nan","nan","nan","nan",216.14583,-61.33056
