ID,ra,ra_sigma,dec,dec_sigma,plx,pmra,pmra_sigma,pmdec,pmdec_sigma,l,l_sigma,b,b_sigma,Nmem,n17,class,Age,Age_sigma,[Fe/H],[Fe/H]_sigma,M,M_sigma,Av,Av_sigma
CKCWDM_498,101.9179,0.0011,-21.6639,0.0061,0.173,-0.2472,0.0389,2.0612,0.2468,232.0213,0.0069,-10.4818,0.0003,26,25,1,8.9223,0.0268,-0.60274,0.33245,13.80838,0.05071,0.60692,0.00988
CKCWDM_543,109.135,0.0027,-33.2117,0.0062,0.1027,-0.6824,0.1081,2.2265,0.1465,245.4008,0.0082,-9.6928,0.0001,29,28,1,8.9401,0.0187,0.29095,0.18183,14.93921,0.05134,0.43076,0.01018
CKCWDM_585,114.9947,0.003,-43.1981,0.0011,0.1017,-1.1281,0.0398,2.597,0.1324,256.5487,0.0019,-10.1219,0.0008,20,20,1,8.9365,0.0179,-0.8605,0.49715,14.96414,0.05214,1.58809,0.01014
CKCWDM_587,116.167,0.0023,-43.9876,0.0028,0.0726,-1.3235,0.1181,2.9087,0.1315,257.6624,0.0036,-9.7466,0.0005,20,20,1,8.9242,0.0352,-0.84,0.49022,15.69301,0.05048,0.94652,0.01003
CKCWDM_696,104.5519,0.0033,-23.6223,0.0113,0.0554,-0.3832,0.0743,1.7336,0.1486,234.8755,0.0142,-9.1276,0.0002,25,23,1,8.8741,0.0165,-0.81995,0.49844,16.28064,0.04948,0.50647,0.00996
CKCWDM_752,103.8884,0.0022,-21.4629,0.0112,0.0583,-0.3431,0.1052,1.6231,0.138,232.6372,0.0132,-8.7412,0.0003,20,19,1,8.762,0.027,0.31216,0.19051,16.17188,0.04906,0.92514,0.01
CKCWDM_868,106.7802,0.0017,-27.7115,0.0076,0.167,-0.9396,0.1116,2.2218,0.1344,239.4892,0.0089,-9.1006,0.0002,24,24,1,8.9183,0.0303,-0.57123,0.34496,13.88436,0.0506,0.51513,0.01041
CKCWDM_948,110.2021,0.0019,-32.5581,0.0018,0.0889,-0.8006,0.1051,1.9949,0.15,245.2129,0.0028,-8.5993,0.0005,35,33,1,8.9035,0.0247,-0.58576,0.34401,15.25497,0.04987,0.42522,0.00988
CKCWDM_974,109.7526,0.0032,-31.4076,0.0054,0.1104,-0.7133,0.108,2.1424,0.1299,244.0006,0.0074,-8.4218,0.0004,25,24,1,8.8944,0.0269,0.32904,0.18017,14.7834,0.04923,0.51094,0.00973
CKCWDM_992,108.1864,0.0018,-30.4833,0.0065,0.1017,-0.5059,0.1075,2.0349,0.175,242.5581,0.0079,-9.2133,0.0001,22,22,1,8.9268,0.0176,-0.88039,0.47922,14.96428,0.05123,0.37945,0.01014
CKCWDM_1327,105.4742,0.0023,-22.1704,0.008,0.0751,-0.4548,0.1142,1.5086,0.149,233.9319,0.0101,-7.7281,0.0001,20,17,1,8.9152,0.0213,-0.88517,0.48752,15.6209,0.05149,0.79142,0.00977
CKCWDM_1428,108.539,0.0038,-28.2073,0.0082,0.0804,-0.4926,0.0755,1.6324,0.1243,240.6339,0.0112,-7.927,0.0002,31,30,1,8.903,0.0249,-0.10171,0.06117,15.47176,0.04858,0.68098,0.00992
CKCWDM_1489,108.9718,0.0015,-27.7484,0.0008,0.0452,-0.7918,0.0998,1.7274,0.1667,240.3937,0.0016,-7.3792,0.0004,23,23,1,8.8797,0.0198,0.30167,0.17057,16.72036,0.05258,0.73629,0.00997
CKCWDM_1534,108.6104,0.0025,-26.0338,0.0043,0.0758,-0.6804,0.0285,1.9271,0.1037,238.7054,0.006,-6.8921,0.0004,20,19,1,8.9178,0.0339,-0.84357,0.48886,15.59937,0.0493,1.24438,0.00986
CKCWDM_1543,109.1879,0.0032,-29.4897,0.0078,0.092,-0.6868,0.0585,2.1511,0.132,242.0487,0.0103,-7.9944,0.0002,34,34,1,8.9081,0.0369,-0.57328,0.33502,15.17611,0.05104,0.61311,0.00981
CKCWDM_1649,110.1434,0.0015,-30.2054,0.0049,0.117,-0.8424,0.0945,1.9266,0.2209,243.0712,0.0059,-7.5787,0.0002,30,29,1,8.9253,0.0191,-0.8694,0.48027,14.65748,0.05033,0.64505,0.00981
CKCWDM_1654,111.8042,0.0012,-32.0049,0.0048,0.1483,-0.9454,0.1703,2.7369,0.1545,245.3413,0.0053,-7.1417,0.0004,37,36,1,8.9271,0.0192,-0.876,0.47802,14.14061,0.0497,0.83441,0.00976
CKCWDM_1684,109.9234,0.0003,-29.3704,0.0028,0.0809,-0.7987,0.146,2.0575,0.2161,242.2336,0.0028,-7.369,0.0003,26,26,1,8.9187,0.0316,-0.58121,0.33169,15.4566,0.05125,0.67471,0.01004
CKCWDM_1687,110.4688,0.002,-29.7849,0.0024,0.0821,-0.681,0.0574,1.7551,0.0901,242.8236,0.0035,-7.1361,0.0005,26,25,1,8.9033,0.0239,-0.57899,0.33423,15.42859,0.05141,0.68622,0.01006
CKCWDM_1699,111.1118,0.001,-31.6393,0.0052,0.0638,-0.8461,0.0644,1.7457,0.1061,244.7407,0.0057,-7.495,0.0003,24,24,1,8.9384,0.019,0.31479,0.18764,15.97515,0.05163,0.63235,0.01025
CKCWDM_1758,111.8823,0.0022,-34.1815,0.0053,0.1335,-1.1068,0.0896,2.6981,0.1526,247.3195,0.0061,-8.0892,0.0008,42,42,1,8.9242,0.0265,-0.84956,0.47377,14.37039,0.04994,0.82841,0.01006
CKCWDM_1837,112.3045,0.0037,-34.6241,0.0053,0.0466,-0.9834,0.0471,2.0721,0.0842,247.8784,0.0077,-7.9844,0.0003,22,20,1,8.9245,0.0177,-0.57814,0.34075,16.65676,0.05031,0.90351,0.00996
CKCWDM_2575,110.5485,0.0006,-28.6708,0.0018,0.114,-0.8088,0.0384,2.0281,0.2052,241.8589,0.0019,-6.5628,0.0004,22,22,1,8.9216,0.0347,-0.54677,0.33271,14.71208,0.04943,0.81298,0.00979
CKCWDM_2721,111.7225,0.001,-29.1572,0.0026,0.0697,-0.7096,0.0844,1.794,0.0608,242.7718,0.0026,-5.878,0.0008,34,34,1,8.8974,0.0169,-0.09928,0.06188,15.78394,0.05016,1.0081,0.0103
CKCWDM_2739,110.9903,0.0025,-29.5619,0.0039,0.0733,-0.795,0.0635,1.6516,0.1047,242.834,0.0056,-6.6312,0.0002,31,31,1,8.8921,0.0242,0.30975,0.18101,15.67224,0.05121,0.80651,0.00992
CKCWDM_2773,110.9432,0.0021,-29.3958,0.0035,0.1092,-0.8222,0.0634,1.9239,0.1629,242.6667,0.0048,-6.5908,0.0003,29,27,1,8.9225,0.0182,-0.85576,0.46768,14.80834,0.05245,0.81084,0.00994
CKCWDM_2822,112.4515,0.001,-30.9814,0.0049,0.046,-0.9017,0.0943,1.7535,0.0568,244.6895,0.0053,-6.1758,0.0004,25,23,1,8.9223,0.0256,-0.84669,0.48839,16.68512,0.05118,0.79437,0.00997
CKCWDM_2850,112.3483,0.0008,-30.4673,0.0037,0.0789,-0.9302,0.0511,1.9402,0.0627,244.1912,0.004,-6.0125,0.0004,23,23,1,8.8962,0.0384,0.11677,0.07407,15.51255,0.04996,0.83868,0.00976
CKCWDM_2856,112.7721,0.0028,-30.3899,0.0033,0.1857,-0.9052,0.2567,2.2348,0.1725,244.2958,0.005,-5.6538,0.0005,31,31,1,8.9191,0.023,-0.57057,0.34444,13.65528,0.05125,0.97914,0.01036
CKCWDM_3087,120.6345,0.0012,-43.153,0.0035,0.0954,-1.9376,0.1894,3.3228,0.1067,258.5663,0.0039,-6.5264,0.0003,21,21,1,8.9279,0.0339,-0.58179,0.33402,15.0999,0.05028,1.22848,0.00978
CKCWDM_3150,123.4719,0.0027,-45.1001,0.0038,0.108,-1.8522,0.105,2.9276,0.2411,261.3159,0.0048,-5.8447,0.0004,28,26,1,8.9255,0.0189,-0.59731,0.3378,14.83201,0.05014,2.45248,0.0099
CKCWDM_3218,128.3212,0.0008,-49.3556,0.0015,0.0956,-2.3179,0.1283,3.4557,0.3434,266.7132,0.0016,-5.553,0.0002,23,22,1,8.9199,0.0217,-0.41707,0.23967,15.09782,0.05063,2.77716,0.01014
CKCWDM_3270,135.776,0.008,-55.4992,0.0025,0.0561,-2.7085,0.1871,2.9905,0.3079,274.3789,0.0051,-5.8455,0.0001,25,24,1,8.9169,0.0262,0.19548,0.11576,16.2522,0.05059,0.93176,0.00955
CKCWDM_3603,108.5027,0.0034,-22.829,0.0095,0.0379,-0.6658,0.0513,1.4234,0.1138,235.7887,0.0124,-5.5235,0.0001,21,19,1,8.8949,0.0257,0.28825,0.15538,17.10765,0.05052,1.48153,0.01009
CKCWDM_3610,106.7917,0.0025,-18.4366,0.0087,0.1113,-0.3039,0.0874,1.4776,0.22,231.1294,0.0109,-4.9513,0.0001,21,21,1,8.9217,0.0296,-0.84813,0.49424,14.76439,0.05299,1.20578,0.01009
CKCWDM_3743,113.4014,0.0011,-30.1255,0.0037,0.0887,-0.9801,0.116,1.8931,0.0807,244.3219,0.0045,-5.0498,0.0001,28,28,1,8.917,0.0385,0.07201,0.04243,15.25863,0.04972,1.01743,0.01008
CKCWDM_3926,127.553,0.0014,-47.628,0.0014,0.0911,-2.1289,0.0503,2.8767,0.1096,265.0086,0.002,-4.9507,0.0001,22,21,1,8.9109,0.0241,0.11965,0.0719,15.20223,0.05026,1.87611,0.01009
CKCWDM_3941,133.2586,0.0014,-53.31,0.0026,0.07,-2.7698,0.1716,3.1807,0.1837,271.7496,0.0027,-5.5414,0.0003,26,26,1,8.908,0.0312,-0.57958,0.34019,15.77365,0.05013,1.61957,0.01027
CKCWDM_3952,136.4857,0.0073,-54.7741,0.0034,0.1111,-3.001,0.2093,3.411,0.2567,274.1051,0.0057,-5.0607,0.0002,48,47,1,8.9276,0.0237,-0.87027,0.49339,14.76789,0.05031,1.40334,0.01048
CKCWDM_4230,115.4093,0.0036,-31.3385,0.007,0.129,-1.1425,0.1149,2.1405,0.239,246.2252,0.0092,-4.1279,0.0005,44,42,1,8.9127,0.0241,-0.58102,0.33616,14.44306,0.05044,1.70825,0.00967
CKCWDM_4482,138.6716,0.0062,-55.6344,0.0036,0.0891,-2.7671,0.0836,3.1357,0.1287,275.5889,0.0055,-4.7289,0.0001,22,21,1,8.8957,0.0158,0.26549,0.15167,15.24622,0.05076,1.50354,0.01011
CKCWDM_4497,137.4101,0.0022,-55.1344,0.0011,0.0464,-2.8361,0.1088,2.9382,0.3923,274.7312,0.0018,-4.9102,0,21,20,1,8.9343,0.0275,0.11853,0.06862,16.66576,0.05056,1.34106,0.00982
CKCWDM_4502,137.005,0.0028,-54.0684,0.0011,0.0509,-2.6125,0.0667,2.8784,0.1127,273.7836,0.002,-4.363,0.0001,20,20,1,8.9074,0.0275,-0.57277,0.33541,16.46464,0.0505,1.67417,0.00984
CKCWDM_4691,109.5591,0.0036,-21.3023,0.007,0.043,-0.6523,0.0612,1.4501,0.136,234.8804,0.01,-3.9519,0.0003,22,22,1,8.893,0.0157,0.01989,0.01205,16.83517,0.05001,1.77653,0.01
CKCWDM_4928,139.3925,0.0033,-54.507,0.0015,0.101,-3.3457,0.2379,3.1033,0.1209,275.0617,0.0026,-3.6496,0.0001,30,29,1,8.922,0.0235,-0.56834,0.34163,14.97636,0.05189,1.94147,0.00977
CKCWDM_4931,140.0176,0.0022,-54.498,0.0011,0.0716,-3.6598,0.2435,3.4214,0.0826,275.31,0.0018,-3.3843,0.0001,28,27,1,8.9141,0.0261,-0.5881,0.3399,15.72561,0.05043,2.12442,0.00992
CKCWDM_4947,139.6945,0.0091,-54.9961,0.003,0.0734,-2.9631,0.0605,3.2501,0.0684,275.5343,0.0059,-3.8668,0.0001,22,22,1,8.9253,0.0223,-0.89526,0.49233,15.67065,0.05125,2.15396,0.00981
CKCWDM_4987,160.2788,0.0033,-62.8375,0.0004,0.0688,-5.1142,0.2393,2.3792,0.0614,288.6719,0.001,-3.6315,0.0001,23,23,1,8.8932,0.0213,0.3224,0.19326,15.8125,0.04965,2.05963,0.01035
CKCWDM_5247,115.6512,0.0014,-29.4324,0.0032,0.1098,-1.1922,0.1451,2.4287,0.0872,244.6667,0.0042,-3.0066,0.0001,25,25,1,8.9194,0.0193,-0.84862,0.49911,14.79629,0.05209,1.65456,0.00985
CKCWDM_5467,196.3377,0.0033,-65.7916,0.0001,0.071,-6.53,0.1006,-1.0089,0.0573,304.3594,0.0006,-2.9584,0.0001,21,19,1,8.9097,0.0399,-0.0404,0.02428,15.74153,0.05066,2.66447,0.00988
CKCWDM_6040,106.5,0.0043,-12.2356,0.0115,0.0905,-0.6044,0.0478,0.88,0.0927,225.4706,0.0154,-2.3733,0.0002,22,22,1,8.8954,0.0187,0.30098,0.17502,15.21598,0.04997,2.26899,0.01015
CKCWDM_6323,120.9219,0.0006,-34.2826,0.0013,0.101,-1.6039,0.1869,2.8179,0.3522,251.1301,0.0016,-1.6527,0.0001,20,20,1,8.9273,0.0339,-0.86877,0.48501,14.97904,0.0501,2.82687,0.01009
CKCWDM_6393,123.1243,0.0008,-37.1532,0.0012,0.1909,-2.3106,0.1332,3.2892,0.4282,254.5129,0.0016,-1.7022,0.0001,21,20,1,8.8956,0.0263,0.32736,0.18444,13.59687,0.05153,3.34326,0.01001
CKCWDM_6531,132.1699,0.0053,-46.5759,0.003,0.0768,-2.6172,0.104,3.1071,0.1878,266.0839,0.0054,-1.8159,0.0001,33,31,1,8.895,0.0391,0.30853,0.16499,15.57159,0.05037,3.06765,0.00991
CKCWDM_6578,133.353,0.0045,-47.4321,0.0028,0.0904,-3.4575,0.1279,3.4815,0.0619,267.2583,0.0048,-1.7375,0.0001,22,22,1,8.8879,0.0181,0.3263,0.18769,15.21769,0.0523,2.39531,0.01024
CKCWDM_6594,132.0298,0.0039,-47.4748,0.0019,0.085,-2.898,0.1389,3.2554,0.2598,266.7228,0.0035,-2.4558,0.0001,20,18,1,8.9064,0.0172,-0.8673,0.49276,15.35188,0.0523,2.90076,0.00995
CKCWDM_6650,139.4381,0.004,-53.4588,0.001,0.0278,-3.4172,0.1821,3.1784,0.183,274.3286,0.0021,-2.8987,0.0003,36,33,1,8.8936,0.0323,0.32652,0.17591,17.78005,0.05029,2.67227,0.00944
CKCWDM_7128,165.8313,0.0025,-62.2824,0.0004,0.1595,-5.3909,0.1504,1.673,0.2281,290.7222,0.0005,-2.0014,0.0004,35,35,1,8.8898,0.0331,-0.847,0.49164,13.98362,0.05256,2.7868,0.01003
CKCWDM_7296,188.4491,0.0011,-64.5949,0.0003,0.1156,-5.8801,0.0725,0.1723,0.1068,301.0404,0.0002,-1.788,0.0003,23,23,1,8.9242,0.0342,-0.58417,0.33873,14.68554,0.05086,5.01985,0.01016
CKCWDM_7488,300.8147,0.0008,26.8775,0.0014,0.1562,-3.0414,0.4063,-5.3554,0.193,64.8108,0.0019,-2.2109,0.0001,23,20,1,8.9224,0.0327,-0.83805,0.48364,14.02925,0.04931,4.6704,0.01007
CKCWDM_7581,303.6651,0.0011,30.0028,0.0016,0.1848,-3.6688,0.0529,-6.1928,0.2677,68.799,0.0023,-2.6223,0.0002,21,20,1,8.9247,0.0345,-0.58815,0.32656,13.66604,0.0508,4.50871,0.01009
CKCWDM_7850,15,0.0022,60.3643,0.0007,0.0908,-1.258,0.0743,-0.1212,0.0836,123.9912,0.0005,-2.4898,0.0007,20,20,1,8.9206,0.0361,-0.56154,0.3422,15.20815,0.05102,1.49794,0.01009
CKCWDM_8188,114.5068,0.0014,-23.1298,0.0026,0.156,-1.3255,0.1115,1.9668,0.1616,238.6727,0.0032,-0.7955,0.0005,63,57,1,8.9082,0.0169,-0.39895,0.23998,14.03184,0.05082,1.98714,0.0098
CKCWDM_9474,189.021,0.0013,-64.2249,0.0002,0.0915,-6.1779,0.1424,0.2506,0.0589,301.2633,0.0002,-1.4029,0.0002,24,22,1,8.92,0.0382,0.3207,0.18514,15.19031,0.05089,6.06294,0.01012
CKCWDM_10746,330.545,0.0043,54.5931,0.0011,0.177,-2.6913,0.1183,-2.6345,0.2236,99.974,0.0009,-0.5525,0.0017,51,48,1,8.914,0.0228,-0.86747,0.47872,13.76066,0.0494,3.50173,0.01047
CKCWDM_10750,330.6757,0.0028,54.7201,0.0005,0.1732,-2.5382,0.1688,-2.3959,0.0818,100.1105,0.0014,-0.496,0.0001,20,20,1,8.8928,0.0261,0.33308,0.18731,13.80651,0.04932,3.51459,0.01008
CKCWDM_10781,334.0908,0.0026,55.1805,0.0004,0.1754,-2.6409,0.1503,-2.3179,0.0974,101.9773,0.0012,-1.2534,0.0001,21,21,1,8.9027,0.019,0.06742,0.04445,13.77994,0.05193,2.85698,0.01012
CKCWDM_10782,333.3074,0.0011,55.2002,0.0007,0.1224,-2.2754,0.1658,-1.9562,0.1259,101.6185,0.0007,-0.9856,0.0004,21,20,1,8.9308,0.0154,-0.85652,0.47889,14.5596,0.05059,2.13339,0.0098
CKCWDM_11106,111.9083,0.0008,-14.7803,0.0072,0.1783,-0.7645,0.1726,1.2041,0.1729,230.176,0.0074,1.0895,0.0006,36,36,1,8.8977,0.0335,-0.10005,0.05846,13.74374,0.05004,1.79697,0.01003
CKCWDM_11151,118.492,0.0002,-26.1566,0.0014,0.1897,-2.0632,0.0882,3.1895,0.2466,243.1088,0.0008,0.8167,0.0007,23,20,1,8.9129,0.0345,-0.59226,0.35344,13.60858,0.04958,1.04232,0.00985
CKCWDM_11186,121.331,0.0015,-29.7039,0.0014,0.1853,-2.1608,0.0927,2.8689,0.1986,247.445,0.0016,1.0873,0.001,42,41,1,8.8966,0.0293,-0.10479,0.06044,13.65963,0.04978,2.19538,0.01035
CKCWDM_11500,147.0928,0.0008,-52.382,0.0006,0.1778,-4.7686,0.1967,3.3804,0.2221,276.9926,0.0003,1.0184,0.0006,28,27,1,8.9116,0.037,-0.56336,0.33686,13.7476,0.05046,3.75514,0.01017
CKCWDM_12756,318.019,0.0048,48.2729,0.0029,0.1677,-3.1535,0.1203,-3.7804,0.1046,89.9654,0.0047,-0.0459,0.0004,39,37,1,8.8317,0.0157,0.32026,0.17115,13.87933,0.0504,8.17529,0.00998
CKCWDM_13202,101.4688,0.0008,7.6597,0.0028,0.1614,0.4894,0.0287,0.1497,0.1007,205.48,0.0034,2.2563,0.0002,28,28,1,8.8712,0.039,0.29969,0.16065,13.95933,0.05168,1.90028,0.01023
CKCWDM_13270,118.1803,0.0054,-23.877,0.0095,0.1504,-1.7599,0.1276,2.2592,0.2591,241.0073,0.0137,1.7454,0.0002,55,53,1,8.8816,0.0218,0.32421,0.1818,14.11081,0.05186,1.6294,0.00962
CKCWDM_13280,116.2012,0.0011,-21.0363,0.0015,0.1691,-1.0721,0.0465,1.7404,0.3213,237.6304,0.0022,1.6048,0.0003,21,21,1,8.8932,0.0337,0.3078,0.1832,13.85628,0.0503,1.98227,0.00967
CKCWDM_13304,119.7753,0.0019,-25.1503,0.0023,0.1886,-2.0467,0.1775,2.5941,0.1173,242.8492,0.0037,2.3277,0.0002,35,34,1,8.9163,0.031,-0.57651,0.34021,13.62112,0.05113,0.79866,0.01015
CKCWDM_13324,118.8791,0.0054,-24.7003,0.0108,0.1756,-1.9904,0.2085,2.3253,0.2524,242.0416,0.0148,1.8677,0.0005,71,70,1,8.9142,0.0235,-0.6163,0.34261,13.77482,0.04983,1.07964,0.00983
CKCWDM_13382,127.6369,0.0016,-36.9497,0.0018,0.1248,-2.4809,0.0773,3.0881,0.2388,256.3962,0.0026,1.3742,0.0002,30,30,1,8.8974,0.0265,0.33262,0.17609,14.51639,0.05185,2.87533,0.00985
CKCWDM_13489,130.7897,0.0129,-38.0347,0.0125,0.133,-3.143,0.074,2.8853,0.2115,258.771,0.0205,2.7161,0.0001,21,21,1,8.9168,0.0195,-0.60556,0.32316,14.37932,0.04982,1.67301,0.01013
CKCWDM_13565,143.2003,0.0026,-47.6289,0.0025,0.145,-4.089,0.7365,3.3357,0.2871,271.9776,0.0034,2.9454,0.0003,28,27,1,8.9184,0.0252,-0.27602,0.16726,14.19428,0.04878,2.35263,0.01023
CKCWDM_13611,156.7809,0.0016,-55.2036,0.001,0.1217,-4.7862,0.1867,2.6309,0.1377,283.2816,0.0011,2.0647,0.0005,26,25,1,8.9212,0.0359,-0.58733,0.35194,14.57192,0.05231,2.79688,0.01015
CKCWDM_13661,174.4638,0.0007,-59.6562,0.0004,0.1092,-5.8282,0.1196,1.2359,0.124,293.7533,0.0002,1.8978,0.0004,36,36,1,8.9215,0.0304,0.2268,0.13299,14.80704,0.05036,2.25993,0.0103
CKCWDM_14529,20.2459,0.0099,64.8622,0.0001,0.1297,-1.1919,0.413,0.0871,0.1456,126.0648,0.0018,2.1703,0.0001,23,23,1,8.8883,0.0167,0.31769,0.18466,14.43369,0.05078,3.95542,0.00968
CKCWDM_14735,102.2191,0.0009,8.6349,0.0034,0.1883,-0.24,0.0928,-0.6984,0.1525,204.9478,0.0041,3.3609,0.0001,23,23,1,8.8919,0.0331,0.33056,0.18756,13.62192,0.05001,1.20778,0.01001
CKCWDM_14736,103.2217,0.0026,7.0738,0.0098,0.1808,-0.1376,0.227,-0.6099,0.1485,206.7927,0.0123,3.5395,0.0001,28,28,1,8.7492,0.0303,0.32928,0.19596,13.7152,0.05171,1.03213,0.01
CKCWDM_14742,111.4047,0.0014,-8.2105,0.0039,0.1682,-0.6971,0.2138,0.6728,0.108,224.1521,0.0042,3.771,0.0011,33,32,1,8.9246,0.0327,-0.86065,0.48414,13.8688,0.05334,0.73384,0.00985
CKCWDM_14756,108.0886,0.0017,-2.8198,0.0041,0.1098,-0.9343,0.1076,0.267,0.0776,217.8331,0.0054,3.3584,0.0004,20,20,1,8.9319,0.0161,-0.88356,0.49485,14.7984,0.05056,0.67292,0.00997
CKCWDM_14773,112.3977,0.0059,-9.3018,0.0115,0.1404,-0.9357,0.0939,0.7472,0.0788,225.5813,0.0169,4.1193,0.0005,40,39,1,8.9145,0.0222,0.06941,0.04254,14.26196,0.04875,1.02983,0.0102
CKCWDM_14822,126.4832,0.0032,-32.8653,0.0047,0.1577,-2.503,0.0615,3.2917,0.2706,252.5236,0.0069,2.9873,0.0001,32,31,1,8.8873,0.0219,0.31666,0.17109,14.00822,0.05116,1.04807,0.00992
CKCWDM_15903,127.7634,0.0016,-31.2646,0.001,0.1921,-2.7606,0.3156,2.9903,0.1443,251.8516,0.002,4.801,0.0002,35,35,1,8.7397,0.0161,0.27362,0.16126,13.58122,0.04917,0.74066,0.00976
CKCWDM_15905,128.3506,0.0036,-32.9212,0.0025,0.1153,-2.2753,0.2722,2.19,0.2242,253.4881,0.0047,4.2264,0.0003,21,20,1,8.8886,0.0212,0.31783,0.18792,14.68811,0.05028,0.99444,0.01007
CKCWDM_15912,148.7015,0.0066,-48.2692,0.0027,0.1035,-4.4473,0.185,3.0959,0.1722,275.1973,0.0054,4.8594,0.0002,24,24,1,8.7481,0.0181,0.30653,0.17919,14.92492,0.05181,1.51556,0.0097
CKCWDM_16094,328.9775,0.0037,60.3233,0.0015,0.0688,-2.4357,0.1779,-1.8256,0.0972,102.7953,0.0022,4.5068,0.0002,20,19,1,8.9006,0.0184,0.29812,0.16669,15.81217,0.05004,3.58195,0.01003
CKCWDM_16261,110.5478,0.002,-1.4774,0.0059,0.1918,-0.9102,0.1251,0.6468,0.1597,217.7744,0.0076,6.1579,0.0004,37,37,1,8.9149,0.0252,-0.59185,0.34709,13.58445,0.0482,0.23752,0.00962
CKCWDM_16298,311.4375,0.0043,54.54,0.0032,0.0979,-2.5071,0.0923,-2.4847,0.1301,92.0384,0.0045,7.1478,0.0002,24,23,1,8.945,0.029,0.32999,0.1778,15.04479,0.05053,1.88469,0.00977
CKCWDM_17224,98.7335,0.0033,-23.9561,0.005,0.1419,-0.2885,0.1539,2.0546,0.165,232.9115,0.0055,-14.1029,0.0025,24,24,1,8.934,0.0363,0.06981,0.04191,14.23918,0.04927,0.29473,0.00991
CKCWDM_17322,97.0086,0.0038,-13.2589,0.0086,0.1928,0.2466,0.2286,1.5185,0.1176,222.2501,0.012,-11.1213,0.0006,20,20,1,8.8752,0.0378,-0.86294,0.50426,13.57307,0.05007,0.98917,0.00994
CKCWDM_17355,99.4552,0.0006,-19.1279,0.0068,0.1573,-0.1866,0.1529,2.002,0.1182,228.6853,0.006,-11.4987,0.0016,20,19,1,8.9163,0.0188,-0.40591,0.2356,14.01489,0.05124,0.78162,0.01036
CKCWDM_17388,103.2753,0.0013,-25.6712,0.0067,0.1374,-0.8119,0.1495,2.0256,0.2525,236.2524,0.0071,-11.0528,0.001,31,30,1,8.9249,0.0192,-0.86627,0.47774,14.30675,0.05013,0.6817,0.0098
CKCWDM_17394,102.3785,0.002,-23.6336,0.0069,0.1528,-0.2544,0.0898,1.6914,0.2272,234.0203,0.0087,-10.9319,0.0002,28,28,1,8.9272,0.0321,-0.86746,0.49965,14.07605,0.05025,0.44266,0.00977
CKCWDM_17444,99.6382,0.0004,-22.5076,0.0043,0.1369,-0.3422,0.0418,1.6036,0.2093,231.9,0.0039,-12.7533,0.0009,21,19,1,8.9318,0.016,0.15696,0.09381,14.31954,0.05084,0.35583,0.01002
CKCWDM_17554,105.114,0.0013,-33.2335,0.0071,0.1468,-0.7909,0.0732,2.4424,0.1785,243.9604,0.0065,-12.7453,0.0019,28,26,1,8.9161,0.0152,-0.3932,0.23057,14.16422,0.05025,0.58244,0.00953
CKCWDM_17564,106.3498,0.0052,-33.5427,0.0073,0.1531,-0.7418,0.0867,2.6259,0.158,244.6866,0.0107,-11.9348,0.0007,26,25,1,8.9392,0.0179,0.32272,0.17687,14.07587,0.05027,0.4282,0.00983
CKCWDM_17579,107.354,0.0028,-34.7934,0.0019,0.1659,-0.8681,0.0627,2.4673,0.2043,246.203,0.003,-11.7077,0.0009,23,22,1,8.9361,0.03,0.16819,0.09294,13.89733,0.05068,0.67538,0.00986
CKCWDM_17618,111.4221,0.0044,-43.2415,0.0027,0.16,-1.0611,0.2072,3.5777,0.1333,255.3923,0.0034,-12.4656,0.0018,24,23,1,8.9216,0.0256,-0.57897,0.33931,13.97709,0.05096,0.63078,0.00978
CKCWDM_17684,98.847,0.0021,-14.7066,0.0052,0.1749,-0.1118,0.1248,1.3095,0.1816,224.362,0.0072,-10.1366,0.0002,24,24,1,8.9219,0.0308,-0.57395,0.33745,13.786,0.05133,0.95527,0.0104
CKCWDM_17720,99.19,0.0011,-16.3758,0.0055,0.1423,-0.0553,0.0624,1.5195,0.2342,226.0382,0.0064,-10.5566,0.0003,23,23,1,8.9273,0.0193,-0.1774,0.10669,14.23248,0.05007,0.93655,0.01016
CKCWDM_17724,101.6193,0.0009,-19.3206,0.0007,0.1336,-0.23,0.3051,1.6781,0.3411,229.7483,0.001,-9.7321,0.0005,22,22,1,8.927,0.0224,-0.84492,0.47861,14.37106,0.04878,1.00538,0.00987
CKCWDM_17758,104.034,0.0026,-23.5334,0.0037,0.1474,-0.3652,0.0736,1.2313,0.0943,234.5862,0.0056,-9.5171,0.0005,28,26,1,8.9217,0.0177,-0.58444,0.34669,14.15293,0.05295,0.56859,0.00974
CKCWDM_17843,104.4541,0.0016,-27.3414,0.0024,0.1729,-0.3714,0.0653,1.6114,0.3576,238.2481,0.0034,-10.8028,0.0004,29,26,1,8.9264,0.0207,-0.9293,0.50565,13.81007,0.04889,0.56694,0.00967
CKCWDM_17855,106.5152,0.0005,-29.4732,0.0023,0.1481,-0.8074,0.2185,2.3261,0.2752,240.9958,0.0026,-10.0757,0.0001,25,24,1,8.9275,0.034,-0.17676,0.11195,14.14818,0.05085,0.38349,0.00972
CKCWDM_17872,104.6405,0.0009,-25.4192,0.0045,0.1688,-0.435,0.0842,1.4721,0.1445,236.5539,0.0052,-9.831,0.0002,22,22,1,8.9186,0.0241,-0.28175,0.17038,13.86246,0.05154,0.80131,0.0103
