"Name","Type","n_Type","RAJ2000","DEJ2000","GLON","GLAT","r0","r1","r2","pmRA","pmDE","e_pm","RV","e_RV","o_RV","N1sr0","N1sr1","N1sr2","d","E(B-V)","MOD","E(J-Ks)","E(J-H)","dH","logt","e_logt","Nt","rc","e_rc","rt","e_rt","k","e_k","Src","SType","[Fe/H]","e_[Fe/H]","o_[Fe/H]"
"FSR_0077, MWSC_2894","nan","nan",275.032,-4.086,25.698,5.077,0.01,0.06,0.09,3.46,-8.6,0.43,"nan","nan",0,4,36,70,3497.0,0.874,13.0,0.42,0.28,0.0,9.48,"nan","nan",1.47,0.58,7.64,2.72,1.65,0.44,"FPOS","nan","nan","nan",0
"Kronberger_2, MWSC_2898","nan","nan",275.329,-14.283,16.817,0.036,0.02,0.085,0.14,1.09,0.26,0.47,"nan","nan",0,2,16,24,3197.0,1.791,13.1,0.86,0.574,0.06,8.2,"nan","nan",5.11,1.89,11.07,2.42,1.18,0.66,"DIAS","nan","nan","nan",0
"Kharchenko_2, MWSC_2900","nan","nan",275.587,-14.585,16.668,-0.326,0.03,0.115,0.19,-0.07,-0.33,0.43,"nan","nan",0,8,39,61,3412.0,1.041,13.0,0.5,0.333,0.02,8.425,"nan","nan",2.76,0.37,21.85,3.07,4.61,0.33,"DIAS","nan","nan","nan",0
"NGC_6625, MWSC_2903","nan","nan",275.697,-11.955,19.041,0.814,0.015,0.1,0.165,-1.72,-3.43,0.54,"nan","nan",0,1,30,68,1335.0,1.21,11.017,0.581,0.388,0.0,8.7,"nan","nan",2.18,0.42,5.17,0.63,15.63,4.04,"DIAS","nan","nan","nan",0
"Dolidze_52, MWSC_2907","nan","nan",275.98,-16.64,15.03,-1.624,0.015,0.08,0.13,1.26,-6.54,0.53,"nan","nan",0,1,21,48,1318.0,0.625,10.801,0.3,0.2,0.0,7.3,"nan","nan",0.38,0.13,5.37,2.0,15.62,5.44,"DIAS","nan","nan","nan",0
"Trumpler_33, MWSC_2910","nan","nan",276.172,-19.72,12.388,-3.221,0.01,0.06,0.11,-3.0,-1.85,0.71,-3.8,0.4,3,1,16,46,1282.0,0.5,10.7,0.24,0.16,0.0,7.84,"nan","nan",1.36,0.39,4.31,0.94,10.12,2.79,"COCD","nan",-1.544,0.19,1
"Ruprecht_170, MWSC_2912","nan","nan",276.367,-10.015,21.064,1.14,0.03,0.07,0.14,-4.16,-2.23,0.37,"nan","nan",0,15,50,144,5785.0,1.208,14.2,0.58,0.387,-0.03,6.0,"nan","nan",2.72,0.59,21.47,4.88,1.49,0.21,"DIAS","nan","nan","nan",0
"Dolidze_28, MWSC_2913","nan","nan",276.37,-14.65,16.966,-1.026,0.02,0.08,0.15,0.67,-3.58,0.38,0.6,"nan",1,2,37,114,1258.0,0.937,10.8,0.45,0.3,0.0,8.25,"nan","nan",1.49,0.34,5.88,1.04,3.55,0.65,"DIAS","nan","nan","nan",0
"Mamajek_4, MWSC_2914","nan","nan",276.532,-50.955,343.825,-16.993,0.09,0.435,0.55,3.9,-19.2,0.57,-43.4,1.6,1,5,83,124,386.0,0.05,7.949,0.024,0.016,-0.02,8.815,0.062,3.0,1.67,0.82,3.8,0.92,2.41,1.19,"DIAS","nan","nan","nan",0
"Bica_3, MWSC_2915","nan","nan",276.516,-13.05,18.447,-0.405,0.01,0.05,0.1,-1.33,-5.15,0.85,"nan","nan",0,0,11,18,1614.0,2.29,11.777,1.1,0.734,0.0,7.2,"nan","nan",0.29,0.07,4.84,1.15,49.66,13.14,"DIAS","nan","nan","nan",0
"NGC_6631, MWSC_2916","nan","nan",276.813,-12.02,19.493,-0.181,0.01,0.095,0.17,-2.2,-5.67,0.61,"nan","nan",0,1,19,49,2972.0,0.729,12.6,0.35,0.233,0.0,8.79,0.021,2.0,4.92,1.08,17.67,3.11,1.22,0.21,"DIAS","nan","nan","nan",0
"NGC_6633, MWSC_2917","nan","nan",276.835,6.5,36.01,8.309,0.03,0.2,0.365,-0.3,-2.65,0.35,-25.4,3.79,9,3,51,145,385.0,0.179,7.985,0.086,0.057,0.0,8.76,"nan","nan",0.71,0.25,3.4,1.09,27.27,5.07,"COCD","nan",0.06,0.01,3
"FSR_0009, MWSC_2921","nan","nan",277.137,-31.905,1.856,-9.529,0.012,0.055,0.105,1.25,-6.83,0.73,"nan","nan",0,2,32,81,5174.0,0.562,13.75,0.27,0.18,0.0,9.155,"nan","nan",2.52,0.58,19.74,4.71,1.03,0.16,"FPOS","nan","nan","nan",0
"FSR_0059, MWSC_2923","nan","nan",277.266,-11.967,19.746,-0.549,0.01,0.068,0.125,-2.41,-3.61,0.49,"nan","nan",0,2,19,53,1550.0,1.083,11.3,0.52,0.347,0.0,8.4,"nan","nan",1.42,0.47,6.15,1.74,2.02,0.51,"DIAS","irc","nan","nan",0
"FSR_0060, MWSC_2930","nan","nan",277.545,-11.5,20.287,-0.574,0.022,0.075,0.145,0.82,-9.47,0.56,"nan","nan",0,6,23,50,1257.0,1.874,11.1,0.9,0.6,0.0,8.305,0.116,2.0,1.1,0.39,6.19,2.13,3.58,0.74,"FPOS","nan","nan","nan",0
"FSR_0054, MWSC_2931","nan","nan",277.605,-15.045,17.17,-2.266,0.012,0.075,0.115,-1.3,-4.2,0.57,"nan","nan",0,3,35,64,2325.0,0.833,12.1,0.4,0.267,0.0,8.905,0.045,15.0,1.14,0.14,9.29,1.19,19.27,1.6,"DIAS","irc","nan","nan",0
"Dias_6, MWSC_2932","nan","nan",277.635,-12.305,19.614,-1.025,0.02,0.075,0.155,0.0,-3.18,0.37,"nan","nan",0,5,42,144,1916.0,0.895,11.7,0.43,0.287,0.0,8.6,"nan","nan",1.77,0.4,11.2,2.52,4.32,0.46,"DIAS","nan","nan","nan",0
"NGC_6639, MWSC_2934","nan","nan",277.74,-13.14,18.921,-1.502,0.02,0.1,0.17,1.99,-1.8,0.4,7.0,1.8,1,2,51,119,765.0,0.25,9.499,0.12,0.08,-0.04,8.93,"nan","nan",0.46,0.12,5.67,1.65,25.85,5.31,"COCD","nan","nan","nan",0
"Ruprecht_141, MWSC_2935","nan","nan",277.828,-12.326,19.683,-1.203,0.01,0.053,0.1,-1.79,-1.27,0.58,30.7,1.8,1,4,23,71,3381.0,0.947,12.95,0.455,0.303,0.0,6.55,"nan","nan",2.84,0.99,9.31,2.5,1.37,0.45,"COCD","nan","nan","nan",0
"Dolidze_29, MWSC_2937","nan","nan",277.849,-6.633,24.741,1.412,0.018,0.13,0.23,-0.73,-1.15,0.39,"nan","nan",0,2,91,225,1460.0,3.04,11.8,1.46,0.974,0.105,7.5,"nan","nan",6.81,0.78,9.01,0.37,89.54,24.74,"DREM","ast","nan","nan",0
"IC_4725, MWSC_2940","nan","nan",277.927,-19.11,13.696,-4.409,0.035,0.235,0.38,-2.2,-6.09,0.18,-1.8,10.46,7,8,320,771,561.0,0.479,8.899,0.23,0.153,0.0,7.97,"nan","nan",2.93,0.54,5.34,0.49,60.64,20.6,"COCD","nan",-0.257,0.14,2
"FSR_0052, MWSC_2942","nan","nan",278.02,-15.687,16.784,-2.918,0.01,0.055,0.1,-0.69,-3.18,0.64,2.0,"nan",1,2,19,56,1173.0,0.479,10.501,0.23,0.153,0.0,7.5,"nan","nan",0.39,0.11,4.11,1.19,21.21,5.22,"DIAS","irc","nan","nan",0
"Ruprecht_142, MWSC_2943","nan","nan",278.055,-12.215,19.883,-1.348,0.01,0.065,0.1,-2.88,-5.67,0.62,"nan","nan",0,1,21,34,1802.0,0.999,11.6,0.48,0.32,0.0,8.53,"nan","nan","nan","nan","nan","nan","nan","nan","DIAS","nan","nan","nan",0
"Ruprecht_143, MWSC_2945","nan","nan",278.149,-12.14,19.993,-1.395,0.015,0.053,0.1,-2.21,-3.68,0.71,"nan","nan",0,3,15,39,2062.0,1.02,11.9,0.49,0.327,0.0,8.65,"nan","nan",0.92,0.18,7.51,1.43,6.76,1.11,"DIAS","nan","nan","nan",0
"NGC_6645, MWSC_2946","nan","nan",278.13,-16.91,15.745,-3.573,0.015,0.09,0.15,1.32,-2.48,0.49,"nan","nan",0,2,52,104,1245.0,0.36,10.592,0.173,0.115,0.0,8.61,0.018,2.0,1.28,0.14,5.36,0.51,42.14,3.28,"DIAS","nan","nan","nan",0
"Dolidze_30, MWSC_2947","nan","nan",278.22,-6.035,25.441,1.361,0.012,0.063,0.1,0.42,-0.12,0.58,"nan","nan",0,2,21,40,1569.0,0.999,11.3,0.48,0.32,0.02,8.95,"nan","nan",0.74,0.21,3.51,0.83,10.39,2.28,"DREM","ast","nan","nan",0
"IRAS_18306-0500, MWSC_2948","nan","nan",278.334,-4.971,26.438,1.751,0.01,0.045,0.09,-2.0,-3.0,1.05,28.3,"nan",0,2,11,19,2023.0,2.394,12.3,1.15,0.767,0.06,7.8,"nan","nan",1.14,0.32,5.96,0.94,1.89,0.48,"BIEM","irc","nan","nan",0
"NGC_6649, MWSC_2949","nan","nan",278.34,-10.4,21.623,-0.758,0.035,0.093,0.18,-1.1,-2.86,0.25,-8.8,0.8,3,19,79,192,1564.0,1.332,11.4,0.64,0.427,0.0,8.1,"nan","nan",1.29,0.15,5.41,0.53,57.27,4.62,"DIAS","nan","nan","nan",0
"Ruprecht_144, MWSC_2950","nan","nan",278.377,-11.41,20.744,-1.256,0.017,0.06,0.12,-0.29,-7.34,0.69,"nan","nan",0,2,16,42,1649.0,0.666,11.301,0.32,0.213,0.0,8.795,0.052,3.0,1.22,0.34,6.87,1.88,6.11,0.88,"DIAS","nan","nan","nan",0
"NGC_6659, MWSC_2952","nan","nan",278.535,23.599,52.495,14.129,0.018,0.09,0.165,0.47,-4.76,0.4,"nan","nan",0,4,34,86,1965.0,0.104,11.5,0.05,0.033,0.0,9.43,0.033,7.0,0.91,0.39,12.93,6.15,2.37,0.89,"DREM","ast","nan","nan",0
"Dolidze_31, MWSC_2957","nan","nan",278.745,-6.85,24.958,0.522,0.015,0.063,0.115,1.51,-1.1,0.44,"nan","nan",0,7,36,93,5163.0,1.353,14.0,0.65,0.434,0.0,6.0,"nan","nan",4.58,1.87,14.75,4.63,0.57,0.22,"DREM","ast","nan","nan",0
"FSR_0072, MWSC_2958","nan","nan",278.812,-7.16,24.714,0.32,0.015,0.075,0.14,1.79,-1.82,0.53,"nan","nan",0,1,22,64,1668.0,1.208,11.5,0.58,0.387,0.0,8.7,"nan","nan",1.16,0.39,8.14,2.78,2.21,0.51,"FPRO","nan","nan","nan",0
"NGC_6664, MWSC_2962","nan","nan",279.132,-8.21,23.927,-0.444,0.01,0.1,0.14,-2.52,-2.0,0.45,17.8,1.0,3,1,22,42,1708.0,0.739,11.4,0.355,0.237,0.0,7.9,"nan","nan",2.5,0.52,6.67,0.96,6.7,1.67,"DIAS","nan","nan","nan",0
"ASCC_97, MWSC_2963","nan","nan",279.225,-19.22,14.156,-5.551,0.03,0.15,0.34,-0.7,-5.94,0.32,"nan","nan",0,5,110,513,591.0,0.437,8.999,0.21,0.14,0.0,7.88,"nan","nan",1.52,0.76,4.96,1.92,5.42,2.53,"COCD","nan",0.129,0.08,2
"IC_4756, MWSC_2967","nan","nan",279.735,5.45,36.37,5.261,0.1,0.4,0.8,-1.15,-3.88,0.15,-22.4,1.37,25,34,601,2024,483.0,0.208,8.487,0.1,0.067,-0.015,8.79,"nan","nan",6.98,3.41,9.06,1.49,15.64,18.63,"COCD","nan",-0.15,0.04,0
"NGC_6682, MWSC_2968","nan","nan",279.912,-4.8,27.312,0.432,0.012,0.075,0.11,1.9,-6.03,0.73,"nan","nan",0,3,29,52,1304.0,2.249,11.3,1.08,0.72,0.0,6.5,"nan","nan","nan","nan","nan","nan","nan","nan","DREM","ast","nan","nan",0
"Stephenson_2, MWSC_2969","nan","nan",279.915,-6.03,26.221,-0.134,0.01,0.045,0.09,2.69,-7.0,1.43,"nan","nan",0,2,7,26,1128.0,3.227,11.3,1.55,1.034,0.06,6.0,"nan","nan",1.91,0.19,3.26,0.14,58.4,8.31,"DIAS","nan","nan","nan",0
"Trumpler_34, MWSC_2970","nan","nan",279.949,-8.415,24.116,-1.257,0.018,0.085,0.18,-4.14,-7.01,0.57,"nan","nan",0,2,27,99,1342.0,0.812,10.9,0.39,0.26,0.0,8.585,"nan","nan",2.15,0.41,6.82,1.01,10.48,1.98,"DIAS","nan","nan","nan",0
"ESO_281-24, MWSC_2971","nan","nan",279.997,-44.19,351.289,-16.611,0.011,0.065,0.11,-3.02,-4.43,1.2,"nan","nan",0,2,22,44,3830.0,0.573,13.1,0.275,0.183,0.005,8.945,"nan","nan",2.28,0.6,15.44,4.1,1.05,0.18,"DIAS","nan","nan","nan",0
"Dolidze_32, MWSC_2972","nan","nan",280.305,-4.035,28.172,0.434,0.01,0.09,0.17,-0.25,-3.6,0.65,14.0,"nan",1,2,21,54,1381.0,1.457,11.17,0.7,0.467,-0.05,6.0,"nan","nan","nan","nan","nan","nan","nan","nan","DIAS","nan","nan","nan",0
"Dolidze_33, MWSC_2973","nan","nan",280.308,-4.373,27.873,0.277,0.03,0.08,0.14,-2.3,-5.0,0.38,"nan","nan",0,9,44,97,1930.0,1.156,11.8,0.555,0.37,0.0,7.3,"nan","nan",1.78,0.34,7.86,1.29,3.83,0.56,"DIAS","dub","nan","nan",0
"Dolidze_34, MWSC_2976","nan","nan",280.474,-4.267,28.043,0.178,0.014,0.046,0.075,-1.28,-3.98,0.53,7.0,"nan",1,5,18,37,1422.0,1.041,11.099,0.5,0.333,0.0,7.95,"nan","nan",0.42,0.13,2.19,0.6,37.68,8.01,"DIAS","dub","nan","nan",0
"NGC_6683, MWSC_2977","nan","nan",280.554,-6.2,26.36,-0.777,0.01,0.05,0.11,-1.32,-4.07,0.79,"nan","nan",0,1,9,26,1441.0,0.333,10.901,0.16,0.107,0.0,6.75,"nan","nan",1.17,0.3,5.5,1.28,5.25,0.93,"DIAS","nan","nan","nan",0
"Teutsch_145, MWSC_2978","nan","nan",280.621,-5.25,27.236,-0.402,0.022,0.06,0.105,-1.68,-7.66,0.87,"nan","nan",0,6,16,32,1762.0,1.77,11.8,0.85,0.567,0.0,8.725,"nan","nan",0.55,0.12,3.49,0.76,46.07,6.77,"DIAS","nan","nan","nan",0
"ASCC_98, MWSC_2979","nan","nan",280.665,-33.65,1.53,-12.955,0.04,0.24,0.47,1.31,-5.62,0.44,-54.0,7.4,1,6,123,501,800.0,0.04,9.528,0.019,0.013,-0.02,8.045,"nan",1.0,2.21,0.72,8.0,2.16,4.64,1.24,"COCD","nan","nan","nan",0
"Trumpler_35, MWSC_2980","nan","nan",280.747,-4.23,28.2,-0.047,0.02,0.08,0.14,-3.54,-4.52,0.4,-4.7,0.7,0,3,46,117,1273.0,1.166,10.899,0.56,0.374,0.0,8.15,"nan","nan",1.89,0.31,4.6,0.49,31.36,6.81,"DIAS","nan","nan","nan",0
"Andrews-Lindsay_5, MWSC_2985","nan","nan",281.085,-4.93,27.731,-0.666,0.015,0.06,0.115,2.59,-6.33,0.94,"nan","nan",0,2,17,70,2289.0,2.415,12.575,1.16,0.774,0.0,6.0,"nan","nan",1.6,0.18,9.13,0.96,15.35,1.02,"DIAS","nan","nan","nan",0
"Berkeley_79, MWSC_2986","nan","nan",281.235,-1.155,31.158,0.924,0.01,0.065,0.11,-0.16,-7.02,0.35,"nan","nan",0,5,45,86,2434.0,1.145,12.3,0.55,0.367,-0.01,6.8,"nan","nan",0.9,0.15,8.59,1.51,17.0,2.05,"DIAS","nan","nan","nan",0
"NGC_6694, MWSC_2987","nan","nan",281.317,-9.38,23.873,-2.9,0.035,0.1,0.165,-2.29,-3.24,0.35,4.0,7.4,1,16,73,143,1748.0,0.583,11.4,0.28,0.187,0.0,8.12,0.029,14.0,1.26,0.12,9.41,0.93,34.07,1.93,"COCD","nan","nan","nan",0
"FSR_0069, MWSC_2988","nan","nan",281.347,-10.46,22.923,-3.416,0.02,0.075,0.13,-0.6,-5.67,0.72,"nan","nan",0,2,18,58,1848.0,2.072,12.0,0.995,0.664,0.075,6.8,"nan","nan",0.68,0.15,5.41,1.19,16.22,2.94,"FPRO","nan","nan","nan",0
"FSR_0087, MWSC_2989","nan","nan",281.482,-3.607,29.09,-0.415,0.01,0.09,0.145,-0.28,-6.48,0.44,"nan","nan",0,2,46,97,1174.0,1.562,10.851,0.75,0.5,0.0,8.25,"nan","nan",0.43,0.11,6.28,1.8,28.18,6.37,"DIAS","irc","nan","nan",0
"BDSB_125, MWSC_2990","nan","nan",281.517,-2.655,29.952,-0.011,0.015,0.035,0.065,1.29,-8.99,0.85,83.3,"nan",0,5,15,46,6699.0,2.082,14.8,1.0,0.667,0.0,6.0,"nan","nan",4.59,1.6,17.35,4.73,0.13,0.04,"BIRN","irc","nan","nan",0
"BDSB_10, MWSC_2991","nan","nan",281.583,-3.795,28.968,-0.59,0.015,0.05,0.08,-0.34,-2.05,0.67,"nan","nan",0,2,14,26,818.0,1.666,10.1,0.8,0.534,0.0,7.6,"nan","nan",0.23,0.05,1.22,0.21,120.11,25.62,"BOPN","irc","nan","nan",0
"FSR_0098, MWSC_2992","nan","nan",281.902,0.607,33.031,1.134,0.01,0.06,0.115,0.54,-6.54,0.39,"nan","nan",0,4,59,180,5387.0,1.999,14.3,0.96,0.64,0.03,6.1,"nan","nan",2.9,0.85,20.26,5.98,0.46,0.1,"DIAS","irc","nan","nan",0
"NGC_6698, MWSC_2995","nan","nan",281.974,-25.877,9.235,-10.751,0.025,0.083,0.13,-4.17,-5.19,0.42,"nan","nan",0,6,37,84,4135.0,0.521,13.25,0.25,0.167,0.0,9.2,0.066,3.0,2.36,0.61,11.68,2.69,1.52,0.28,"DIAS","non","nan","nan",0
"Basel_1, MWSC_2996","nan","nan",282.037,-5.865,27.332,-1.937,0.01,0.065,0.1,0.36,-5.53,0.51,"nan","nan",0,3,25,47,1604.0,0.541,11.2,0.26,0.173,0.0,8.135,0.042,2.0,0.62,0.14,6.71,1.54,8.62,1.82,"DIAS","nan","nan","nan",0
"FSR_0089, MWSC_2997","nan","nan",282.183,-3.519,29.487,-0.997,0.012,0.06,0.125,-1.09,-2.82,0.66,"nan","nan",0,4,21,85,1516.0,1.853,11.5,0.89,0.594,0.0,8.3,"nan","nan",0.65,0.21,5.36,1.84,7.67,1.94,"DIAS","irc","nan","nan",0
"ASCC_99, MWSC_2999","nan","nan",282.277,-18.74,15.882,-7.922,0.02,0.125,0.23,5.99,-5.1,0.52,-31.3,0.4,1,2,45,122,679.0,0.125,9.2,0.06,0.04,0.0,8.75,"nan","nan",0.72,0.17,4.39,1.02,28.43,3.39,"COCD","nan","nan","nan",0
"FSR_0101, MWSC_3000","nan","nan",282.309,2.767,35.14,1.756,0.012,0.115,0.2,0.99,-0.98,0.36,"nan","nan",0,3,67,135,1657.0,2.186,11.8,1.05,0.7,-0.02,6.9,"nan","nan",0.7,0.15,8.89,2.14,18.72,3.48,"DIAS","irc","nan","nan",0
"Czernik_38, MWSC_3002","nan","nan",282.447,4.96,37.157,2.631,0.02,0.11,0.165,-3.08,-5.29,0.21,"nan","nan",0,13,170,334,1763.0,1.457,11.7,0.7,0.467,0.0,7.3,"nan","nan",1.02,0.14,9.28,1.38,23.02,2.14,"DIAS","nan","nan","nan",0
"FSR_0094, MWSC_3003","nan","nan",282.469,-1.022,31.84,-0.113,0.011,0.04,0.085,0.99,-6.71,0.71,"nan","nan",0,2,11,34,2069.0,2.644,12.43,1.27,0.847,0.03,6.0,"nan","nan",1.07,0.19,7.89,1.38,6.81,0.87,"DIAS","irc","nan","nan",0
"FSR_0088, MWSC_3006","nan","nan",282.658,-4.188,29.107,-1.724,0.025,0.1,0.19,-0.73,-4.61,0.32,"nan","nan",0,18,90,199,2837.0,1.509,12.75,0.725,0.484,0.0,8.495,0.035,8.0,1.04,0.2,11.34,2.26,9.32,1.67,"FPRO","nan","nan","nan",0
"NGC_6704, MWSC_3007","nan","nan",282.687,-5.21,28.209,-2.214,0.016,0.055,0.11,-0.98,-2.67,0.71,"nan","nan",0,4,20,58,2180.0,0.958,12.0,0.46,0.307,0.0,8.0,"nan","nan",0.73,0.2,7.8,2.38,8.25,1.84,"DIAS","nan","nan","nan",0
"NGC_6705, MWSC_3008","nan","nan",282.747,-6.28,27.282,-2.754,0.03,0.15,0.35,-4.92,-3.23,0.3,32.5,1.13,20,18,129,475,1750.0,0.471,11.367,0.226,0.151,0.0,8.505,0.031,22.0,1.38,0.09,16.45,1.14,76.76,3.68,"COCD","nan",0.136,0.08,6
"NGC_6709, MWSC_3009","nan","nan",282.846,10.33,42.136,4.707,0.02,0.145,0.22,1.75,-3.0,0.2,-12.8,4.62,5,7,144,279,1075.0,0.281,10.247,0.135,0.09,-0.015,8.15,"nan","nan",0.68,0.16,8.08,2.06,19.1,3.41,"COCD","nan","nan","nan",0
"Teutsch_146, MWSC_3010","nan","nan",282.862,0.175,33.084,0.083,0.01,0.037,0.075,0.96,-5.01,0.76,"nan","nan",0,3,15,61,4427.0,1.77,13.8,0.85,0.567,0.03,8.75,"nan","nan",5.12,1.18,10.12,1.24,2.44,0.89,"DIAS","nan","nan","nan",0
"Collinder_394, MWSC_3011","nan","nan",283.08,-20.2,14.887,-9.239,0.04,0.165,0.3,-3.0,-6.35,0.35,-1.8,6.45,2,5,72,233,668.0,0.239,9.201,0.115,0.077,0.0,7.86,"nan","nan",2.95,1.68,5.43,1.57,5.13,5.38,"COCD","nan","nan","nan",0
"Ruprecht_146, MWSC_3012","nan","nan",283.117,-21.085,14.092,-9.653,0.022,0.075,0.14,1.97,0.26,0.52,"nan","nan",0,6,25,72,1735.0,0.479,11.351,0.23,0.153,0.04,9.1,"nan","nan",1.14,0.71,8.32,5.3,1.23,0.4,"DREM","ast","nan","nan",0
"Stephenson_1, MWSC_3018","nan","nan",283.515,36.805,66.797,15.371,0.04,0.325,0.55,1.95,-3.48,0.26,-27.5,6.39,3,3,78,175,373.0,0.031,7.869,0.015,0.01,-0.02,7.52,"nan",1.0,1.8,0.56,5.56,1.33,15.43,4.9,"COCD","nan","nan","nan",0
"Berkeley_80, MWSC_3019","nan","nan",283.582,-1.217,32.174,-1.193,0.015,0.07,0.12,-1.08,-5.11,0.34,"nan","nan",0,6,48,101,1791.0,1.041,11.6,0.5,0.333,0.0,8.35,"nan","nan",1.9,0.22,6.19,0.55,25.97,2.83,"DIAS","nan",0.0,"nan",0
"NGC_6716, MWSC_3020","nan","nan",283.642,-19.885,15.406,-9.58,0.02,0.12,0.18,-2.22,-4.85,0.43,6.0,7.4,1,2,47,74,669.0,0.229,9.201,0.11,0.073,-0.03,7.385,"nan",1.0,0.36,0.21,3.46,2.19,13.29,4.99,"COCD","nan",-0.31,"nan",0
"Archinal_1, MWSC_3021","nan","nan",283.71,5.54,38.246,1.774,0.012,0.06,0.1,-0.29,-3.13,0.37,"nan","nan",0,6,49,79,1453.0,1.52,11.3,0.73,0.487,0.05,8.0,"nan","nan",0.69,0.1,3.15,0.39,57.47,6.29,"DIAS","nan","nan","nan",0
"Poole_J1855+10.8, MWSC_3022","nan","nan",283.785,10.775,42.952,4.083,0.015,0.05,0.09,-1.7,-6.38,0.51,"nan","nan",0,7,25,67,4457.0,0.791,13.5,0.38,0.253,0.0,8.975,"nan","nan",1.72,0.87,15.49,7.82,0.27,0.12,"DIAS","nan","nan","nan",0
"Alessi_62, MWSC_3025","nan","nan",283.965,21.619,52.807,8.749,0.03,0.17,0.27,-2.62,-1.77,0.33,"nan","nan",0,5,54,108,546.0,0.167,8.74,0.08,0.053,0.0,8.95,0.023,7.0,0.87,0.32,4.01,1.32,13.81,2.86,"DIAS","nan","nan","nan",0
"Poole_J1856+10.8, MWSC_3026","nan","nan",283.972,10.773,43.033,3.918,0.012,0.05,0.075,-2.86,-4.94,0.56,"nan","nan",0,2,23,43,4389.0,0.895,13.5,0.43,0.287,0.0,8.975,0.067,6.0,2.18,0.83,7.7,2.08,0.87,0.27,"DIAS","nan","nan","nan",0
"NGC_6724, MWSC_3029","nan","nan",284.175,10.415,42.804,3.579,0.015,0.053,0.08,-2.49,-4.97,0.41,"nan","nan",0,4,32,66,4813.0,0.895,13.7,0.43,0.287,0.0,8.975,"nan","nan",3.2,1.21,14.16,4.76,0.34,0.09,"DIAS","non","nan","nan",0
"FSR_0034, MWSC_3031","nan","nan",284.683,-26.794,9.411,-13.34,0.015,0.075,0.125,1.77,-10.37,0.46,"nan","nan",0,4,25,49,1875.0,1.041,11.7,0.5,0.333,0.03,7.5,"nan","nan",0.46,0.17,7.37,3.0,9.16,3.55,"FPOS","nan","nan","nan",0
"NGC_6728, MWSC_3032","nan","nan",284.685,-8.965,25.749,-5.679,0.01,0.075,0.13,1.92,-2.1,0.68,"nan","nan",0,1,28,77,1127.0,0.125,10.3,0.06,0.04,-0.05,8.95,"nan","nan",0.55,0.15,5.22,1.58,15.81,3.19,"COCD","nan","nan","nan",0
"NGC_6735, MWSC_3034","nan","nan",285.135,-0.47,33.547,-2.234,0.018,0.085,0.155,1.14,-3.86,0.31,"nan","nan",0,6,65,177,2213.0,0.854,12.0,0.41,0.273,0.0,8.29,0.083,3.0,3.0,0.76,8.7,1.58,3.46,0.95,"DIAS","non","nan","nan",0
"NGC_6738, MWSC_3035","nan","nan",285.337,11.6,44.38,3.1,0.015,0.09,0.14,2.8,-2.3,0.45,-34.9,0.9,4,4,50,99,686.0,0.208,9.249,0.1,0.067,-0.02,9.515,0.119,4.0,0.24,0.08,3.42,1.27,49.61,15.37,"COCD","nan","nan","nan",0
"NGC_6743, MWSC_3036","nan","nan",285.307,29.314,60.388,10.962,0.01,0.115,0.18,0.47,-3.59,0.38,"nan","nan",0,2,38,103,2220.0,0.833,12.0,0.4,0.267,0.0,8.225,0.112,2.0,0.89,0.38,15.39,7.33,2.42,1.0,"DIAS","non","nan","nan",0
"FSR_0037, MWSC_3037","nan","nan",285.349,-26.57,9.868,-13.794,0.015,0.105,0.2,1.3,-5.55,0.46,"nan","nan",0,2,34,109,2711.0,0.416,12.3,0.2,0.133,0.0,9.155,0.077,9.0,1.11,0.39,13.99,5.34,2.43,0.77,"FPOS","nan","nan","nan",0
"ASCC_100, MWSC_3038","nan","nan",285.405,33.575,64.379,12.667,0.02,0.225,0.365,2.2,-2.0,0.54,-25.6,2.67,2,1,44,92,350.0,0.021,7.727,0.01,0.007,0.0,7.95,"nan","nan",1.25,0.28,3.25,0.49,86.95,24.65,"COCD","nan","nan","nan",0
"Berkeley_81, MWSC_3039","nan","nan",285.405,-0.46,33.679,-2.47,0.012,0.06,0.11,-0.99,-8.59,0.43,13.0,4.24,6,6,41,101,3401.0,1.062,13.0,0.51,0.34,0.0,9.0,"nan","nan",1.28,0.21,14.27,2.45,4.8,0.72,"DIAS","nan",-0.15,0.11,6
"NGC_6737, MWSC_3042","nan","nan",285.583,-18.533,17.444,-10.657,0.025,0.11,0.17,-1.01,-4.0,0.35,"nan","nan",0,7,66,115,2037.0,0.791,11.8,0.38,0.253,0.0,8.9,"nan","nan",1.75,0.59,7.91,2.36,2.69,0.6,"DIAS","non","nan","nan",0
"FSR_0100, MWSC_3043","nan","nan",285.969,-0.022,34.326,-2.772,0.012,0.055,0.09,1.56,-3.61,0.53,"nan","nan",0,6,30,59,2687.0,2.186,12.85,1.05,0.7,0.11,8.0,"nan","nan",1.68,0.28,5.85,0.74,9.68,1.4,"DIAS","irc","nan","nan",0
"ESO_397-01, MWSC_3044","nan","nan",286.027,-33.395,3.574,-16.974,0.018,0.06,0.12,-1.97,-6.48,1.22,"nan","nan",0,5,20,52,2207.0,0.874,12.0,0.42,0.28,0.03,8.245,0.073,2.0,0.88,0.38,8.55,4.07,2.52,0.82,"DIAS","nan","nan","nan",0
