"fname","plot_used","process","N_clust","N_clust_max","N_box","frame_limit","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","e_Plx_m","pmRA_m","e_pmRA_m","pmDE_m","e_pmDE_m","Rv_m","e_Rv_m","N_Rv","X_GC","Y_GC","Z_GC","R_GC","shared_members","shared_members_p","C_N","C_dens","C_C3","C_lit","C_dup","C_dup_same_db","UTI","bad_oc"
"ruprecht122","y","n","nan","nan","nan","nan",6.0,1.0,0.92,"AA",476.0,344.25709,1.59368,253.78717,-40.94932,0.565,0.0518,-1.8707,0.0584,-3.7958,0.04655,-49.30235,4.07205,22.0,-6.4772,-0.4635,0.0641,6.4941,"vdbh203","5.3",0.89,1.0,1.0,0.75,1.0,1.0,0.88,"n"
"ruprecht123","y","n","nan","nan","nan","nan",11.0,0.19,0.29,"DC",17.0,349.90472,-0.9803,260.79843,-37.93948,0.533,0.0748,1.2383,0.1032,-0.5716,0.0685,-19.9529,8.0165,2.0,-6.342,-0.317,-0.014,6.3499,"nan","nan",0.0,0.09,0.12,0.75,1.0,1.0,0.34,"n"
"ruprecht124","y","n","nan","nan","nan","nan",5.7,0.66,0.39,"AC",17.0,348.10676,-3.2528,261.96019,-40.70608,0.0457,0.1282,-4.3203,0.1591,-7.4403,0.1145,-80.0654,2.8013,3.0,6.7461,-3.1303,-0.8804,7.4889,"nan","nan",0.0,0.0,0.62,0.31,1.0,1.0,0.25,"y"
"ruprecht125","y","n","nan","nan","nan","nan",7.6,0.21,0.38,"DC",15.0,348.48543,-3.42687,262.45402,-40.50509,0.2328,0.1359,-4.0916,0.1635,-3.2208,0.1161,-134.3702,3.8553,1.0,-4.2535,-0.788,-0.2274,4.3319,"nan","nan",0.0,0.03,0.12,0.56,1.0,1.0,0.26,"n"
"ruprecht126","y","n","nan","nan","nan","nan",3.5,1.0,0.99,"AA",232.0,354.25695,-0.96487,263.78126,-34.31456,0.2727,0.0713,-0.4936,0.08105,-3.2974,0.0609,-21.5856,0.6109,7.0,-4.7233,-0.3419,-0.0452,4.7359,"oc0694","17.2",0.8,1.0,1.0,0.75,1.0,1.0,0.86,"n"
"ruprecht127","y","n","nan","nan","nan","nan",3.1,1.0,1.0,"AA",126.0,352.8686,-2.49686,264.46168,-36.31378,0.4012,0.0528,-0.2942,0.06215,-2.292,0.04325,32.6648,8.8051,2.0,-5.7684,-0.2945,-0.089,5.7766,"nan","nan",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht128","y","n","nan","nan","nan","nan",3.7,1.0,1.0,"AA",284.0,354.77654,-2.84842,266.06393,-34.87836,0.504,0.0584,1.887,0.06305,-1.2848,0.03695,-39.4822,4.0642,23.0,-6.2241,-0.1735,-0.079,6.227,"nan","nan",0.82,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht129","y","n","nan","nan","nan","nan",7.6,0.64,0.39,"DC",20.0,359.60184,-0.68393,266.83157,-29.63515,0.4448,0.0756,1.0206,0.0757,0.5108,0.0491,-13.2066,2.6781,1.0,-5.9708,-0.0152,-0.0103,5.9708,"nan","nan",0.0,0.16,0.12,0.31,1.0,1.0,0.18,"y"
"ruprecht13","y","n","nan","nan","nan","nan",8.5,0.92,0.51,"DC",7.0,237.87276,-8.10113,106.93959,-25.82749,0.1144,0.0705,-0.9122,0.0569,1.4528,0.0782,"nan","nan",0.0,-12.045,-6.2354,-1.0232,13.6018,"nan","nan",0.0,0.0,0.12,0.44,1.0,1.0,0.2,"n"
"ruprecht130","y","n","nan","nan","nan","nan",2.8,0.9,0.86,"AA",128.0,359.22788,-0.96618,266.89958,-30.09502,0.384,0.05645,0.4893,0.06325,-1.852,0.0409,-0.16815,0.45965,4.0,-5.6474,-0.0331,-0.0274,5.6476,"nan","nan",0.76,1.0,1.0,0.82,1.0,1.0,0.88,"n"
"ruprecht131","y","n","nan","nan","nan","nan",7.3,0.21,0.29,"CB",13.0,0.10933,-0.83841,267.2952,-29.26434,0.355,0.0518,-0.5579,0.0584,-1.6256,0.0375,18.1298,5.3506,2.0,-5.4557,0.0057,-0.0249,5.4558,"nan","nan",0.0,0.07,0.38,0.44,1.0,1.0,0.26,"y"
"ruprecht132","y","n","nan","nan","nan","nan",7.5,1.0,1.0,"AA",207.0,355.3918,-3.76561,267.39797,-34.82261,0.5219,0.031,-0.9766,0.0322,-0.9213,0.02,-24.6371,15.3107,22.0,-6.2869,-0.148,-0.105,6.2895,"ubc329","99.5",0.79,1.0,1.0,0.86,1.0,1.0,0.9,"n"
"ruprecht133","y","n","nan","nan","nan","nan",4.9,0.33,0.82,"CC",12.0,1.02382,-1.17191,268.17075,-28.66398,0.1185,0.1897,-6.0344,0.2522,-6.692,0.1502,"nan","nan",0.0,-0.9049,0.1297,-0.1472,0.9259,"nan","nan",0.0,0.02,0.25,0.0,1.0,1.0,0.05,"y"
"ruprecht134","y","n","nan","nan","nan","nan",3.6,1.0,1.0,"AA",256.0,0.28487,-1.639,268.18356,-29.53373,0.3993,0.0419,-1.6132,0.04015,-2.4438,0.02815,-41.9069,3.0719,13.0,-5.7382,0.0119,-0.0535,5.7385,"nan","nan",0.81,1.0,1.0,0.86,1.0,1.0,0.91,"n"
"ruprecht135","y","n","nan","nan","nan","nan",7.2,1.0,0.88,"AA",118.0,16.41472,6.27605,269.50535,-11.64238,0.8922,0.0482,1.4364,0.05505,-1.4506,0.03805,-14.8478,9.9558,17.0,-7.0763,0.3078,0.138,7.0843,"cwwdl14497","19.5",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht136","y","n","nan","nan","nan","nan",5.4,0.14,0.36,"DC",16.0,5.18893,-0.4901,269.85761,-24.6952,0.3671,0.0974,-1.3313,0.1137,-1.7537,0.0793,14.68515,3.17415,2.0,-5.5495,0.2349,-0.008,5.5545,"nan","nan",0.0,0.17,0.12,0.38,1.0,1.0,0.21,"y"
"ruprecht137","y","n","nan","nan","nan","nan",7.8,0.33,0.43,"DB",17.0,4.85657,-0.85741,270.03983,-25.23259,0.4306,0.0453,1.2797,0.0522,-1.9155,0.0365,-12.8364,3.8385,2.0,-5.911,0.187,-0.0198,5.914,"nan","nan",0.0,0.12,0.25,0.56,1.0,1.0,0.3,"n"
"ruprecht138","y","n","nan","nan","nan","nan",3.4,1.0,0.96,"AA",217.0,5.30381,-0.57907,269.99562,-24.66406,0.3819,0.0473,0.2636,0.054,-1.1366,0.0382,7.7749,4.2299,7.0,-5.6447,0.2302,-0.011,5.6494,"nan","nan",0.79,1.0,1.0,0.86,1.0,1.0,0.9,"n"
"ruprecht139","y","n","nan","nan","nan","nan",5.5,0.6,0.8,"AB",199.0,6.40093,-0.20869,270.22876,-23.52589,0.3176,0.0613,-0.0095,0.0693,-1.4134,0.0486,1.34615,6.29685,14.0,-5.1784,0.3302,0.0027,5.1889,"bochum14;cwnu1465","1.5;0.5",0.79,1.0,0.75,0.75,0.98,1.0,0.8,"n"
"ruprecht14","y","n","nan","nan","nan","nan",10.5,0.27,0.31,"CC",9.0,243.5836,-9.17082,108.7759,-31.36651,0.0603,0.0656,-0.766,0.0615,1.7927,0.0667,112.8824,5.2789,3.0,-13.5963,-11.0114,-1.9455,17.6038,"nan","nan",0.0,0.0,0.25,0.31,1.0,1.0,0.18,"y"
"ruprecht141","y","n","nan","nan","nan","nan",5.8,0.38,0.45,"CB",13.0,19.68397,-1.22363,277.8169,-12.33349,0.325,0.0936,-1.4691,0.1006,-4.2546,0.0855,20.6926,3.7118,4.0,-5.3934,0.9757,-0.047,5.4812,"gulliver41","8.0",0.0,0.1,0.38,0.62,1.0,1.0,0.34,"n"
"ruprecht142","y","n","nan","nan","nan","nan",6.0,0.06,0.46,"BC",12.0,19.8762,-1.38394,278.03529,-12.23937,0.312,0.1406,-3.2652,0.1488,-5.0089,0.1196,22.1616,5.12795,4.0,-5.29,1.0229,-0.0573,5.3883,"nan","nan",0.0,0.08,0.38,0.25,1.0,1.0,0.19,"y"
"ruprecht143","y","n","nan","nan","nan","nan",3.9,1.0,0.93,"AA",242.0,19.99574,-1.42562,278.17326,-12.1505,0.3427,0.06405,0.7268,0.063,-1.0996,0.05055,11.0049,2.1827,15.0,-5.5321,0.9426,-0.0545,5.6121,"nan","nan",0.8,1.0,1.0,0.82,1.0,1.0,0.89,"n"
"ruprecht144","y","n","nan","nan","nan","nan",4.9,1.0,0.71,"AB",103.0,20.74611,-1.31922,278.42295,-11.42993,0.5646,0.0525,0.2072,0.0562,-0.8913,0.046,-2.6183,10.0387,5.0,-6.5229,0.6059,-0.0224,6.551,"nan","nan",0.75,1.0,0.75,0.79,1.0,1.0,0.82,"n"
"ruprecht145","y","n","nan","nan","nan","nan",20.4,1.0,0.82,"AA",321.0,16.4598,-8.0573,282.65501,-18.28089,1.6522,0.036,8.3536,0.038,-4.1292,0.0316,-55.3114,5.0357,125.0,-7.5543,0.1678,-0.0644,7.5565,"nan","nan",0.83,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"ruprecht146","y","n","nan","nan","nan","nan",7.7,0.33,0.47,"DC",11.0,14.0951,-9.62317,283.07277,-21.08972,0.1806,0.1362,-1.8388,0.1497,-3.8999,0.1215,-72.1031,2.1056,1.0,-3.3568,1.1952,-0.8247,3.6574,"nan","nan",0.0,0.01,0.12,0.31,1.0,1.0,0.15,"y"
"ruprecht147","y","n","nan","nan","nan","nan",42.2,1.0,0.89,"AA",273.0,20.92617,-12.76132,289.07658,-16.31213,3.2643,0.0327,-0.9318,0.0336,-26.5914,0.029,41.7512,1.7394,169.0,-7.8448,0.1062,-0.0471,7.8456,"cwwdl14561","13.6",0.81,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht148","y","n","nan","nan","nan","nan",4.5,1.0,0.56,"AB",139.0,160.35825,-0.40283,71.6411,44.71112,0.2605,0.0643,-0.178,0.0811,-1.138,0.0652,-1.1897,1.995,3.0,-11.4796,1.1982,0.0044,11.542,"nan","nan",0.76,1.0,0.75,0.69,1.0,1.0,0.78,"n"
"ruprecht149","y","n","nan","nan","nan","nan",8.5,0.7,0.39,"DC",16.0,234.38486,-10.31318,103.12776,-23.66701,0.1312,0.1093,-1.038,0.0714,1.4464,0.1031,"nan","nan",0.0,-11.9175,-5.2871,-1.1548,13.0887,"nan","nan",0.0,0.01,0.12,0.31,1.0,1.0,0.15,"y"
"ruprecht15","y","n","nan","nan","nan","nan",10.9,0.09,0.27,"BC",16.0,233.54245,-2.88402,109.92263,-19.58646,0.1579,0.0578,-0.6922,0.0467,1.6653,0.0552,96.739,4.4918,1.0,-11.4607,-4.514,-0.2503,12.3202,"nan","nan",0.0,0.01,0.38,0.38,1.0,1.0,0.23,"y"
"ruprecht150","y","n","nan","nan","nan","nan",6.4,0.22,0.38,"CC",20.0,240.01234,-9.62396,106.48755,-28.38934,0.2359,0.0806,-1.2285,0.0676,3.3662,0.0834,64.8826,3.5416,3.0,-10.0504,-3.3363,-0.6279,10.6083,"nan","nan",0.0,0.06,0.25,0.31,1.0,1.0,0.19,"y"
"ruprecht151","y","n","nan","nan","nan","nan",7.6,0.75,0.57,"AB",39.0,233.04525,3.20613,115.29314,-16.25475,0.9025,0.0266,-4.2392,0.0218,3.3685,0.0227,22.8068,4.9518,15.0,-8.7724,-0.8649,0.0835,8.8154,"nan","nan",0.39,1.0,0.75,1.0,1.0,1.0,0.83,"n"
"ruprecht152","y","n","nan","nan","nan","nan",1.0,1.0,0.56,"AA",101.0,253.53991,-5.30234,118.61509,-38.23715,0.1057,0.1054,-1.2976,0.1063,2.2103,0.1222,110.0122,1.40035,4.0,-10.3685,-7.5967,-0.7086,12.8732,"cwnu2977","98.0",0.75,1.0,1.0,0.44,1.0,1.0,0.73,"n"
"ruprecht153","y","n","nan","nan","nan","nan",4.9,0.05,0.47,"CC",19.0,247.38179,-0.13401,120.08995,-30.29985,0.252,0.0708,-2.7899,0.0628,3.1171,0.0714,"nan","nan",0.0,-9.5361,-3.3936,0.0154,10.122,"nan","nan",0.0,0.12,0.25,0.0,1.0,1.0,0.07,"y"
"ruprecht154","y","n","nan","nan","nan","nan",5.7,0.29,0.33,"CC",49.0,259.57946,-7.30609,120.40133,-44.4074,0.1094,0.0826,-1.6751,0.0877,2.4826,0.0932,78.79525,7.37565,2.0,-9.5137,-7.538,-0.9606,12.176,"nan","nan",0.49,0.04,0.25,0.0,1.0,1.0,0.16,"y"
"ruprecht155","y","n","nan","nan","nan","nan",7.8,0.45,0.32,"AB",14.0,249.1645,-0.11069,121.27268,-31.81012,0.2531,0.0394,-2.4423,0.0344,2.807,0.0405,"nan","nan",0.0,-9.4225,-3.4229,0.0188,10.025,"fof204;hsc2006","24.0;20.0",0.0,0.03,0.75,0.25,1.0,1.0,0.26,"y"
"ruprecht156","y","n","nan","nan","nan","nan",6.9,0.11,0.24,"DC",13.0,262.07552,-5.15123,124.85246,-45.35711,0.2121,0.0891,-2.4505,0.1063,3.7832,0.098,65.2094,1.2064,1.0,-8.7149,-4.2499,-0.3665,9.7028,"nan","nan",0.0,0.03,0.12,0.31,1.0,1.0,0.16,"y"
"ruprecht157","y","n","nan","nan","nan","nan",7.9,0.21,0.31,"CD",22.0,241.62454,11.5766,127.45144,-19.0782,0.3342,0.071,-3.8674,0.06,3.767,0.0585,1.1258,14.4223,1.0,-9.4351,-2.4332,0.5916,9.7618,"nan","nan",0.0,0.09,0.12,0.38,1.0,1.0,0.19,"y"
"ruprecht158","y","n","nan","nan","nan","nan",6.1,0.12,0.34,"BC",17.0,259.55725,4.41412,133.08952,-37.60011,0.1981,0.0813,-3.1662,0.0687,2.9934,0.079,"nan","nan",0.0,-8.9485,-4.496,0.375,10.0215,"nan","nan",0.0,0.04,0.38,0.31,1.0,1.0,0.21,"y"
"ruprecht16","y","n","nan","nan","nan","nan",4.0,0.94,0.73,"AB",75.0,233.81393,-2.07271,110.80276,-19.48288,0.3124,0.0402,-2.134,0.0317,2.5138,0.0379,52.0066,0.1638,1.0,-9.8972,-2.4266,-0.0834,10.1907,"nan","nan",0.62,1.0,0.75,0.82,1.0,1.0,0.81,"n"
"ruprecht160","y","n","nan","nan","nan","nan",5.0,0.33,0.45,"DC",20.0,274.60237,5.99142,149.02789,-47.01855,0.3102,0.0844,-6.6143,0.0921,4.2976,0.0815,"nan","nan",0.0,-7.8801,-3.0023,0.3355,8.4394,"nan","nan",0.0,0.18,0.12,0.31,1.0,1.0,0.19,"y"
"ruprecht161","y","n","nan","nan","nan","nan",15.1,1.0,0.66,"AB",87.0,284.66684,-4.25371,152.33184,-61.25838,1.1084,0.0284,-10.3769,0.0339,3.7824,0.0288,17.6402,6.4221,28.0,-7.8983,-0.8549,-0.0458,7.9446,"nan","nan",0.68,1.0,0.75,1.0,1.0,1.0,0.89,"n"
"ruprecht162","y","n","nan","nan","nan","nan",7.1,0.33,0.45,"DC",13.0,289.63626,-2.54688,163.15744,-62.29324,0.1658,0.0615,-6.8122,0.0688,3.0464,0.0633,33.71115,3.36025,2.0,-6.319,-5.0653,-0.2221,8.1016,"nan","nan",0.0,0.02,0.12,0.0,1.0,1.0,0.03,"y"
"ruprecht163","y","n","nan","nan","nan","nan",24.5,0.7,0.27,"AC",18.0,293.08647,-7.1683,166.19769,-67.92199,1.0609,0.0312,-5.8477,0.0374,0.0656,0.0353,13.7851,4.928,5.0,-7.7614,-0.8442,-0.0945,7.8077,"nan","nan",0.0,0.08,0.62,0.5,1.0,1.0,0.34,"n"
"ruprecht164","y","n","nan","nan","nan","nan",1.8,0.99,0.85,"AA",190.0,293.19627,0.58142,172.6079,-60.75034,0.2088,0.03835,-6.8537,0.04495,1.35,0.0378,0.7597,4.6589,22.0,-6.4006,-4.0172,0.0607,7.557,"nan","nan",0.78,1.0,1.0,1.0,1.0,1.0,0.96,"n"
"ruprecht165","y","n","nan","nan","nan","nan",7.0,0.31,0.34,"DC",18.0,299.75617,6.32329,187.13609,-56.40689,0.2904,0.1958,-7.7122,0.1659,1.9947,0.1882,"nan","nan",0.0,-6.5322,-2.78,0.3716,7.1089,"nan","nan",0.0,0.07,0.12,0.0,1.0,1.0,0.04,"y"
"ruprecht166","y","n","nan","nan","nan","nan",1.2,0.8,1.0,"BA",26.0,306.74456,-0.84053,201.41589,-63.45858,0.1231,0.0264,-6.938,0.0225,-1.1338,0.02885,-38.0986,0.58345,2.0,-3.9421,-5.5991,-0.0924,6.8482,"cwnu1351","88.5",0.26,0.65,0.75,0.38,1.0,1.0,0.48,"n"
"ruprecht167","y","n","nan","nan","nan","nan",7.0,0.98,0.76,"AB",78.0,314.25557,2.02512,215.16256,-58.86398,0.6206,0.03115,-8.2179,0.0261,-4.8,0.0299,-29.7105,6.0319,7.0,-7.0332,-1.1173,0.0734,7.1218,"nan","nan",0.64,1.0,0.75,1.0,1.0,1.0,0.88,"n"
"ruprecht168","y","n","nan","nan","nan","nan",8.5,0.1,0.66,"DB",12.0,1.2188,-1.11808,268.21061,-28.43579,0.0941,0.1546,-4.6218,0.1556,-5.7868,0.1111,"nan","nan",0.0,0.6381,0.1903,-0.17,0.6872,"nan","nan",0.0,0.0,0.25,0.44,1.0,1.0,0.23,"n"
"ruprecht169","y","n","nan","nan","nan","nan",4.4,0.25,0.19,"DC",31.0,5.11044,-0.53223,269.8571,-24.79157,0.3547,0.0932,-1.3197,0.1003,-2.553,0.0665,25.5924,5.007,6.0,-5.4641,0.2388,-0.0111,5.4693,"nan","nan",0.31,0.48,0.12,0.0,1.0,1.0,0.18,"y"
"ruprecht17","y","n","nan","nan","nan","nan",21.7,0.23,0.45,"CC",26.0,237.19389,-3.70882,110.99178,-23.24687,0.8668,0.0488,-4.062,0.0287,3.7796,0.05645,41.9085,6.8821,5.0,-8.7313,-0.9461,-0.0501,8.7826,"nan","nan",0.26,0.1,0.25,0.5,1.0,1.0,0.32,"n"
"ruprecht170","y","n","nan","nan","nan","nan",2.8,1.0,0.77,"AA",90.0,21.05848,1.15936,276.34172,-10.01434,0.4776,0.0489,0.4649,0.05165,-0.1652,0.0433,36.6285,20.70525,2.0,-6.247,0.7218,0.0566,6.2888,"nan","nan",0.7,1.0,1.0,0.79,1.0,1.0,0.86,"n"
"ruprecht171","y","n","nan","nan","nan","nan",7.7,1.0,0.9,"AA",1132.0,16.45032,-3.08971,278.00868,-16.06125,0.6352,0.06035,7.7155,0.0633,1.0791,0.0526,5.4069,7.34145,158.0,-6.6605,0.4316,-0.0651,6.6748,"nan","nan",1.0,1.0,1.0,0.79,1.0,1.0,0.92,"n"
"ruprecht172","y","n","nan","nan","nan","nan",1.8,1.0,0.9,"AA",119.0,73.11293,1.00839,302.88863,35.60372,0.2565,0.0362,-2.0228,0.0372,-3.7093,0.0413,12.68575,2.66015,14.0,-7.0714,3.4602,0.0819,7.873,"nan","nan",0.76,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht173","y","n","nan","nan","nan","nan",4.6,0.31,0.22,"DC",15.0,76.68074,-4.0289,310.4754,35.57939,0.2834,0.097,-4.5727,0.0868,-5.3439,0.1066,-28.2846,3.5795,1.0,-7.3649,3.1993,-0.2126,8.0326,"nan","nan",0.0,0.13,0.12,0.31,1.0,1.0,0.18,"y"
"ruprecht174","y","n","nan","nan","nan","nan",3.7,1.0,0.86,"AA",157.0,78.00879,-3.37682,310.84836,37.02938,0.3914,0.0487,-3.1534,0.0456,-4.7162,0.0468,-5.9181,6.78215,4.0,-7.6181,2.3736,-0.1235,7.9803,"nan","nan",0.77,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht175","y","n","nan","nan","nan","nan",4.3,0.18,0.43,"CC",24.0,77.03718,-4.55143,311.26005,35.51977,0.1375,0.0713,-1.8936,0.0609,-2.8365,0.0704,14.00585,4.2011,2.0,-6.702,6.1674,-0.4883,9.121,"nan","nan",0.0,0.06,0.25,0.38,1.0,1.0,0.21,"y"
"ruprecht176","y","n","nan","nan","nan","nan",4.9,1.0,0.97,"AA",381.0,331.8937,-0.27158,243.67471,-51.33329,0.3574,0.057,-2.6836,0.0669,-2.9918,0.0508,-52.2486,1.7601,13.0,-5.7847,-1.2481,0.0024,5.9178,"nan","nan",0.86,1.0,1.0,0.82,1.0,1.0,0.9,"n"
"ruprecht18","y","n","nan","nan","nan","nan",5.2,1.0,0.74,"AA",386.0,239.92432,-4.94888,111.15871,-26.20909,0.3777,0.04625,-0.4607,0.03505,1.154,0.0486,38.3661,3.87605,12.0,-9.3781,-2.1677,-0.1926,9.6273,"fsr1300","88.6",0.86,1.0,1.0,1.0,1.0,1.0,0.97,"n"
"ruprecht19","y","n","nan","nan","nan","nan",5.6,0.77,0.66,"BB",31.0,236.18939,-2.61127,111.478,-21.83712,0.6846,0.0243,-2.5939,0.0226,3.849,0.0276,35.6536,9.52,3.0,-8.911,-1.178,-0.0422,8.9886,"cwwdl14123","90.3",0.31,1.0,0.5,0.79,1.0,1.0,0.68,"n"
"ruprecht2","y","n","nan","nan","nan","nan",7.5,0.91,0.38,"BC",14.0,238.74708,-15.05317,100.29611,-29.51011,0.1239,0.1072,-0.4698,0.1015,1.794,0.1259,69.3231,2.6262,1.0,-11.6083,-5.7379,-1.7719,13.0697,"ruprecht3","4.0",0.0,0.01,0.38,0.31,1.0,1.0,0.2,"y"
"ruprecht20","y","n","nan","nan","nan","nan",6.7,0.52,0.28,"DC",18.0,242.4335,-5.75493,111.66628,-28.8063,0.2656,0.0715,-1.5118,0.0578,2.7213,0.0773,134.539,0.3121,1.0,-9.7349,-3.0883,-0.3263,10.2182,"nan","nan",0.0,0.07,0.12,0.38,1.0,1.0,0.19,"y"
"ruprecht21","y","n","nan","nan","nan","nan",8.6,0.73,0.32,"CC",13.0,244.59628,-6.75741,111.79047,-31.16287,0.13,0.075,-0.8204,0.0693,2.6847,0.0791,89.3146,4.5703,3.0,-10.9653,-5.9796,-0.7568,12.5126,"nan","nan",0.0,0.01,0.25,0.31,1.0,1.0,0.18,"y"
"ruprecht22","y","n","nan","nan","nan","nan",7.8,0.3,0.29,"DC",18.0,243.04789,-5.40114,112.34254,-29.20865,0.2393,0.0552,-2.4227,0.0525,2.666,0.0583,56.25,4.12,1.0,-9.8615,-3.423,-0.3393,10.4442,"nan","nan",0.0,0.04,0.12,0.31,1.0,1.0,0.16,"y"
"ruprecht23","y","n","nan","nan","nan","nan",4.5,0.99,0.75,"AB",240.0,238.06134,-2.39933,112.66251,-23.37518,0.3418,0.0635,-2.0648,0.0349,1.6098,0.0647,59.89405,0.6954,8.0,-9.5828,-2.3433,-0.091,9.8655,"cwnu1592","1.2",0.8,1.0,0.75,1.0,1.0,1.0,0.91,"n"
"ruprecht24","y","n","nan","nan","nan","nan",4.0,0.96,0.7,"AB",28.0,228.91174,2.9674,112.98804,-12.77024,0.4902,0.01855,-0.71,0.0193,0.4496,0.01675,40.9911,18.096,1.0,-9.4081,-1.4753,0.1257,9.5239,"nan","nan",0.28,0.99,0.75,0.69,1.0,1.0,0.68,"n"
"ruprecht25","y","n","nan","nan","nan","nan",1.3,0.94,0.6,"AB",62.0,238.75757,-1.16842,114.19738,-23.38478,0.1282,0.0914,-1.0621,0.05545,1.9598,0.08595,95.6941,2.1062,1.0,-11.6215,-5.7678,-0.1078,12.9745,"nan","nan",0.56,1.0,0.75,0.62,1.0,1.0,0.71,"n"
"ruprecht26","y","n","nan","nan","nan","nan",12.2,1.0,0.55,"AB",134.0,231.96546,2.72673,114.29444,-15.5806,0.9039,0.03945,-3.2404,0.0338,0.119,0.0335,16.0618,7.8212,29.0,-8.7876,-0.8518,0.0739,8.8291,"nan","nan",0.76,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"ruprecht27","y","n","nan","nan","nan","nan",4.8,1.0,0.73,"AA",141.0,241.59544,-2.51336,114.42292,-26.52161,0.4846,0.0303,-1.214,0.0241,0.4548,0.0316,37.1055,6.4053,9.0,-9.064,-1.7415,-0.064,9.23,"nan","nan",0.77,1.0,1.0,1.0,1.0,1.0,0.95,"n"
"ruprecht28","y","n","nan","nan","nan","nan",3.6,0.99,0.63,"AB",316.0,245.65458,-4.31564,114.897,-30.93514,0.2248,0.06705,-2.5535,0.05805,3.8163,0.06735,91.1349,2.7233,19.0,-9.8021,-3.712,-0.2822,10.4852,"oc0424;oc0425","9.2;7.9",0.83,1.0,0.75,0.86,1.0,1.0,0.86,"n"
"ruprecht29","y","n","nan","nan","nan","nan",3.4,0.69,0.69,"BB",63.0,240.1148,-0.82745,115.25475,-24.38982,0.4398,0.0352,-2.1342,0.0226,1.6234,0.0372,"nan","nan",0.0,-9.2059,-1.8853,-0.0075,9.3969,"nan","nan",0.56,1.0,0.5,0.69,1.0,1.0,0.69,"n"
"ruprecht3","y","n","nan","nan","nan","nan",6.5,0.68,0.38,"CC",19.0,238.75816,-14.82973,100.47917,-29.46649,0.1508,0.0959,-0.8743,0.0919,1.5354,0.094,"nan","nan",0.0,-11.0595,-4.8391,-1.4734,12.1614,"ruprecht2","4.0",0.0,0.02,0.25,0.0,0.96,1.0,0.05,"y"
"ruprecht30","y","n","nan","nan","nan","nan",4.8,0.14,0.41,"AC",16.0,246.40408,-4.04775,115.59271,-31.46077,0.0771,0.0658,-1.0449,0.059,2.1223,0.0694,86.86585,2.63775,2.0,-12.2351,-9.4144,-0.6964,15.4536,"nan","nan",0.0,0.01,0.62,0.38,1.0,1.0,0.28,"y"
"ruprecht31","y","n","nan","nan","nan","nan",39.7,0.86,0.75,"BA",26.0,249.73555,-5.9938,115.70974,-35.30426,2.2998,0.05495,-8.254,0.0536,4.2672,0.0612,17.3994,3.3746,5.0,-8.27,-0.4025,-0.0228,8.2799,"ocsn84","92.3",0.26,0.21,0.75,0.69,1.0,1.0,0.52,"n"
"ruprecht32","y","n","nan","nan","nan","nan",1.9,0.73,0.61,"BB",29.0,241.57139,-0.57363,116.29998,-25.54627,0.199,0.0326,-1.9856,0.0252,3.1544,0.0316,56.0382,6.9181,1.0,-10.2951,-4.0157,-0.0193,11.0506,"fof939","55.2",0.29,0.75,0.5,0.44,1.0,1.0,0.48,"n"
"ruprecht33","y","n","nan","nan","nan","nan",7.7,0.93,0.74,"AB",126.0,238.50639,1.35364,116.43894,-21.91638,0.4194,0.0396,-1.3902,0.0371,0.0651,0.04185,48.26645,4.9979,4.0,-9.3105,-1.94,0.0777,9.5108,"nan","nan",0.76,0.88,0.75,0.86,1.0,1.0,0.82,"n"
"ruprecht34","y","n","nan","nan","nan","nan",2.3,0.86,0.59,"BB",100.0,237.19471,2.15686,116.48332,-20.38554,0.3515,0.074,-2.1502,0.06705,1.0313,0.0677,46.3918,0.80165,2.0,-9.5787,-2.2607,0.1259,9.8427,"nan","nan",0.75,1.0,0.5,1.0,1.0,1.0,0.85,"n"
"ruprecht35","y","n","nan","nan","nan","nan",1.9,1.0,0.71,"AB",89.0,246.66147,-3.2527,116.55131,-31.27973,0.255,0.0426,-2.2588,0.0369,3.179,0.0474,"nan","nan",0.0,-9.5609,-3.3334,-0.1818,10.127,"nan","nan",0.7,1.0,0.75,0.82,1.0,1.0,0.82,"n"
"ruprecht36","y","n","nan","nan","nan","nan",3.7,0.91,0.63,"AB",126.0,242.58075,-0.32846,117.09338,-26.2905,0.3632,0.0627,-2.6943,0.04765,0.9296,0.06695,"nan","nan",0.0,-9.3236,-2.3165,0.0088,9.6071,"nan","nan",0.76,1.0,0.75,1.0,1.0,1.0,0.9,"n"
"ruprecht37","y","n","nan","nan","nan","nan",3.3,1.0,0.57,"AB",295.0,234.94157,4.5259,117.45146,-17.24907,0.1814,0.101,-1.6935,0.089,2.4105,0.0837,86.6505,3.44205,8.0,-10.9641,-4.0518,0.4199,11.6963,"nan","nan",0.82,1.0,0.75,0.82,1.0,1.0,0.84,"n"
