"process","fname","N_clust","N_clust_max","Nbox","frame_limit"
"no",cwnu3856,"nan",386,"nan","nan"
"no",cwnu3857,"nan",70,"nan","nan"
"no",cwnu3858,"nan",201,"nan","nan"
"no",cwnu3859,"nan",102,"nan","nan"
"no",cwnu386,"nan",110,"nan","nan"
"no",cwnu3860,"nan",138,"nan","nan"
"no",cwnu3861,"nan",137,"nan","nan"
"no",cwnu3862,"nan",77,"nan","nan"
"no",cwnu3863,"nan",178,"nan","nan"
"no",cwnu3864,"nan",143,"nan","nan"
"no",cwnu3865,"nan",56,"nan","nan"
"no",cwnu3866,"nan",79,"nan","nan"
"no",cwnu3867,"nan",208,"nan","nan"
"no",cwnu3868,"nan",97,"nan","nan"
"no",cwnu3869,"nan",201,"nan","nan"
"no",cwnu387,"nan",81,"nan","nan"
"no",cwnu3870,"nan",217,"nan","nan"
"no",cwnu3871,"nan",375,"nan","nan"
"no",cwnu3872,"nan",122,"nan","nan"
"no",cwnu3873,"nan",235,"nan","nan"
"no",cwnu3874,"nan",53,"nan","nan"
"no",cwnu3875,"nan",342,"nan","nan"
"no",cwnu3876,"nan",88,"nan","nan"
"no",cwnu3877,"nan",171,"nan","nan"
"no",cwnu3878,"nan",65,"nan","nan"
"no",cwnu3879,"nan",78,"nan","nan"
"no",cwnu388,"nan",56,"nan","nan"
"no",cwnu3880,"nan",250,"nan","nan"
"no",cwnu3881,"nan",57,"nan","nan"
"no",cwnu3882,"nan",81,"nan","nan"
"no",cwnu3883,"nan",150,"nan","nan"
"no",cwnu3884,"nan",740,"nan","nan"
"no",cwnu3885,"nan",127,"nan","nan"
"no",cwnu3886,"nan",97,"nan","nan"
"no",cwnu3887,"nan",46,"nan","nan"
"no",cwnu3888,"nan",145,"nan","nan"
"no",cwnu3889,"nan",88,"nan","nan"
"no",cwnu389,"nan",54,"nan","nan"
"no",cwnu3890,"nan",37,"nan","nan"
"no",cwnu3891,"nan",43,"nan","nan"
"no",cwnu3892,"nan",86,"nan","nan"
"no",cwnu3893,"nan",82,"nan","nan"
"no",cwnu3894,"nan",133,"nan","nan"
"no",cwnu3895,"nan",161,"nan","nan"
"no",cwnu3896,"nan",101,"nan","nan"
"no",cwnu3897,"nan",215,"nan","nan"
"no",cwnu3898,"nan",281,"nan","nan"
"no",cwnu3899,"nan",161,"nan","nan"
"no",cwnu39,"nan",107,"nan","nan"
"no",cwnu390,"nan",80,"nan","nan"
"no",cwnu3900,"nan",273,"nan","nan"
"no",cwnu3901,"nan",61,"nan","nan"
"no",cwnu3902,"nan",43,"nan","nan"
"no",cwnu3903,"nan",107,"nan","nan"
"no",cwnu3904,"nan",157,"nan","nan"
"no",cwnu3905,"nan",102,"nan","nan"
"no",cwnu3906,"nan",348,"nan","nan"
"no",cwnu3907,"nan",109,"nan","nan"
"no",cwnu3908,"nan",205,"nan","nan"
"no",cwnu3909,"nan",150,"nan","nan"
"no",cwnu391,"nan",70,"nan","nan"
"no",cwnu3910,"nan",135,"nan","nan"
"no",cwnu3911,"nan",234,"nan","nan"
"no",cwnu3912,"nan",120,"nan","nan"
"no",cwnu3913,"nan",137,"nan","nan"
"no",cwnu3914,"nan",106,"nan","nan"
"no",cwnu3915,"nan",54,"nan","nan"
"no",cwnu3916,"nan",64,"nan","nan"
"no",cwnu3917,"nan",108,"nan","nan"
"no",cwnu3918,"nan",179,"nan","nan"
"no",cwnu3919,"nan",145,"nan","nan"
"no",cwnu392,"nan",70,"nan","nan"
"no",cwnu3920,"nan",101,"nan","nan"
"no",cwnu3921,"nan",81,"nan","nan"
"no",cwnu3922,"nan",74,"nan","nan"
"no",cwnu3923,"nan",123,"nan","nan"
"no",cwnu3924,"nan",48,"nan","nan"
"no",cwnu3925,"nan",123,"nan","nan"
"no",cwnu3926,"nan",183,"nan","nan"
"no",cwnu3927,"nan",85,"nan","nan"
"no",cwnu3928,"nan",105,"nan","nan"
"no",cwnu3929,"nan",122,"nan","nan"
"no",cwnu393,"nan",62,"nan","nan"
"no",cwnu3930,"nan",81,"nan","nan"
"no",cwnu3931,"nan",54,"nan","nan"
"no",cwnu3932,"nan",265,"nan","nan"
"no",cwnu3933,"nan",140,"nan","nan"
"no",cwnu3934,"nan",159,"nan","nan"
"no",cwnu3935,"nan",212,"nan","nan"
"no",cwnu3936,"nan",138,"nan","nan"
"no",cwnu3937,"nan",110,"nan","nan"
"no",cwnu3938,"nan",188,"nan","nan"
"no",cwnu3939,"nan",103,"nan","nan"
"no",cwnu394,"nan",153,"nan","nan"
"no",cwnu3940,"nan",93,"nan","nan"
"no",cwnu3941,"nan",158,"nan","nan"
"no",cwnu3942,"nan",191,"nan","nan"
"no",cwnu3943,"nan",101,"nan","nan"
"no",cwnu3944,"nan",211,"nan","nan"
"no",cwnu3945,"nan",296,"nan","nan"
"no",cwnu3946,"nan",280,"nan","nan"
"no",cwnu3947,"nan",156,"nan","nan"
"no",cwnu3948,"nan",105,"nan","nan"
"no",cwnu3949,"nan",225,"nan","nan"
"no",cwnu395,"nan",70,"nan","nan"
"no",cwnu3950,"nan",247,"nan","nan"
"no",cwnu3951,"nan",189,"nan","nan"
"no",cwnu3952,"nan",81,"nan","nan"
"no",cwnu3953,"nan",59,"nan","nan"
"no",cwnu3954,"nan",145,"nan","nan"
"no",cwnu3955,"nan",101,"nan","nan"
"no",cwnu3956,"nan",89,"nan","nan"
"no",cwnu3957,"nan",137,"nan","nan"
"no",cwnu3958,"nan",133,"nan","nan"
"no",cwnu3959,"nan",138,"nan","nan"
"no",cwnu396,"nan",57,"nan","nan"
"no",cwnu3960,"nan",186,"nan","nan"
"no",cwnu3961,"nan",191,"nan","nan"
"no",cwnu3962,"nan",203,"nan","nan"
"no",cwnu3963,"nan",102,"nan","nan"
"no",cwnu3964,"nan",61,"nan","nan"
"no",cwnu3965,"nan",101,"nan","nan"
"no",cwnu3966,"nan",235,"nan","nan"
"no",cwnu3967,"nan",101,"nan","nan"
"no",cwnu3968,"nan",98,"nan","nan"
"no",cwnu3969,"nan",92,"nan","nan"
"no",cwnu397,"nan",105,"nan","nan"
"no",cwnu3970,"nan",119,"nan","nan"
"no",cwnu3971,"nan",182,"nan","nan"
"no",cwnu3972,"nan",181,"nan","nan"
"no",cwnu3973,"nan",207,"nan","nan"
"no",cwnu3974,"nan",98,"nan","nan"
"no",cwnu3975,"nan",62,"nan","nan"
"no",cwnu3976,"nan",470,"nan","nan"
"no",cwnu3977,"nan",165,"nan","nan"
"no",cwnu3978,"nan",42,"nan","nan"
"no",cwnu3979,"nan",79,"nan","nan"
"no",cwnu398,"nan",56,"nan","nan"
"no",cwnu3980,"nan",121,"nan","nan"
"no",cwnu3981,"nan",95,"nan","nan"
"no",cwnu3982,"nan",36,"nan","nan"
"no",cwnu3983,"nan",187,"nan","nan"
"no",cwnu3984,"nan",164,"nan","nan"
"no",cwnu3985,"nan",138,"nan","nan"
"no",cwnu3986,"nan",66,"nan","nan"
"no",cwnu3987,"nan",165,"nan","nan"
"no",cwnu3988,"nan",196,"nan","nan"
"no",cwnu3989,"nan",270,"nan","nan"
"no",cwnu399,"nan",54,"nan","nan"
"no",cwnu3990,"nan",118,"nan","nan"
"no",cwnu3991,"nan",321,"nan","nan"
"no",cwnu3992,"nan",204,"nan","nan"
"no",cwnu3993,"nan",202,"nan","nan"
"no",cwnu3994,"nan",142,"nan","nan"
"no",cwnu3995,"nan",158,"nan","nan"
"no",cwnu3996,"nan",155,"nan","nan"
"no",cwnu3997,"nan",80,"nan","nan"
"no",cwnu3998,"nan",179,"nan","nan"
"no",cwnu3999,"nan",226,"nan","nan"
"no",cwnu4,"nan",88,"nan","nan"
"no",cwnu40,"nan",52,"nan","nan"
"no",cwnu400,"nan",241,"nan","nan"
"no",cwnu4000,"nan",162,"nan","nan"
"no",cwnu4001,"nan",93,"nan","nan"
"no",cwnu4002,"nan",108,"nan","nan"
"no",cwnu4003,"nan",214,"nan","nan"
"no",cwnu4004,"nan",145,"nan","nan"
"no",cwnu4005,"nan",147,"nan","nan"
"no",cwnu4006,"nan",131,"nan","nan"
"no",cwnu4007,"nan",54,"nan","nan"
"no",cwnu4008,"nan",70,"nan","nan"
"no",cwnu4009,"nan",85,"nan","nan"
"no",cwnu401,"nan",48,"nan","nan"
"no",cwnu4010,"nan",152,"nan","nan"
"no",cwnu4011,"nan",170,"nan","nan"
"no",cwnu4012,"nan",109,"nan","nan"
"no",cwnu4013,"nan",108,"nan","nan"
"no",cwnu4014,"nan",97,"nan","nan"
"no",cwnu4015,"nan",50,"nan","nan"
"no",cwnu4016,"nan",202,"nan","nan"
"no",cwnu4017,"nan",98,"nan","nan"
"no",cwnu4018,"nan",100,"nan","nan"
"no",cwnu4019,"nan",128,"nan","nan"
"no",cwnu402,"nan",49,"nan","nan"
"no",cwnu4020,"nan",494,"nan","nan"
"no",cwnu4021,"nan",152,"nan","nan"
"no",cwnu4022,"nan",88,"nan","nan"
"no",cwnu4023,"nan",79,"nan","nan"
"no",cwnu4024,"nan",80,"nan","nan"
"no",cwnu4025,"nan",258,"nan","nan"
"no",cwnu4026,"nan",393,"nan","nan"
"no",cwnu4027,"nan",139,"nan","nan"
"no",cwnu4028,"nan",204,"nan","nan"
"no",cwnu4029,"nan",312,"nan","nan"
"no",cwnu403,"nan",49,"nan","nan"
"no",cwnu4030,"nan",40,"nan","nan"
"no",cwnu4031,"nan",342,"nan","nan"
"no",cwnu4032,"nan",278,"nan","nan"
"no",cwnu4033,"nan",84,"nan","nan"
"no",cwnu4034,"nan",76,"nan","nan"
"no",cwnu4035,"nan",289,"nan","nan"
"no",cwnu4036,"nan",245,"nan","nan"
"no",cwnu4037,"nan",258,"nan","nan"
"no",cwnu4038,"nan",270,"nan","nan"
"no",cwnu4039,"nan",232,"nan","nan"
"no",cwnu404,"nan",128,"nan","nan"
"no",cwnu4040,"nan",368,"nan","nan"
"no",cwnu4041,"nan",929,"nan","nan"
"no",cwnu4042,"nan",71,"nan","nan"
"no",cwnu4043,"nan",588,"nan","nan"
"no",cwnu4044,"nan",103,"nan","nan"
"no",cwnu4045,"nan",196,"nan","nan"
"no",cwnu4046,"nan",115,"nan","nan"
"no",cwnu4047,"nan",80,"nan","nan"
"no",cwnu4048,"nan",93,"nan","nan"
"no",cwnu4049,"nan",333,"nan","nan"
"no",cwnu405,"nan",140,"nan","nan"
"no",cwnu4050,"nan",427,"nan","nan"
"no",cwnu4051,"nan",266,"nan","nan"
"no",cwnu4052,"nan",268,"nan","nan"
"no",cwnu4053,"nan",294,"nan","nan"
"no",cwnu4054,"nan",112,"nan","nan"
"no",cwnu4056,"nan",100,"nan","nan"
"no",cwnu4057,"nan",1000,"nan","nan"
"no",cwnu4058,"nan",318,"nan","nan"
"no",cwnu4059,"nan",88,"nan","nan"
"no",cwnu406,"nan",78,"nan","nan"
"no",cwnu4060,"nan",41,"nan","nan"
"no",cwnu4061,"nan",65,"nan","nan"
"no",cwnu4062,"nan",42,"nan","nan"
"no",cwnu4063,"nan",115,"nan","nan"
"no",cwnu4064,"nan",86,"nan","nan"
"no",cwnu4065,"nan",60,"nan","nan"
"no",cwnu4066,"nan",32,"nan","nan"
"no",cwnu4067,"nan",143,"nan","nan"
"no",cwnu4068,"nan",58,"nan","nan"
"no",cwnu4069,"nan",155,"nan","nan"
"no",cwnu407,"nan",158,"nan","nan"
"no",cwnu4070,"nan",47,"nan","nan"
"no",cwnu4071,"nan",67,"nan","nan"
"no",cwnu4072,"nan",51,"nan","nan"
"no",cwnu4073,"nan",52,"nan","nan"
"no",cwnu4074,"nan",72,"nan","nan"
"no",cwnu4075,"nan",25,"nan","nan"
"no",cwnu4076,"nan",57,"nan","nan"
"no",cwnu4077,"nan",65,"nan","nan"
"no",cwnu4078,"nan",60,"nan","nan"
"no",cwnu4079,"nan",63,"nan","nan"
"no",cwnu408,"nan",52,"nan","nan"
"no",cwnu4080,"nan",52,"nan","nan"
"no",cwnu4081,"nan",32,"nan","nan"
"no",cwnu4082,"nan",66,"nan","nan"
"no",cwnu4083,"nan",98,"nan","nan"
"no",cwnu4084,"nan",152,"nan","nan"
"no",cwnu4085,"nan",62,"nan","nan"
"no",cwnu4086,"nan",148,"nan","nan"
"no",cwnu4087,"nan",145,"nan","nan"
"no",cwnu4088,"nan",41,"nan","nan"
"no",cwnu4089,"nan",46,"nan","nan"
"no",cwnu409,"nan",59,"nan","nan"
"no",cwnu4090,"nan",80,"nan","nan"
"no",cwnu4091,"nan",60,"nan","nan"
"no",cwnu4092,"nan",151,"nan","nan"
"no",cwnu4093,"nan",91,"nan","nan"
"no",cwnu4094,"nan",105,"nan","nan"
"no",cwnu4095,"nan",144,"nan","nan"
"no",cwnu4096,"nan",145,"nan","nan"
"no",cwnu4097,"nan",190,"nan","nan"
"no",cwnu4098,"nan",128,"nan","nan"
"no",cwnu4099,"nan",50,"nan","nan"
"no",cwnu41,"nan",59,"nan","nan"
"no",cwnu410,"nan",68,"nan","nan"
"no",cwnu4100,"nan",183,"nan","nan"
"no",cwnu4101,"nan",81,"nan","nan"
"no",cwnu4102,"nan",78,"nan","nan"
"no",cwnu4103,"nan",93,"nan","nan"
"no",cwnu4104,"nan",51,"nan","nan"
"no",cwnu4105,"nan",200,"nan","nan"
"no",cwnu4106,"nan",121,"nan","nan"
"no",cwnu4107,"nan",99,"nan","nan"
"no",cwnu4108,"nan",118,"nan","nan"
"no",cwnu4109,"nan",118,"nan","nan"
"no",cwnu411,"nan",75,"nan","nan"
"no",cwnu4110,"nan",385,"nan","nan"
"no",cwnu4111,"nan",285,"nan","nan"
"no",cwnu4112,"nan",200,"nan","nan"
"no",cwnu4113,"nan",162,"nan","nan"
"no",cwnu4114,"nan",303,"nan","nan"
"no",cwnu4115,"nan",149,"nan","nan"
"no",cwnu4116,"nan",47,"nan","nan"
"no",cwnu4117,"nan",228,"nan","nan"
"no",cwnu4118,"nan",163,"nan","nan"
"no",cwnu4119,"nan",109,"nan","nan"
"no",cwnu412,"nan",73,"nan","nan"
"no",cwnu4120,"nan",61,"nan","nan"
"no",cwnu4121,"nan",158,"nan","nan"
"no",cwnu4122,"nan",173,"nan","nan"
"no",cwnu4123,"nan",52,"nan","nan"
"no",cwnu4124,"nan",191,"nan","nan"
"no",cwnu4125,"nan",109,"nan","nan"
"no",cwnu4126,"nan",177,"nan","nan"
"no",cwnu4127,"nan",61,"nan","nan"
"no",cwnu4128,"nan",53,"nan","nan"
"no",cwnu4129,"nan",40,"nan","nan"
"no",cwnu413,"nan",64,"nan","nan"
"no",cwnu4130,"nan",104,"nan","nan"
"no",cwnu4131,"nan",79,"nan","nan"
"no",cwnu4132,"nan",117,"nan","nan"
"no",cwnu4133,"nan",576,"nan","nan"
"no",cwnu4134,"nan",291,"nan","nan"
"no",cwnu4135,"nan",221,"nan","nan"
"no",cwnu4136,"nan",256,"nan","nan"
"no",cwnu4137,"nan",283,"nan","nan"
"no",cwnu4138,"nan",62,"nan","nan"
"no",cwnu4139,"nan",151,"nan","nan"
"no",cwnu414,"nan",62,"nan","nan"
"no",cwnu4140,"nan",60,"nan","nan"
"no",cwnu4141,"nan",228,"nan","nan"
"no",cwnu4142,"nan",101,"nan","nan"
"no",cwnu4143,"nan",68,"nan","nan"
"no",cwnu4144,"nan",157,"nan","nan"
"no",cwnu4145,"nan",97,"nan","nan"
"no",cwnu4146,"nan",183,"nan","nan"
"no",cwnu4147,"nan",178,"nan","nan"
"no",cwnu4148,"nan",191,"nan","nan"
"no",cwnu4149,"nan",111,"nan","nan"
"no",cwnu415,"nan",48,"nan","nan"
"no",cwnu4150,"nan",90,"nan","nan"
"no",cwnu4151,"nan",205,"nan","nan"
"no",cwnu4152,"nan",419,"nan","nan"
"no",cwnu4153,"nan",86,"nan","nan"
"no",cwnu4154,"nan",84,"nan","nan"
"no",cwnu4155,"nan",148,"nan","nan"
"no",cwnu4156,"nan",113,"nan","nan"
"no",cwnu4157,"nan",48,"nan","nan"
"no",cwnu4158,"nan",147,"nan","nan"
"no",cwnu4159,"nan",62,"nan","nan"
"no",cwnu416,"nan",38,"nan","nan"
"no",cwnu4160,"nan",73,"nan","nan"
"no",cwnu4161,"nan",168,"nan","nan"
"no",cwnu4162,"nan",135,"nan","nan"
"no",cwnu4163,"nan",213,"nan","nan"
"no",cwnu4164,"nan",118,"nan","nan"
"no",cwnu4165,"nan",182,"nan","nan"
"no",cwnu4166,"nan",451,"nan","nan"
"no",cwnu4167,"nan",391,"nan","nan"
"no",cwnu4168,"nan",531,"nan","nan"
"no",cwnu4169,"nan",199,"nan","nan"
"no",cwnu417,"nan",57,"nan","nan"
"no",cwnu4170,"nan",155,"nan","nan"
"no",cwnu4171,"nan",117,"nan","nan"
"no",cwnu4172,"nan",161,"nan","nan"
"no",cwnu4173,"nan",150,"nan","nan"
"no",cwnu4174,"nan",224,"nan","nan"
"no",cwnu4175,"nan",85,"nan","nan"
"no",cwnu4176,"nan",122,"nan","nan"
"no",cwnu4177,"nan",131,"nan","nan"
"no",cwnu4178,"nan",198,"nan","nan"
"no",cwnu4179,"nan",194,"nan","nan"
"no",cwnu418,"nan",51,"nan","nan"
"no",cwnu4181,"nan",119,"nan","nan"
"no",cwnu4182,"nan",98,"nan","nan"
"no",cwnu4183,"nan",89,"nan","nan"
"no",cwnu4184,"nan",338,"nan","nan"
"no",cwnu4185,"nan",222,"nan","nan"
"no",cwnu4186,"nan",204,"nan","nan"
"no",cwnu4187,"nan",145,"nan","nan"
"no",cwnu4188,"nan",155,"nan","nan"
"no",cwnu4189,"nan",25,"nan","nan"
"no",cwnu419,"nan",59,"nan","nan"
"no",cwnu4190,"nan",33,"nan","nan"
"no",cwnu4191,"nan",37,"nan","nan"
"no",cwnu4192,"nan",52,"nan","nan"
"no",cwnu4193,"nan",47,"nan","nan"
"no",cwnu4194,"nan",76,"nan","nan"
"no",cwnu4195,"nan",78,"nan","nan"
"no",cwnu4196,"nan",77,"nan","nan"
"no",cwnu4197,"nan",76,"nan","nan"
"no",cwnu4198,"nan",75,"nan","nan"
"no",cwnu4199,"nan",74,"nan","nan"
"no",cwnu42,"nan",67,"nan","nan"
"no",cwnu420,"nan",126,"nan","nan"
"no",cwnu4200,"nan",74,"nan","nan"
"no",cwnu4201,"nan",73,"nan","nan"
"no",cwnu4202,"nan",72,"nan","nan"
"no",cwnu4203,"nan",71,"nan","nan"
"no",cwnu4204,"nan",69,"nan","nan"
"no",cwnu4205,"nan",69,"nan","nan"
"no",cwnu4206,"nan",69,"nan","nan"
"no",cwnu4207,"nan",68,"nan","nan"
"no",cwnu4208,"nan",67,"nan","nan"
"no",cwnu4209,"nan",67,"nan","nan"
"no",cwnu421,"nan",54,"nan","nan"
"no",cwnu4210,"nan",67,"nan","nan"
"no",cwnu4211,"nan",66,"nan","nan"
"no",cwnu4212,"nan",65,"nan","nan"
"no",cwnu4213,"nan",65,"nan","nan"
"no",cwnu4214,"nan",64,"nan","nan"
"no",cwnu4215,"nan",64,"nan","nan"
"no",cwnu4216,"nan",63,"nan","nan"
"no",cwnu4217,"nan",63,"nan","nan"
"no",cwnu4218,"nan",63,"nan","nan"
"no",cwnu4219,"nan",62,"nan","nan"
"no",cwnu422,"nan",92,"nan","nan"
"no",cwnu4220,"nan",60,"nan","nan"
"no",cwnu4221,"nan",58,"nan","nan"
"no",cwnu4222,"nan",57,"nan","nan"
"no",cwnu4223,"nan",56,"nan","nan"
"no",cwnu4224,"nan",55,"nan","nan"
"no",cwnu4225,"nan",54,"nan","nan"
"no",cwnu4226,"nan",54,"nan","nan"
"no",cwnu4227,"nan",53,"nan","nan"
"no",cwnu4228,"nan",53,"nan","nan"
"no",cwnu4229,"nan",52,"nan","nan"
"no",cwnu423,"nan",51,"nan","nan"
"no",cwnu4230,"nan",52,"nan","nan"
"no",cwnu4231,"nan",51,"nan","nan"
"no",cwnu4232,"nan",51,"nan","nan"
"no",cwnu4233,"nan",48,"nan","nan"
"no",cwnu4234,"nan",48,"nan","nan"
"no",cwnu4235,"nan",47,"nan","nan"
"no",cwnu4236,"nan",46,"nan","nan"
"no",cwnu4237,"nan",46,"nan","nan"
"no",cwnu4238,"nan",46,"nan","nan"
"no",cwnu4239,"nan",42,"nan","nan"
"no",cwnu424,"nan",57,"nan","nan"
"no",cwnu4240,"nan",42,"nan","nan"
"no",cwnu4241,"nan",42,"nan","nan"
"no",cwnu4242,"nan",41,"nan","nan"
"no",cwnu4243,"nan",38,"nan","nan"
"no",cwnu4244,"nan",37,"nan","nan"
"no",cwnu4245,"nan",35,"nan","nan"
"no",cwnu4246,"nan",35,"nan","nan"
"no",cwnu4247,"nan",32,"nan","nan"
"no",cwnu4248,"nan",31,"nan","nan"
"no",cwnu4249,"nan",30,"nan","nan"
"no",cwnu425,"nan",110,"nan","nan"
"no",cwnu4250,"nan",29,"nan","nan"
"no",cwnu4251,"nan",28,"nan","nan"
"no",cwnu4252,"nan",28,"nan","nan"
"no",cwnu4253,"nan",28,"nan","nan"
"no",cwnu4254,"nan",25,"nan","nan"
"no",cwnu4255,"nan",224,"nan","nan"
"no",cwnu4256,"nan",217,"nan","nan"
"no",cwnu4257,"nan",203,"nan","nan"
"no",cwnu4258,"nan",201,"nan","nan"
"no",cwnu4259,"nan",199,"nan","nan"
"no",cwnu426,"nan",56,"nan","nan"
"no",cwnu4260,"nan",197,"nan","nan"
"no",cwnu4261,"nan",149,"nan","nan"
"no",cwnu4262,"nan",144,"nan","nan"
"no",cwnu4263,"nan",140,"nan","nan"
"no",cwnu4264,"nan",131,"nan","nan"
"no",cwnu4265,"nan",130,"nan","nan"
"no",cwnu4266,"nan",129,"nan","nan"
"no",cwnu4267,"nan",128,"nan","nan"
"no",cwnu4268,"nan",126,"nan","nan"
"no",cwnu4269,"nan",126,"nan","nan"
"no",cwnu427,"nan",65,"nan","nan"
"no",cwnu4270,"nan",117,"nan","nan"
"no",cwnu4271,"nan",116,"nan","nan"
"no",cwnu4272,"nan",115,"nan","nan"
"no",cwnu4273,"nan",114,"nan","nan"
"no",cwnu4274,"nan",113,"nan","nan"
"no",cwnu4275,"nan",113,"nan","nan"
"no",cwnu4276,"nan",111,"nan","nan"
"no",cwnu4277,"nan",111,"nan","nan"
"no",cwnu4278,"nan",110,"nan","nan"
"no",cwnu4279,"nan",108,"nan","nan"
"no",cwnu428,"nan",52,"nan","nan"
"no",cwnu4280,"nan",107,"nan","nan"
"no",cwnu4281,"nan",104,"nan","nan"
"no",cwnu4282,"nan",102,"nan","nan"
"no",cwnu4283,"nan",101,"nan","nan"
"no",cwnu4284,"nan",100,"nan","nan"
"no",cwnu4285,"nan",99,"nan","nan"
"no",cwnu4286,"nan",96,"nan","nan"
"no",cwnu4287,"nan",93,"nan","nan"
"no",cwnu4288,"nan",93,"nan","nan"
"no",cwnu4289,"nan",93,"nan","nan"
"no",cwnu429,"nan",54,"nan","nan"
"no",cwnu4290,"nan",91,"nan","nan"
"no",cwnu4291,"nan",91,"nan","nan"
"no",cwnu4292,"nan",91,"nan","nan"
"no",cwnu4293,"nan",91,"nan","nan"
"no",cwnu4294,"nan",90,"nan","nan"
"no",cwnu4295,"nan",90,"nan","nan"
"no",cwnu4296,"nan",89,"nan","nan"
"no",cwnu4297,"nan",89,"nan","nan"
"no",cwnu4298,"nan",89,"nan","nan"
"no",cwnu4299,"nan",87,"nan","nan"
"no",cwnu43,"nan",276,"nan","nan"
"no",cwnu430,"nan",54,"nan","nan"
"no",cwnu4300,"nan",86,"nan","nan"
"no",cwnu4301,"nan",85,"nan","nan"
"no",cwnu4302,"nan",85,"nan","nan"
"no",cwnu4303,"nan",84,"nan","nan"
"no",cwnu4304,"nan",84,"nan","nan"
"no",cwnu4305,"nan",84,"nan","nan"
"no",cwnu4306,"nan",83,"nan","nan"
"no",cwnu4307,"nan",83,"nan","nan"
"no",cwnu4308,"nan",81,"nan","nan"
"no",cwnu4309,"nan",81,"nan","nan"
"no",cwnu431,"nan",68,"nan","nan"
"no",cwnu4310,"nan",80,"nan","nan"
"no",cwnu4311,"nan",78,"nan","nan"
"no",cwnu4312,"nan",78,"nan","nan"
"no",cwnu4313,"nan",47,"nan","nan"
"no",cwnu4314,"nan",31,"nan","nan"
"no",cwnu4315,"nan",59,"nan","nan"
"no",cwnu4316,"nan",58,"nan","nan"
"no",cwnu4317,"nan",54,"nan","nan"
"no",cwnu4318,"nan",55,"nan","nan"
"no",cwnu4319,"nan",57,"nan","nan"
"no",cwnu432,"nan",176,"nan","nan"
"no",cwnu4320,"nan",536,"nan","nan"
"no",cwnu4321,"nan",78,"nan","nan"
"no",cwnu4322,"nan",138,"nan","nan"
"no",cwnu4323,"nan",39,"nan","nan"
"no",cwnu4324,"nan",234,"nan","nan"
"no",cwnu4325,"nan",129,"nan","nan"
"no",cwnu4326,"nan",664,"nan","nan"
"no",cwnu4327,"nan",64,"nan","nan"
"no",cwnu4328,"nan",55,"nan","nan"
"no",cwnu4329,"nan",51,"nan","nan"
"no",cwnu433,"nan",57,"nan","nan"
"no",cwnu4330,"nan",51,"nan","nan"
"no",cwnu4331,"nan",50,"nan","nan"
"no",cwnu4332,"nan",50,"nan","nan"
"no",cwnu4333,"nan",78,"nan","nan"
"no",cwnu4334,"nan",50,"nan","nan"
"no",cwnu4335,"nan",31,"nan","nan"
"no",cwnu4336,"nan",66,"nan","nan"
"no",cwnu4337,"nan",32,"nan","nan"
"no",cwnu4338,"nan",58,"nan","nan"
"no",cwnu4339,"nan",54,"nan","nan"
"no",cwnu434,"nan",49,"nan","nan"
"no",cwnu4340,"nan",47,"nan","nan"
"no",cwnu4341,"nan",686,"nan","nan"
"no",cwnu4342,"nan",94,"nan","nan"
"no",cwnu4343,"nan",89,"nan","nan"
"no",cwnu4344,"nan",75,"nan","nan"
"no",cwnu4345,"nan",70,"nan","nan"
"no",cwnu4346,"nan",61,"nan","nan"
"no",cwnu4347,"nan",64,"nan","nan"
"no",cwnu4348,"nan",65,"nan","nan"
"no",cwnu4349,"nan",65,"nan","nan"
"no",cwnu435,"nan",52,"nan","nan"
"no",cwnu4350,"nan",65,"nan","nan"
"no",cwnu4351,"nan",60,"nan","nan"
"no",cwnu4352,"nan",60,"nan","nan"
"no",cwnu4353,"nan",58,"nan","nan"
"no",cwnu4354,"nan",41,"nan","nan"
"no",cwnu4355,"nan",42,"nan","nan"
"no",cwnu4356,"nan",53,"nan","nan"
"no",cwnu4357,"nan",53,"nan","nan"
"no",cwnu4358,"nan",53,"nan","nan"
"no",cwnu4359,"nan",55,"nan","nan"
"no",cwnu436,"nan",214,"nan","nan"
"no",cwnu4360,"nan",55,"nan","nan"
"no",cwnu4361,"nan",56,"nan","nan"
"no",cwnu4362,"nan",41,"nan","nan"
"no",cwnu4363,"nan",44,"nan","nan"
"no",cwnu4364,"nan",40,"nan","nan"
"no",cwnu4365,"nan",47,"nan","nan"
"no",cwnu4366,"nan",37,"nan","nan"
"no",cwnu4367,"nan",93,"nan","nan"
"no",cwnu4368,"nan",155,"nan","nan"
"no",cwnu4369,"nan",306,"nan","nan"
"no",cwnu437,"nan",48,"nan","nan"
"no",cwnu4370,"nan",44,"nan","nan"
"no",cwnu4371,"nan",45,"nan","nan"
"no",cwnu4372,"nan",113,"nan","nan"
"no",cwnu4373,"nan",30,"nan","nan"
"no",cwnu4374,"nan",79,"nan","nan"
"no",cwnu4375,"nan",61,"nan","nan"
"no",cwnu4376,"nan",102,"nan","nan"
"no",cwnu4377,"nan",65,"nan","nan"
"no",cwnu4378,"nan",81,"nan","nan"
"no",cwnu4379,"nan",71,"nan","nan"
"no",cwnu438,"nan",94,"nan","nan"
"no",cwnu4380,"nan",116,"nan","nan"
"no",cwnu4381,"nan",49,"nan","nan"
"no",cwnu4382,"nan",69,"nan","nan"
