"ID","RAdeg","e_RAdeg","DEdeg","e_DEdeg","GLON","e_GLON","GLAT","e_GLAT","Num","NCore","plx","e_plx","pmRA","e_pmRA","pmDE","e_pmDE","m-M","A0","logA","RVel","e_Rvel","o_Rvel","Type"
"CWNU 3050",328.2216,0.025,53.5145,0.023,98.2296,0.021,-0.5744,0.019,105,31,0.162,0.063,-1.949,0.081,-1.858,0.117,14.3,3.25,9.1,-45.8,1.93,1,1
"CWNU 3051",8.2331,0.06,58.353,0.014,120.4991,0.031,-4.4321,0.016,38,20,0.217,0.033,-2.555,0.05,-0.849,0.053,12.85,2.1,8.8,"nan","nan",0,1
"CWNU 3052",305.8456,0.067,34.5999,0.042,73.6483,0.046,-1.557,0.045,151,48,0.301,0.049,-1.283,0.151,-3.467,0.131,12.35,4.55,8.6,-7.6,1.13,1,1
"FoF 1394",103.4834,0.035,1.5911,0.021,211.7996,0.043,1.2785,0.025,73,26,0.23,0.04,-0.54,0.054,-0.075,0.048,12.9,1.45,7.7,"nan","nan",0,1
"CWNU 3054",23.6566,0.085,67.4524,0.044,127.0648,0.033,4.9266,0.049,149,43,0.177,0.08,-1.832,0.141,0.324,0.094,13.15,2.6,8.9,-70.84,3.55,1,1
"CWNU 3055",164.8548,0.027,-59.1112,0.013,288.9855,0.014,0.692,0.011,68,24,0.135,0.05,-6.579,0.065,2.035,0.062,13.5,2.2,8.8,"nan","nan",0,1
"CWNU 3056",122.1374,0.029,-30.8021,0.023,248.7397,0.025,1.0818,0.019,65,22,0.216,0.05,-1.727,0.045,3.446,0.032,12.95,1.15,8.7,"nan","nan",0,1
"CWNU 3057",106.8058,0.031,-10.7826,0.03,224.313,0.024,-1.4466,0.026,77,34,0.14,0.029,-0.612,0.094,1.327,0.14,14.05,2.1,8.7,"nan","nan",0,1
"CWNU 3058",81.299,0.041,40.2331,0.039,168.2268,0.03,2.5694,0.035,132,37,0.22,0.036,0.46,0.044,-0.561,0.08,13.25,2.35,8.1,8.43,0.8,1,1
"CWNU 3059",68.8249,0.053,47.2907,0.034,157.1283,0.034,-0.1568,0.031,194,91,0.168,0.084,0.475,0.14,-0.845,0.103,13.45,4.1,8.3,-41.52,9.63,3,1
"CWNU 3060",91.0147,0.046,34.7588,0.023,176.9301,0.012,6.3083,0.036,59,24,0.193,0.068,0.529,0.067,-0.673,0.099,13.45,2.0,8.0,"nan","nan",0,1
"CWNU 3061",67.3517,0.029,57.1866,0.011,149.2538,0.021,5.9187,0.017,53,28,0.228,0.065,-0.178,0.101,0.681,0.084,13.35,1.6,8.8,"nan","nan",0,1
"CWNU 3062",135.4242,0.043,-53.0535,0.023,272.3992,0.027,-4.3894,0.023,216,75,0.138,0.116,-3.326,0.242,4.808,0.156,13.8,2.4,9.1,38.69,3.24,1,1
"CWNU 3063",44.8583,0.029,64.2733,0.016,136.2797,0.012,4.7691,0.015,67,37,0.185,0.049,0.236,0.078,0.324,0.124,12.8,2.7,9.2,-24.48,1.54,1,1
"CWNU 3064",67.5479,0.058,56.753,0.026,149.647,0.024,5.6999,0.026,146,44,0.211,0.044,0.045,0.117,-0.015,0.101,13.25,1.2,9.5,-49.6,15.44,5,1
"CWNU 3065",40.4474,0.08,67.2211,0.098,133.3227,0.044,6.6101,0.079,154,59,0.162,0.074,-0.853,0.141,0.356,0.119,13.15,3.2,8.2,-57.9,0.43,2,1
"CWNU 3066",185.9726,0.033,-62.7515,0.013,299.7843,0.015,-0.0489,0.013,141,49,0.202,0.094,-8.47,0.08,1.359,0.121,13.7,3.5,9.6,-30.74,0.31,3,1
"FSR 0687",69.8531,0.067,48.2016,0.05,156.9214,0.053,0.9658,0.049,201,108,0.187,0.109,0.666,0.173,0.266,0.118,12.75,3.8,9.2,-31.23,2.92,1,1
"CWNU 3067",71.6888,0.138,60.8731,0.054,147.948,0.061,10.0246,0.047,274,102,0.23,0.068,0.559,0.079,-0.11,0.098,12.5,1.75,9.2,-18.76,2.34,5,1
"CWNU 3068",131.0001,0.053,-53.9387,0.025,271.3996,0.028,-6.9806,0.028,132,60,0.125,0.077,-2.837,0.163,3.609,0.22,16.35,3.2,6.7,"nan","nan",0,1
"CWNU 3069",116.9516,0.022,-24.7037,0.057,241.1487,0.079,0.3502,0.019,33,13,0.219,0.019,-1.528,0.025,1.785,0.02,13.1,1.0,8.7,"nan","nan",0,1
"CWNU 3070",263.0826,0.027,-30.3736,0.022,357.2433,0.019,1.6751,0.026,326,154,0.177,0.087,-1.707,0.131,-3.035,0.148,13.8,5.95,8.3,-84.87,3.61,3,1
"CWNU 3071",101.0074,0.025,1.078,0.016,211.128,0.026,-1.1617,0.028,94,28,0.25,0.065,-0.243,0.066,-0.353,0.095,12.75,1.6,8.3,63.45,9.49,2,1
"CWNU 3072",332.6063,0.077,57.7463,0.038,102.7644,0.031,1.3309,0.029,117,53,0.161,0.063,-2.864,0.088,-2.019,0.051,15.1,4.45,6.3,"nan","nan",0,1
"CWNU 3073",120.2819,0.023,-27.0198,0.015,244.6844,0.017,1.7365,0.024,31,11,0.166,0.025,-1.637,0.033,2.517,0.075,13.8,1.4,8.0,"nan","nan",0,1
"CWNU 3074",100.3698,0.026,8.7076,0.034,204.05,0.018,1.7675,0.025,65,30,0.433,0.108,-0.702,0.105,0.148,0.081,11.7,1.95,7.5,"nan","nan",0,1
"CWNU 3075",299.4919,0.022,36.0498,0.019,72.0213,0.014,3.5757,0.018,60,27,0.042,0.062,-1.75,0.106,-2.55,0.14,15.3,1.85,9.1,-146.57,2.34,1,1
"CWNU 3076",144.711,0.034,-58.5032,0.014,279.9541,0.024,-4.5087,0.012,91,38,0.079,0.065,-3.584,0.11,3.408,0.12,14.8,1.95,9.1,65.89,4.75,2,1
"CWNU 3077",279.6688,0.018,-5.3962,0.029,26.6782,0.034,0.3739,0.025,94,32,0.215,0.039,-0.774,0.069,-2.813,0.07,13.1,7.25,7.9,25.73,1.39,4,1
"CWNU 3078",311.6211,0.103,43.8751,0.101,83.7327,0.095,0.4146,0.085,541,194,0.293,0.067,-2.308,0.12,-4.003,0.103,13.25,5.05,7.0,12.3,64.21,5,1
"CWNU 3079",119.0483,0.029,-31.1434,0.021,247.6317,0.023,-1.3412,0.029,116,45,0.118,0.069,-1.336,0.073,2.494,0.071,14.7,1.9,8.2,116.22,3.81,1,1
"CWNU 3080",329.3065,0.051,52.8422,0.033,98.332,0.03,-1.4988,0.028,89,22,0.164,0.032,-3.743,0.067,-3.04,0.061,13.25,2.3,8.9,"nan","nan",0,1
"CWNU 3081",116.7633,0.044,-21.6204,0.046,238.3964,0.052,1.7546,0.044,142,54,0.233,0.049,-2.393,0.078,3.386,0.073,12.95,1.1,8.4,77.47,4.61,1,1
"CWNU 3082",297.5085,0.016,26.4606,0.013,62.9197,0.017,0.0955,0.015,62,35,0.21,0.03,-3.239,0.058,-6.042,0.134,13.75,5.45,6.2,74.32,43.25,3,1
"CWNU 3083",265.8559,0.022,-32.1941,0.031,356.974,0.024,-1.3085,0.023,83,41,0.242,0.076,0.186,0.138,-0.359,0.164,12.5,5.5,9.5,-26.76,6.28,6,1
"CWNU 3084",108.454,0.039,-20.2294,0.038,233.4417,0.026,-4.359,0.03,75,20,0.27,0.037,-0.491,0.034,1.056,0.052,12.6,2.0,8.3,55.19,2.7,1,1
"CWNU 3085",170.8834,0.022,-60.5319,0.008,292.3254,0.013,0.5167,0.005,125,42,0.112,0.046,-6.497,0.084,1.919,0.08,14.0,3.1,9.0,"nan","nan",0,1
"CWNU 3086",103.6198,0.116,-19.3953,0.204,230.6273,0.225,-8.0871,0.149,87,45,0.324,0.039,-0.908,0.078,3.378,0.131,12.2,1.05,7.9,42.49,0.76,1,1
"CWNU 3087",72.5455,0.047,43.7986,0.023,161.4755,0.029,-0.5007,0.035,136,36,0.15,0.046,0.606,0.12,-0.185,0.08,13.9,2.1,8.2,-20.11,1.39,1,1
"CWNU 3088",121.1221,0.094,-33.9879,0.084,250.9702,0.104,-1.3504,0.047,208,82,0.281,0.062,-3.307,0.094,4.867,0.102,13.4,0.9,6.3,"nan","nan",0,1
"CWNU 3089",268.9657,0.024,-26.7227,0.022,3.0608,0.032,-0.8138,0.021,141,62,0.328,0.077,-0.656,0.107,-2.457,0.061,12.95,5.9,6.7,-17.65,1.25,7,1
"CWNU 3090",103.748,0.036,16.0409,0.041,198.9517,0.056,8.0181,0.028,49,21,0.353,0.052,1.122,0.057,-1.844,0.09,12.55,0.95,8.7,43.12,0.14,3,1
"CWNU 3091",8.8975,0.201,63.012,0.06,121.1364,0.088,0.1981,0.059,59,37,0.348,0.023,-2.986,0.047,-0.562,0.053,12.1,1.55,7.7,"nan","nan",0,1
"CWNU 3092",82.2047,0.027,27.3511,0.045,179.3536,0.03,-3.9781,0.018,52,16,0.194,0.045,0.265,0.074,-1.071,0.113,13.0,2.35,8.5,"nan","nan",0,1
"CWNU 3093",24.1257,0.11,60.3072,0.037,128.4837,0.052,-2.0768,0.026,51,13,0.159,0.025,-1.118,0.044,-0.379,0.031,14.05,0.05,6.5,"nan","nan",0,1
"CWNU 3094",272.425,0.083,-24.5411,0.062,6.4849,0.062,-2.448,0.07,51,23,0.816,0.036,0.386,0.071,-2.399,0.045,10.45,1.0,8.4,-21.7,4.89,2,1
"CWNU 3095",120.4734,0.064,-33.4798,0.06,250.254,0.036,-1.5362,0.069,51,17,0.25,0.022,-2.787,0.058,3.899,0.058,12.75,1.6,8.6,"nan","nan",0,1
"CWNU 3096",101.6594,0.013,-2.0952,0.009,214.2507,0.01,-2.0263,0.012,51,29,0.216,0.068,-0.305,0.1,-0.314,0.075,13.2,2.5,9.1,86.76,5.14,2,1
"CWNU 3097",128.5408,0.11,-42.4385,0.054,261.2395,0.028,-1.3207,0.093,51,16,0.424,0.051,-4.506,0.076,4.508,0.058,12.15,3.7,8.1,"nan","nan",0,1
"CWNU 3098",276.5263,0.021,-14.2791,0.021,17.3679,0.025,-0.9929,0.029,79,30,0.225,0.043,-0.191,0.073,-2.234,0.064,12.9,5.25,7.4,82.12,71.57,2,1
"CWNU 3099",102.6151,0.027,-0.3221,0.031,213.1078,0.034,-0.3667,0.033,93,28,0.181,0.084,-0.491,0.044,-0.315,0.077,13.3,2.0,7.8,"nan","nan",0,1
"CWNU 3100",282.5353,0.025,-4.1043,0.022,29.1267,0.034,-1.5839,0.025,97,39,0.303,0.044,0.521,0.095,-1.665,0.1,12.85,5.8,7.0,45.17,0.78,2,1
"DC 3",111.7553,0.029,-37.5154,0.019,250.2759,0.02,-9.7031,0.021,251,98,0.083,0.082,-1.221,0.107,2.715,0.16,14.7,0.8,9.4,102.57,9.89,2,1
"FSR 0134",291.1138,0.043,16.8945,0.032,51.6759,0.027,0.5847,0.039,364,151,0.161,0.109,-1.996,0.139,-4.42,0.14,13.85,7.1,8.4,16.34,7.88,3,1
"CWNU 3101",276.9461,0.015,-9.7264,0.019,21.5899,0.02,0.7639,0.018,98,41,0.222,0.074,-0.545,0.183,-3.0,0.104,14.1,4.9,9.2,36.84,3.26,3,1
"CWNU 3102",358.5904,0.032,51.8995,0.016,114.0479,0.016,-9.9837,0.019,80,38,0.195,0.066,-2.166,0.075,-0.857,0.098,13.5,0.6,9.4,-78.94,2.19,4,1
"CWNU 3103",101.4263,0.025,2.9939,0.021,209.6173,0.021,0.0937,0.022,147,72,0.208,0.071,-0.432,0.126,0.806,0.097,12.8,2.2,8.7,"nan","nan",0,1
"CWNU 3104",293.7972,0.048,29.8725,0.043,64.2712,0.037,4.6296,0.046,66,30,0.121,0.034,-3.261,0.138,-5.848,0.187,13.5,1.05,9.6,-38.48,16.82,2,1
"CWNU 3105",71.3106,0.041,48.6342,0.033,157.2294,0.02,1.9714,0.034,116,52,0.185,0.101,0.341,0.159,0.645,0.133,13.1,2.8,8.6,"nan","nan",0,1
"CWNU 3106",88.9492,0.049,28.0642,0.039,181.8935,0.035,1.4767,0.035,123,60,0.222,0.082,0.699,0.095,-0.041,0.111,13.15,1.95,8.6,17.36,1.7,4,1
"CWNU 3107",172.1893,0.026,-58.465,0.016,292.2783,0.014,2.6865,0.019,58,23,0.072,0.062,-5.745,0.055,1.936,0.071,14.2,2.9,8.9,"nan","nan",0,1
"CWNU 3108",207.3511,0.03,-63.5783,0.012,309.3281,0.016,-1.427,0.011,76,44,0.167,0.099,-7.332,0.063,-1.382,0.081,12.9,3.8,9.3,-57.58,8.23,1,1
"CWNU 3109",104.0203,0.022,-13.2522,0.017,225.2768,0.012,-4.9893,0.021,132,55,0.174,0.098,-0.085,0.089,1.108,0.111,13.6,1.7,9.2,72.73,0.02,2,1
"CWNU 3110",353.6585,0.089,65.9918,0.033,115.2249,0.037,4.2781,0.039,93,48,0.128,0.09,-1.753,0.133,-0.95,0.121,15.75,6.25,6.7,"nan","nan",0,1
"CWNU 3111",75.3626,0.059,38.8252,0.027,166.6842,0.032,-1.9645,0.043,110,44,0.238,0.07,0.116,0.11,-1.667,0.065,12.45,1.75,8.9,-20.25,0.27,1,1
"CWNU 3112",176.6163,0.024,-59.9795,0.01,294.8853,0.015,1.8746,0.009,48,20,0.144,0.025,-6.448,0.046,1.373,0.049,13.6,2.35,7.8,"nan","nan",0,1
"CWNU 3113",96.9058,0.021,16.0913,0.034,195.9485,0.036,2.1586,0.016,83,19,0.239,0.049,-0.107,0.057,-0.274,0.063,13.0,1.45,7.6,46.56,4.67,1,1
"CWNU 3114",299.5621,0.017,30.0422,0.013,66.921,0.01,0.3933,0.015,158,46,0.153,0.043,-3.384,0.054,-5.98,0.077,13.65,3.25,8.7,"nan","nan",0,1
"CWNU 3115",125.2672,0.04,-28.8436,0.04,248.622,0.048,4.4304,0.018,94,39,0.117,0.071,-2.299,0.04,2.533,0.06,13.85,1.15,8.3,"nan","nan",0,1
"FSR 0316",325.2163,0.024,52.3028,0.012,96.0698,0.014,-0.3389,0.013,102,56,0.187,0.074,-3.339,0.084,-3.679,0.15,15.05,4.45,6.6,"nan","nan",0,1
"CWNU 3116",100.8206,0.046,-4.8507,0.017,216.3316,0.019,-4.0203,0.025,141,35,0.093,0.034,0.089,0.091,0.346,0.088,14.55,1.45,8.6,95.85,8.73,1,1
"CWNU 3117",20.1911,0.432,65.2912,0.084,125.9858,0.173,2.6099,0.079,320,76,0.249,0.041,-1.95,0.119,0.041,0.089,12.4,2.6,8.7,-75.59,29.69,5,1
"FSR 1430",132.9712,0.031,-44.2725,0.03,264.6599,0.035,0.0779,0.022,152,67,0.181,0.115,-3.7,0.11,2.731,0.1,13.8,6.5,8.8,96.62,2.69,1,1
"FSR 0460",359.7719,0.057,60.693,0.025,116.5659,0.029,-1.5311,0.023,176,118,0.153,0.118,-1.346,0.088,-0.309,0.106,13.2,3.0,9.2,-72.02,0.88,4,1
"CWNU 3118",295.6938,0.009,29.8583,0.006,65.0566,0.006,3.1844,0.005,113,45,0.033,0.058,-2.003,0.072,-3.59,0.086,15.15,2.05,8.8,"nan","nan",0,1
"CWNU 3119",156.7586,0.08,-59.2541,0.031,285.3956,0.048,-1.3928,0.031,123,33,0.23,0.028,-6.965,0.093,4.172,0.065,12.85,1.85,8.0,5.78,0.43,1,1
"CWNU 3120",29.1604,0.122,56.4433,0.088,131.8835,0.088,-5.2947,0.108,39,16,0.322,0.02,-0.604,0.097,-0.755,0.054,12.3,1.25,7.8,"nan","nan",0,1
"CWNU 3121",334.9057,0.038,55.7565,0.016,102.6763,0.021,-1.0291,0.017,96,55,0.189,0.062,-3.522,0.106,-1.845,0.087,13.1,1.95,8.9,-74.32,4.26,3,1
"CWNU 3122",329.099,0.02,55.5388,0.016,99.889,0.012,0.7032,0.011,76,31,0.188,0.083,-2.709,0.092,-2.383,0.085,13.8,4.55,7.0,"nan","nan",0,1
"CWNU 3123",67.4539,0.048,48.3866,0.04,155.7091,0.023,-0.0815,0.037,99,25,0.309,0.089,0.11,0.075,-0.961,0.078,12.4,3.7,7.5,3.59,8.39,1,1
"CWNU 3124",87.5318,0.023,42.0383,0.029,169.1831,0.025,7.5063,0.024,52,25,0.192,0.065,0.588,0.094,-1.318,0.065,13.55,1.25,8.3,-8.07,1.76,1,1
"CWNU 3125",328.8685,0.031,63.938,0.017,105.0121,0.016,7.3721,0.016,137,68,0.113,0.104,-2.577,0.147,-1.441,0.104,14.45,2.7,9.1,-80.5,11.55,2,1
"CWNU 3126",252.4395,0.125,-47.2821,0.048,338.7331,0.059,-1.6722,0.056,34,20,0.792,0.024,0.924,0.091,-3.672,0.068,10.55,3.25,7.0,-55.76,7.32,1,1
"FoF 1641",277.916,0.029,-10.1681,0.025,21.6442,0.025,-0.2886,0.03,159,58,0.306,0.035,-1.163,0.088,-3.335,0.07,12.15,5.35,7.7,33.66,0.48,1,1
"CWNU 3128",281.1073,0.012,-5.4435,0.012,27.2924,0.014,-0.9291,0.015,87,35,0.255,0.052,-1.028,0.09,-2.965,0.074,12.65,3.6,7.5,37.7,0.13,2,1
"FSR 0674",63.1003,0.067,48.7285,0.048,153.4188,0.052,-1.8806,0.036,148,59,0.333,0.063,-0.976,0.073,-0.781,0.09,12.35,3.6,8.6,-13.09,20.88,2,1
"CWNU 3129",127.952,0.02,-36.2079,0.016,255.945,0.014,2.0174,0.016,237,147,0.11,0.122,-2.06,0.164,1.837,0.144,14.4,2.1,9.2,112.44,1.62,2,1
"CWNU 3130",99.0804,0.069,17.1602,0.033,195.9474,0.034,4.4905,0.077,83,43,0.178,0.078,0.117,0.107,-0.628,0.073,12.9,1.4,8.4,32.14,0.65,1,1
"CWNU 3131",96.1451,0.011,-2.6166,0.018,212.2003,0.012,-7.1666,0.013,64,11,0.113,0.053,-0.076,0.059,0.251,0.075,14.3,0.75,9.0,96.6,9.16,1,1
"CWNU 3132",300.9083,0.021,32.1117,0.023,69.2839,0.023,0.5092,0.016,178,57,0.179,0.098,-2.61,0.063,-4.597,0.073,13.35,3.95,8.6,-21.04,3.36,1,1
"CWNU 3133",116.4951,0.048,-26.6985,0.03,242.6751,0.034,-1.005,0.035,70,18,0.331,0.02,-2.083,0.043,2.292,0.026,12.2,0.65,8.7,"nan","nan",0,1
"CWNU 3134",44.5242,0.044,60.2493,0.032,138.0303,0.02,1.142,0.021,77,30,0.341,0.045,-0.141,0.065,-0.268,0.057,12.35,2.75,7.8,-51.04,0.01,2,1
"FoF 1620",252.9904,0.053,-44.2331,0.047,341.3486,0.049,-0.0302,0.037,404,227,0.345,0.075,-1.321,0.122,-1.172,0.123,11.8,4.9,8.9,-64.5,4.5,18,1
"CWNU 3136",121.2815,0.03,-33.7285,0.021,250.8194,0.024,-1.0983,0.021,108,40,0.206,0.049,-1.356,0.064,2.093,0.082,13.0,0.55,6.7,107.51,4.3,1,1
"CWNU 3137",297.7098,0.015,30.2095,0.015,66.2359,0.016,1.8513,0.013,148,57,0.145,0.063,-2.528,0.055,-4.704,0.089,13.25,2.65,9.2,-40.48,5.38,1,1
"CWNU 3138",253.2452,0.051,-41.6719,0.035,343.4424,0.04,1.4507,0.036,410,213,0.348,0.09,-0.802,0.157,-2.941,0.111,12.2,7.85,8.3,-27.37,5.02,11,1
"CWNU 3139",98.0125,0.012,16.094,0.015,196.4242,0.016,3.1063,0.013,93,34,0.13,0.074,-0.006,0.111,-0.969,0.085,13.65,1.75,8.7,60.74,6.36,2,1
"FSR 0634",55.0839,0.064,59.4222,0.031,142.9635,0.025,3.2844,0.04,191,119,0.28,0.059,1.015,0.119,-0.433,0.104,12.3,3.3,8.7,-22.34,7.92,1,1
"CWNU 3140",91.663,0.021,15.9501,0.02,193.6607,0.021,-2.3425,0.017,119,60,0.192,0.091,0.556,0.195,-0.646,0.123,13.85,4.3,9.1,"nan","nan",0,1
"CWNU 3141",158.8129,0.048,-60.6915,0.021,287.0118,0.029,-2.0982,0.019,563,229,0.138,0.059,-4.852,0.08,2.549,0.093,13.75,2.0,8.9,17.19,26.77,4,1
"CWNU 3142",1.3,0.052,63.3376,0.015,117.7734,0.022,0.9289,0.013,117,46,0.162,0.07,-0.736,0.11,-0.775,0.109,13.95,2.4,9.3,-70.78,9.83,5,1
"CWNU 3143",98.1765,0.051,5.3484,0.063,206.036,0.059,-1.7204,0.057,151,58,0.245,0.052,0.441,0.115,-0.27,0.077,12.8,3.05,8.6,75.27,10.16,2,1
"CWNU 3144",102.8525,0.021,-14.5227,0.018,225.911,0.018,-6.5676,0.018,95,33,0.085,0.057,-0.199,0.062,1.069,0.085,14.45,1.25,8.4,92.77,5.91,1,1
"CWNU 3145",133.9492,0.023,-40.9999,0.02,262.6137,0.019,2.7359,0.02,163,51,0.163,0.081,-2.761,0.111,2.648,0.141,13.2,3.1,8.9,71.87,13.59,3,1
"CWNU 3146",115.2497,0.073,-17.8286,0.035,234.3816,0.036,2.4095,0.06,57,26,0.232,0.041,-2.002,0.057,1.741,0.065,12.75,0.75,8.9,80.79,25.32,4,1
"CWNU 3147",27.787,0.322,71.2973,0.062,127.7206,0.113,8.9766,0.055,239,76,0.158,0.084,-0.101,0.164,0.691,0.109,13.75,1.4,9.4,-48.34,4.54,4,1
"CWNU 3148",147.379,0.031,-55.6053,0.019,279.1714,0.018,-1.3651,0.017,128,44,0.119,0.046,-3.927,0.1,2.933,0.069,15.35,5.45,6.3,98.32,4.85,1,1
"CWNU 3149",324.2467,0.046,56.6686,0.025,98.5416,0.028,3.3083,0.029,219,70,0.106,0.055,-2.717,0.15,-2.081,0.096,13.85,3.0,8.9,"nan","nan",0,1
"Czernik 17",58.0933,0.058,61.9752,0.029,142.5433,0.024,6.199,0.025,88,38,0.142,0.061,0.062,0.086,-0.104,0.079,13.45,1.95,8.8,"nan","nan",0,1
"CWNU 3150",320.0535,0.043,44.4335,0.032,88.1783,0.047,-3.7201,0.026,159,47,0.232,0.063,-4.224,0.062,-3.694,0.118,12.8,1.3,9.3,-26.72,2.5,2,1
"CWNU 3151",298.2158,0.013,28.6426,0.012,65.1136,0.011,0.6726,0.011,108,33,0.126,0.04,-3.048,0.05,-6.083,0.072,14.0,3.5,7.2,1.13,4.46,1,1
"CWNU 3152",108.1463,0.017,-10.1901,0.039,224.3957,0.043,-0.0019,0.028,49,18,0.19,0.05,-0.319,0.067,0.926,0.051,13.25,2.5,8.9,69.0,0.48,2,1
"CWNU 3153",89.8186,0.053,33.9466,0.023,177.1567,0.021,5.0495,0.037,121,59,0.191,0.074,0.314,0.134,-0.763,0.091,13.0,2.0,8.9,-11.74,2.42,3,1
"CWNU 3154",278.2677,0.021,-11.913,0.022,20.2546,0.023,-1.3979,0.022,148,68,0.181,0.107,-0.2,0.124,-1.736,0.142,12.75,4.9,8.9,"nan","nan",0,1
"CWNU 3155",157.7929,0.033,-55.2016,0.016,283.7725,0.019,2.3652,0.018,106,41,0.155,0.05,-6.006,0.14,3.209,0.084,13.9,1.8,9.1,14.88,37.69,2,1
"CWNU 3156",110.0864,0.02,-12.1317,0.019,227.0031,0.016,0.7827,0.019,32,21,0.197,0.058,-0.946,0.05,0.632,0.035,13.1,1.05,9.3,113.64,3.4,2,1
"CWNU 3157",77.298,0.028,39.0147,0.03,167.4382,0.019,-0.6532,0.02,86,42,0.179,0.077,0.772,0.12,-0.062,0.099,13.0,1.55,8.9,-18.83,3.89,1,1
"CWNU 3158",66.6994,0.058,43.2033,0.053,159.0863,0.059,-4.0543,0.054,80,31,0.283,0.075,-0.672,0.127,-1.269,0.032,12.75,2.3,7.7,-59.41,4.67,1,1
"FoF 265",226.1958,0.056,-58.4899,0.028,319.6261,0.027,-0.0091,0.032,393,192,0.304,0.067,-4.998,0.115,-3.537,0.149,12.2,6.1,7.9,-62.45,2.83,8,1
"CWNU 3160",291.5928,0.017,29.2248,0.021,62.7805,0.016,6.0115,0.015,219,53,0.051,0.062,-2.594,0.08,-4.85,0.124,14.6,0.75,9.4,-4.61,74.17,2,1
"CWNU 3161",16.0765,0.093,67.3639,0.043,124.1736,0.037,4.5232,0.041,66,34,0.169,0.064,-2.089,0.058,-0.091,0.067,13.25,3.1,8.2,"nan","nan",0,1
"CWNU 3162",104.3235,0.021,-12.2414,0.027,224.5008,0.021,-4.2711,0.023,84,23,0.118,0.06,-0.739,0.071,1.91,0.119,13.45,1.55,9.2,"nan","nan",0,1
"CWNU 3163",30.7215,0.062,64.4194,0.015,130.5497,0.024,2.6115,0.016,157,59,0.156,0.066,-0.75,0.075,-0.035,0.082,13.75,2.3,8.2,-63.22,0.56,3,1
"CWNU 3164",61.7751,0.032,59.046,0.013,145.8399,0.024,5.1768,0.009,50,16,0.158,0.029,0.343,0.115,0.405,0.098,13.6,2.4,8.5,-35.29,2.53,1,1
"CWNU 3165",304.5069,0.021,39.7233,0.014,77.2565,0.014,2.2307,0.018,64,41,0.276,0.081,-3.813,0.096,-6.36,0.08,12.35,4.05,8.4,"nan","nan",0,1
"CWNU 3166",67.7844,0.04,52.5378,0.05,152.82,0.041,2.9074,0.028,93,43,0.205,0.054,0.296,0.08,-0.636,0.103,12.8,2.95,7.3,"nan","nan",0,1
"CWNU 3167",108.8604,0.101,-3.7846,0.177,219.0418,0.119,3.5806,0.127,193,72,0.202,0.064,-0.493,0.118,0.055,0.106,13.8,1.0,9.1,"nan","nan",0,1
"CWNU 3168",39.8472,0.052,64.6186,0.011,134.1785,0.022,4.1291,0.019,105,45,0.127,0.055,-1.388,0.069,0.494,0.075,13.85,2.85,7.3,"nan","nan",0,1
"CWNU 3169",343.1772,0.041,62.5089,0.014,109.6972,0.022,2.7278,0.019,44,21,0.253,0.056,-1.18,0.101,-0.704,0.1,13.2,4.4,9.0,-48.93,6.32,1,1
"CWNU 3170",29.7669,0.104,66.7282,0.055,129.5459,0.057,4.7284,0.046,150,42,0.167,0.063,-1.233,0.068,0.314,0.072,14.05,4.0,7.0,"nan","nan",0,1
"CWNU 3171",99.278,0.02,-14.1725,0.021,224.0599,0.014,-9.5297,0.017,104,37,0.085,0.11,0.018,0.15,0.699,0.131,17.3,2.45,6.5,"nan","nan",0,1
"CWNU 3172",276.1038,0.025,-14.4857,0.022,16.9953,0.024,-0.7264,0.019,165,83,0.255,0.1,-1.725,0.149,-4.628,0.112,12.25,5.3,8.6,4.92,2.73,7,1
"CWNU 3173",128.8965,0.017,-47.6689,0.007,265.5792,0.007,-4.2474,0.012,46,21,0.055,0.064,-1.719,0.065,2.142,0.11,16.1,2.05,6.8,"nan","nan",0,1
"CWNU 3174",126.1033,0.016,-39.9415,0.015,258.1288,0.012,-1.3435,0.015,101,29,0.168,0.058,-2.587,0.1,3.226,0.096,14.55,5.0,6.7,207.08,5.99,1,1
"CWNU 3175",87.8584,0.035,34.1226,0.034,176.1947,0.025,3.7291,0.038,89,33,0.249,0.092,0.204,0.059,-1.448,0.095,12.45,1.85,9.2,30.04,1.01,5,1
"CWNU 3176",61.8504,0.078,53.4361,0.028,149.6524,0.059,1.0682,0.052,49,16,0.127,0.028,-0.065,0.043,0.422,0.072,15.0,3.95,6.7,"nan","nan",0,1
"CWNU 3177",90.7567,0.065,34.9816,0.069,176.6191,0.069,6.2261,0.048,206,64,0.224,0.092,0.518,0.085,-1.243,0.076,13.25,1.8,8.6,1.1,1.71,1,1
"CWNU 3178",290.5047,0.033,11.5313,0.02,46.6722,0.028,-1.4232,0.024,56,24,0.249,0.047,-1.871,0.056,-5.22,0.057,12.5,5.25,8.0,84.87,83.54,2,1
"CWNU 3179",101.0923,0.051,6.9674,0.045,205.9196,0.04,1.6144,0.044,174,80,0.207,0.043,-0.11,0.102,-0.553,0.09,13.05,1.75,7.4,"nan","nan",0,1
"BDSB 82",93.7256,0.064,12.3412,0.064,197.789,0.088,-2.3195,0.035,212,85,0.244,0.051,-0.276,0.122,-0.399,0.125,12.9,2.9,7.3,"nan","nan",0,1
