"Cluster","RA_ICRS","DE_ICRS","MA22","e_MA22","NA22","MA23f","e_MA23f","NA23f","MA23g","e_MA23g","NA23g","MZ23","e_MZ23","NZ23","MK24","e_MK24","NK24","MF24","e_MF24","NF24"
"Gulliver_56",95.3873,26.9397,-0.13,0.12,89.0,-0.41,0.15,81,-0.3,0.08,3.0,-0.29,0.11,34.0,-0.23,0.05,49.0,-0.16,0.08,56.0
"HSC_3",273.6762,-31.9495,0.14,0.15,11.0,-0.23,0.18,13,"nan","nan","nan",0.05,0.09,6.0,-0.11,0.08,7.0,-0.03,0.08,5.0
"HSC_35",266.959,-26.1319,-0.11,0.11,14.0,0.07,0.15,4,"nan","nan","nan",0.0,0.08,4.0,-0.1,0.08,12.0,-0.58,0.1,5.0
"HSC_76",270.1291,-24.4777,-0.28,0.06,25.0,-0.06,0.04,7,-0.03,0.01,3.0,-0.18,0.28,6.0,-0.05,0.07,13.0,-0.13,0.12,6.0
"HSC_87",272.5671,-25.0447,-0.23,0.11,29.0,-0.14,0.18,8,"nan","nan","nan",-0.19,0.12,21.0,-0.12,0.06,29.0,"nan","nan","nan"
"HSC_113",279.7496,-26.5428,-0.3,0.09,13.0,-0.26,0.3,11,-0.48,0.24,4.0,-0.37,0.26,10.0,-0.15,0.28,13.0,-0.31,0.34,11.0
"HSC_131",275.1016,-22.004,-0.26,0.19,32.0,-0.14,0.08,14,"nan","nan","nan",-0.09,0.13,13.0,-0.14,0.09,28.0,-0.19,0.09,12.0
"HSC_137",282.2188,-24.1888,-0.08,0.06,17.0,-0.14,0.05,21,"nan","nan","nan",-0.11,0.03,7.0,-0.13,0.12,18.0,-0.09,0.08,22.0
"HSC_147",286.8278,-25.6669,-0.22,0.08,21.0,-0.14,0.07,19,"nan","nan","nan",-0.07,0.11,12.0,-0.09,0.06,18.0,-0.03,0.05,16.0
"HSC_166",278.6095,-20.2927,-0.1,0.19,13.0,-0.02,0.2,8,0.08,0.1,4.0,-0.28,0.17,5.0,-0.02,0.19,9.0,0.02,0.12,7.0
"HSC_172",259.2348,-8.7644,-0.23,0.13,24.0,-0.46,0.11,23,-0.4,0.11,7.0,-0.48,0.13,13.0,-0.35,0.08,12.0,-0.45,0.13,18.0
"HSC_242",250.1245,10.0314,-0.32,0.05,9.0,-0.17,0.23,22,"nan","nan","nan",0.18,0.05,6.0,-0.01,0.13,14.0,-0.44,0.27,39.0
"HSC_252",289.2379,-11.209,-0.11,0.1,26.0,-0.1,0.1,21,"nan","nan","nan",0.01,0.07,12.0,-0.11,0.13,22.0,-0.03,0.08,24.0
"HSC_324",284.9926,-0.3099,-0.2,0.21,11.0,-0.24,0.09,3,"nan","nan","nan",0.2,0.09,3.0,-0.11,0.03,5.0,-0.14,0.23,4.0
"HSC_349",279.6075,7.4263,-0.17,0.08,25.0,-0.1,0.3,9,-0.03,0.04,4.0,-0.07,0.01,5.0,-0.03,0.14,11.0,-0.03,0.09,10.0
"HSC_356",318.5198,-10.3872,-0.42,0.02,4.0,-0.19,0.09,7,"nan","nan","nan",-0.15,0.1,5.0,-0.13,0.1,8.0,-0.2,0.15,11.0
"HSC_411",289.3683,15.3162,-0.19,0.22,33.0,0.09,0.08,28,0.13,0.04,5.0,"nan","nan","nan",0.12,0.07,41.0,0.05,0.04,25.0
"HSC_432",293.8488,16.4758,0.16,0.1,5.0,-0.31,0.05,15,"nan","nan","nan","nan","nan","nan",-0.21,0.04,7.0,-0.26,0.08,20.0
"HSC_482",293.8948,24.1482,0.1,0.17,13.0,-0.06,0.1,13,"nan","nan","nan",0.06,0.15,5.0,-0.07,0.04,12.0,-0.09,0.05,18.0
"HSC_485",296.7676,23.1029,0.04,0.19,28.0,-0.12,0.11,23,-0.03,0.03,3.0,0.07,0.11,18.0,-0.11,0.03,24.0,-0.14,0.09,24.0
"HSC_490",297.3337,24.4625,-0.03,0.16,15.0,-0.07,0.04,18,"nan","nan","nan",0.06,0.14,11.0,-0.05,0.09,16.0,-0.05,0.05,18.0
"HSC_494",298.1741,23.8617,-0.06,0.09,11.0,-0.14,0.02,10,"nan","nan","nan",-0.18,0.18,11.0,-0.19,0.04,11.0,-0.21,0.09,15.0
"HSC_522",297.2154,29.1518,-0.06,0.11,13.0,-0.23,0.11,15,"nan","nan","nan",-0.12,0.08,8.0,-0.19,0.06,11.0,-0.12,0.1,9.0
"HSC_528",297.7059,30.2127,-0.31,0.1,5.0,-0.16,0.25,5,"nan","nan","nan","nan","nan","nan",-0.01,0.03,3.0,0.01,0.0,3.0
"HSC_530",300.0844,29.156,-0.1,0.16,23.0,-0.21,0.09,20,-0.11,0.02,5.0,-0.03,0.13,17.0,-0.13,0.06,26.0,-0.13,0.1,21.0
"HSC_549",300.5827,31.6045,-0.04,0.19,8.0,-0.12,0.17,9,-0.03,0.08,5.0,0.11,0.07,3.0,-0.07,0.08,7.0,-0.12,0.14,10.0
"HSC_552",279.2507,40.2327,0.0,0.14,5.0,-0.04,0.14,5,"nan","nan","nan",-0.01,0.23,4.0,-0.02,0.28,6.0,-0.07,0.16,9.0
"HSC_553",296.0992,34.8791,-0.25,0.14,16.0,-0.28,0.08,22,"nan","nan","nan",-0.2,0.13,8.0,-0.18,0.03,11.0,-0.13,0.06,27.0
"HSC_562",306.732,30.312,0.06,0.12,19.0,-0.03,0.08,17,0.0,0.05,3.0,0.14,0.06,14.0,-0.12,0.08,19.0,-0.08,0.07,22.0
"HSC_567",299.0357,35.9927,-0.01,0.11,22.0,-0.3,0.17,24,-0.16,0.08,4.0,-0.17,0.16,11.0,-0.16,0.1,17.0,-0.24,0.16,22.0
"HSC_582",300.2085,37.309,-0.23,0.16,22.0,-0.04,0.14,22,"nan","nan","nan",0.07,0.13,18.0,0.01,0.08,22.0,0.05,0.05,17.0
"HSC_590",259.203,52.2687,-0.14,0.29,8.0,-0.2,0.19,24,"nan","nan","nan",-0.13,0.08,7.0,-0.09,0.06,15.0,-0.4,0.27,51.0
"HSC_603",298.1219,41.1157,-0.16,0.1,32.0,-0.12,0.1,35,"nan","nan","nan",0.0,0.08,26.0,-0.12,0.07,37.0,-0.03,0.1,35.0
"HSC_665",310.597,45.4918,-0.26,0.13,10.0,-0.26,0.08,13,"nan","nan","nan","nan","nan","nan",-0.1,0.06,4.0,-0.36,0.12,13.0
"HSC_672",307.3861,49.0346,-0.06,0.09,20.0,-0.2,0.08,13,"nan","nan","nan",-0.11,0.12,10.0,-0.09,0.08,13.0,-0.13,0.12,18.0
"HSC_684",320.4741,42.4313,-0.09,0.12,9.0,-0.25,0.16,11,"nan","nan","nan",0.03,0.2,5.0,-0.05,0.09,6.0,-0.11,0.09,9.0
"HSC_694",320.0649,44.432,-0.19,0.12,31.0,-0.41,0.14,20,-0.33,0.01,5.0,"nan","nan","nan",-0.31,0.09,18.0,-0.26,0.06,24.0
"HSC_706",314.2879,50.0333,-0.01,0.16,7.0,-0.27,0.03,13,"nan","nan","nan","nan","nan","nan",-0.13,0.05,5.0,-0.25,0.08,13.0
"HSC_707",303.7016,54.8416,0.03,0.18,11.0,-0.19,0.08,16,"nan","nan","nan",-0.09,0.01,5.0,-0.12,0.09,13.0,-0.1,0.11,16.0
"HSC_731",324.5963,47.5866,-0.11,0.12,19.0,-0.17,0.09,26,"nan","nan","nan",-0.12,0.11,14.0,-0.11,0.04,17.0,-0.1,0.06,23.0
"HSC_766",329.2544,52.8558,-0.31,0.08,6.0,-0.43,0.05,13,"nan","nan","nan","nan","nan","nan",-0.26,0.07,5.0,-0.61,0.12,13.0
"HSC_779",332.5854,52.5345,-0.07,0.12,16.0,-0.16,0.12,12,"nan","nan","nan",-0.42,0.13,8.0,-0.22,0.09,9.0,-0.11,0.15,10.0
"HSC_793",334.9364,55.761,-0.2,0.14,17.0,-0.4,0.16,19,"nan","nan","nan","nan","nan","nan",-0.27,0.07,7.0,-0.38,0.24,16.0
"HSC_818",337.0541,58.1833,-0.13,0.03,6.0,-0.39,0.18,9,"nan","nan","nan","nan","nan","nan",-0.22,0.04,4.0,-0.36,0.26,13.0
"HSC_823",333.3593,61.4958,-0.01,0.15,5.0,-0.17,0.07,8,"nan","nan","nan",-0.2,0.17,5.0,-0.05,0.02,6.0,-0.22,0.1,12.0
"HSC_826",341.372,56.3566,-0.13,0.12,19.0,-0.15,0.13,21,"nan","nan","nan",0.0,0.09,11.0,-0.13,0.07,15.0,-0.1,0.05,29.0
"HSC_831",339.8852,58.9757,-0.14,0.17,6.0,-0.33,0.11,10,"nan","nan","nan","nan","nan","nan",-0.25,0.04,3.0,-0.36,0.16,11.0
"HSC_841",335.906,64.5261,-0.25,0.05,19.0,-0.38,0.14,19,"nan","nan","nan",-0.41,0.08,16.0,-0.35,0.09,18.0,-0.26,0.14,19.0
"HSC_854",346.7577,56.8494,-0.01,0.13,20.0,-0.14,0.1,21,"nan","nan","nan",0.1,0.09,12.0,-0.08,0.04,17.0,-0.07,0.05,23.0
"HSC_893",352.0338,57.6924,0.09,0.15,14.0,-0.25,0.09,19,"nan","nan","nan",-0.17,0.06,8.0,-0.25,0.04,18.0,-0.41,0.19,21.0
"HSC_896",352.3952,58.1761,-0.1,0.08,23.0,-0.26,0.11,26,"nan","nan","nan",-0.09,0.16,8.0,-0.15,0.06,17.0,-0.2,0.07,37.0
"HSC_898",347.8121,65.1649,-0.21,0.18,5.0,-0.23,0.03,5,"nan","nan","nan","nan","nan","nan",-0.28,0.04,4.0,-0.33,0.2,9.0
"HSC_901",348.5195,65.6809,-0.2,0.12,12.0,-0.29,0.13,11,"nan","nan","nan",-0.31,0.15,7.0,-0.22,0.1,10.0,-0.14,0.1,8.0
"HSC_912",349.6118,66.5697,-0.11,0.04,7.0,-0.15,0.06,13,"nan","nan","nan",-0.2,0.14,6.0,-0.1,0.02,6.0,-0.3,0.09,18.0
"HSC_927",350.8732,69.7643,0.02,0.14,12.0,-0.09,0.07,14,"nan","nan","nan","nan","nan","nan",-0.09,0.05,11.0,-0.05,0.03,14.0
"HSC_929",359.5401,61.3245,-0.17,0.11,17.0,-0.31,0.07,12,"nan","nan","nan",-0.25,0.13,8.0,-0.23,0.03,11.0,-0.16,0.11,13.0
"HSC_935",359.4525,63.1996,-0.19,0.05,5.0,-0.36,0.07,10,-0.29,0.0,3.0,"nan","nan","nan",-0.26,0.09,7.0,-0.29,0.14,10.0
"HSC_948",5.7014,58.3398,-0.17,0.07,29.0,-0.47,0.09,16,-0.37,0.05,5.0,-0.61,0.13,11.0,-0.44,0.1,14.0,-0.49,0.19,16.0
"HSC_960",8.2369,58.3542,-0.25,0.1,13.0,-0.43,0.06,17,"nan","nan","nan","nan","nan","nan",-0.29,0.02,3.0,-0.31,0.18,13.0
"HSC_961",7.8749,59.5713,0.03,0.24,7.0,-0.37,0.16,11,"nan","nan","nan",-0.28,0.18,4.0,-0.2,0.05,6.0,-0.19,0.09,12.0
"HSC_962",8.8697,60.1752,-0.05,0.14,23.0,-0.22,0.06,21,-0.09,0.07,3.0,-0.09,0.14,10.0,-0.1,0.06,14.0,-0.12,0.09,27.0
"HSC_969",8.7212,58.5075,-0.06,0.11,24.0,-0.16,0.06,23,-0.24,0.01,3.0,-0.18,0.09,16.0,-0.18,0.06,23.0,-0.25,0.1,23.0
"HSC_977",11.7032,59.4007,-0.12,0.06,10.0,0.07,0.06,11,"nan","nan","nan",0.13,0.06,11.0,0.01,0.09,13.0,0.04,0.07,13.0
"HSC_985",13.8865,59.4131,-0.07,0.19,22.0,-0.23,0.08,25,"nan","nan","nan",-0.09,0.26,8.0,-0.15,0.04,15.0,-0.14,0.06,29.0
"HSC_1015",24.7251,71.7958,-0.17,0.14,32.0,-0.42,0.12,14,-0.34,0.04,4.0,-0.27,0.06,4.0,-0.37,0.11,13.0,-0.48,0.2,16.0
"HSC_1021",20.5456,57.249,-0.17,0.18,23.0,-0.4,0.1,28,-0.31,0.21,3.0,-0.07,0.1,8.0,-0.35,0.09,15.0,-0.18,0.15,21.0
"HSC_1022",21.1907,59.8749,-0.29,0.09,6.0,-0.01,0.12,9,"nan","nan","nan",0.1,0.11,6.0,0.0,0.04,8.0,-0.05,0.04,10.0
"HSC_1041",28.1111,65.3858,0.01,0.09,9.0,-0.35,0.1,20,-0.24,0.08,6.0,"nan","nan","nan",-0.32,0.07,8.0,-0.28,0.14,27.0
"HSC_1042",26.1227,61.2992,"nan","nan","nan",-0.48,0.06,6,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.69,0.18,9.0
"HSC_1049",28.5335,63.7065,0.04,0.15,12.0,-0.19,0.05,11,"nan","nan","nan",-0.01,0.12,7.0,-0.12,0.05,10.0,-0.13,0.08,14.0
"HSC_1057",30.7745,64.4367,-0.16,0.14,23.0,-0.52,0.12,35,-0.28,0.07,4.0,-0.26,0.12,5.0,-0.37,0.04,12.0,-0.37,0.17,29.0
"HSC_1061",29.5951,62.0866,-0.12,0.06,4.0,-0.38,0.16,9,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.36,0.19,14.0
"HSC_1065",29.654,59.609,-0.17,0.09,15.0,-0.41,0.12,25,"nan","nan","nan","nan","nan","nan",-0.23,0.03,3.0,-0.45,0.14,23.0
"HSC_1074",35.851,66.1944,0.26,0.09,23.0,-0.05,0.07,27,"nan","nan","nan","nan","nan","nan",-0.11,0.07,26.0,-0.02,0.04,27.0
"HSC_1077",174.5782,63.9594,"nan","nan","nan",-0.49,0.26,7,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan"
"HSC_1083",40.9478,67.6097,0.19,0.18,16.0,-0.31,0.1,14,-0.31,0.02,6.0,"nan","nan","nan",-0.29,0.03,11.0,-0.16,0.07,13.0
"HSC_1086",34.1492,60.7116,-0.12,0.24,10.0,-0.18,0.07,15,"nan","nan","nan",-0.32,0.19,4.0,-0.15,0.07,11.0,-0.25,0.2,23.0
"HSC_1099",37.1229,60.1426,0.04,0.03,3.0,-0.36,0.1,36,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.54,0.19,36.0
"HSC_1219",66.9443,50.33,-0.2,0.09,15.0,-0.37,0.09,25,-0.28,0.04,7.0,-0.46,0.1,6.0,-0.36,0.03,11.0,-0.4,0.2,23.0
"HSC_1222",62.5302,46.3978,-0.11,0.12,8.0,-0.36,0.12,6,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.25,0.06,5.0
"HSC_1234",58.586,41.0648,-0.25,0.02,5.0,-0.07,0.02,6,"nan","nan","nan",-0.05,0.1,6.0,-0.01,0.06,7.0,-0.15,0.14,11.0
"HSC_1243",78.8318,52.4973,0.05,0.13,14.0,-0.47,0.08,10,"nan","nan","nan","nan","nan","nan",-0.34,0.04,5.0,-0.29,0.27,8.0
"HSC_1253",68.7104,44.557,-0.2,0.05,11.0,-0.1,0.04,13,"nan","nan","nan",-0.06,0.1,11.0,-0.08,0.06,14.0,-0.1,0.09,15.0
"HSC_1268",66.8459,41.0541,-0.16,0.1,11.0,-0.13,0.07,19,"nan","nan","nan",0.04,0.05,9.0,-0.01,0.09,15.0,-0.08,0.06,17.0
"HSC_1271",63.2997,37.6958,-0.3,0.16,17.0,-0.3,0.13,15,"nan","nan","nan",-0.14,0.14,11.0,-0.13,0.03,12.0,-0.28,0.14,14.0
"HSC_1273",60.0924,34.7704,-0.3,0.16,12.0,-0.29,0.12,8,"nan","nan","nan",-0.35,0.1,6.0,-0.29,0.08,7.0,-0.14,0.06,8.0
"HSC_1274",72.5347,43.8098,-0.15,0.04,9.0,-0.52,0.13,27,-0.32,0.08,6.0,-0.72,0.02,4.0,-0.37,0.11,7.0,-0.34,0.14,22.0
"HSC_1282",86.53,48.3651,-0.17,0.13,31.0,-0.38,0.12,36,-0.33,0.09,7.0,-0.28,0.07,11.0,-0.33,0.09,22.0,-0.28,0.15,27.0
"HSC_1283",73.5841,41.6717,-0.15,0.13,14.0,-0.19,0.12,13,"nan","nan","nan",-0.15,0.2,5.0,-0.13,0.03,8.0,-0.08,0.04,10.0
"HSC_1293",63.7283,32.2934,-0.26,0.16,54.0,-0.6,0.15,37,-0.51,0.14,10.0,-0.46,0.14,15.0,-0.45,0.1,34.0,-0.39,0.16,33.0
"HSC_1299",75.3503,38.809,-0.17,0.1,18.0,-0.3,0.16,22,-0.25,0.05,3.0,"nan","nan","nan",-0.25,0.04,6.0,-0.19,0.11,23.0
"HSC_1300",81.6567,42.2534,-0.31,0.09,33.0,-0.56,0.19,47,-0.45,0.07,3.0,-0.63,0.14,6.0,-0.35,0.05,15.0,-0.39,0.14,24.0
"HSC_1306",77.2882,38.9976,-0.28,0.04,5.0,-0.36,0.27,3,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.43,0.07,9.0
"HSC_1324",89.0101,42.0398,-0.13,0.18,9.0,-0.42,0.13,14,"nan","nan","nan",-0.15,0.08,3.0,-0.24,0.03,8.0,-0.09,0.12,11.0
"HSC_1332",84.3358,39.0387,-0.16,0.03,3.0,-0.5,0.15,6,"nan","nan","nan",-0.44,0.02,3.0,-0.27,0.01,3.0,-0.41,0.03,9.0
"HSC_1342",85.9611,38.2372,-0.24,0.1,20.0,-0.39,0.15,20,"nan","nan","nan",-0.5,0.15,4.0,-0.35,0.03,6.0,-0.27,0.15,17.0
"HSC_1353",79.846,33.6483,-0.41,0.05,3.0,-0.45,0.16,10,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.37,0.03,9.0
"HSC_1367",91.5916,37.2991,-0.22,0.11,14.0,-0.27,0.18,18,"nan","nan","nan",-0.04,0.17,11.0,-0.04,0.04,13.0,-0.12,0.12,14.0
"HSC_1385",85.047,31.8245,-0.26,0.07,12.0,-0.12,0.05,20,"nan","nan","nan",-0.13,0.07,10.0,-0.13,0.1,15.0,-0.07,0.06,23.0
"HSC_1389",82.4182,30.0538,-0.16,0.1,12.0,-0.42,0.05,7,"nan","nan","nan",-0.61,0.15,4.0,-0.37,0.05,6.0,-0.49,0.23,10.0
"HSC_1394",70.5246,21.8504,-0.07,0.3,5.0,-0.08,0.11,8,"nan","nan","nan",-0.02,0.09,4.0,-0.04,0.03,8.0,-0.06,0.03,10.0
"HSC_1398",82.2605,28.9275,-0.27,0.09,11.0,-0.6,0.13,18,-0.56,0.09,4.0,"nan","nan","nan",-0.43,0.03,5.0,-0.33,0.16,12.0
"HSC_1408",81.9847,27.7997,-0.26,0.08,8.0,-0.45,0.08,15,-0.36,0.04,6.0,-0.65,0.04,4.0,-0.37,0.06,6.0,-0.46,0.22,14.0
"HSC_1416",83.8018,28.055,-0.49,0.16,11.0,-0.45,0.1,24,"nan","nan","nan","nan","nan","nan",-0.39,0.06,6.0,-0.43,0.2,22.0
"HSC_1417",86.88,29.7488,-0.18,0.09,13.0,-0.25,0.14,14,"nan","nan","nan",-0.02,0.09,10.0,-0.05,0.06,13.0,-0.11,0.08,13.0
"HSC_1435",88.9486,28.0638,-0.27,0.14,16.0,-0.44,0.12,32,"nan","nan","nan",-0.54,0.09,3.0,-0.37,0.02,7.0,-0.32,0.15,26.0
"HSC_1439",84.6221,25.2429,-0.35,0.15,5.0,-0.62,0.09,9,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.73,0.11,13.0
"HSC_1442",81.1518,22.6661,-0.05,0.1,24.0,-0.23,0.07,25,"nan","nan","nan",-0.1,0.16,13.0,-0.23,0.03,21.0,-0.26,0.09,37.0
"HSC_1443",85.6693,25.2469,-0.24,0.13,8.0,-0.48,0.14,14,-0.38,0.12,3.0,"nan","nan","nan",-0.4,0.02,4.0,-0.53,0.17,12.0
"HSC_1459",95.5509,28.4725,-0.25,0.09,19.0,-0.43,0.1,12,"nan","nan","nan",-0.39,0.06,9.0,-0.35,0.06,12.0,-0.3,0.12,13.0
"HSC_1462",87.3303,23.8973,-0.22,0.11,9.0,-0.12,0.1,12,"nan","nan","nan",-0.06,0.06,7.0,-0.02,0.08,11.0,-0.03,0.02,11.0
"HSC_1477",92.6556,25.0113,-0.15,0.09,18.0,-0.32,0.17,20,"nan","nan","nan",-0.39,0.13,6.0,-0.29,0.07,10.0,-0.28,0.11,24.0
"HSC_1482",90.6497,22.8472,-0.43,0.15,11.0,-0.55,0.11,21,-0.42,0.03,3.0,"nan","nan","nan",-0.43,0.06,9.0,-0.61,0.2,16.0
"HSC_1487",92.8473,23.6641,-0.25,0.1,8.0,-0.45,0.12,12,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.38,0.13,9.0
"HSC_1489",85.0147,19.293,-0.31,0.11,13.0,-0.45,0.1,10,-0.39,0.02,3.0,-0.57,0.0,3.0,-0.35,0.04,5.0,-0.34,0.07,8.0
"HSC_1496",86.4238,19.0653,-0.32,0.11,9.0,-0.44,0.06,10,"nan","nan","nan","nan","nan","nan",-0.36,0.01,4.0,-0.43,0.15,10.0
"HSC_1513",103.7434,24.3007,-0.2,0.07,30.0,-0.1,0.07,30,"nan","nan","nan",-0.03,0.08,26.0,-0.05,0.11,29.0,-0.04,0.03,28.0
"HSC_1518",95.4126,19.8455,-0.13,0.07,7.0,-0.35,0.14,11,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.15,0.11,11.0
"HSC_1535",78.5405,8.4755,-0.16,0.07,10.0,-0.16,0.14,12,"nan","nan","nan",-0.14,0.14,7.0,-0.19,0.07,12.0,-0.14,0.13,11.0
"HSC_1544",67.9971,0.9628,-0.25,0.12,7.0,-0.23,0.07,11,"nan","nan","nan",-0.15,0.07,9.0,-0.08,0.08,10.0,-0.08,0.1,10.0
"HSC_1548",92.1973,13.9378,-0.4,0.1,24.0,-0.43,0.13,30,-0.38,0.02,4.0,-0.59,0.09,8.0,-0.4,0.03,13.0,-0.49,0.24,26.0
"HSC_1556",103.8834,19.1815,-0.14,0.1,18.0,-0.45,0.04,4,"nan","nan","nan","nan","nan","nan",-0.46,0.01,3.0,-0.31,0.13,4.0
"HSC_1565",101.037,16.785,-0.11,0.06,21.0,-0.35,0.17,15,"nan","nan","nan",-0.2,0.21,9.0,-0.29,0.05,11.0,-0.12,0.07,13.0
"HSC_1575",96.0181,13.2687,-0.28,0.15,18.0,-0.16,0.1,18,"nan","nan","nan",-0.12,0.08,14.0,-0.08,0.07,19.0,-0.05,0.05,19.0
"HSC_1585",93.3336,9.8991,-0.19,0.14,10.0,-0.51,0.1,14,"nan","nan","nan",-0.34,0.1,5.0,-0.38,0.09,7.0,-0.63,0.3,9.0
"HSC_1590",99.2164,12.16,-0.13,0.12,30.0,-0.28,0.08,34,"nan","nan","nan",-0.14,0.05,17.0,-0.18,0.06,26.0,-0.17,0.09,33.0
"HSC_1601",89.7829,5.5203,-0.28,0.12,7.0,-0.27,0.09,9,"nan","nan","nan",-0.19,0.12,5.0,-0.26,0.03,6.0,-0.24,0.07,13.0
"HSC_1613",94.5847,4.5991,-0.07,0.11,17.0,-0.48,0.16,15,-0.27,0.02,3.0,-0.31,0.06,4.0,-0.27,0.06,8.0,-0.35,0.15,13.0
"HSC_1618",103.1353,8.309,-0.17,0.13,11.0,-0.3,0.07,6,"nan","nan","nan",-0.3,0.2,5.0,-0.22,0.06,6.0,-0.09,0.05,6.0
"HSC_1623",98.1675,5.3547,-0.43,0.13,12.0,-0.45,0.13,25,"nan","nan","nan","nan","nan","nan",-0.3,0.03,4.0,-0.55,0.12,21.0
"HSC_1625",98.3297,5.3774,-0.41,0.18,12.0,-0.37,0.04,9,-0.33,0.08,3.0,"nan","nan","nan",-0.32,0.03,5.0,-0.4,0.06,9.0
"HSC_1627",112.028,12.1309,-0.19,0.1,27.0,-0.32,0.1,15,"nan","nan","nan",-0.19,0.08,9.0,-0.23,0.04,14.0,-0.14,0.08,11.0
"HSC_1643",103.2187,5.4426,-0.29,0.14,25.0,-0.38,0.1,13,-0.37,0.02,3.0,-0.53,0.1,3.0,-0.44,0.07,13.0,-0.44,0.15,15.0
"HSC_1660",102.7207,2.9415,-0.12,0.11,8.0,-0.51,0.09,10,-0.19,0.11,3.0,"nan","nan","nan",-0.24,0.04,6.0,-0.36,0.17,12.0
"HSC_1678",100.3562,-1.2484,-0.25,0.15,7.0,-0.56,0.08,11,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.75,0.11,9.0
"HSC_1679",100.8034,-1.3631,-0.12,0.12,12.0,-0.42,0.05,12,"nan","nan","nan",-0.63,0.15,4.0,-0.31,0.04,4.0,-0.32,0.06,10.0
"HSC_1691",106.0394,-0.0736,-0.07,0.08,24.0,-0.23,0.1,18,"nan","nan","nan",-0.11,0.09,12.0,-0.11,0.05,13.0,-0.07,0.05,18.0
"HSC_1697",103.9807,-2.2904,-0.2,0.06,9.0,-0.54,0.15,9,"nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.37,0.18,11.0
"HSC_1700",102.4399,-3.4032,-0.27,0.09,18.0,-0.3,0.1,16,"nan","nan","nan",-0.4,0.05,10.0,-0.25,0.11,10.0,-0.2,0.07,12.0
"HSC_1704",103.104,-3.3219,-0.29,0.09,22.0,-0.47,0.14,12,-0.41,0.05,4.0,"nan","nan","nan",-0.3,0.09,6.0,-0.42,0.13,13.0
"HSC_1720",106.1542,-3.8732,-0.25,0.1,22.0,-0.4,0.15,14,"nan","nan","nan",-0.54,0.25,9.0,-0.25,0.08,10.0,-0.24,0.1,8.0
"HSC_1724",109.9289,-1.9371,-0.17,0.1,4.0,-0.43,0.29,8,"nan","nan","nan","nan","nan","nan",-0.02,0.07,4.0,-0.65,0.12,11.0
"HSC_1725",106.2451,-4.0416,-0.34,0.1,32.0,-0.58,0.16,34,-0.4,0.05,6.0,-0.75,0.16,5.0,-0.43,0.09,10.0,-0.56,0.2,21.0
"HSC_1731",98.6626,-8.8576,-0.31,0.1,16.0,-0.6,0.14,36,-0.43,0.02,5.0,-0.78,0.04,6.0,-0.5,0.1,12.0,-0.54,0.13,23.0
"HSC_1732",96.7145,-10.1311,-0.29,0.16,18.0,-0.12,0.13,23,"nan","nan","nan",-0.17,0.1,18.0,-0.09,0.07,23.0,-0.06,0.09,24.0
"HSC_1735",112.6345,-2.6015,-0.22,0.09,10.0,-0.33,0.16,10,"nan","nan","nan",-0.14,0.08,8.0,-0.19,0.09,8.0,-0.11,0.1,8.0
"HSC_1738",119.3861,0.369,-0.23,0.07,5.0,-0.02,0.06,10,"nan","nan","nan",0.03,0.07,7.0,0.01,0.09,9.0,0.01,0.04,10.0
"HSC_1750",103.4672,-9.931,-0.24,0.1,25.0,-0.35,0.08,12,"nan","nan","nan",-0.32,0.03,4.0,-0.25,0.04,7.0,-0.34,0.11,10.0
"HSC_1757",100.5142,-12.9591,-0.48,0.08,19.0,-0.48,0.15,18,-0.47,0.05,5.0,-0.75,0.07,3.0,-0.4,0.03,8.0,-0.34,0.2,12.0
"HSC_1771",100.9115,-14.1472,-0.45,0.13,15.0,-0.49,0.11,21,"nan","nan","nan","nan","nan","nan",-0.4,0.01,5.0,-0.4,0.14,16.0
"HSC_1772",101.7051,-13.9258,-0.24,0.12,36.0,-0.25,0.11,44,"nan","nan","nan",-0.3,0.12,26.0,-0.24,0.07,34.0,-0.16,0.08,46.0
"HSC_1773",110.7657,-9.6898,-0.3,0.16,7.0,-0.48,0.14,9,"nan","nan","nan",-0.54,0.05,4.0,-0.35,0.04,4.0,-0.29,0.01,5.0
"HSC_1785",106.1145,-13.7794,-0.24,0.06,5.0,-0.31,0.1,12,"nan","nan","nan","nan","nan","nan",-0.27,0.06,4.0,-0.41,0.08,10.0
"HSC_1789",110.0727,-12.1103,-0.29,0.12,33.0,-0.5,0.11,30,-0.38,0.06,3.0,-0.55,0.04,3.0,-0.26,0.06,10.0,-0.48,0.17,25.0
