"Cluster","RA","DEC","GLON","GLAT","Class","Diam","Dist","E(B-V)","n_E(B-V)","Age","pmRA","e_pmRA","pmDE","e_pmDE","pmGLON","pmGLAT","Nc","r_pmRA","RV","e_RV","o_RV","r_RV","[Fe/H]","e_[Fe/H]","o_[Fe/H]","RAJ2000","DEJ2000"
"BH 19","08 07 05","-32 21 00",249.8787,-0.0179,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",121.77078,-32.35002
"NGC 2547","08 10 09","-49 12 54",264.4649,-8.5975,"nan",25.0,455.0,0.041,"nan",7.557,-7.71,1.93,3.8,1.93,-7.31,-4.52,19.0," TYC",14.5,3.0,"nan"," RGDZ",-0.16,0.09,1.0,122.53747,-49.21502
"NGC 2539","08 10 37","-12 49 06",233.7053,11.1115,"nan",9.0,1363.0,0.082,"nan",8.57,-4.07,1.44,-1.83,1.44,-0.56,-4.43,30.0," TYC",29.3,0.4,9.0," MM89",0.137,0.06,6.0,122.65415,-12.81832
"Ruprecht 53","08 10 54","-27 00 00",245.8314,3.5807,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",122.72494,-26.99997
"Ruprecht 54","08 11 21","-31 57 00",250.0341,0.9576,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",122.83755,-31.95002
"NGC 2546","08 12 15","-37 35 42",254.8551,-1.9859,"nan",70.0,919.0,0.134,"nan",7.874,-3.99,2.25,3.5,2.25,-5.12,-1.41,80.0," TYC",15.0,3.0,"nan"," RGDZ",0.12,0.13,2.0,123.06249,-37.59494
"Ruprecht 55","08 12 27","-32 35 00",250.6911,0.8042,"nan",5.0,4892.0,0.559,"nan",6.849,"nan","nan","nan","nan","nan","nan","nan","nan",96.2,3.0,"nan"," RGDZ","nan","nan","nan",123.11247,-32.58329
"Haffner 22","08 12 27","-27 54 00",246.7749,3.377,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",123.11252,-27.90003
"Ruprecht 56","08 12 33","-40 28 00",257.2907,-3.5129,"nan",39.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",123.13748,-40.46661
"NGC 2548","08 13 43","-05 45 00",227.8725,15.3929,"nan",30.0,769.0,0.031,"nan",8.557,-0.83,1.73,1.9,1.73,-2.06,0.24,70.0," TYC",5.0,6.0,"nan"," RGDZ",0.08,0.02,3.0,123.42918,-5.75002
"BH 23","08 14 24","-36 23 00",254.0811,-0.9594,"nan",39.0,437.0,0.055,"nan",7.1,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",123.6,-36.38331
"Ruprecht 58","08 14 47","-31 57 00",250.4356,1.5652," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",123.69578,-31.94997
"Ruprecht 57","08 15 05","-26 58 00",246.3158,4.3784,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",123.77085,-26.96665
"Haffner 26","08 15 39","-30 50 00",249.6092,2.3391," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",123.91254,-30.83336
"Pismis 2","08 17 54","-41 40 00",258.8511,-3.3379,"nan",4.0,3310.0,0.05,"nan",9.06,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",124.47492,-41.66667
"Pismis 1","08 18 18","-37 06 00",255.112,-0.7112,"nan",3.0,5907.0,0.578,"nan",7.928,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",124.57506,-37.09999
"NGC 2567","08 18 32","-30 38 24",249.7951,2.961,"nan",7.0,1677.0,0.128,"nan",8.469,-3.22,2.58,2.29,2.58,-3.7,-1.38,17.0," TYC","nan","nan","nan","nan","nan","nan","nan",124.63336,-30.63999
"NGC 2571","08 18 56","-29 45 00",249.106,3.5322,"nan",8.0,1342.0,0.137,"nan",7.488,-3.86,1.21,6.4,1.55,-7.46,0.4,2.0," BDW","nan","nan","nan","nan","nan","nan","nan",124.73337,-29.74998
"Ruprecht 59","08 19 21","-34 29 00",253.0702,0.9392,"nan",3.0,874.0,0.088,"nan",7.727,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",124.83748,-34.48328
"Ruprecht 156","08 19 29","-45 21 00",262.0727,-5.1622," nf",0.3,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",124.87084,-45.34994
"NGC 2579","08 20 52","-36 13 00",254.6741,0.2126,"nan",7.0,1033.0,0.15,"nan",7.61,-4.07,1.93,2.8,1.93,-4.62,-1.76,10.0," TYC","nan","nan","nan","nan","nan","nan","nan",125.21661,-36.21664
"NGC 2580","08 21 28","-30 18 00",249.871,3.6747,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",125.36672,-30.3
"NGC 2588","08 23 10","-32 58 30",252.2796,2.4492,"nan",1.5,5248.0,0.3,"nan",8.6,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",125.79166,-32.975
"Collinder 185","08 23 21","-36 20 00",255.0555,0.5571,"nan",6.0,1486.0,0.21,"nan",8.11,-2.81,1.16,3.72,1.15,-4.66,-0.17,2.0," BDW","nan","nan","nan","nan","nan","nan","nan",125.83747,-36.33331
"NGC 2587","08 23 25","-29 30 30",249.4587,4.4723,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",125.85419,-29.50834
"Collinder 187","08 24 13","-29 10 00",249.2769,4.8104," d",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.05418,-29.16665
"Ruprecht 60","08 24 27","-47 13 00",264.1064,-5.5092,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.11244,-47.21665
"ESO 312-03","08 24 31","-41 17 42",259.2485,-2.1065,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.12911,-41.29497
"Ruprecht 61","08 25 17","-34 09 00",253.4957,2.1355," d",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.32082,-34.14995
"Saurer 2","08 25 28","-39 38 00",257.9943,-1.0011,"nan",4.0,4700.0,1.24,"nan",9.4,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.36659,-39.63332
"ESO 312-04","08 26 53","-41 15 00",259.4689,-1.7175,"nan",1.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.72089,-41.25002
"ESO 370-13","08 27 09","-34 42 18",254.1716,2.1282,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",126.7875,-34.70501
"NGC 2609","08 29 32","-61 06 36",276.1456,-12.7539,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",127.38334,-61.11003
"Ruprecht 157","08 29 49","-19 06 00",241.6393,11.5845,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",127.45421,-19.10001
"BH 34","08 31 15","-44 30 00",262.5755,-2.9695,"nan",25.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",127.81247,-44.50004
"Pismis 3","08 31 22","-38 39 00",257.8648,0.5019,"nan",5.0,1394.0,1.3,"nan",9.027,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",127.84167,-38.64994
"ESO 313-03","08 31 41","-41 47 30",260.4345,-1.3068,"nan",2.5,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",127.92079,-41.79163
"ESO 370-17","08 31 51","-36 12 24",255.9504,2.0237," nf",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",127.96252,-36.20666
"Ruprecht 62","08 32 32","-19 41 00",242.5007,11.782," d",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",128.13332,-19.68331
"Ruprecht 63","08 32 40","-48 18 00",265.7968,-5.0124,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",128.16666,-48.29995
"Pismis 4","08 34 36","-44 25 00",262.8633,-2.4388,"nan",25.0,593.0,0.013,"nan",7.533,-6.9,3.05,5.4,3.05,-8.45,-2.31,29.0," TYC","nan","nan","nan","nan","nan","nan","nan",128.64997,-44.41665
"BH 37","08 35 49","-43 37 00",262.3533,-1.7845,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",128.95421,-43.61666
"NGC 2627","08 37 15","-29 57 18",251.5834,6.6507,"nan",8.0,2034.0,0.086,"nan",8.566,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",129.31246,-29.95497
"Ruprecht 64","08 37 20","-40 09 00",259.7564,0.5296,"nan",70.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",129.33335,-40.15002
"Pismis 5","08 37 38","-39 35 00",259.3398,0.9181,"nan",2.0,869.0,0.421,"nan",7.197,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",129.40832,-39.58332
"NGC 2635","08 38 26","-34 46 12",255.5997,3.9568,"nan",1.0,5754.0,0.35,"nan",8.5,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",129.60832,-34.76999
"NGC 2645","08 39 03","-46 14 00",264.7868,-2.9082,"nan",3.0,1668.0,0.38,"nan",7.283,-4.59,2.93,6.15,2.93,-7.67,0.09,13.0," TYC",20.8,3.0,"nan"," RGDZ","nan","nan","nan",129.76249,-46.23338
"Ruprecht 65","08 39 16","-44 03 00",263.0749,-1.5508,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",129.81672,-44.05001
"Waterloo 6","08 40 24","-46 08 00",264.8497,-2.6619,"nan",2.0,1578.0,0.243,"nan",7.671,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.09998,-46.13331
"NGC 2632","08 40 24","+19 40 00",205.9195,32.4843,"nan",70.0,187.0,0.009,"nan",8.863,-35.58,1.54,-12.9,1.54,-0.23,-37.85,70.0," TYC",34.4,0.6,4.0," MM89",0.142,0.06,4.0,130.1,19.66671
"IC 2391","08 40 32","-53 02 00",270.3622,-6.8387,"nan",60.0,175.0,0.008,"nan",7.661,-24.97,1.26,22.7,1.26,-33.18,-6.18,19.0," TYC","nan","nan","nan","nan",-0.09,0.06,"nan",130.13338,-53.03336
"Ruprecht 66","08 40 33","-38 04 00",258.4807,2.2912,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.13742,-38.06666
"Pismis 7","08 41 08","-38 42 00",259.0521,1.9942,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.28332,-38.70004
"Pismis 8","08 41 36","-46 16 00",265.0825,-2.5792,"nan",3.0,1312.0,0.706,"nan",7.427,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.40005,-46.26668
"Ruprecht 67","08 41 39","-43 22 00",262.7974,-0.7922,"nan",6.0,1504.0,0.432,"nan",8.256,"nan","nan","nan","nan","nan","nan","nan","nan",-15.4,0.8,"nan"," RGDZ","nan","nan","nan",130.41254,-43.36667
"Mamajek 1","08 42 06","-79 01 38",292.4817,-21.6535,"nan",40.0,97.0,0.0,"nan",6.9,-30.0,0.3,27.8,0.3,-39.47,-10.71,50.0," MAM",16.1,0.5,"nan"," MAM","nan","nan","nan",130.52485,-79.02722
"IC 2395","08 42 30","-48 09 00",266.6655,-3.6145,"nan",17.0,705.0,0.066,"nan",7.223,-4.41,1.63,3.9,1.63,-5.79,-1.08,11.0," TYC",0.5,2.0,"nan"," RGDZ","nan","nan","nan",130.62497,-48.15003
"BH 47","08 42 31","-48 06 00",266.6277,-3.5816,"nan",12.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.62914,-48.10005
"NGC 2659","08 42 37","-44 59 00",264.1788,-1.6502,"nan",5.0,1713.0,0.514,"nan",6.89,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.65408,-44.98331
"NGC 2660","08 42 38","-47 12 00",265.9288,-3.0127,"nan",3.5,2826.0,0.313,"nan",9.033,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",-0.181,0.11,5.0,130.65842,-47.2
"ESO 432-03","08 42 53","-27 52 24",250.652,8.887,"nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.7208,-27.87334
"NGC 2658","08 43 27","-32 39 30",254.5553,6.0698,"nan",6.0,2021.0,0.043,"nan",9.152,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.86242,-32.65832
"ESO 313-11","08 43 43","-37 42 48",258.5859,3.0013," nf",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.92917,-37.71331
"ESO 313-12","08 43 53","-40 13 54",260.5864,1.4691,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",130.97085,-40.23169
"Ruprecht 69","08 44 36","-47 36 00",266.4496,-2.998," nf",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.14997,-47.6
"Ruprecht 68","08 44 38","-35 54 00",257.2713,4.2664,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.15834,-35.90003
"Bochum 7","08 44 48","-45 58 00",265.1887,-1.9577,"nan",20.0,5754.0,0.86,"nan",7.0,-3.65,3.18,5.0,3.18,-6.19,0.24,15.0," TYC","nan","nan","nan","nan","nan","nan","nan",131.20001,-45.96663
"Collinder 197","08 44 51","-41 14 00",261.4858,0.9913,"nan",25.0,838.0,0.548,"nan",7.128,-9.8,3.71,7.4,3.71,-11.89,-3.08,12.0," TYC",33.1,3.2,"nan"," RGDZ","nan","nan","nan",131.2125,-41.23335
"Collinder 196","08 45 00","-31 38 00",253.9436,6.958," nf",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.25004,-31.63336
"Collinder 198","08 45 18","-31 46 00",254.089,6.9263," nf",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.32501,-31.76666
"NGC 2670","08 45 30","-48 48 00",267.4854,-3.625,"nan",7.0,1188.0,0.43,"nan",7.69,-8.1,2.24,5.9,2.24,-9.66,-2.68,9.0," TYC","nan","nan","nan","nan","nan","nan","nan",131.37504,-48.79997
"NGC 2671","08 46 12","-41 52 42",262.1477,0.7869,"nan",6.0,1660.0,1.04,"nan",7.9,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.55004,-41.87832
"ESO 260-06","08 46 15","-47 42 00",266.701,-2.8425,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.56249,-47.69995
"NGC 2669","08 46 22","-52 56 54",270.8352,-6.0925,"nan",20.0,1046.0,0.18,"nan",7.927,-5.83,3.48,4.0,3.48,-6.75,-2.1,16.0," TYC","nan","nan","nan","nan","nan","nan","nan",131.59162,-52.94832
"BH 52","08 46 30","-52 54 00",270.8096,-6.0468,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.62493,-52.90001
"NGC 2664","08 47 11","+12 36 06",214.3496,31.3134," p",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.79579,12.60168
"ESO 211-01","08 47 11","-52 04 30",270.225,-5.4526,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.79584,-52.07505
"Trumpler 10","08 47 54","-42 27 00",262.7906,0.674,"nan",29.0,424.0,0.034,"nan",7.542,-12.06,1.54,6.6,1.54,-12.72,-5.23,22.0," TYC",21.5,3.0,"nan"," RGDZ","nan","nan","nan",131.97495,-42.44998
"ESO 260-07","08 48 00","-47 03 00",266.3794,-2.2046,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",131.99996,-47.05004
"Ruprecht 70","08 49 06","-46 50 00",266.3293,-1.9223," nf",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.27497,-46.83337
"Ruprecht 71","08 49 23","-46 51 00",266.3728,-1.8952,"nan",6.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.34582,-46.84997
"BH 54","08 49 41","-44 22 00",264.482,-0.284,"nan",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.42075,-44.36666
"NGC 2666","08 49 47","+44 42 12",175.9158,39.2774," n",11.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.44583,44.70333
"NGC 2678","08 50 02","+11 20 18",216.0348,31.4206," n",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.5083,11.33832
"Chupina 1","08 50 07","+11 56 42",215.3987,31.6938,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.52914,11.94496
"Chupina 2","08 50 30","+12 17 42",215.0699,31.9245,"nan",2.1,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.62498,12.29498
"NGC 2682","08 51 18","+11 48 00",215.696,31.8963,"nan",25.0,908.0,0.059,"nan",9.409,-8.62,1.53,-6.0,1.53,1.84,-10.34,30.0," TYC",33.0,6.0,9.0," FJ93",0.002,0.08,38.0,132.82503,11.80002
"Chupina 3","08 51 27","+11 23 42",216.1467,31.7593,"nan",2.9,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.86251,11.39498
"ESO 211-03","08 51 35","-50 15 18",269.2411,-3.7714," nf",2.5,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.89577,-50.25498
"Chupina 4","08 52 00","+12 22 42",215.1593,32.2925,"nan",5.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",132.99998,12.37833
"Ruprecht 72","08 52 05","-37 36 00",259.5376,4.3625,"nan",3.0,3019.0,0.24,"nan",9.1,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",133.02082,-37.59996
"Ruprecht 158","08 52 27","-37 34 00",259.5582,4.4397,"nan",2.0,4168.0,0.24,"nan",9.2,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",133.11246,-37.56668
"ESO 371-25","08 53 00","-35 28 36",258.0101,5.855,"nan",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",133.25001,-35.47669
"Chupina 5","08 53 01","+11 51 42",215.8374,32.3036,"nan",4.5,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",133.25419,11.86171
"BH 55","08 56 11","-39 31 00",261.5273,3.7486," d",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",134.04578,-39.51666
"BH 56","08 57 08","-43 15 00",264.4881,1.4634,"nan",20.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",134.28331,-43.24995
"Muzzio 1","08 57 12","-47 46 00",267.9264,-1.466,"nan",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",134.30002,-47.76665
"Collinder 205","09 00 32","-48 59 00",269.2092,-1.8435,"nan",5.0,1853.0,0.75,"nan",7.2,-3.86,1.93,6.5,1.93,-7.43,1.37,12.0," TYC",8.5,2.0,"nan"," RGDZ","nan","nan","nan",135.13331,-48.98336
"Ruprecht 73","09 01 10","-50 55 00",270.7326,-3.04," nf",3.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",135.29171,-50.91667
"Pismis 10","09 02 36","-43 38 00",265.4292,1.9601," nf",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",135.64999,-43.63326
"ESO 260-17","09 04 49","-46 02 30",267.4882,0.6495," d",7.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",136.20415,-46.04168
"ESO 165-09","09 05 15","-55 57 18",274.9233,-5.9213,"nan",15.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",136.31257,-55.95498
"Platais 8","09 09 30","-59 07 42",277.6823,-7.6209,"nan",948.0,132.0,"nan","nan",7.78,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",137.37494,-59.1283
"BH 58","09 10 12","-56 16 00",275.6211,-5.6194," nf",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",137.54993,-56.26667
"ESO 166-04","09 10 30","-53 53 12",273.8971,-3.9716," d",4.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",137.62495,-53.88663
"ESO 261-03","09 11 23","-47 02 24",268.9874,0.8057," d",10.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",137.84581,-47.04004
"Platais 9","09 13 47","-43 44 24",266.8759,3.3779,"nan",396.0,174.0,"nan","nan",8.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",138.44582,-43.73995
"BH 60","09 15 53","-50 01 00",271.6566,-0.7077,"nan",2.0,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",138.97075,-50.01665
"NGC 2818","09 16 01","-36 37 30",261.9795,8.5843,"nan",9.0,1855.0,0.121,"nan",8.626,"nan","nan","nan","nan","nan","nan","nan","nan",20.69,0.29,"nan"," MCAP",-0.17,0.15,"nan",139.00413,-36.62498
"Pismis 11","09 16 42","-49 43 00",271.5328,-0.4044,"nan",2.0,2800.0,1.25,"nan",7.34,"nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan","nan",139.17499,-49.71668
