"DB","DB_i","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","fnames","UCC_ID","quad","r_50","C1","C2","C3","N_50","GLON_m","GLAT_m","RA_ICRS_m","DE_ICRS_m","Plx_m","pmRA_m","pmDE_m","Rv_m","N_Rv","dups_fnames_m","dups_probs_m"
"HE2023","875","CWNU 2146",264.138,-25.9616,1.462,3.28,0.656,1.872,-0.361,"cwnu2146","UCC G001.4+03.2","Q1P",7.3,0.94,0.6,"AB",23.0,1.506,3.28,264.165,-25.932,0.628,1.864,-0.361,8.835,3.0,"nan","nan"
"BICA2019","25","Ryu 547",263.5809,-25.6322,1.47,3.88,"nan","nan","nan","ryu547","UCC G001.4+03.8","Q1P",2.3,0.94,0.28,"AC",98.0,1.466,3.865,263.6,-25.635,0.158,-3.045,-5.308,-29.592,1.0,"nan","nan"
"HE2023_1","1897","CWNU 4736",269.4153,-28.7591,1.4981,-2.1772,0.056,-4.292,-6.091,"cwnu4736","UCC G001.4-02.1","Q1N",1.0,0.24,0.4,"DC",0.0,1.503,-2.179,269.422,-28.752,0.045,-4.257,-6.058,"nan",0.0,"nan","nan"
"HUNT2023","1801","HSC 16",255.7628,-20.6944,1.5088,12.5969,0.321,-0.26,-2.146,"hsc16","UCC G001.5+12.5","Q1P",3.1,0.24,0.41,"DC",0.0,1.513,12.58,255.771,-20.701,0.305,-0.213,-2.135,-44.115,1.0,"nan","nan"
"FERREIRA2021;HUNT2023;CAVALLO2024","32;6607;5943","UFMG 95",270.6916,-29.377,1.5134,-3.4523,0.842,1.806,-0.956,"ufmg95","UCC G001.5-03.4","Q1N",7.7,0.97,0.94,"AA",35.0,1.517,-3.452,270.688,-29.38,0.851,1.815,-0.944,-19.872,2.0,"nan","nan"
"BICA2019","26","Ryu 548",265.3397,-26.5584,1.53,2.05,"nan","nan","nan","ryu548","UCC G001.5+02.0","Q1P",1.9,0.69,0.33,"BC",35.0,1.529,2.044,265.346,-26.558,0.039,-3.55,-6.193,84.738,1.0,"nan","nan"
"KHARCHENKO2012;BICA2019","1067;27","Dutra-Bica 30;DB 30;MWSC 2756",269.232,-28.6264,1.5326,-1.9716,"nan","nan","nan","dutrabica30;db30;mwsc2756","UCC G001.5-01.9","Q1N",6.1,0.58,0.86,"BA",48.0,1.529,-1.966,269.239,-28.617,0.065,-3.386,-6.139,-215.861,1.0,"nan","nan"
"KHARCHENKO2012;BICA2019","924;28","ASCC 98;MWSC 2979",280.6567,-33.6388,1.5424,-12.9509,"nan","nan","nan","ascc98;mwsc2979","UCC G001.5-12.9","Q1N",5.3,0.27,0.47,"CC",52.0,1.551,-12.958,280.65,-33.637,0.186,-2.475,-5.961,53.256,1.0,"nan","nan"
"BICA2019","3258","DB 31;Dutra-Bica 31;MWSC 2721",267.6962,-27.788,1.57,-0.38,"nan","nan","nan","db31;dutrabica31;mwsc2721","UCC G001.5-00.3","Q1N",2.3,0.44,0.42,"CC",0.0,1.557,-0.377,267.682,-27.802,0.285,-0.667,-2.386,-9.342,4.0,"nan","nan"
"KHARCHENKO2012;BICA2019","879;29","MWSC 5706",287.4038,-35.8629,1.5841,-18.9222,"nan","nan","nan","mwsc5706","UCC G001.5-18.9","Q1N",3.3,0.29,0.24,"CD",0.0,1.601,-18.914,287.402,-35.852,0.13,-2.269,-4.878,-12.146,2.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","1298;1148;953","CWNU 2569",267.1161,-27.4062,1.6333,0.2573,0.42,0.862,0.481,"cwnu2569","UCC G001.6+00.2","Q1P",3.1,0.33,0.72,"CB",45.0,1.64,0.263,267.116,-27.395,0.418,0.879,0.477,-40.364,2.0,"nan","nan"
"HAO2022","0","OC 0001",267.9818,-27.8513,1.6446,-0.6294,0.347,0.747,0.124,"oc0001","UCC G001.6-00.6","Q1N",5.5,0.99,0.91,"AA",216.0,1.656,-0.626,267.982,-27.832,0.352,0.736,0.135,-25.542,14.0,"cwwdl1676;ubc336","0.74;0.73"
"CANTAT2020;CASTRO2020;HUNT2023;CAVALLO2024","1512;245;5904;5647","UBC 336",267.98,-27.85,1.6449,-0.6274,0.31,0.736,0.156,"ubc336","UCC G001.6-00.6a","Q1N",2.5,0.72,1.0,"BA",49.0,1.655,-0.632,267.989,-27.851,0.333,0.774,0.139,-25.542,5.0,"oc0001;cwwdl1676","0.73;0.54"
"BICA2019","30","Ryu 158",262.2054,-24.6118,1.65,5.48,"nan","nan","nan","ryu158","UCC G001.6+05.4","Q1P",2.3,0.31,0.4,"CC",118.0,1.651,5.482,262.205,-24.612,0.076,-3.034,-5.961,42.782,7.0,"nan","nan"
"CHI2023_2","141","CWWDL 1676",267.9889,-27.8415,1.6563,-0.6298,0.357,0.715,0.116,"cwwdl1676","UCC G001.6-00.6b","Q1N",3.4,0.53,1.0,"BA",79.0,1.666,-0.626,267.988,-27.828,0.373,0.746,0.133,-25.542,3.0,"oc0001;ubc336","0.74;0.54"
"HUNT2023","1802","HSC 17",268.7687,-28.2256,1.6743,-1.4179,0.78,1.239,-4.76,"hsc17","UCC G001.6-01.4","Q1N",10.5,0.79,0.55,"AB",17.0,1.643,-1.404,268.73,-28.245,0.756,1.245,-4.806,4.91,2.0,"nan","nan"
"HE2023;HUNT2023;CAVALLO2024","514;864;660","CWNU 1785",267.8825,-27.7496,1.6873,-0.502,0.334,-0.113,-2.133,"cwnu1785","UCC G001.6-00.5","Q1N",5.4,0.87,0.87,"AA",79.0,1.663,-0.486,267.848,-27.753,0.332,-0.111,-2.123,-2.715,10.0,"nan","nan"
"BICA2019","31","Ryu 549",272.2578,-29.7819,1.82,-4.84,"nan","nan","nan","ryu549","UCC G001.8-04.8","Q1N",1.0,0.68,0.24,"BD",0.0,1.827,-4.843,272.264,-29.779,0.088,-4.91,-6.254,"nan",0.0,"nan","nan"
"HE2023_1","1985","CWNU 4829",272.7241,-29.9773,1.8412,-5.2886,0.095,-4.481,-6.77,"cwnu4829","UCC G001.8-05.2","Q1N",1.0,0.85,0.32,"AC",0.0,1.835,-5.301,272.733,-29.99,0.09,-4.087,-6.675,"nan",0.0,"nan","nan"
"BICA2019","32","Ryu 159",265.6988,-26.3814,1.85,1.87,"nan","nan","nan","ryu159","UCC G001.8+01.8","Q1P",1.3,0.13,0.21,"DD",0.0,1.849,1.87,265.703,-26.378,0.177,-4.844,-4.569,"nan",0.0,"nan","nan"
"KHARCHENKO2012;BICA2019","965;33","FSR 0009;MWSC 2921",277.1285,-31.902,1.8605,-9.5278,"nan","nan","nan","fsr0009;mwsc2921","UCC G001.8-09.5","Q1N",8.9,0.2,0.61,"DB",18.0,1.806,-9.589,277.168,-32.008,0.079,-3.078,-5.359,-63.671,3.0,"nan","nan"
"HE2023","779","CWNU 2050",270.1848,-28.7277,1.861,-2.747,0.658,1.009,-0.184,"cwnu2050","UCC G001.8-02.7","Q1N",4.3,1.0,0.86,"AA",27.0,1.87,-2.765,270.231,-28.723,0.642,0.989,-0.179,48.619,2.0,"nan","nan"
"BICA2019","34","Ryu 550",266.7796,-26.9488,1.87,0.75,"nan","nan","nan","ryu550","UCC G001.8+00.7","Q1P",1.1,0.49,0.32,"CC",0.0,1.866,0.764,266.768,-26.942,0.4,-0.942,-1.924,21.448,3.0,"nan","nan"
"HE2023_1","1261","CWNU 4119",275.6156,-31.2428,1.8752,-8.0801,0.133,-0.597,-4.589,"cwnu4119","UCC G001.8-08.0","Q1N",2.0,0.28,0.57,"CB",0.0,1.881,-8.068,275.606,-31.235,0.133,-0.513,-4.589,-19.371,3.0,"nan","nan"
"BICA2019","2874","DB 32;Dutra-Bica 32;MWSC 2768",269.8916,-28.5591,1.88,-2.44,"nan","nan","nan","db32;dutrabica32;mwsc2768","UCC G001.8-02.4","Q1N",2.6,0.09,0.43,"DC",0.0,1.882,-2.447,269.906,-28.554,0.222,0.94,-1.66,"nan",0.0,"nan","nan"
"HAO2022","1","OC 0002",263.3778,-25.02,1.8873,4.3651,0.817,1.157,-0.228,"oc0002","UCC G001.8+04.3","Q1P",7.4,1.0,0.73,"AB",71.0,1.913,4.362,263.393,-24.999,0.808,1.211,-0.25,-12.001,7.0,"ufmg63","0.95"
"KHARCHENKO2012;BICA2019","1110;3259","Dutra-Bica 33;DB 33;MWSC 2679",266.3777,-26.6984,1.8976,1.1866,"nan","nan","nan","dutrabica33;db33;mwsc2679","UCC G001.8+01.1","Q1P",2.3,0.6,0.58,"BB",0.0,1.891,1.183,266.382,-26.703,0.268,-1.557,-3.365,"nan",0.0,"nan","nan"
"BICA2019","35","Ryu 160",272.646,-29.8742,1.9,-5.18,"nan","nan","nan","ryu160","UCC G001.9-05.1","Q1N",1.0,0.2,0.28,"DC",0.0,1.904,-5.177,272.648,-29.869,0.183,-2.903,-5.819,-0.46,1.0,"nan","nan"
"FERREIRA2021;HUNT2023;CAVALLO2024","0;6586;5922","UFMG 63",263.3914,-25.0104,1.9021,4.3599,0.801,1.212,-0.268,"ufmg63","UCC G001.9+04.3","Q1P",7.5,1.0,0.73,"AB",68.0,1.913,4.363,263.397,-25.003,0.81,1.22,-0.269,-12.001,7.0,"oc0002","0.95"
"HUNT2023","1803","HSC 18",279.9277,-32.9609,1.9172,-12.116,0.193,-0.79,-6.641,"hsc18","UCC G001.9-12.1","Q1N",6.9,0.2,0.55,"DB",27.0,1.964,-12.082,279.905,-32.913,0.199,-0.73,-6.676,-27.263,2.0,"nan","nan"
"HUNT2023;CAVALLO2024","1804;2292","HSC 19",271.0973,-29.0754,1.9505,-3.6137,0.114,-3.411,-5.028,"hsc19","UCC G001.9-03.6","Q1N",3.0,0.33,0.63,"CB",0.0,1.952,-3.613,271.086,-29.08,0.103,-3.396,-5.028,"nan",0.0,"nan","nan"
"BICA2019","2875","ESO 456 60",272.1786,-29.574,1.97,-4.68,"nan","nan","nan","eso45660","UCC G001.9-04.6","Q1N",10.4,0.38,0.86,"CA",55.0,2.01,-4.683,272.201,-29.543,0.084,-2.883,-5.999,57.221,5.0,"nan","nan"
"BICA2019","36","Ryu 551",270.0468,-28.522,1.98,-2.54,"nan","nan","nan","ryu551","UCC G001.9-02.5","Q1N",1.3,0.46,0.24,"CD",0.0,1.981,-2.534,270.045,-28.52,0.07,-5.12,-7.844,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","1805;2362","HSC 20",265.5656,-26.1113,2.017,2.1136,0.326,0.536,-0.207,"hsc20","UCC G002.0+02.1","Q1P",4.6,0.98,1.0,"AA",35.0,2.031,2.128,265.56,-26.102,0.338,0.54,-0.19,-0.692,5.0,"cwnu3240","0.94"
"HE2023_1","1999","CWNU 4843",275.5852,-31.0705,2.0185,-7.9788,0.076,-3.147,-5.244,"cwnu4843","UCC G002.0-07.9","Q1N",1.2,0.81,0.33,"AC",0.0,2.017,-7.971,275.579,-31.068,0.089,-3.19,-5.249,1.373,2.0,"nan","nan"
"HE2023_1","334","CWNU 3240",265.5586,-26.1024,2.0212,2.1237,0.342,0.547,-0.19,"cwnu3240","UCC G002.0+02.1a","Q1P",4.5,0.98,1.0,"AA",34.0,2.033,2.127,265.563,-26.097,0.332,0.54,-0.191,-0.692,5.0,"hsc20","0.94"
"BICA2019","37","Ryu 552",264.3178,-25.3694,2.05,3.46,"nan","nan","nan","ryu552","UCC G002.0+03.4","Q1P",3.8,0.35,0.33,"CC",20.0,2.042,3.453,264.307,-25.387,-0.063,-2.458,-7.302,"nan",0.0,"nan","nan"
"KHARCHENKO2012;BICA2019","1317;39","FSR 0010;MWSC 2442",250.2091,-16.0233,2.148,19.6114,"nan","nan","nan","fsr0010;mwsc2442","UCC G002.1+19.6","Q1P",4.4,0.2,0.25,"DD",0.0,2.154,19.593,250.231,-16.039,0.288,-4.013,-4.295,"nan",0.0,"nan","nan"
"BICA2019","38","Ryu 553",267.9142,-27.2282,2.15,-0.26,"nan","nan","nan","ryu553","UCC G002.1-00.2","Q1N",3.2,0.18,0.47,"DC",40.0,2.136,-0.274,267.921,-27.245,0.367,-0.487,-2.162,-42.553,1.0,"nan","nan"
"BICA2019","40","Ryu 161",263.3741,-24.6829,2.17,4.55,"nan","nan","nan","ryu161","UCC G002.1+04.5","Q1P",3.2,0.65,0.4,"BC",44.0,2.179,4.556,263.385,-24.679,0.145,-3.967,-5.34,-1.266,1.0,"nan","nan"
"HE2023_1","1946","CWNU 4790",260.8085,-23.1276,2.1869,7.3641,0.112,-3.281,-4.15,"cwnu4790","UCC G002.1+07.3","Q1P",6.1,0.13,0.62,"DB",20.0,2.244,7.357,260.837,-23.099,0.101,-3.304,-4.153,-129.26,1.0,"nan","nan"
"BICA2019","41","DB 59;Dutra-Bica 59;DB2001 1;BDB 3;MWSC 2648;MWSC 2645",264.4156,-25.2481,2.2,3.45,"nan","nan","nan","db59;dutrabica59;db20011;bdb3;mwsc2648;mwsc2645","UCC G002.2+03.4","Q1P",9.9,0.6,0.47,"BC",6.0,2.257,3.477,264.402,-25.202,0.104,-3.567,-4.416,37.795,1.0,"nan","nan"
"KHARCHENKO2012","1077","Trumpler 31",269.933,-28.207,2.204,-2.2968,"nan","nan","nan","trumpler31","UCC G002.2-02.2","Q1N",3.0,0.13,0.55,"DB",0.0,2.193,-2.306,269.935,-28.209,0.164,-4.71,-6.96,"nan",0.0,"nan","nan"
"KHARCHENKO2012;BICA2019;CANTAT2020;DIAS2021;HUNT2023;CAVALLO2024","1093;42;313;272;1370;1316","VDBH 253;Czernik 37;OCL 8;vdBergh-Hagen 253;ESO 521 03;MWSC 2737",268.32,-27.373,2.2089,-0.6441,0.406,0.459,-0.445,"vdbh253;czernik37;ocl8;vdberghhagen253;eso52103;mwsc2737","UCC G002.2-00.6","Q1N",4.2,1.0,0.79,"AA",520.0,2.211,-0.645,268.32,-27.375,0.373,0.461,-0.463,-17.391,41.0,"nan","nan"
"HUNT2023","1806","HSC 23",281.88,-33.3387,2.2489,-13.7622,0.299,-1.219,-5.795,"hsc23","UCC G002.2-13.7","Q1N",6.9,0.31,0.46,"CC",17.0,2.279,-13.804,281.909,-33.305,0.265,-1.253,-5.818,"nan",0.0,"nan","nan"
"HE2023_1","2038","CWNU 4881",274.5071,-30.3155,2.2676,-6.809,0.102,-3.512,-6.338,"cwnu4881","UCC G002.2-06.8","Q1N",6.1,0.76,0.66,"AB",40.0,2.261,-6.801,274.496,-30.326,0.106,-3.544,-6.366,24.205,6.0,"nan","nan"
"HUNT2023","1807","HSC 25",265.3915,-25.7016,2.283,2.4626,0.053,-5.898,-6.197,"hsc25","UCC G002.2+02.4","Q1P",1.4,0.71,0.29,"BC",0.0,2.268,2.463,265.382,-25.707,0.04,-5.927,-5.814,"nan",0.0,"nan","nan"
"BICA2019","3479","Schmitz J1816.2-3004",274.0593,-30.0652,2.31,-6.35,"nan","nan","nan","schmitzj181623004","UCC G002.3-06.3","Q1N",5.2,0.27,0.66,"CB",51.0,2.339,-6.357,274.07,-30.032,0.114,-0.899,-6.039,-94.782,1.0,"nan","nan"
"BICA2019","43","DB 35;Dutra-Bica 35",266.4521,-26.2561,2.31,1.36,"nan","nan","nan","db35;dutrabica35","UCC G002.3+01.3","Q1P",6.1,0.81,0.88,"AA",48.0,2.3,1.349,266.466,-26.257,0.293,-0.274,-1.57,8.004,6.0,"nan","nan"
"BICA2019","3260","DB 36;Dutra-Bica 36;MWSC 2683",266.4256,-26.2182,2.33,1.4,"nan","nan","nan","db36;dutrabica36;mwsc2683","UCC G002.3+01.4","Q1P",6.2,0.86,0.66,"AB",33.0,2.368,1.42,266.437,-26.18,0.132,-3.668,-6.132,98.895,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","1808;2712","HSC 26",268.615,-27.385,2.3313,-0.876,0.358,-0.253,-1.939,"hsc26","UCC G002.3-00.8","Q1N",5.7,0.58,0.84,"BA",52.0,2.306,-0.898,268.62,-27.419,0.378,-0.232,-1.817,-2.867,1.0,"nan","nan"
"KHARCHENKO2012;BICA2019","1030;44","ESO 456 72;MWSC 2840",273.1206,-29.5712,2.3643,-5.3991,"nan","nan","nan","eso45672;mwsc2840","UCC G002.3-05.3","Q1N",2.7,0.41,0.65,"CB",0.0,2.36,-5.389,273.112,-29.577,0.177,-3.19,-4.719,"nan",0.0,"nan","nan"
"HUNT2023","1809","HSC 27",267.2728,-26.6302,2.3702,0.5376,0.969,0.122,-5.789,"hsc27","UCC G002.3+00.5","Q1P",7.8,0.56,0.36,"BC",0.0,2.363,0.565,267.242,-26.619,0.968,-0.08,-5.736,-10.726,5.0,"nan","nan"
"HE2021;HUNT2023;CAVALLO2024","28;4009;3380","HXHWL 29",268.0593,-27.036,2.3812,-0.273,1.652,0.895,-5.103,"hxhwl29","UCC G002.3-00.2","Q1N",12.4,1.0,0.8,"AA",97.0,2.376,-0.244,268.065,-27.015,1.663,0.896,-5.132,0.956,32.0,"cwwdl14643","0.97"
"HE2023;HUNT2023;CAVALLO2024","223;742;528","CWNU 1494",270.5177,-28.2787,2.3965,-2.78,0.588,1.141,0.093,"cwnu1494","UCC G002.3-02.7","Q1N",5.6,1.0,1.0,"AA",35.0,2.407,-2.777,270.532,-28.286,0.594,1.139,0.075,"nan",0.0,"nan","nan"
"CHI2023_2","1158","CWWDL 14643",268.0878,-27.0118,2.4149,-0.2826,1.726,0.895,-5.165,"cwwdl14643","UCC G002.4-00.2","Q1N",12.7,0.98,0.82,"AA",108.0,2.375,-0.254,268.064,-27.016,1.664,0.896,-5.134,0.157,34.0,"hxhwl29","0.97"
"BICA2019","45","Ryu 554",269.7725,-27.8772,2.42,-2.01,"nan","nan","nan","ryu554","UCC G002.4-02.0","Q1N",0.9,0.22,0.24,"DD",0.0,2.424,-2.006,269.77,-27.87,0.147,-2.392,-4.299,"nan",0.0,"nan","nan"
"KHARCHENKO2012;BICA2019","1165;46","MWSC 4355",262.6494,-23.9358,2.441,5.51,"nan","nan","nan","mwsc4355","UCC G002.4+05.5","Q1P",2.9,0.61,0.38,"BC",0.0,2.429,5.506,262.651,-23.929,0.112,-5.288,-6.7,-2.625,1.0,"nan","nan"
"FERREIRA2021;HUNT2023;CAVALLO2024","26;6602;5938","UFMG 89",269.2897,-27.5986,2.448,-1.5007,0.381,0.3,-1.953,"ufmg89","UCC G002.4-01.5","Q1N",3.6,0.97,1.0,"AA",73.0,2.436,-1.502,269.283,-27.606,0.361,0.311,-1.995,24.558,5.0,"nan","nan"
"HE2023_1","1772","CWNU 4607",274.7086,-30.1328,2.5117,-6.8792,0.152,-1.194,-3.812,"cwnu4607","UCC G002.5-06.8","Q1N",2.5,0.21,0.55,"DB",0.0,2.58,-6.92,274.784,-30.089,0.144,-1.298,-3.511,-10.82,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","1810;2944","HSC 31",266.5858,-26.0407,2.5565,1.3694,0.294,-0.546,-1.857,"hsc31","UCC G002.5+01.3","Q1P",3.9,0.15,0.66,"DB",0.0,2.54,1.356,266.588,-26.047,0.278,-0.568,-1.936,0.143,2.0,"nan","nan"
"BICA2019","47","Ryu 555",267.6924,-26.6218,2.57,0.22,"nan","nan","nan","ryu555","UCC G002.5+00.2","Q1P",3.0,0.42,0.38,"CC",83.0,2.573,0.217,267.703,-26.609,0.488,-0.14,-2.206,-29.37,10.0,"nan","nan"
"BICA2019","3261","DB 38;Dutra-Bica 38",267.2437,-26.3582,2.59,0.7,"nan","nan","nan","db38;dutrabica38","UCC G002.5+00.7","Q1P",8.6,0.17,0.42,"DC",33.0,2.57,0.705,267.21,-26.4,0.453,-3.005,-5.335,-12.892,2.0,"nan","nan"
"HUNT2023","1811","HSC 32",286.8824,-34.6797,2.5939,-18.1071,0.409,-2.384,-2.73,"hsc32","UCC G002.5-18.1","Q1N",12.7,0.13,0.45,"DC",41.0,2.601,-18.108,286.887,-34.673,0.381,-2.428,-2.701,29.13,3.0,"nan","nan"
"BICA2019","3262","DB 39;Dutra-Bica 39",268.7522,-27.1451,2.6,-0.86,"nan","nan","nan","db39;dutrabica39","UCC G002.6-00.8","Q1N",2.7,0.21,0.3,"DC",0.0,2.594,-0.857,268.736,-27.146,0.36,-0.778,-1.843,"nan",0.0,"nan","nan"
"HE2023_1","2046","CWNU 4889",274.4179,-29.8768,2.6231,-6.5376,0.12,-3.63,-6.644,"cwnu4889","UCC G002.6-06.5","Q1N",2.9,0.56,0.58,"BB",0.0,2.61,-6.545,274.416,-29.889,0.132,-3.595,-6.649,221.855,1.0,"nan","nan"
"HE2023_1","1490","CWNU 4314",266.985,-26.1344,2.6621,1.0142,0.531,-0.534,-0.782,"cwnu4314","UCC G002.6+01.0a","Q1P",8.1,0.93,0.78,"AA",61.0,2.632,1.047,266.896,-26.125,0.518,-0.522,-0.783,-20.892,14.0,"hsc35","0.71"
"HUNT2023;CAVALLO2024","1812;2957","HSC 34",266.6228,-25.9302,2.6682,1.3983,0.697,2.275,-1.055,"hsc34","UCC G002.6+01.3","Q1P",11.3,0.97,0.56,"AB",41.0,2.7,1.376,266.639,-25.947,0.694,2.238,-1.067,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","1813;2961","HSC 35",266.9868,-26.1244,2.6715,1.018,0.535,-0.533,-0.809,"hsc35","UCC G002.6+01.0","Q1P",4.5,0.54,1.0,"BA",25.0,2.631,1.02,266.965,-26.141,0.531,-0.519,-0.792,-17.887,7.0,"cwnu4314","0.71"
"HE2023_1","577","CWNU 3465",268.7469,-27.0153,2.7097,-0.7904,0.506,0.95,-0.21,"cwnu3465","UCC G002.7-00.7a","Q1N",7.1,0.66,0.85,"BA",64.0,2.72,-0.786,268.755,-27.01,0.504,0.972,-0.206,13.193,8.0,"hsc36","0.93"
"BICA2019","48","DB 40;Dutra-Bica 40;MWSC 2736",268.3115,-26.7869,2.71,-0.34,"nan","nan","nan","db40;dutrabica40;mwsc2736","UCC G002.7-00.3","Q1N",11.7,0.47,0.44,"CC",32.0,2.655,-0.327,268.313,-26.798,0.539,-0.833,-2.725,-1.725,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","1814;2967","HSC 36",268.7423,-27.0015,2.7195,-0.7799,0.5,0.968,-0.218,"hsc36","UCC G002.7-00.7","Q1N",5.6,0.72,0.84,"BA",66.0,2.713,-0.786,268.75,-27.013,0.502,0.972,-0.209,33.63,6.0,"cwnu3465","0.93"
"KHARCHENKO2012;BICA2019","1254;2735","ESO 587 04;MWSC 2527",256.0896,-19.4571,2.7245,13.0662,"nan","nan","nan","eso58704;mwsc2527","UCC G002.7+13.0","Q1P",2.5,0.35,0.28,"CC",0.0,2.71,13.057,256.098,-19.463,0.222,-1.625,-5.947,18.354,1.0,"nan","nan"
"KHARCHENKO2012;BICA2019","881;49","MWSC 5713",291.3803,-35.823,2.7635,-21.9503,"nan","nan","nan","mwsc5713","UCC G002.7-21.9","Q1N",9.1,0.46,0.41,"CC",69.0,2.781,-21.88,291.32,-35.81,0.224,-0.837,-5.899,-19.228,3.0,"nan","nan"
"CHI2023_1","59","LISC-III 3503",256.7324,-19.8362,2.765,12.353,0.949,-0.982,-3.278,"lisciii3503","UCC G002.7+12.3","Q1P",8.1,0.23,0.31,"DC",0.0,2.824,12.336,256.755,-19.805,0.884,-1.171,-3.32,-8.235,1.0,"nan","nan"
"BICA2019","3263","DB 41;Dutra-Bica 41",268.2566,-26.6535,2.8,-0.23,"nan","nan","nan","db41;dutrabica41","UCC G002.8-00.2","Q1N",9.3,0.79,0.49,"AC",76.0,2.925,-0.232,268.269,-26.563,0.424,-0.08,-1.166,11.283,4.0,"nan","nan"
"BICA2019","50","Ryu 556",269.6855,-27.3488,2.84,-1.68,"nan","nan","nan","ryu556","UCC G002.8-01.6","Q1N",1.6,0.65,0.41,"BC",50.0,2.838,-1.68,269.678,-27.35,0.098,-4.762,-7.232,"nan",0.0,"nan","nan"
"BICA2019","51","DB 42;Dutra-Bica 42",267.6837,-26.3029,2.84,0.39,"nan","nan","nan","db42;dutrabica42","UCC G002.8+00.3","Q1P",4.4,0.16,0.39,"DC",27.0,2.855,0.358,267.724,-26.314,0.479,-0.586,-1.973,12.601,5.0,"nan","nan"
"BICA2019","2876","Bica 27",267.6837,-26.3029,2.84,0.39,"nan","nan","nan","bica27","UCC G002.8+00.3a","Q1P",5.9,0.42,0.44,"CC",38.0,2.867,0.381,267.714,-26.283,0.418,-0.302,-2.346,12.601,3.0,"nan","nan"
"HUNT2023;CAVALLO2024","1815;2970","HSC 37",264.355,-24.4057,2.8847,3.9458,0.097,-3.173,-4.548,"hsc37","UCC G002.8+03.9","Q1P",2.5,1.0,0.73,"AB",85.0,2.873,3.949,264.347,-24.416,0.092,-3.103,-4.671,47.215,4.0,"nan","nan"
"KHARCHENKO2012;LOKTIN2017;BICA2019;CANTAT2020;DIAS2021;JAEHNIG2021;HUNT2023;CAVALLO2024","1085;747;52;982;1005;306;4487;3850","NGC 6520;Melotte 187;Collinder 361;OCL 10;VDBH 255;vdBergh-Hagen 255;ESO 456 42;MWSC 2790",270.856,-27.884,2.8875,-2.8461,0.556,0.688,-0.418,"ngc6520;melotte187;collinder361;ocl10;vdbh255;vdberghhagen255;eso45642;mwsc2790","UCC G002.8-02.8","Q1N",5.4,1.0,1.0,"AA",449.0,2.886,-2.845,270.852,-27.885,0.548,0.704,-0.496,-23.497,8.0,"nan","nan"
"BICA2019","53","Ryu 162",264.9317,-24.7285,2.89,3.33,"nan","nan","nan","ryu162","UCC G002.8+03.3","Q1P",1.9,0.11,0.46,"DC",53.0,2.889,3.333,264.932,-24.731,0.129,-3.269,-5.256,71.468,4.0,"nan","nan"
"HE2023_1","1653","CWNU 4486",273.9588,-29.3522,2.9033,-5.9401,0.159,-1.415,-2.577,"cwnu4486","UCC G002.9-05.9","Q1N",2.9,0.24,0.65,"DB",0.0,2.911,-5.953,273.957,-29.354,0.143,-1.421,-2.578,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","1816;2973","HSC 38",269.2931,-27.0253,2.9458,-1.216,0.334,-0.184,-1.979,"hsc38","UCC G002.9-01.2","Q1N",7.4,0.28,0.69,"CB",22.0,2.939,-1.23,269.325,-27.029,0.348,-0.212,-1.968,-23.699,2.0,"nan","nan"
"BICA2019","54","VVV 144;VVV-CL 144",266.395,-25.4756,2.95,1.81,"nan","nan","nan","vvv144;vvvcl144","UCC G002.9+01.8","Q1P",5.6,0.35,0.48,"CC",8.0,2.927,1.768,266.395,-25.522,0.024,-6.589,-6.959,-8.552,1.0,"nan","nan"
"HE2023_1","793","CWNU 3669",269.3006,-27.022,2.952,-1.2201,0.235,-0.544,-2.423,"cwnu3669","UCC G002.9-01.2a","Q1N",2.6,0.26,0.89,"CA",34.0,2.969,-1.227,269.309,-27.014,0.255,-0.616,-2.415,-17.866,2.0,"nan","nan"
"HE2023_1","1825","CWNU 4661",269.4529,-27.0819,2.9681,-1.3675,0.266,-0.675,-1.871,"cwnu4661","UCC G002.9-01.3","Q1N",4.2,0.3,0.69,"CB",0.0,2.949,-1.363,269.453,-27.084,0.266,-0.669,-1.891,6.467,2.0,"nan","nan"
"BICA2019","55","VVV 145;VVV-CL 145",266.4065,-25.4585,2.97,1.81,"nan","nan","nan","vvv145;vvvcl145","UCC G002.9+01.8a","Q1P",6.0,0.54,0.62,"BB",12.0,2.955,1.852,266.341,-25.492,0.046,-4.06,-6.031,"nan",0.0,"nan","nan"
"HUNT2023;CAVALLO2024","1817;2981","HSC 39",268.1845,-26.3786,3.0039,-0.0346,0.467,-0.848,-1.039,"hsc39","UCC G003.0+00.0","Q1P",6.8,0.77,0.78,"AA",29.0,3.048,-0.049,268.246,-26.359,0.465,-0.829,-1.032,7.385,6.0,"nan","nan"
