"UCC_ID","ID","RA_ICRS","DE_ICRS","GLON","GLAT","Plx","pmRA","pmDE","Rv","N_Rv","N_50","r_50","C3","shared_members","shared_members_perc"
"UCC G002.6+01.0a","CWNU 4314",266.985,-26.1344,2.659,1.02,0.531,-0.527,-0.792,-12.651,8.0,21.0,3.4,"BA","hsc35","100.0"
"UCC G002.6+01.3","HSC 34",266.6228,-25.9302,2.689,1.369,0.706,2.229,-1.069,"nan",0.0,20.0,11.3,"AB","nan","nan"
"UCC G002.6+01.0","HSC 35",266.9868,-26.1244,2.639,1.032,0.527,-0.527,-0.807,-17.887,9.0,35.0,4.5,"AA","cwnu4314","71.4"
"UCC G002.7-00.7a","CWNU 3465",268.7469,-27.0153,2.708,-0.787,0.503,0.958,-0.212,27.66,5.0,53.0,4.6,"AA","hsc36","88.7"
"UCC G002.7-00.3","DB 40;Dutra-Bica 40;MWSC 2736;Dutra Bica 40",268.3115,-26.7869,2.677,-0.353,0.457,0.913,-0.462,"nan",0.0,12.0,10.7,"DC","nan","nan"
"UCC G002.7-00.7","HSC 36",268.7423,-27.0015,2.723,-0.785,0.505,0.97,-0.21,27.66,5.0,47.0,4.0,"BB","cwnu3465","100.0"
"UCC G002.7+13.0","ESO 587 04;MWSC 2527",256.0896,-19.4571,2.713,13.095,0.177,-5.611,-1.976,-55.596,3.0,17.0,8.4,"DC","nan","nan"
"UCC G002.7-21.9","MWSC 5713",291.3803,-35.823,2.802,-21.891,0.228,-1.582,-4.824,70.205,2.0,19.0,5.8,"CC","nan","nan"
"UCC G002.7+12.3","LISC-III 3503",256.7324,-19.8362,2.846,12.307,0.8,-1.051,-3.316,-106.717,1.0,8.0,20.1,"DC","nan","nan"
"UCC G002.8-00.2","DB 41;Dutra-Bica 41",268.2566,-26.6535,2.83,-0.22,0.497,-1.193,-1.955,-9.156,4.0,18.0,6.2,"DC","nan","nan"
"UCC G002.8-01.6","Ryu 556",269.6855,-27.3488,2.841,-1.679,0.125,-2.842,-7.558,82.325,1.0,23.0,1.8,"DC","nan","nan"
"UCC G002.8+00.3","DB 42;Dutra-Bica 42",267.6837,-26.3029,2.868,0.392,0.486,-2.466,-3.638,-3.66,3.0,15.0,7.7,"CC","bica27","80.0"
"UCC G002.8+00.3a","Bica 27",267.6837,-26.3029,2.822,0.416,0.501,-2.464,-3.635,-3.66,3.0,16.0,6.3,"DC","db42","80.0"
"UCC G002.8+03.9","HSC 37",264.355,-24.4057,2.879,3.946,0.1,-3.146,-4.567,112.099,3.0,30.0,1.9,"AB","nan","nan"
"UCC G002.8-02.8","NGC 6520;Melotte 187;Collinder 361;OCL 10;VDBH 255;vdBergh-Hagen 255;ESO 456 42;MWSC 2790;FoF 717",270.856,-27.884,2.885,-2.848,0.555,0.707,-0.523,-23.497,8.0,275.0,2.8,"AA","nan","nan"
"UCC G002.8+03.3","Ryu 162",264.9317,-24.7285,2.892,3.324,0.121,-3.161,-6.044,-23.244,2.0,21.0,1.5,"DC","nan","nan"
"UCC G002.9-05.9","CWNU 4486",273.9588,-29.3522,2.881,-5.921,0.15,-1.433,-2.592,"nan",0.0,19.0,4.4,"DB","nan","nan"
"UCC G002.9-01.2","HSC 38",269.2931,-27.0253,2.941,-1.239,0.341,-0.193,-1.987,-21.875,6.0,92.0,7.7,"BB","nan","nan"
"UCC G002.9+01.8","VVV 144;VVV-CL 144",266.395,-25.4756,2.913,1.816,0.047,-6.372,-4.267,"nan",0.0,15.0,6.5,"DC","nan","nan"
"UCC G002.9-01.2a","CWNU 3669",269.3006,-27.022,2.961,-1.228,0.254,-0.582,-2.427,2.845,4.0,42.0,2.1,"CA","nan","nan"
"UCC G002.9-01.3","CWNU 4661",269.4529,-27.0819,2.98,-1.351,0.263,-0.675,-1.891,4.063,4.0,19.0,8.7,"DB","nan","nan"
"UCC G002.9+01.8a","VVV 145;VVV-CL 145",266.4065,-25.4585,2.949,1.791,0.076,-3.912,-6.636,"nan",0.0,15.0,6.0,"BB","nan","nan"
"UCC G003.0+00.0","HSC 39",268.1845,-26.3786,3.023,-0.048,0.472,-0.829,-1.019,12.22,5.0,22.0,5.5,"AB","nan","nan"
"UCC G003.0-04.7","CWNU 4890",272.7952,-28.6619,3.033,-4.72,0.082,-3.962,-6.499,70.139,1.0,20.0,3.3,"AB","nan","nan"
"UCC G003.0+12.6","MWSC 4312",256.6283,-19.4425,3.106,12.688,0.147,-5.222,-2.458,"nan",0.0,10.0,6.0,"CC","nan","nan"
"UCC G003.0-00.8","HSC 40",268.9712,-26.7256,3.065,-0.815,0.333,-0.649,-2.453,-17.655,7.0,68.0,2.2,"BA","cwnu3089","100.0"
"UCC G003.0-00.8a","CWNU 3089",268.9657,-26.7227,3.062,-0.811,0.324,-0.659,-2.469,-17.319,9.0,93.0,2.6,"BA","hsc40","73.1"
"UCC G003.1+02.9","Ryu 557",265.4097,-24.6929,3.154,2.976,-0.06,-3.474,-4.514,56.618,2.0,21.0,2.0,"BC","nan","nan"
"UCC G003.1-14.0","CWNU 2612",282.6674,-32.6279,3.192,-14.09,0.531,1.801,-0.279,-27.412,1.0,20.0,12.7,"CC","nan","nan"
"UCC G003.2-06.5","CWNU 4333",274.7935,-29.313,3.258,-6.56,0.112,-3.266,-5.899,-93.747,1.0,18.0,2.1,"CB","nan","nan"
"UCC G003.2-04.5","CWNU 4676",272.7241,-28.3485,3.254,-4.543,0.147,-3.223,-4.943,"nan",0.0,23.0,4.7,"DA","nan","nan"
"UCC G003.3+00.0","CWNU 3819",268.3879,-26.0847,3.343,-0.041,0.363,-0.248,-1.042,35.65,1.0,24.0,1.1,"AB","nan","nan"
"UCC G003.3+02.5","ESO 520 20;MWSC 2668",265.8987,-24.7185,3.37,2.614,0.058,-2.897,-3.0,-16.663,3.0,18.0,9.4,"DB","nan","nan"
"UCC G003.3-05.9","Ryu 558",274.1967,-28.937,3.366,-5.938,0.091,-5.258,-6.288,92.671,1.0,13.0,2.5,"DC","nan","nan"
"UCC G003.3+01.4","Ryu 163",266.9388,-25.2826,3.362,1.487,0.198,-3.487,-2.248,15.381,2.0,21.0,1.3,"CD","nan","nan"
"UCC G003.4-01.9","Ryu 164",270.264,-26.9524,3.427,-1.938,0.156,-3.22,-4.24,"nan",0.0,12.0,2.1,"DC","nan","nan"
"UCC G003.4-06.8","HSC 44",275.1379,-29.2722,3.451,-6.814,0.144,0.063,-3.446,-26.182,1.0,13.0,5.0,"DB","nan","nan"
"UCC G003.4-04.0","CWNU 4786",272.3755,-27.9757,3.446,-4.069,0.127,-5.236,-4.861,75.322,1.0,37.0,4.1,"CA","nan","nan"
"UCC G003.4-01.7","Ryu 559",270.0567,-26.8124,3.472,-1.686,0.227,-3.137,-4.755,"nan",0.0,17.0,1.7,"DC","nan","nan"
"UCC G003.4-00.4","Ryu 560",268.8048,-26.1532,3.483,-0.393,0.411,-1.051,-2.796,21.923,1.0,21.0,2.1,"CC","nan","nan"
"UCC G003.4-04.4","Ryu 561",272.7356,-28.1143,3.487,-4.423,0.082,-6.185,-6.883,"nan",0.0,20.0,1.6,"CC","nan","nan"
"UCC G003.4-07.2","CWNU 4384",275.628,-29.4431,3.483,-7.279,0.088,-2.033,-5.771,78.793,2.0,16.0,3.9,"CB","nan","nan"
"UCC G003.5-01.4","CWWDL 13663",269.8613,-26.6648,3.53,-1.479,0.411,2.095,0.398,-10.182,6.0,46.0,2.5,"AA","ubc92;cwwdl962","100.0;95.7"
"UCC G003.5-07.0","CWNU 4480",275.3875,-29.3115,3.525,-7.005,0.143,-2.055,-5.616,-29.503,1.0,13.0,6.7,"CB","nan","nan"
"UCC G003.5-01.4a","UBC 92",269.883,-26.655,3.521,-1.485,0.402,2.112,0.408,-10.229,9.0,268.0,4.5,"AA","cwwdl962;cwwdl13663","37.3;17.2"
"UCC G003.5-01.4b","CWWDL 962",269.8845,-26.6504,3.525,-1.489,0.402,2.109,0.399,-10.229,7.0,100.0,2.8,"AA","ubc92;cwwdl13663","100.0;44.0"
"UCC G003.5+01.9","Dutra-Bica 44",266.643,-24.895,3.532,1.98,0.068,-5.864,-9.923,"nan",0.0,19.0,5.4,"DC","nan","nan"
"UCC G003.5-16.9","ESO 397 01;MWSC 3044",286.027,-33.395,3.571,-16.979,0.194,0.717,-3.552,-13.815,2.0,68.0,7.8,"CC","nan","nan"
"UCC G003.5-05.4","CWNU 4461",273.7851,-28.5065,3.591,-5.397,0.111,-4.445,-6.433,44.688,2.0,21.0,5.0,"CB","nan","nan"
"UCC G003.5-03.2","Collinder 468;OCL 12;ESO 521 25;MWSC 2808",271.6101,-27.4568,3.572,-3.194,0.135,-6.015,-7.614,"nan",0.0,20.0,5.4,"CB","nan","nan"
"UCC G003.6-07.0","CWNU 4381",275.4249,-29.2306,3.587,-7.014,0.157,-5.105,-4.73,4.803,1.0,14.0,3.8,"DB","nan","nan"
"UCC G003.6-03.3","Ryu 562",271.7806,-27.4918,3.629,-3.373,0.088,-3.85,-7.539,"nan",0.0,23.0,2.1,"BB","nan","nan"
"UCC G003.6+01.7","Dutra-Bica 45;DB 45;MWSC 2695;Dutra Bica 45",266.8247,-24.893,3.654,1.78,0.019,-6.505,-6.04,"nan",0.0,14.0,6.5,"CC","nan","nan"
"UCC G003.6-05.9","CWNU 4876",274.359,-28.6929,3.638,-5.928,0.074,-3.037,-5.942,14.582,2.0,15.0,4.0,"AA","nan","nan"
"UCC G003.6+00.0","Cmg 469",268.5795,-25.8261,3.675,-0.067,0.328,-0.935,-2.661,"nan",0.0,13.0,9.1,"CC","nan","nan"
"UCC G003.7+00.0","Bica 28",268.5733,-25.7764,3.745,-0.028,0.468,-1.374,-2.578,27.744,1.0,15.0,7.7,"DC","nan","nan"
"UCC G003.7+03.9","Dutra-Bica 60;DB 60;DB2001 2;BDB 4;MWSC 2657;MWSC 2656;Dutra Bica 60",264.8322,-23.6709,3.735,3.945,0.147,-2.698,-5.312,6.316,1.0,12.0,10.1,"DB","nan","nan"
"UCC G003.7-06.4","CWNU 4846",274.9435,-28.8513,3.756,-6.477,0.089,-2.561,-7.293,61.552,3.0,27.0,3.6,"CB","nan","nan"
"UCC G003.7-00.6","CWNU 1391",269.2461,-26.0612,3.766,-0.698,0.44,-0.529,-3.106,-29.35,2.0,26.0,2.0,"CA","nan","nan"
"UCC G003.7-05.2","Teutsch J1814.6-2814;Ryu 563",273.6748,-28.2432,3.801,-5.163,0.119,-7.036,-8.058,"nan",0.0,15.0,8.0,"CC","nan","nan"
"UCC G003.7+01.0","Theia 1661",267.5913,-25.1545,3.737,1.08,0.39,-0.349,-1.709,-28.171,5.0,13.0,12.1,"DB","nan","nan"
"UCC G003.7+46.7","HSC 46",229.6109,2.0496,3.832,46.791,2.196,4.365,-10.635,"nan",0.0,25.0,2.2,"AC","nan","nan"
"UCC G003.8-00.7","CWNU 1517",269.3222,-26.0465,3.807,-0.744,0.336,-0.488,-1.589,-30.956,1.0,16.0,4.8,"DB","nan","nan"
"UCC G003.8-01.2","DB 47;Dutra-Bica 47",269.8146,-26.2851,3.832,-1.274,0.326,-1.026,-5.355,-52.614,1.0,16.0,3.6,"CC","nan","nan"
"UCC G003.8+00.4","DB 46;Dutra-Bica 46;MWSC 2731",268.1821,-25.4295,3.812,0.422,0.312,-0.903,-2.043,-15.042,2.0,12.0,4.4,"DB","nan","nan"
"UCC G003.8-01.0","Dutra Bica 49",269.6417,-26.115,3.896,-1.167,0.12,-2.957,-5.833,5.985,1.0,16.0,3.9,"CC","nan","nan"
"UCC G003.9+04.8","Ryu 564",264.1611,-23.0854,3.9,4.792,0.066,-4.754,-6.988,17.595,1.0,15.0,2.9,"CC","nan","nan"
"UCC G003.9-00.6","CWNU 2279",269.2571,-25.8843,3.961,-0.595,0.36,-0.119,-0.985,-31.207,2.0,54.0,7.2,"BA","nan","nan"
"UCC G003.9+00.3","VVV 153;VVV-CL 153",268.3792,-25.3836,3.963,0.311,0.332,-1.001,-2.9,-12.308,3.0,8.0,6.2,"CC","nan","nan"
"UCC G003.9+00.6","Theia 2619",268.0703,-25.2052,3.963,0.667,0.932,-0.129,-5.771,-4.757,5.0,23.0,11.1,"AC","nan","nan"
"UCC G003.9-57.6","HSC 52",336.3418,-38.0188,3.439,-57.771,4.015,17.295,-0.034,-3.475,8.0,24.0,89.6,"CB","nan","nan"
"UCC G003.9-00.5","CWNU 4685",269.2619,-25.8133,3.993,-0.6,0.319,-0.811,-2.136,-12.037,4.0,14.0,10.4,"DB","nan","nan"
"UCC G004.0+00.1","UBC 93",268.575,-25.399,4.029,0.157,0.316,-0.862,-1.927,-10.484,28.0,123.0,2.7,"AA","nan","nan"
"UCC G004.0-00.3","CWNU 2379",269.1372,-25.633,4.074,-0.393,0.321,-0.477,-1.481,"nan",0.0,22.0,2.0,"BA","nan","nan"
"UCC G004.1-02.8","Ryu 565",271.5702,-26.8398,4.132,-2.908,0.155,-4.74,-6.192,"nan",0.0,20.0,3.0,"CB","nan","nan"
"UCC G004.1-21.4","MWSC 5712",291.3234,-34.4752,4.134,-21.439,0.022,-2.58,-1.484,134.588,2.0,19.0,6.9,"AA","nan","nan"
"UCC G004.1-06.2","Ryu 566",274.9298,-28.4209,4.14,-6.257,0.165,-5.933,-4.738,"nan",0.0,17.0,2.2,"DC","nan","nan"
"UCC G004.1+05.6","Ryu 165",263.569,-22.4334,4.172,5.596,0.054,-5.649,-5.28,-11.125,1.0,15.0,2.1,"BC","nan","nan"
"UCC G004.1-07.2","CWNU 4620",275.9356,-28.8281,4.185,-7.227,0.065,-2.004,-5.891,-278.021,2.0,13.0,3.3,"DB","nan","nan"
"UCC G004.1-02.9","Ryu 567",271.6181,-26.7836,4.174,-2.897,0.139,-2.705,-6.297,"nan",0.0,21.0,1.8,"DB","nan","nan"
"UCC G004.2+01.2","HSC 55",267.6786,-24.7136,4.191,1.202,0.625,1.595,-1.087,"nan",0.0,20.0,7.9,"BB","nan","nan"
"UCC G004.2+00.4a","CWNU 4088",268.4357,-25.1098,4.216,0.413,0.322,-0.166,-2.093,102.643,1.0,32.0,2.8,"BA","hsc56","84.4"
"UCC G004.2+00.4","HSC 56",268.429,-25.1054,4.215,0.416,0.327,-0.233,-2.118,-5.149,2.0,46.0,3.1,"BB","cwnu4088","58.7"
"UCC G004.2+00.2","CWNU 3696",268.6265,-25.2061,4.23,0.219,0.328,-0.512,-0.657,-41.221,1.0,25.0,3.7,"CB","nan","nan"
"UCC G004.2+00.6","Ryu 568",268.2356,-24.9935,4.214,0.63,0.332,-0.497,-2.087,66.528,1.0,21.0,2.5,"DC","nan","nan"
"UCC G004.2-08.4","CWNU 4086",277.1844,-29.3055,4.25,-8.42,0.149,-2.043,-5.202,-22.022,1.0,14.0,4.0,"CB","nan","nan"
"UCC G004.2-12.9","CWNU 1613",281.907,-31.2146,4.251,-12.924,0.501,1.474,-0.745,-35.242,1.0,21.0,12.3,"DC","nan","nan"
"UCC G004.2-00.4","Ryu 569",269.2887,-25.5043,4.258,-0.45,0.305,-0.725,-2.216,"nan",0.0,19.0,3.3,"DC","nan","nan"
"UCC G004.2-08.1","CWNU 4841",276.898,-29.1542,4.285,-8.124,0.115,-3.013,-5.902,"nan",0.0,13.0,8.4,"CB","nan","nan"
"UCC G004.2-02.7","Ryu 570",271.5594,-26.6516,4.268,-2.804,0.058,-4.637,-6.437,58.578,1.0,21.0,2.3,"BC","nan","nan"
"UCC G004.2-02.1","Ryu 166",270.9506,-26.3351,4.263,-2.165,0.124,-4.992,-6.375,"nan",0.0,21.0,1.6,"CC","nan","nan"
"UCC G004.3+05.2","Ryu 571",264.012,-22.5159,4.32,5.232,0.121,-3.397,-5.186,26.575,4.0,17.0,2.9,"CB","nan","nan"
"UCC G004.3-03.3","CWNU 4636",272.128,-26.8703,4.307,-3.315,0.089,-2.038,-4.662,-71.907,2.0,18.0,7.6,"CB","nan","nan"
"UCC G004.3-02.1","Ryu 572",271.0126,-26.2976,4.335,-2.204,0.142,-2.418,-3.447,"nan",0.0,18.0,1.8,"DC","nan","nan"
"UCC G004.3+01.9","Theia 5015",267.0588,-24.2098,4.385,1.966,0.837,-0.3,-0.079,-47.982,8.0,23.0,9.1,"AB","nan","nan"
"UCC G004.3+12.9","Theia 70",257.1168,-18.2091,4.519,13.089,4.774,-5.655,-11.507,-18.62,12.0,54.0,48.8,"AB","ocsn2","88.9"
"UCC G004.3-04.7","CWNU 4372",273.5425,-27.5179,4.355,-4.756,0.139,-4.319,-3.543,"nan",0.0,19.0,4.1,"CB","nan","nan"
"UCC G004.3-06.0","Ryu 573",274.8687,-28.1349,4.367,-6.082,0.117,-4.736,-5.711,-30.493,1.0,16.0,2.7,"DB","nan","nan"
"UCC G004.3+02.4","Ryu 574",266.5875,-23.8979,4.387,2.483,0.242,-2.111,-2.258,-58.328,2.0,15.0,2.8,"DC","nan","nan"
"UCC G004.4-02.4","Ryu 167",271.3232,-26.3735,4.402,-2.471,0.051,-3.53,-6.433,"nan",0.0,45.0,2.3,"CB","nan","nan"
"UCC G004.4+16.7","FSR 0014;MWSC 2489",253.9334,-15.994,4.381,16.724,0.206,-3.904,-3.086,-19.979,2.0,21.0,7.8,"CC","nan","nan"
"UCC G004.4-05.1","Ryu 575",274.0005,-27.6179,4.448,-5.166,0.078,0.428,-5.381,-29.208,1.0,18.0,2.1,"DC","nan","nan"
"UCC G004.4+00.3","UBC 1003",268.6,-24.89,4.476,0.397,0.394,-0.593,-3.109,-10.828,1.0,70.0,2.6,"AA","ufmg78","100.0"
"UCC G004.4+00.3a","UFMG 78",268.6061,-24.8919,4.472,0.397,0.393,-0.602,-3.1,-0.416,2.0,101.0,3.0,"AA","ubc1003","69.3"
"UCC G004.4+00.5","Ryu 576",268.4951,-24.8304,4.467,0.533,0.278,-1.035,-2.277,15.265,2.0,20.0,2.2,"BC","nan","nan"
"UCC G004.4+08.8","HSC 59",260.8175,-20.3953,4.51,8.861,0.162,-0.86,-2.816,-29.14,4.0,17.0,6.2,"BC","nan","nan"
"UCC G004.5+01.0a","CWNU 3870",267.9922,-24.5181,4.525,1.068,0.287,-0.201,-0.832,-29.333,4.0,98.0,2.4,"AB","ryu577","36.7"
"UCC G004.5+01.0","Ryu 577",267.9962,-24.5165,4.52,1.061,0.261,-0.258,-0.865,-2.955,1.0,44.0,0.9,"AA","cwnu3870","81.8"
"UCC G004.5-02.3","Ryu 578",271.2577,-26.1918,4.554,-2.332,0.046,-5.934,-4.891,-46.582,1.0,21.0,3.2,"CC","nan","nan"
"UCC G004.5-04.8","Ryu 579",273.7211,-27.3389,4.585,-4.809,0.25,-3.845,-5.071,"nan",0.0,11.0,1.6,"DC","nan","nan"
"UCC G004.5+37.2","Alessi 167",237.4047,-3.4329,4.553,37.247,0.441,-8.671,-2.076,"nan",0.0,28.0,7.5,"DD","nan","nan"
"UCC G004.5-01.6","UFMG 90",270.6473,-25.8231,4.596,-1.67,0.458,0.558,-0.02,-48.969,18.0,92.0,4.5,"AA","cwnu2859","28.3"
"UCC G004.5-00.5","CWNU 488",269.5712,-25.2653,4.596,-0.548,0.397,0.307,-1.416,"nan",0.0,34.0,3.4,"BA","nan","nan"
"UCC G004.5-01.6a","CWNU 2859",270.6475,-25.8165,4.609,-1.675,0.457,0.59,-0.016,-48.403,11.0,26.0,3.4,"AA","ufmg90","100.0"
"UCC G004.6-06.2","Ryu 580",275.1645,-28.0019,4.604,-6.24,0.097,-5.52,-6.023,95.68,3.0,16.0,2.7,"CB","nan","nan"
"UCC G004.6-02.1","CWNU 1615",271.1234,-26.0456,4.583,-2.17,0.671,1.451,0.442,-22.6,2.0,42.0,7.0,"AA","nan","nan"
"UCC G004.7-07.0","CWNU 4892",275.9883,-28.2608,4.681,-7.005,0.135,-3.359,-5.045,-97.433,3.0,26.0,6.3,"DB","nan","nan"
"UCC G004.7-04.8","CWNU 4362",273.9082,-27.2083,4.794,-4.885,0.167,-3.096,-5.921,-76.829,1.0,19.0,3.6,"DA","nan","nan"
"UCC G004.8-02.8","VVV 161;VVV-CL 161",271.9157,-26.2004,4.861,-2.824,0.063,-5.645,-8.246,"nan",0.0,18.0,6.7,"CB","nan","nan"
"UCC G004.8-00.8","CWNU 4654",269.9381,-25.1894,4.858,-0.812,0.416,0.064,-0.683,8.067,2.0,32.0,4.5,"DB","nan","nan"
"UCC G004.8-00.9","Ruprecht 137;OCL 13;ESO 521 08;MWSC 2772",270.0535,-25.215,4.857,-0.857,0.431,1.28,-1.916,-12.836,2.0,17.0,7.8,"DB","nan","nan"
"UCC G004.8-02.4","CWNU 4370",271.5502,-25.9593,4.914,-2.408,0.243,-0.113,-0.93,-17.955,3.0,14.0,6.8,"CB","nan","nan"
"UCC G004.8-00.6","HSC 62",269.8259,-25.0763,4.866,-0.667,0.293,-1.024,-3.642,15.087,3.0,19.0,5.8,"CB","nan","nan"
"UCC G004.8+00.7","HSC 63",268.4897,-24.3692,4.87,0.741,0.286,-0.446,-2.123,58.551,1.0,25.0,2.9,"BA","nan","nan"
"UCC G004.9-03.3","CWNU 4004",272.5031,-26.3764,4.937,-3.361,0.097,-1.246,-4.374,"nan",0.0,26.0,5.8,"DB","nan","nan"
"UCC G004.9+00.8","Theia 1038",268.4652,-24.2902,5.055,0.853,1.963,0.818,-7.484,-16.905,9.0,18.0,34.7,"AC","nan","nan"
"UCC G004.9+15.6","HSC 64",255.1985,-16.2205,4.868,15.614,0.133,-1.813,-6.213,5.588,2.0,16.0,7.5,"CC","nan","nan"
"UCC G004.9-00.6","Ryu 581",269.8478,-24.9879,4.972,-0.623,0.309,-1.018,-2.46,"nan",0.0,17.0,1.7,"CC","nan","nan"
"UCC G004.9+03.0","HSC 65",266.3506,-23.0948,4.968,3.098,0.188,-3.211,-2.128,"nan",0.0,18.0,6.4,"CB","nan","nan"
"UCC G004.9-06.3","CWNU 4466",275.4879,-27.7295,4.973,-6.393,0.132,-4.071,-4.677,-16.971,3.0,14.0,5.4,"BB","nan","nan"
"UCC G004.9+19.5","HSC 66",251.9426,-13.9391,4.64,19.491,3.195,-1.819,-0.559,-39.561,5.0,23.0,69.3,"DB","nan","nan"
"UCC G004.9+00.1","Ryu 582",269.13,-24.5768,4.962,0.123,0.532,-0.863,-2.014,12.365,3.0,19.0,2.5,"DC","nan","nan"
"UCC G005.0+13.1","OCSN 2",257.35,-17.54,4.72,13.177,4.796,-5.662,-11.393,-16.51,17.0,57.0,48.1,"AB","theia70","84.2"
"UCC G005.0-02.2","CWNU 4769",271.4551,-25.6981,5.05,-2.215,0.24,0.037,-0.549,5.77,2.0,18.0,3.8,"DB","nan","nan"
"UCC G005.0+12.7","HSC 67",257.7471,-17.7693,4.716,12.518,7.489,-4.781,-23.245,-9.283,14.0,25.0,57.0,"BC","nan","nan"
"UCC G005.0+13.2","Bica 641",257.2817,-17.4614,5.063,13.306,0.295,-2.222,-4.432,-42.687,1.0,14.0,4.7,"CC","nan","nan"
"UCC G005.1-00.2","CWWDL 14162",269.6048,-24.6809,5.162,-0.281,0.749,-1.647,-4.49,-20.487,28.0,130.0,8.1,"AA","ubc94","100.0"
"UCC G005.1-00.6","Ryu 583",269.9793,-24.8604,5.134,-0.663,0.342,-0.99,-0.893,-12.373,2.0,16.0,2.5,"CC","nan","nan"
"UCC G005.1-00.5","Ruprecht 169",269.8417,-24.7669,5.11,-0.532,0.355,-1.32,-2.553,25.592,6.0,31.0,4.4,"DC","nan","nan"
"UCC G005.1+02.0","Ryu 584",267.4136,-23.4553,5.147,2.057,0.15,-0.893,-4.164,47.244,1.0,21.0,2.8,"CB","nan","nan"
"UCC G005.1-00.2a","UBC 94",269.643,-24.646,5.176,-0.281,0.749,-1.645,-4.479,-20.359,37.0,217.0,9.6,"AA","cwwdl14162","59.9"
"UCC G005.1-07.9","CWNU 4484",277.2135,-28.286,5.179,-7.972,0.155,-2.536,-6.47,9.109,1.0,11.0,7.2,"CB","nan","nan"
"UCC G005.1-00.4","Ruprecht 136;OCL 15;ESO 521 04;MWSC 2765",269.821,-24.7026,5.189,-0.49,0.367,-1.331,-1.754,14.685,2.0,16.0,5.4,"DC","nan","nan"
"UCC G005.1-00.9","HSC 70",270.3126,-24.9571,5.219,-1.029,0.335,-0.135,-1.603,67.42,2.0,20.0,3.7,"DB","nan","nan"
"UCC G005.2-01.2","UBC 1004",270.5528,-25.0742,5.202,-1.225,0.379,-0.899,-2.411,-4.203,58.0,661.0,3.9,"AA","nan","nan"
"UCC G005.2-01.0","HSC 71",270.3474,-24.9527,5.22,-0.95,0.568,0.989,-0.084,8.574,2.0,40.0,5.0,"BB","oc0003","55.0"
"UCC G005.2-08.3","CWNU 4839",277.6377,-28.4233,5.211,-8.387,0.084,-1.953,-5.093,19.369,3.0,14.0,4.3,"CB","nan","nan"
"UCC G005.2-00.2a","CWNU 3600",269.591,-24.5561,5.221,-0.215,0.333,-0.229,-0.687,-15.504,4.0,105.0,2.8,"AB","hsc72","25.7"
"UCC G005.2-00.2","HSC 72",269.5934,-24.5571,5.215,-0.215,0.306,-0.24,-0.693,-649.845,1.0,27.0,0.6,"AA","cwnu3600","100.0"
"UCC G005.2-05.0","CWNU 4385",274.2892,-26.8753,5.264,-5.03,0.079,-2.33,-5.412,-55.167,3.0,21.0,2.5,"DB","nan","nan"
"UCC G005.2-00.8","OC 0003",270.2419,-24.8702,5.214,-0.896,0.558,0.976,-0.119,8.574,2.0,19.0,3.3,"CB","hsc71","88.0"
"UCC G005.2-13.6","CWNU 4462",283.164,-30.6424,5.249,-13.673,0.043,-2.667,-1.378,139.225,5.0,20.0,2.5,"AA","nan","nan"
"UCC G005.2+00.2","CWNU 3474",269.2195,-24.3003,5.269,0.207,0.487,1.146,-0.102,-18.943,4.0,69.0,6.4,"AB","hsc73","36.2"
"UCC G005.2-04.8","CWNU 4158",274.1404,-26.7661,5.276,-4.867,0.146,-0.798,-2.517,-37.274,2.0,47.0,6.0,"CB","nan","nan"
"UCC G005.2-03.3","Ryu 585",272.6653,-26.035,5.29,-3.364,0.221,-1.49,-2.708,"nan",0.0,22.0,1.6,"CB","nan","nan"
"UCC G005.2-04.9","CWNU 4315",274.2428,-26.7911,5.247,-4.974,0.103,0.061,-3.968,"nan",0.0,19.0,4.1,"BB","nan","nan"
"UCC G005.2+00.1","HSC 73",269.2853,-24.305,5.288,0.184,0.487,1.133,-0.121,-18.943,2.0,23.0,5.1,"AB","cwnu3474","100.0"
"UCC G005.3-00.5","NGC 6506;Ruprecht 138;OCL 16;ESO 521 06;MWSC 2771",269.984,-24.665,5.304,-0.579,0.382,0.264,-1.137,7.775,7.0,217.0,3.4,"AA","nan","nan"
"UCC G005.3-00.7","CWNU 4817",270.1815,-24.7654,5.298,-0.786,0.23,-0.624,-2.461,24.371,2.0,24.0,1.4,"AB","nan","nan"
"UCC G005.3-16.3","HSC 74",286.0388,-31.5965,5.305,-16.282,0.424,-2.763,-1.383,"nan",0.0,8.0,12.3,"BC","nan","nan"
"UCC G005.3-03.3","Ryu 587",272.6671,-25.9904,5.313,-3.329,0.141,-7.221,-5.29,"nan",0.0,20.0,2.7,"CC","nan","nan"
"UCC G005.3-01.5","Ryu 586",270.9516,-25.1312,5.324,-1.582,0.259,-0.79,-4.729,2.153,3.0,18.0,2.7,"CC","nan","nan"
"UCC G005.3-00.9","BDSB 106",270.396,-24.835,5.346,-0.976,0.376,-1.398,-4.207,4.712,3.0,14.0,9.2,"DC","nan","nan"
"UCC G005.3+05.4","FSR 0018;MESC2647",264.421,-21.5547,5.337,5.424,0.019,-4.21,-9.038,25.107,3.0,19.0,7.3,"DB","nan","nan"
"UCC G005.3-05.5","Ryu 588",274.8445,-27.0119,5.337,-5.536,0.096,-2.749,-7.104,202.328,1.0,23.0,2.8,"CB","nan","nan"
